ALPHA L,ALPHA R,BETA L,BETA R,DELTA L,DELTA R,THETA L,THETA R
14.17,15.76,19.56,23.32,9.26,15.58,6.96,8.51
13.24,12.0,25.27,28.36,17.44,15.85,5.41,3.99
8.81,8.24,20.18,27.26,24.56,21.51,7.09,4.30
13.37,7.18,23.23,33.36,28.63,23.99,10.36,5.63
12.53,8.59,24.52,26.37,28.81,23.45,19.34,16.86
8.73,10.94,22.26,28.36,28.32,16.86,29.03,31.37
11.51,13.24,17.79,23.37,28.41,11.60,27.35,30.88
20.98,19.78,4.79,10.19,24.56,10.89,14.52,22.75
20.58,22.39,13.24,8.73,18.59,13.06,8.64,13.33
11.69,7.97,6.12,7.44,16.33,15.32,9.66,5.06
14.17,13.24,10.1,14.61,14.61,15.67,12.71,4.57
7.71,18.1,10.67,16.91,15.89,11.69,20.98,6.07
9.61,13.15,14.39,19.96,13.59,8.68,27.61,13.81
15.89,17.62,40.57,29.07,12.57,5.98,23.50,14.12
13.02,13.95,10.89,14.74,11.96,8.37,25.89,24.12
15.14,10.1,21.77,13.55,11.60,13.81,30.00,36.72
23.32,22.3,18.68,19.03,24.87,25.53,32.43,37.39
23.81,24.83,3.99,7.18,36.28,38.67,36.68,39.11
16.11,14.08,5.59,10.72,49.59,44.86,27.79,28.85
9.83,8.33,9.79,16.29,52.20,49.15,12.00,16.42
4.08,2.36,16.02,7.53,42.21,35.48,9.83,15.01
7.31,2.76,7.53,17.0,32.96,30.44,9.39,8.90
4.97,4.83,19.78,21.46,15.76,15.54,17.57,9.57
12.0,9.17,18.32,16.6,12.40,12.62,21.33,13.55
14.17,8.11,26.06,20.62,10.45,6.87,12.88,8.24
15.67,17.62,10.94,11.47,21.46,7.22,12.22,3.82
24.47,26.82,11.96,16.69,30.88,7.58,9.79,2.40
22.3,25.53,12.8,17.13,34.38,12.49,5.54,8.64
16.02,20.36,8.73,8.64,36.02,13.86,11.91,19.47
10.5,13.77,12.75,20.45,29.07,14.26,19.92,24.12
7.93,9.92,15.89,27.7,33.67,10.41,19.74,18.19
7.93,12.97,17.17,12.93,29.29,8.37,20.85,12.31
12.53,11.51,38.27,36.1,31.50,6.69,25.49,16.91
11.6,10.45,6.91,22.66,33.98,10.45,26.24,8.73
3.68,8.2,32.34,25.4,29.38,14.56,21.64,11.51
11.78,11.78,6.38,9.48,30.80,25.09,16.64,12.22
17.22,16.78,9.08,15.71,18.90,22.92,15.27,11.60
13.24,7.93,13.11,15.05,18.59,23.41,21.64,17.40
9.52,3.11,13.28,12.49,9.70,12.53,25.62,11.78
13.99,8.02,8.77,14.03,8.90,10.10,27.21,11.78
9.7,9.79,9.66,12.49,7.67,10.72,30.66,13.46
9.12,9.57,8.59,6.29,10.41,14.96,34.51,24.60
12.04,10.32,8.95,9.88,14.56,17.31,37.52,27.13
15.49,12.88,11.34,3.02,17.31,15.76,34.87,21.91
12.57,11.34,15.71,24.03,23.50,12.71,26.51,30.62
6.56,10.94,6.69,10.81,23.54,8.99,20.98,34.78
7.97,15.23,8.11,7.62,17.66,4.75,17.04,22.79
6.78,12.84,8.9,9.35,14.65,5.37,7.58,9.74
9.43,7.89,8.02,10.89,14.43,8.02,9.30,9.52
14.83,11.56,19.83,23.06,20.93,11.69,12.80,9.30
13.37,9.57,13.37,17.79,27.35,14.39,14.21,9.70
14.96,6.25,14.7,18.85,28.05,13.77,21.86,16.60
17.4,6.52,5.59,19.96,28.10,14.65,32.08,27.61
17.4,10.14,15.18,19.87,21.69,11.03,29.16,27.26
13.06,8.81,8.02,10.54,20.49,18.32,14.48,15.89
9.96,5.54,24.6,29.25,19.08,19.56,15.71,13.11
13.86,11.2,17.48,12.31,24.83,24.43,25.84,17.48
6.16,4.92,21.51,21.95,24.96,19.03,21.20,17.13
5.06,3.73,22.92,21.11,23.72,14.21,7.80,12.66
14.74,10.94,6.34,19.39,17.31,9.96,20.71,17.48
17.79,19.21,22.48,20.05,14.39,8.86,30.97,21.33
10.27,20.05,17.66,4.79,18.50,13.15,34.82,13.19
6.96,7.09,22.22,9.21,29.82,23.06,24.52,8.99
7.93,7.09,15.32,10.98,34.95,28.23,12.09,16.73
5.01,4.92,6.78,10.76,42.56,32.52,12.09,23.99
10.98,8.02,11.34,11.47,34.16,30.00,10.94,21.29
17.75,15.41,24.29,15.89,27.57,25.58,5.01,8.68
15.41,15.67,13.99,33.8,16.47,22.26,8.95,14.17
17.22,21.02,20.18,26.55,11.29,18.99,20.76,23.59
26.59,36.59,14.52,23.72,18.63,20.93,21.07,13.64
26.37,37.96,21.46,30.4,26.15,28.01,10.63,6.82
15.1,19.96,14.21,16.6,31.64,28.63,23.19,23.90
10.67,8.11,13.81,12.49,38.67,33.18,27.74,24.38
8.86,8.2,7.09,7.44,41.15,33.85,14.17,7.75
10.5,12.88,10.5,19.74,40.17,34.25,15.58,7.49
10.5,16.02,17.13,14.87,33.27,30.62,15.23,9.26
12.26,14.96,21.2,24.6,24.56,24.78,22.53,14.92
8.15,11.38,27.92,32.88,18.68,23.23,29.65,17.26
8.77,5.72,17.53,22.35,14.34,24.78,28.14,12.88
19.65,6.78,9.57,35.75,12.26,25.05,18.99,10.63
16.33,12.49,6.16,12.57,15.71,28.94,10.58,6.21
5.54,10.54,4.22,23.19,18.59,27.61,20.27,8.95
3.24,9.48,9.48,16.69,17.70,22.57,29.43,23.68
7.09,13.72,8.99,13.68,16.95,13.90,21.82,18.59
19.78,21.42,8.68,14.56,15.27,7.05,13.81,7.05
23.37,25.93,10.5,19.74,14.92,7.09,20.00,13.77
18.32,19.78,8.73,10.01,14.30,8.02,15.76,20.49
7.4,7.0,21.24,23.68,14.74,9.04,12.57,27.08
11.69,9.66,11.38,11.51,14.61,9.04,23.15,28.50
7.58,8.81,3.02,10.19,14.21,9.30,27.74,21.55
9.39,5.41,18.81,18.68,10.45,10.76,31.64,21.46
20.85,14.52,8.59,16.51,8.81,9.92,39.47,31.90
20.85,12.09,15.41,21.82,6.12,8.95,33.63,32.65
15.1,7.0,25.36,7.13,5.54,7.13,37.48,25.67
12.0,7.75,20.18,24.69,7.13,8.46,38.09,15.36
11.38,3.46,21.42,38.14,8.42,9.96,16.60,5.14
7.89,3.37,14.17,19.78,9.12,10.89,7.93,7.05
2.89,7.18,12.0,25.84,8.99,8.33,17.09,13.33
11.65,6.38,11.51,15.63,9.52,7.40,13.90,18.81
19.25,18.24,9.21,9.74,21.69,19.52,23.19,27.57
21.15,21.33,13.06,13.64,32.52,33.36,36.72,35.44
13.02,13.68,6.96,4.44,49.81,50.48,31.95,27.88
5.81,6.74,12.09,10.23,57.82,57.29,21.64,15.80
5.28,3.73,21.42,24.29,55.74,53.80,6.69,7.05
8.46,5.63,15.45,13.41,48.00,44.24,5.50,13.90
7.13,5.32,15.89,16.33,36.94,30.93,5.72,17.13
12.84,7.58,28.63,23.63,36.68,27.79,6.16,6.87
10.41,6.16,10.5,15.8,32.79,22.04,12.53,6.52
8.86,4.35,19.47,46.98,25.49,15.89,18.77,10.98
7.0,14.48,23.1,16.73,18.59,11.34,23.63,17.31
6.6,14.52,17.4,23.1,15.63,11.65,26.42,25.71
14.03,5.32,5.06,11.87,16.29,14.96,19.30,17.09
21.07,17.35,26.9,17.09,15.85,14.52,18.85,7.80
