ALPHA L,ALPHA R,BETA L,BETA R,DELTA L,DELTA R,THETA L,THETA R
1.56,1.61,1.87,1.43,1.34,2.45,1.34,1.38
1.78,1.52,8.2,1.52,1.34,2.31,2.18,1.38
1.65,1.12,5.63,1.3,1.56,2.67,3.77,0.85
1.96,0.9,6.38,0.81,1.47,2.98,3.95,0.90
1.65,0.94,4.48,0.99,1.78,2.93,3.73,0.81
1.61,1.38,7.31,1.61,2.00,2.18,4.26,0.90
2.05,1.47,5.37,1.25,2.22,1.74,4.39,0.99
2.71,1.3,2.71,0.94,2.00,1.30,3.86,0.85
1.96,1.12,5.59,2.0,1.56,1.56,2.49,0.77
1.47,0.94,6.82,1.43,1.65,1.74,2.80,0.94
1.34,1.16,4.83,1.47,2.00,1.83,4.35,1.52
2.27,1.12,5.94,1.43,2.31,2.14,6.47,2.45
2.84,0.94,6.16,1.03,2.36,2.18,6.96,2.31
3.11,1.25,2.62,0.85,2.49,2.40,6.38,1.52
3.33,1.34,7.0,1.96,3.46,2.05,4.48,1.78
5.1,1.25,4.83,1.16,3.68,2.14,4.44,2.49
8.64,2.93,6.12,1.43,4.66,2.27,6.12,2.62
9.04,3.99,3.2,1.56,4.48,2.53,8.37,4.17
4.35,3.2,9.83,1.61,9.70,3.77,11.87,5.45
1.92,2.36,5.98,2.49,17.04,5.67,13.86,5.23
4.35,1.92,5.1,1.74,26.11,7.49,13.86,5.10
6.91,1.25,4.52,0.94,40.04,11.07,13.55,5.14
8.33,0.9,3.46,1.07,43.40,11.87,12.88,3.95
5.45,1.03,5.41,1.07,42.43,11.78,11.34,2.45
3.29,0.9,3.15,0.99,31.42,9.61,5.59,1.30
2.36,1.03,8.51,1.52,22.66,6.29,3.55,1.83
4.08,0.85,3.64,1.12,16.64,4.17,3.64,2.05
2.89,1.12,9.79,1.69,11.51,2.27,4.08,2.40
1.83,1.92,7.18,1.07,9.79,2.98,4.88,2.45
2.93,2.22,8.86,1.25,12.80,5.76,4.39,1.78
4.75,1.65,6.91,0.9,13.86,6.74,4.83,1.21
4.57,0.99,8.99,1.78,22.57,9.39,6.69,2.09
2.98,1.03,5.54,1.21,24.16,8.55,14.26,3.91
3.64,1.21,3.68,1.92,34.33,9.74,17.04,3.99
2.31,1.69,5.9,1.61,33.72,9.39,13.72,3.20
2.98,1.96,5.76,2.18,31.59,8.64,9.43,2.98
6.74,1.47,10.1,2.27,26.77,8.11,5.81,2.40
5.9,1.38,4.88,1.56,18.06,6.34,4.61,2.05
4.75,2.05,5.45,2.89,15.32,5.94,2.80,1.87
3.64,1.3,3.02,1.78,11.34,5.59,7.97,5.59
3.99,2.31,1.07,3.2,14.08,6.47,13.15,7.00
2.14,3.51,1.78,1.3,16.07,8.11,13.68,6.34
3.64,2.76,3.95,1.43,15.89,8.11,12.26,6.29
6.03,2.05,4.08,1.61,12.53,7.00,8.86,5.63
4.88,2.05,8.46,1.56,7.49,4.30,6.21,4.79
3.24,1.65,3.2,1.83,5.59,3.02,8.73,5.81
1.92,1.16,6.87,2.14,4.52,2.09,7.58,4.70
2.4,0.99,7.22,1.43,6.34,2.36,4.13,2.31
1.87,0.99,6.82,1.92,10.36,3.07,3.73,1.74
2.14,1.16,7.75,1.69,10.89,3.77,3.68,2.09
3.99,2.18,3.24,2.4,12.80,4.13,5.45,2.89
2.58,2.53,10.41,5.59,9.35,3.91,6.21,3.86
3.64,1.78,2.98,5.41,9.26,5.14,6.47,4.30
3.07,1.21,9.04,6.43,6.03,5.76,8.33,3.46
3.51,2.18,5.06,7.89,5.10,6.52,11.82,3.82
4.13,1.65,8.33,3.11,3.60,6.34,11.07,4.22
2.76,1.65,5.1,3.64,6.38,6.43,8.81,3.77
3.11,2.53,5.1,1.74,9.43,5.90,5.76,2.49
3.46,2.09,3.68,1.56,11.87,5.41,3.37,1.03
2.58,1.3,5.28,2.49,12.49,3.77,2.76,0.94
1.61,1.03,4.88,2.49,9.48,3.64,3.20,0.94
2.84,1.56,6.96,1.03,7.97,2.71,4.17,1.12
2.53,2.18,3.99,2.36,4.26,2.45,4.39,1.47
