ALPHA L,ALPHA R,BETA L,BETA R,DELTA L,DELTA R,THETA L,THETA R
2.0,1.56,4.57,1.92,0.99,2.31,3.24,2.67
3.55,3.24,2.27,1.61,1.21,1.96,6.91,3.60
4.79,5.81,8.2,4.22,2.27,2.58,10.01,3.60
3.82,6.52,5.01,2.49,3.68,3.24,6.87,3.64
2.98,4.97,4.35,3.46,6.69,3.91,2.93,4.30
2.62,4.48,4.44,1.96,10.10,3.60,2.27,4.04
3.15,3.91,2.67,4.3,11.69,2.62,5.37,2.05
4.3,2.45,2.98,1.74,11.16,2.40,7.40,1.34
5.32,4.57,6.96,6.21,8.81,2.67,6.07,2.05
7.0,6.65,2.0,1.87,8.02,3.24,4.39,3.55
8.33,6.52,4.22,4.57,7.27,3.29,4.30,4.48
6.87,4.75,4.79,3.77,5.90,2.45,5.72,3.02
2.62,3.51,6.52,2.76,4.30,3.02,8.02,2.22
4.22,2.84,7.44,4.61,3.51,3.46,8.81,3.33
6.25,4.92,3.42,2.62,2.71,4.70,8.51,2.62
4.88,5.28,8.77,5.23,3.02,4.52,6.65,3.99
4.22,2.45,3.46,2.58,3.51,5.50,3.91,3.68
2.05,3.73,5.01,1.96,8.68,6.74,3.60,3.55
4.39,5.54,2.49,2.31,12.31,7.40,5.14,2.58
5.9,3.6,3.11,2.49,15.54,7.22,3.73,3.29
5.5,2.05,4.83,2.0,17.13,5.98,2.36,4.08
4.61,2.76,5.06,2.14,15.71,5.01,5.54,3.64
3.86,3.07,6.07,1.3,13.64,4.39,5.98,2.58
2.58,2.36,4.39,1.43,9.48,3.51,5.76,1.43
3.95,2.22,2.27,1.83,7.18,3.46,4.97,2.89
6.43,1.43,4.57,3.6,6.34,2.80,4.97,3.64
8.11,1.61,6.87,2.14,8.59,1.92,7.75,2.18
7.8,2.76,3.73,2.09,10.05,1.52,10.01,1.65
5.45,4.13,6.21,3.2,13.15,1.30,8.51,3.15
3.46,3.46,7.31,5.23,11.56,1.61,6.52,5.19
3.46,2.36,2.8,2.84,8.77,2.18,6.21,5.67
3.15,2.45,3.68,3.24,7.71,2.58,6.03,3.68
4.08,1.21,2.14,2.84,9.26,3.77,4.26,2.14
4.08,1.52,4.66,3.33,16.95,5.28,3.77,2.58
2.4,1.21,5.67,1.21,27.35,6.69,14.21,3.15
3.86,3.73,4.44,3.02,32.30,8.77,26.02,4.88
5.06,5.01,3.29,1.21,31.73,10.67,21.38,4.08
2.45,2.93,2.45,1.07,25.27,10.89,8.73,2.45
3.07,1.83,2.8,2.31,22.79,9.88,8.51,1.92
2.98,1.96,7.31,3.24,22.00,7.67,10.41,2.22
5.81,1.56,1.65,0.99,23.99,9.79,10.63,2.89
6.52,1.47,6.52,3.6,26.90,10.76,9.30,1.65
4.75,0.99,3.86,0.94,24.65,10.36,8.20,1.30
3.02,1.47,1.56,1.43,20.36,7.44,5.37,1.03
2.18,2.89,2.09,2.22,9.52,4.39,3.82,1.69
4.08,3.46,2.67,1.69,8.28,2.89,2.98,4.04
5.06,2.71,3.33,2.09,7.93,1.92,4.39,4.17
3.11,1.83,2.62,1.96,10.72,3.64,5.19,2.49
3.99,1.61,6.29,2.0,10.94,5.14,5.85,4.30
4.13,1.65,1.34,2.8,11.34,9.08,10.32,7.40
1.83,5.28,3.51,2.93,13.24,13.41,16.33,8.37
3.37,9.96,2.67,9.39,13.59,16.38,17.04,6.38
3.99,9.79,2.31,6.69,15.27,19.56,6.69,6.34
4.61,7.05,2.45,9.35,11.56,18.37,5.23,9.04
3.6,5.19,3.6,4.52,8.86,15.63,7.13,10.05
3.51,1.47,3.55,3.77,5.01,11.16,8.20,9.30
4.13,2.0,5.23,1.96,4.22,6.07,11.56,7.00
5.72,2.93,2.76,1.96,4.97,5.10,15.27,7.22
5.28,3.24,4.97,3.42,10.94,6.12,14.08,9.79
4.92,3.02,2.53,2.05,16.47,10.54,10.58,8.15
2.36,1.96,2.09,6.43,22.66,12.84,7.58,5.54
1.78,2.93,2.71,4.79,24.34,15.58,5.98,2.98
2.18,2.53,3.6,4.13,21.15,12.18,4.44,2.22
2.05,2.4,6.69,3.51,18.24,10.94,4.22,2.98
3.07,3.42,4.04,2.09,11.42,8.37,9.66,4.92
5.37,5.5,3.82,4.39,10.01,10.94,14.12,9.74
6.43,5.01,5.67,2.49,11.20,11.42,16.38,9.66
6.03,4.17,5.14,2.36,13.37,11.78,12.44,5.14
5.14,3.51,5.81,3.15,15.63,6.74,8.42,2.80
4.13,2.49,2.58,1.96,13.46,5.98,5.98,3.37
3.6,3.51,2.27,5.32,11.11,4.04,5.28,2.76
3.91,3.37,2.53,1.65,10.19,5.76,2.80,1.30
2.09,2.67,5.76,6.43,8.28,4.52,2.71,1.30
4.52,4.22,3.99,2.93,9.74,5.23,4.88,2.36
5.19,3.77,5.1,3.82,8.20,4.13,4.83,2.98
4.61,2.71,4.79,1.61,7.05,4.08,2.80,2.53
3.51,2.18,4.52,4.48,5.19,3.15,2.84,2.89
10.36,5.45,4.52,5.14,8.59,3.73,10.76,2.98
14.61,6.47,7.97,7.71,13.86,5.76,24.96,9.52
