ALPHA L,ALPHA R,BETA L,BETA R,DELTA L,DELTA R,THETA L,THETA R
10.01,3.15,8.02,3.99,10.76,7.05,13.46,3.73
9.26,3.24,5.06,6.03,18.55,8.06,17.22,6.29
5.41,4.22,8.02,7.44,24.96,14.65,14.96,7.05
3.29,1.43,6.16,4.7,27.08,20.05,11.42,7.18
7.93,4.22,5.23,2.27,36.06,29.25,6.78,10.19
8.46,5.01,2.93,1.96,40.08,43.14,18.37,19.03
4.17,6.21,4.39,3.6,44.02,44.73,21.55,19.16
2.45,7.71,3.02,2.27,45.48,49.06,12.26,10.41
4.83,7.09,4.88,5.72,35.44,34.38,6.78,5.10
5.14,4.3,1.74,3.95,34.07,29.16,9.30,4.35
4.04,2.22,2.4,1.69,23.37,18.94,8.55,2.71
6.12,3.6,3.99,4.88,20.23,12.84,4.57,4.92
5.81,3.02,3.24,5.9,15.45,8.90,3.29,3.99
3.42,4.08,8.42,3.29,11.82,6.07,3.11,2.45
3.86,3.73,6.6,5.23,15.14,12.00,7.49,5.94
5.1,4.08,6.43,3.37,22.26,19.25,18.55,16.02
5.06,3.11,4.13,5.54,26.51,25.14,23.19,18.55
3.86,3.15,3.95,3.07,30.80,27.08,15.98,8.42
3.11,5.28,2.8,3.95,21.15,22.00,15.63,8.59
5.85,7.09,3.64,5.01,26.68,23.06,17.75,14.34
7.62,6.56,5.63,2.98,28.59,25.31,17.57,15.23
5.41,3.42,1.87,6.21,45.30,34.56,9.74,6.47
5.85,3.15,7.67,4.44,39.11,29.96,16.69,8.95
7.75,6.25,5.9,2.89,30.35,21.46,22.00,14.39
5.98,6.47,6.07,3.99,14.34,11.03,16.86,13.64
2.84,4.3,3.37,3.42,8.55,9.88,10.23,7.36
2.8,2.22,2.45,3.37,9.30,13.55,7.53,6.12
4.13,2.53,2.36,2.49,8.59,11.03,5.45,8.64
4.79,3.2,3.02,5.72,6.65,9.79,6.74,7.09
3.24,2.45,2.67,3.02,5.90,8.11,7.18,5.28
2.49,2.27,2.58,5.98,8.77,13.37,4.70,2.89
3.86,1.52,3.24,5.37,11.73,13.64,2.67,2.89
6.69,4.04,2.8,2.09,12.00,10.72,7.97,7.80
10.19,7.4,8.28,3.95,12.35,8.33,15.23,14.52
10.36,8.81,3.77,4.57,13.90,9.61,13.19,12.26
5.9,8.68,16.91,7.75,17.70,12.53,6.91,6.74
2.62,9.17,4.75,5.54,22.75,13.19,7.75,17.62
2.53,4.97,13.81,3.77,23.54,19.21,8.42,22.61
4.08,3.11,3.68,2.67,28.63,23.32,16.07,26.15
3.64,4.92,6.16,8.15,30.93,35.53,26.95,25.62
1.38,4.88,5.1,5.23,33.45,33.85,34.29,26.51
5.81,5.23,4.22,4.61,37.39,31.15,31.81,21.82
6.12,3.68,4.52,4.61,29.87,17.75,17.31,11.65
5.45,2.93,4.26,4.92,28.41,11.29,5.54,5.14
4.48,7.75,3.6,2.45,24.43,15.18,13.90,13.15
6.21,6.65,3.86,5.59,35.71,32.43,16.86,19.16
6.16,2.62,2.89,3.02,41.68,42.52,11.60,12.75
5.54,2.67,2.84,3.99,49.81,51.36,9.26,6.25
6.78,4.44,4.66,3.86,42.78,40.17,8.68,4.08
5.72,4.75,2.53,2.53,36.19,30.18,6.03,1.92
3.37,2.67,4.44,2.36,27.66,18.50,6.87,2.67
3.07,1.78,3.51,0.99,19.61,11.07,10.41,3.33
2.71,1.69,4.97,3.02,21.20,13.02,10.14,3.60
4.35,2.58,6.78,1.78,14.87,11.82,7.97,3.11
7.22,2.8,8.73,1.83,13.72,15.10,6.21,2.09
7.49,2.31,2.36,2.8,7.62,13.02,4.88,2.22
4.61,2.62,8.9,4.44,8.64,16.64,4.88,3.51
5.32,3.73,2.84,2.45,8.55,16.60,5.50,2.22
8.15,4.22,10.54,5.1,9.61,18.06,4.88,2.31
4.7,4.3,8.2,3.29,11.73,19.16,8.77,4.08
8.02,6.16,18.28,10.41,14.03,15.23,17.57,6.43
14.48,7.27,12.04,6.6,18.63,14.92,17.04,5.63
14.17,4.7,8.06,10.76,24.07,9.26,6.87,1.92
8.46,1.87,4.48,8.2,22.79,10.23,5.14,3.37
6.29,2.22,5.14,3.29,20.49,7.49,8.28,4.13
4.22,1.61,2.93,2.89,10.05,9.08,6.21,2.22
5.54,1.38,6.65,0.99,5.90,6.16,3.95,1.38
10.5,2.31,5.23,3.11,4.88,6.38,6.21,3.82
10.72,2.14,2.93,2.05,7.49,5.37,9.04,5.41
7.22,3.29,6.47,1.96,7.67,5.19,10.01,5.94
9.17,5.45,2.67,4.13,5.67,3.91,8.77,4.70
11.47,6.34,7.44,2.76,3.77,4.30,5.76,3.11
11.73,2.76,5.5,3.15,4.30,7.36,5.19,3.60
9.12,3.77,9.12,5.14,6.38,11.38,5.98,6.74
3.33,3.68,6.07,3.64,11.16,20.76,9.66,10.14
4.83,1.61,3.64,3.29,16.42,24.43,11.11,10.58
