ALPHA L,ALPHA R,BETA L,BETA R,DELTA L,DELTA R,THETA L,THETA R
7.36,6.43,4.83,7.4,8.02,8.46,6.07,8.51
13.77,14.03,12.4,15.67,10.58,10.76,7.58,8.99
12.57,13.41,11.29,6.65,14.61,11.29,4.97,11.91
7.67,6.47,27.97,15.89,15.58,13.50,4.04,18.19
6.03,4.92,21.46,18.85,15.23,12.26,7.53,17.44
10.19,9.52,20.27,14.83,14.21,13.81,6.96,8.81
14.65,14.3,17.7,14.39,10.98,15.01,4.04,6.56
12.13,14.52,8.68,11.78,9.48,14.17,8.37,11.96
4.52,7.58,16.02,21.42,9.04,14.52,9.04,10.14
2.89,7.09,13.72,19.78,8.24,9.57,3.73,7.44
7.8,14.87,4.75,11.16,8.86,7.80,4.26,10.58
9.57,11.6,7.53,16.55,9.96,5.98,7.00,11.34
7.49,16.16,4.61,8.68,11.78,8.86,5.94,5.37
10.14,21.29,9.61,7.58,11.82,11.25,10.72,9.43
11.38,12.97,14.65,5.32,14.03,15.80,16.95,22.44
6.91,8.64,10.5,17.35,12.09,15.49,17.09,29.87
3.29,15.58,7.84,15.98,13.37,13.50,9.70,25.44
8.02,11.91,23.54,12.26,10.85,9.74,6.07,15.89
12.44,3.73,5.9,20.54,10.01,6.34,8.42,11.56
13.59,9.39,26.02,29.82,12.93,10.41,4.39,5.59
10.54,12.53,15.94,11.11,14.92,13.95,7.53,7.36
7.36,16.02,27.79,27.79,20.23,16.55,5.90,11.56
6.6,17.88,25.4,21.55,19.78,12.49,3.46,9.83
4.7,16.11,30.53,14.39,15.85,11.03,2.93,9.52
6.96,11.38,10.36,21.6,9.74,12.49,8.68,10.23
5.85,4.7,10.76,9.43,4.79,17.26,8.42,5.23
7.75,6.12,19.16,12.31,6.52,16.91,4.92,3.77
6.34,4.22,13.28,10.94,11.60,22.30,12.80,12.53
7.22,2.84,21.86,6.65,18.50,24.91,12.97,15.54
7.71,6.69,9.57,4.83,18.19,29.43,7.53,12.71
11.87,8.42,23.68,16.11,18.19,27.52,3.64,10.19
13.02,8.51,18.77,4.7,17.97,22.04,3.86,8.95
15.94,11.51,9.26,11.11,23.99,17.75,3.77,6.38
12.8,8.59,25.62,5.85,23.63,10.76,5.19,6.47
4.08,2.71,8.42,9.79,23.81,10.89,8.68,5.50
4.3,4.26,26.11,20.14,16.07,8.51,9.43,3.73
12.57,9.21,12.66,22.04,14.83,11.29,7.44,1.65
17.66,8.95,14.3,19.56,8.95,10.01,10.45,3.77
10.67,3.42,16.07,16.07,11.25,13.77,13.19,9.79
9.17,3.42,11.78,12.8,9.92,10.05,11.42,10.10
11.25,4.79,8.02,13.9,12.09,9.92,5.45,10.67
6.74,7.71,12.22,5.98,12.44,10.54,7.05,14.39
6.25,10.76,25.31,8.59,15.01,16.33,12.00,22.17
13.95,18.15,12.84,13.28,15.05,23.32,15.67,37.83
13.11,26.37,21.51,14.7,14.34,27.04,21.15,45.83
10.45,27.44,12.22,10.14,20.49,31.90,18.19,27.35
10.72,22.17,20.27,8.06,24.25,32.03,8.64,11.82
9.57,15.45,10.67,16.25,29.56,36.81,10.50,24.07
4.35,23.15,13.95,21.6,25.36,28.81,20.31,31.95
3.42,33.18,14.7,8.59,25.05,28.85,22.97,40.31
3.91,39.11,16.69,37.03,27.26,18.46,19.52,38.18
6.43,32.61,19.74,14.21,25.53,18.85,18.41,32.08
8.64,18.99,16.47,11.6,27.04,17.04,14.87,17.97
6.12,3.99,16.73,20.0,19.65,17.66,7.44,12.53
7.49,4.08,6.25,15.41,21.42,25.18,6.82,20.58
4.88,11.47,20.62,9.43,24.34,30.09,3.95,21.29
2.62,22.08,8.24,15.94,30.62,35.57,2.93,29.20
4.08,28.23,8.77,15.54,41.94,38.80,7.36,40.62
2.4,24.16,13.95,9.52,46.23,39.38,15.67,45.35
9.04,15.98,8.2,16.51,43.84,35.26,16.64,35.00
7.71,7.93,9.12,13.37,34.82,28.05,13.15,20.71
11.96,8.42,14.92,21.82,22.39,17.04,24.96,35.71
25.89,17.09,16.86,4.88,17.48,11.07,37.30,54.24
33.41,15.63,19.52,27.74,17.93,8.28,37.12,55.30
25.8,7.27,19.34,14.92,22.53,9.61,21.02,43.89
12.0,3.6,9.74,10.85,27.74,13.15,6.96,33.89
8.06,5.94,12.31,30.09,28.67,15.45,15.18,21.46
10.23,4.88,7.75,8.81,28.14,16.78,15.36,11.87
12.97,10.05,16.69,19.7,24.60,15.49,18.28,5.32
12.8,8.86,31.46,12.88,17.04,12.62,21.64,6.47
8.2,8.28,10.45,13.19,9.12,11.51,18.01,8.11
6.29,9.61,15.76,9.26,9.08,13.24,8.33,15.36
7.97,10.58,25.18,26.77,18.50,16.60,12.53,32.88
9.35,10.45,9.17,17.09,24.69,18.19,23.85,40.48
17.75,9.52,14.74,25.89,26.42,17.26,32.30,38.09
19.12,18.1,10.72,6.87,24.38,15.45,33.45,22.92
11.56,19.92,15.67,17.09,24.96,17.57,21.73,28.72
2.62,11.16,10.01,20.76,22.35,22.48,11.42,56.94
10.63,16.02,12.84,16.07,19.83,28.98,7.40,64.68
13.24,18.19,14.3,20.67,14.52,34.20,11.03,40.79
15.49,8.64,21.02,13.33,17.09,38.89,8.59,12.00
16.91,11.34,27.35,18.99,22.13,37.83,4.52,19.34
9.74,13.59,21.64,16.16,24.91,31.11,5.14,9.12
4.35,11.25,15.94,29.38,26.15,20.62,8.24,7.97
12.44,11.91,17.48,11.56,24.21,12.71,10.81,12.66
15.1,12.0,39.77,31.86,21.77,9.70,8.11,8.15
7.05,12.18,30.09,28.45,21.11,11.29,8.64,7.40
6.47,14.48,15.01,12.13,15.32,14.74,8.86,9.08
13.19,11.25,27.83,34.87,14.17,16.07,7.67,8.46
9.74,4.3,10.36,9.04,10.94,14.08,7.93,4.79
6.38,7.13,24.07,14.12,11.60,10.45,9.79,6.56
10.81,3.37,11.42,19.7,15.32,7.49,7.27,8.59
12.04,10.81,14.26,14.3,14.43,8.02,5.76,7.71
6.65,14.43,5.98,8.51,14.26,13.55,5.85,14.79
5.28,8.99,10.76,11.78,9.66,30.75,3.29,21.86
6.47,15.71,20.36,13.19,9.52,41.37,4.39,22.97
3.07,13.86,8.02,15.98,12.22,49.90,5.81,13.77
11.82,4.3,29.47,21.42,14.52,47.25,13.02,7.22
15.23,6.78,13.28,20.58,15.98,35.40,15.54,4.61
16.25,8.02,9.74,8.46,14.56,24.56,12.66,14.43
20.05,9.17,7.31,8.33,13.46,12.44,11.11,22.00
15.89,9.17,26.24,12.09,12.62,11.65,9.70,13.77
9.21,5.94,13.06,17.35,14.12,16.69,7.05,6.91
11.03,14.61,14.12,14.08,12.93,21.15,4.66,11.65
13.64,13.99,5.5,30.35,15.54,21.69,4.79,14.17
15.94,3.82,12.26,30.53,11.65,21.02,2.58,8.20
15.76,16.38,16.25,6.21,10.23,17.04,3.77,17.09
12.09,21.11,12.31,28.05,5.72,17.35,4.13,30.31
14.52,18.9,5.54,7.49,5.41,15.67,4.92,24.03
18.55,13.55,4.79,18.1,5.06,13.81,3.91,8.42
17.66,9.92,16.69,15.71,5.67,13.41,8.59,19.03
17.31,11.91,4.22,5.72,5.28,15.71,9.88,18.85
17.22,14.61,11.42,11.03,6.56,15.58,8.77,11.73
15.14,18.41,12.62,7.71,7.44,14.52,9.70,16.55
13.37,20.18,10.01,15.98,8.37,8.28,8.06,18.68
11.11,16.91,20.8,13.06,10.01,5.37,6.43,15.05
6.74,8.9,12.26,17.13,9.83,4.22,9.12,13.11
4.66,3.11,16.64,11.07,9.17,5.37,11.25,10.58
4.66,11.29,9.88,6.91,7.27,7.18,7.53,8.59
9.17,13.99,11.56,13.64,6.56,11.25,3.51,4.57
8.42,10.98,25.44,10.01,6.82,15.18,8.42,7.40
5.1,6.12,7.97,17.66,6.47,19.25,13.33,14.21
9.88,3.82,10.85,10.81,5.41,22.84,13.19,15.01
10.94,3.77,16.95,17.48,4.66,23.45,9.35,12.44
7.09,8.33,6.07,7.89,4.35,20.40,6.16,6.47
3.46,5.32,20.09,11.16,7.67,17.53,2.45,5.10
7.62,5.06,5.81,10.85,8.11,12.57,3.99,9.30
9.96,5.94,8.28,7.44,13.68,18.55,6.47,9.26
6.65,2.4,18.72,10.23,14.65,19.16,9.96,8.86
2.53,2.67,12.44,22.66,18.46,24.43,10.36,9.26
2.05,5.45,11.51,13.59,18.01,25.05,5.45,7.18
2.93,12.8,17.66,19.08,19.47,25.44,5.41,6.78
11.07,13.33,18.99,25.98,16.78,27.13,8.42,11.87
21.29,11.96,10.27,3.68,14.70,27.08,10.10,8.68
22.26,16.69,9.39,10.1,12.09,28.67,12.80,11.82
