ALPHA L,ALPHA R,BETA L,BETA R,DELTA L,DELTA R,THETA L,THETA R
1.61,11.78,2.84,10.45,3.20,20.27,2.67,16.29
4.08,21.73,3.95,13.41,3.42,40.53,3.20,26.02
2.67,23.28,4.75,15.41,5.41,57.69,8.77,26.64
9.04,27.79,14.43,8.15,9.96,63.13,31.68,21.91
12.26,25.75,11.38,29.25,22.88,64.85,42.92,39.55
9.35,17.35,3.42,15.45,31.06,48.27,31.77,51.36
4.08,10.89,7.44,11.16,38.76,45.83,15.10,35.88
12.22,4.44,9.79,7.84,48.27,29.56,13.77,11.56
14.17,4.26,17.84,6.25,51.98,25.31,9.92,9.04
15.71,3.6,23.45,7.8,63.48,21.20,14.65,10.98
15.32,8.2,7.4,7.18,59.85,21.42,24.52,10.32
7.49,11.51,7.8,17.4,53.26,22.04,18.81,25.00
2.58,11.91,5.45,5.14,38.98,22.88,6.12,25.00
1.52,8.51,2.89,10.45,17.66,16.78,3.68,11.42
9.48,4.08,5.72,7.58,11.87,17.53,5.98,5.19
18.37,6.65,11.11,4.57,9.21,14.87,11.65,13.64
16.29,14.56,14.34,11.07,9.70,29.65,20.98,15.76
3.64,16.07,8.33,9.35,10.85,40.79,22.26,7.53
8.06,14.74,16.69,14.03,11.38,47.96,16.16,23.41
7.0,9.26,19.92,15.1,20.71,52.29,16.86,29.78
3.95,15.1,5.06,17.75,24.03,39.42,17.31,14.30
3.37,18.55,16.38,10.85,30.27,30.04,14.12,6.21
16.6,15.32,9.52,28.67,22.66,16.07,7.75,22.75
32.7,19.74,24.56,18.99,20.23,19.12,12.93,39.86
28.72,17.13,13.28,24.6,14.61,36.81,19.56,36.72
9.7,7.05,15.63,15.76,22.30,44.55,26.33,27.61
