ALPHA L,ALPHA R,BETA L,BETA R,DELTA L,DELTA R,THETA L,THETA R
3.99,10.94,3.86,5.94,9.04,6.96,14.34,6.03
8.24,15.36,3.07,4.88,16.25,6.07,24.91,17.09
12.62,16.38,5.76,5.32,16.82,4.70,21.20,21.42
11.96,13.33,3.29,3.91,22.88,8.68,13.72,16.29
12.84,13.02,11.6,11.56,20.36,13.41,10.23,9.43
8.2,12.09,10.89,4.04,26.73,26.15,9.43,4.61
26.77,9.96,19.16,6.74,18.63,23.76,19.16,4.75
32.61,6.25,26.68,3.42,14.87,25.31,28.05,3.91
18.32,4.75,11.38,6.96,11.07,13.77,21.42,4.88
5.23,4.79,10.58,4.83,14.92,10.94,12.80,5.37
8.15,7.62,10.54,20.62,24.65,11.91,18.10,12.18
9.43,9.7,8.51,10.85,31.99,18.50,27.88,19.03
6.91,5.37,9.12,7.8,47.34,31.59,27.08,18.46
3.86,3.02,5.94,4.83,41.99,27.13,12.71,10.01
2.76,2.49,3.46,4.04,35.13,22.66,4.39,3.64
3.11,5.5,4.57,2.93,14.70,8.68,7.49,4.26
3.24,5.94,6.65,6.74,10.94,6.03,5.76,4.08
2.62,1.69,2.58,1.74,9.35,4.57,4.97,2.62
5.9,4.7,2.76,4.92,13.33,5.28,4.48,3.46
6.21,5.72,3.24,1.3,16.11,4.70,5.01,6.65
4.7,4.3,2.45,3.64,19.39,10.10,6.16,7.40
2.8,2.05,6.87,2.76,21.20,17.93,9.21,8.42
8.33,3.2,5.76,4.44,25.62,26.33,12.35,14.17
23.72,1.74,19.7,5.28,30.22,38.27,23.76,21.11
32.17,2.93,19.56,2.49,32.43,39.24,31.15,25.44
26.11,6.25,9.96,5.63,30.35,35.00,24.52,23.85
14.43,9.88,5.41,5.63,23.50,23.76,14.65,12.44
6.21,8.24,10.23,11.73,20.49,20.36,10.32,8.02
5.5,10.72,12.66,11.78,18.24,23.10,14.21,21.11
6.52,11.73,22.44,26.11,14.12,17.66,34.73,46.81
7.84,5.1,26.9,29.56,12.49,14.21,63.79,66.49
16.95,11.47,15.85,33.23,19.12,17.26,81.84,73.88
14.96,18.9,22.88,22.61,19.56,21.73,62.51,55.79
19.03,29.38,18.94,24.21,22.04,18.55,44.02,39.64
15.71,33.58,14.79,10.76,20.49,18.01,50.70,43.09
17.66,28.72,9.7,10.58,33.14,23.59,44.64,42.56
12.93,18.28,7.89,12.4,37.78,32.57,24.83,22.44
5.9,9.08,6.47,7.75,45.08,37.70,21.02,13.68
4.22,2.14,2.89,15.58,36.28,28.14,13.64,9.61
