ALPHA L,ALPHA R,BETA L,BETA R,DELTA L,DELTA R,THETA L,THETA R
2.62,4.66,1.69,4.48,1.65,3.37,1.83,3.15
3.64,5.28,6.56,5.41,2.98,3.24,2.98,2.18
2.14,3.77,3.42,2.93,4.35,3.82,4.48,1.69
2.62,2.22,9.39,5.67,5.45,3.82,4.70,2.89
2.58,2.4,10.45,9.35,6.16,3.46,3.20,2.49
4.88,2.45,8.15,4.08,7.62,3.02,6.87,1.12
7.62,2.76,6.34,5.67,7.80,2.98,9.79,2.09
5.67,2.71,3.86,5.59,8.77,2.76,8.59,4.17
2.71,2.76,2.76,3.29,7.89,2.40,4.35,4.57
3.55,3.95,6.43,7.0,7.53,3.11,3.51,4.17
2.14,2.84,4.44,2.36,6.87,3.29,2.40,4.52
4.13,1.38,1.96,2.93,5.01,3.68,2.62,3.55
5.06,2.14,5.01,2.31,6.12,3.60,3.46,1.65
4.26,2.45,3.24,3.77,6.29,3.55,3.77,1.21
2.22,2.71,2.4,2.53,8.11,3.55,5.59,2.40
3.51,3.24,2.53,2.36,9.30,3.73,14.34,5.63
6.56,3.51,3.82,3.95,14.61,5.01,24.87,8.99
5.01,2.58,5.06,2.27,26.11,8.37,26.06,10.67
7.53,5.85,7.44,4.39,30.88,8.99,15.89,7.49
8.64,7.05,7.44,2.8,32.65,9.39,7.31,4.30
8.11,8.2,8.33,9.92,24.56,7.97,6.43,3.51
5.01,7.44,8.51,3.6,17.84,7.18,9.12,7.05
5.63,5.9,3.29,5.81,11.34,6.12,9.26,9.57
5.1,6.82,7.93,1.69,8.28,4.04,5.81,5.90
3.2,5.41,4.35,2.67,7.40,3.91,5.59,5.28
4.22,3.95,4.22,3.42,9.61,4.30,5.63,7.05
7.13,4.3,4.75,4.08,7.97,5.19,5.06,5.81
4.17,3.29,4.44,3.77,8.06,4.35,6.65,3.99
2.09,2.14,8.73,5.19,6.43,4.17,5.94,2.36
3.77,1.61,3.24,4.88,5.63,3.64,3.86,2.93
5.5,1.38,4.26,2.71,5.41,3.46,6.47,5.50
2.45,2.31,1.87,7.13,3.77,2.31,8.86,5.37
4.66,5.01,4.35,3.86,6.34,2.00,7.40,2.98
5.06,4.13,6.69,8.02,7.89,2.36,4.08,1.65
1.96,3.02,1.96,3.82,10.54,3.20,3.33,1.96
4.44,4.92,8.28,3.77,9.52,3.42,3.55,3.46
4.66,2.45,4.08,3.64,6.87,3.77,3.24,5.19
4.48,2.89,6.47,2.98,4.26,3.46,3.46,3.20
5.41,4.13,5.23,3.11,4.04,3.29,4.57,2.58
6.91,5.63,3.11,5.94,6.16,2.93,11.07,4.26
10.81,7.75,3.55,3.51,11.25,3.55,25.36,9.61
