ALPHA L,ALPHA R,BETA L,BETA R,DELTA L,DELTA R,THETA L,THETA R
8.24,15.23,10.23,5.5,18.19,6.38,13.50,16.73
7.44,23.99,5.23,21.91,27.79,12.88,16.86,24.16
4.83,23.19,7.31,15.89,31.64,20.00,13.24,18.50
4.35,17.22,12.0,46.45,34.16,30.09,17.97,13.46
7.13,36.02,13.46,39.07,29.29,40.97,25.09,33.32
12.49,40.0,24.34,53.8,27.79,39.16,26.86,36.59
18.85,23.41,18.24,14.48,22.30,42.07,25.22,20.93
19.56,7.62,25.58,15.85,20.49,28.36,38.14,8.77
14.83,3.02,4.57,4.3,29.03,25.93,34.38,5.32
7.05,1.83,8.37,3.07,28.36,11.69,15.94,2.18
1.61,4.48,3.29,1.74,28.23,8.51,3.51,3.29
6.69,6.74,2.89,2.05,14.70,4.52,2.98,7.67
8.86,6.25,1.74,1.65,8.95,5.45,2.18,9.04
5.85,3.02,3.82,3.64,5.14,5.94,3.64,6.65
2.93,4.13,6.12,10.72,7.40,5.32,4.75,4.17
5.19,5.5,2.22,6.03,8.81,5.14,5.32,2.93
6.16,18.28,8.15,26.42,12.26,10.45,3.33,9.17
4.26,23.01,4.97,20.49,11.11,15.89,2.62,15.67
3.15,13.99,5.59,10.36,11.16,21.95,4.39,12.62
5.1,3.51,5.54,7.93,9.04,20.40,7.67,5.41
6.03,3.24,2.67,3.46,11.65,16.60,14.39,8.33
4.35,1.38,2.62,4.57,17.84,15.01,19.47,11.69
4.17,1.83,5.76,3.73,21.95,14.21,21.91,15.01
3.46,1.61,1.65,2.31,25.18,18.99,13.41,10.41
2.76,1.56,2.67,2.05,20.45,18.59,4.26,3.07
3.51,1.96,2.31,2.84,15.36,15.63,8.20,1.87
6.69,2.36,1.96,3.64,7.44,11.34,9.35,2.40
7.71,2.93,4.61,2.27,3.82,6.60,7.97,3.73
7.0,3.6,3.46,3.86,3.73,6.29,5.98,3.15
7.49,5.28,2.62,2.89,3.99,4.61,6.03,3.91
4.26,6.03,6.07,3.24,4.08,5.94,5.67,9.48
2.0,6.91,4.92,3.46,4.26,6.82,3.99,14.87
3.55,7.71,4.04,5.23,6.43,10.05,9.12,15.71
