ALPHA L,ALPHA R,BETA L,BETA R,DELTA L,DELTA R,THETA L,THETA R
2.84,3.42,5.28,2.84,8.11,25.80,7.93,8.11
4.75,5.1,9.88,11.42,10.54,20.85,11.60,5.06
8.24,7.71,18.28,8.15,11.11,12.35,10.89,3.60
9.21,8.99,11.51,7.05,9.26,8.95,8.77,11.60
5.67,3.77,8.95,6.74,9.08,6.65,10.72,15.01
3.24,3.11,8.68,6.43,7.58,10.89,12.13,9.39
4.13,5.19,4.79,6.07,6.87,13.90,6.82,5.90
6.47,9.04,10.23,14.34,4.26,14.43,3.46,5.32
8.33,9.92,8.59,7.62,5.63,9.74,5.10,3.24
4.88,9.04,9.3,20.14,8.37,5.32,8.51,2.98
3.15,8.28,9.26,15.63,12.40,3.99,8.15,3.73
7.53,8.9,10.81,12.49,12.31,3.77,6.07,4.97
12.18,7.09,4.39,12.88,13.64,5.50,4.26,4.17
12.93,2.31,8.24,12.04,10.72,6.07,5.19,4.30
7.49,8.33,8.15,12.22,11.96,5.94,8.20,9.04
1.61,8.86,3.07,15.1,8.02,6.38,9.04,12.26
3.37,5.28,9.21,10.19,6.91,7.13,8.37,13.06
2.93,4.26,2.31,13.95,4.48,6.91,7.93,9.61
4.08,3.68,5.59,5.72,6.52,5.32,7.49,6.91
2.45,3.24,6.03,5.01,6.43,4.13,5.41,6.43
4.48,2.0,5.67,5.81,8.06,4.83,2.93,5.41
5.14,2.49,5.9,4.44,6.56,7.00,5.59,4.39
4.17,5.67,5.63,4.75,10.14,10.36,6.52,4.17
3.15,6.29,6.21,6.21,11.20,11.20,4.13,3.82
3.33,4.13,8.81,7.49,16.78,13.11,2.71,4.57
2.31,3.86,4.88,5.41,13.64,12.18,2.45,6.78
3.29,3.95,7.58,5.14,11.20,12.13,1.87,10.76
6.03,3.95,7.4,9.26,5.67,10.23,3.51,12.44
5.59,5.14,2.58,5.81,5.67,7.49,6.78,10.94
4.22,5.37,4.04,11.34,11.38,6.82,7.00,6.69
6.25,3.24,9.12,6.07,16.29,12.53,7.58,8.81
13.11,2.8,5.67,16.47,22.22,18.90,21.33,18.77
24.38,5.19,21.15,15.36,31.19,31.06,36.99,29.69
26.99,5.98,16.38,40.35,31.50,28.98,40.57,36.68
17.93,7.13,8.2,15.76,34.91,29.74,31.33,32.96
5.63,4.48,10.85,7.71,20.58,22.39,19.03,23.72
2.98,3.2,9.96,7.18,16.73,20.49,9.88,20.98
3.91,2.22,3.24,4.97,12.84,18.41,8.37,12.35
3.33,4.35,10.85,7.13,12.80,16.82,3.68,9.70
3.29,13.19,9.79,5.59,14.79,12.84,6.69,14.26
8.42,21.6,12.71,9.96,16.64,9.96,11.56,8.77
13.15,21.38,4.35,9.08,21.42,8.15,11.69,10.10
8.51,11.69,13.06,9.52,21.42,10.50,10.45,7.22
5.01,6.43,4.44,4.7,15.49,9.26,7.44,4.17
9.83,12.66,3.29,23.81,13.46,7.09,8.81,12.40
6.16,8.77,4.52,4.44,8.99,5.67,11.20,25.14
4.22,6.56,1.65,18.41,10.36,7.53,7.93,24.69
5.63,7.31,2.84,5.72,7.93,11.87,9.12,16.91
2.62,3.77,2.09,6.16,8.28,14.17,9.96,7.09
4.44,6.96,2.76,6.16,8.77,19.96,4.26,8.11
5.67,6.38,5.9,6.74,9.04,17.17,7.71,8.77
6.29,5.85,4.75,9.88,10.23,20.98,13.37,6.91
7.31,7.44,5.63,11.2,7.09,20.40,9.70,4.88
8.02,10.58,9.12,11.51,5.41,29.20,3.91,4.70
10.41,10.5,7.67,8.95,4.08,24.78,3.15,3.46
9.57,7.4,13.02,5.5,4.26,21.51,3.15,7.40
4.52,5.54,6.21,8.73,4.79,13.86,4.39,6.65
3.33,6.12,4.3,5.19,7.93,14.52,7.09,8.20
6.12,5.81,5.32,3.29,10.89,18.85,4.88,8.99
10.5,6.29,4.44,6.6,18.85,32.03,2.27,10.19
12.09,5.23,2.49,4.35,17.57,35.97,5.90,8.77
6.16,4.13,1.56,3.95,16.33,42.07,5.94,5.76
2.18,10.63,5.32,7.53,9.21,27.35,7.18,8.64
6.07,12.62,7.05,8.95,7.49,21.91,9.35,17.48
6.07,6.78,4.75,6.6,9.43,10.85,9.74,15.23
10.19,2.93,5.41,9.57,12.40,11.73,7.93,5.81
12.62,7.58,3.99,5.06,16.60,12.35,19.61,7.67
9.83,8.15,6.96,18.81,28.05,21.24,21.42,9.70
4.57,7.09,5.5,3.77,31.86,21.07,10.54,4.52
4.75,6.87,5.41,23.15,33.94,25.89,7.13,7.44
6.52,3.77,7.27,6.91,21.20,20.71,12.35,10.10
6.25,4.44,5.41,14.17,21.33,29.38,12.22,7.27
7.18,8.51,6.47,7.27,24.38,26.77,12.80,6.60
8.73,7.93,9.08,5.81,35.04,27.61,12.22,6.12
11.42,3.73,5.67,11.69,26.86,16.60,12.84,5.67
10.54,1.92,4.3,4.52,17.97,11.51,18.99,1.96
3.77,7.4,11.29,4.66,12.53,9.35,26.51,3.91
6.34,6.91,5.28,3.91,19.03,15.89,22.70,11.73
9.08,4.66,12.26,10.01,25.18,21.20,25.93,24.03
14.52,8.86,21.77,12.44,25.18,21.95,45.35,30.18
15.85,9.92,15.63,10.63,20.45,15.45,52.60,20.45
11.2,5.76,42.65,10.54,16.86,13.02,40.66,11.87
5.63,4.88,13.59,4.17,17.93,26.64,23.01,17.35
8.11,11.2,17.79,15.05,27.17,39.60,15.98,14.52
25.09,13.46,30.88,12.4,33.58,48.75,22.39,4.66
24.83,7.27,9.3,29.25,44.51,48.13,31.90,3.15
11.6,7.31,16.82,17.88,39.29,34.47,32.83,6.96
1.78,8.15,4.57,25.31,44.82,23.76,21.24,9.12
6.34,5.76,7.75,15.85,32.92,10.89,20.45,15.63
8.9,4.92,5.9,6.16,34.29,13.41,34.91,28.67
14.83,9.57,5.98,2.4,25.49,14.26,35.26,31.64
16.33,10.1,3.6,12.22,20.00,11.73,27.66,28.67
11.47,8.46,8.15,6.6,10.89,8.95,30.49,27.44
5.41,3.2,5.98,6.12,8.86,11.07,24.16,15.80
4.26,9.57,3.37,10.98,12.35,15.63,17.93,11.73
9.61,16.86,8.42,6.78,27.13,25.58,23.50,22.48
6.69,17.22,6.38,8.73,29.96,26.37,34.03,32.74
5.67,10.72,13.59,17.35,32.88,28.32,27.88,23.23
10.54,6.16,15.98,4.48,23.28,18.81,15.80,9.57
10.5,3.68,4.57,14.12,26.46,19.56,18.55,15.76
7.09,2.09,4.79,3.91,26.06,19.34,11.82,11.65
7.22,6.65,9.12,4.08,36.06,29.07,19.25,18.55
10.36,11.42,8.99,4.92,30.71,30.93,24.56,26.11
7.0,15.05,5.98,9.92,38.67,30.71,19.65,20.40
6.38,12.97,11.65,10.36,28.41,24.38,11.20,13.37
5.76,7.36,11.16,20.14,32.12,18.06,6.60,11.07
5.85,5.01,14.96,4.35,20.98,16.25,5.10,7.67
5.9,4.3,7.13,12.66,18.63,15.14,7.09,8.20
6.78,2.18,12.49,16.91,13.86,16.78,9.43,11.47
7.84,3.42,9.79,7.0,12.88,17.40,7.49,10.50
6.74,3.99,16.42,13.19,14.79,17.35,3.82,8.42
3.33,5.1,9.26,5.76,12.93,18.10,3.07,7.84
2.62,6.6,6.47,6.96,10.94,14.70,2.76,11.96
4.61,6.25,2.58,11.91,11.16,10.94,5.19,8.20
7.31,4.08,9.17,8.06,15.18,10.36,4.75,4.83
7.44,5.67,7.22,9.08,29.34,12.97,11.47,6.43
3.99,7.49,13.99,9.21,28.59,22.66,12.04,4.61
2.62,6.25,2.67,15.45,27.13,20.05,9.74,5.14
7.31,5.85,8.86,14.34,19.52,23.45,12.75,9.52
13.24,16.73,5.81,36.86,20.62,15.54,13.15,11.51
11.42,24.6,2.93,23.1,25.14,17.93,9.43,5.76
6.52,15.67,3.37,9.92,24.03,19.96,5.10,11.25
6.12,5.5,8.55,16.2,19.43,27.57,11.69,11.20
10.27,6.65,3.73,9.96,12.04,33.58,23.94,13.72
10.01,9.21,11.6,17.7,8.55,35.22,26.77,18.81
4.97,6.21,10.85,4.97,15.85,32.61,16.95,15.05
7.18,3.99,7.89,14.39,18.55,23.99,7.05,13.37
8.37,5.59,10.89,11.51,22.00,13.68,9.17,7.97
7.13,10.19,6.21,20.71,15.27,11.96,11.82,6.12
7.31,10.41,14.92,14.79,13.95,15.27,10.94,12.75
7.93,4.66,4.26,16.2,10.10,16.73,11.56,17.57
10.89,7.36,7.36,6.07,11.47,15.54,9.57,14.56
12.04,12.09,5.5,9.43,12.62,12.80,13.68,10.05
10.01,11.82,9.3,10.1,15.49,12.00,16.29,16.78
4.66,10.72,6.91,11.34,16.47,16.55,15.76,12.66
5.1,9.66,8.46,14.79,14.12,15.58,11.16,4.70
6.34,5.06,3.24,8.28,12.80,22.22,7.00,11.78
5.85,2.71,5.54,12.57,14.43,18.24,9.17,13.64
2.31,1.96,7.84,4.39,20.98,21.33,7.40,14.65
2.4,4.26,11.38,20.93,21.64,14.61,3.20,13.95
3.99,7.44,5.54,4.08,18.41,14.39,2.84,11.82
2.76,9.43,4.22,19.08,11.29,9.30,6.52,11.29
5.19,5.41,11.65,12.09,10.36,7.75,13.15,9.21
12.75,7.0,6.69,12.04,10.50,5.19,13.41,11.82
14.21,8.86,12.49,22.3,13.72,4.48,12.22,19.61
10.23,6.43,3.91,5.1,16.69,7.49,12.93,18.01
8.77,2.93,12.22,13.72,15.85,10.76,10.19,11.34
6.87,6.21,2.27,9.48,12.00,19.96,5.41,8.33
3.91,4.17,4.92,9.48,11.07,22.04,8.59,7.67
5.01,4.26,3.82,8.24,14.92,28.94,8.06,9.57
7.49,6.6,11.16,6.52,21.69,22.39,6.25,12.62
3.95,6.07,7.18,8.46,20.18,19.61,9.61,12.09
4.52,5.5,3.73,11.2,15.49,10.76,12.97,13.06
5.59,4.48,6.56,3.68,12.04,12.04,19.61,11.34
5.67,2.45,3.95,9.35,15.54,12.44,18.81,8.28
15.23,6.65,7.4,5.59,17.93,18.41,8.55,6.03
19.43,10.36,11.34,11.03,20.27,15.36,4.92,7.40
16.69,12.26,9.21,5.14,18.01,16.38,13.55,7.49
9.88,11.69,5.32,7.93,16.95,10.27,17.31,3.64
3.91,7.75,6.91,7.0,12.53,11.38,9.74,4.92
12.44,2.31,8.37,6.74,15.10,11.65,7.31,7.40
17.17,5.72,10.01,8.42,18.37,19.78,8.90,7.89
14.92,7.0,7.53,9.48,26.82,21.24,7.36,3.95
9.39,3.82,10.5,6.65,22.17,19.52,5.72,4.08
5.85,10.63,6.03,10.76,20.71,10.76,5.28,4.17
3.29,10.45,5.72,9.04,14.39,6.82,4.48,7.67
7.97,3.2,5.5,10.41,11.38,8.33,4.08,10.05
10.94,5.54,4.88,6.25,8.86,9.96,5.81,11.11
8.68,6.38,5.23,10.94,9.21,13.77,11.87,10.01
6.69,3.11,10.01,8.81,12.44,11.42,11.56,4.92
5.01,5.94,8.77,12.09,13.15,11.65,6.03,7.71
6.38,9.7,13.06,7.53,11.47,6.56,5.63,9.26
8.06,10.19,3.95,6.82,6.82,8.20,6.47,10.36
13.95,8.06,6.82,7.31,7.22,9.04,6.91,10.10
16.55,5.06,4.48,8.11,12.00,21.15,21.33,9.04
21.69,4.13,24.91,16.6,20.40,25.09,43.18,8.24
23.9,12.04,10.72,15.45,28.98,29.51,54.33,10.98
18.06,22.0,11.11,28.41,37.52,23.10,45.70,27.97
7.75,19.87,4.66,37.65,49.64,22.84,18.28,32.39
4.88,8.24,4.04,11.6,44.91,26.73,8.95,20.00
16.51,9.43,17.44,13.55,49.37,28.19,12.84,10.19
31.42,10.85,12.22,10.67,34.78,32.57,29.16,10.72
32.61,7.75,31.68,8.73,31.24,30.75,35.04,8.33
18.99,5.59,5.72,8.9,16.86,40.35,24.43,13.81
5.76,2.4,17.13,11.78,14.43,35.35,11.60,15.27
3.46,4.04,7.27,8.86,14.74,35.09,13.28,8.77
5.1,6.82,14.03,5.14,11.16,25.62,10.36,3.29
6.52,8.73,6.65,7.13,8.42,25.98,3.77,8.33
