ALPHA L,ALPHA R,BETA L,BETA R,DELTA L,DELTA R,THETA L,THETA R
9.48,9.48,8.33,8.86,18.46,8.06,11.16,2.84
12.97,16.91,7.67,8.15,27.17,11.51,9.04,2.80
10.41,17.79,11.03,16.25,30.84,13.86,13.86,8.73
14.96,10.32,15.45,6.43,37.87,17.40,39.60,13.59
18.63,2.58,23.1,8.37,37.48,18.72,52.29,11.29
17.48,2.8,22.0,2.89,41.19,17.97,48.97,5.81
11.42,2.27,23.28,5.5,42.87,16.33,29.91,2.58
2.84,1.65,12.04,4.52,36.50,14.34,14.56,5.90
4.79,5.67,14.08,8.64,33.27,12.80,10.36,8.55
4.97,9.79,6.07,11.07,19.08,15.14,14.21,7.18
3.73,9.52,8.51,10.23,20.27,16.95,12.88,7.36
1.78,7.8,3.91,7.89,15.41,20.14,7.75,12.53
4.17,6.82,2.76,4.57,16.29,26.15,11.25,14.12
3.24,6.43,2.71,3.07,11.07,25.22,12.04,12.44
6.34,2.67,4.04,5.94,16.29,31.11,9.12,11.07
10.54,4.57,4.48,6.16,18.10,25.27,8.06,13.19
7.36,5.32,4.97,10.58,33.01,37.65,4.39,13.64
6.78,3.33,6.07,8.55,33.36,34.47,2.93,6.74
11.2,5.19,10.36,14.03,41.77,42.69,7.89,7.58
14.52,8.59,6.82,7.36,37.25,29.38,13.19,12.66
12.88,8.55,4.44,7.18,36.06,22.22,11.91,10.19
6.16,9.21,8.86,8.2,33.41,11.65,12.13,6.25
5.06,3.6,10.36,4.3,21.95,10.27,14.03,9.17
7.71,13.15,10.72,18.1,16.91,16.73,12.88,23.99
4.48,28.98,5.19,10.89,7.62,20.36,7.18,46.63
3.07,27.88,6.38,6.16,7.93,23.54,5.10,47.60
4.13,15.14,3.82,12.62,5.98,22.39,3.68,24.43
3.33,8.02,2.22,8.68,4.97,22.53,2.49,7.49
2.71,7.18,4.04,11.87,2.36,18.68,1.65,3.20
2.14,4.66,2.27,6.52,2.09,12.88,1.96,2.98
1.69,4.66,4.75,5.1,2.67,8.06,4.17,4.92
2.67,6.43,4.3,8.99,3.11,6.03,7.80,7.58
5.59,4.79,7.93,7.36,3.77,7.67,6.74,5.19
5.81,2.8,11.56,11.16,6.21,11.42,3.91,3.20
7.75,1.56,4.97,4.75,9.43,15.05,9.35,10.23
8.68,5.1,5.06,13.11,10.27,18.19,13.06,13.55
7.22,5.41,7.05,8.11,9.66,25.53,14.74,7.40
6.91,2.45,10.14,2.31,8.28,27.08,14.74,12.80
6.56,3.29,6.74,3.91,9.83,28.45,14.96,13.46
5.9,3.11,6.38,9.08,17.48,19.70,21.55,6.07
3.77,6.52,4.61,2.18,20.85,16.86,20.09,4.66
1.92,7.67,9.26,16.51,27.61,16.69,12.49,12.04
8.33,16.07,11.16,8.06,21.11,14.65,20.58,20.05
22.17,17.4,17.48,21.07,20.67,11.20,47.21,36.24
32.3,8.77,13.11,32.88,19.78,16.20,54.95,56.71
25.58,4.83,10.89,9.96,26.86,27.17,44.02,45.35
11.25,7.97,6.25,17.04,29.74,35.93,24.52,14.17
3.11,8.99,5.94,6.34,31.42,34.33,6.82,8.51
4.44,3.64,4.35,10.81,24.78,21.73,4.92,9.88
7.67,4.13,4.35,3.07,28.45,12.49,4.83,9.21
6.52,8.15,5.45,10.81,23.90,7.00,17.00,10.98
3.77,9.26,5.72,7.22,26.42,7.75,23.99,5.94
3.2,11.65,4.22,9.39,19.52,10.36,17.53,6.12
8.73,14.56,10.63,12.35,16.82,9.70,8.86,4.70
9.43,12.53,4.7,9.79,13.68,12.26,9.21,4.83
10.32,8.2,6.87,16.91,14.79,12.97,9.83,9.57
11.34,6.21,5.98,14.74,20.00,10.27,8.33,11.78
13.11,7.22,6.82,13.5,21.77,9.08,13.99,12.66
12.57,8.9,6.43,10.5,28.23,14.17,15.10,9.26
11.2,9.26,5.23,10.67,29.82,18.46,8.20,14.52
9.26,6.69,12.18,2.67,31.42,25.49,5.37,17.35
4.61,5.76,5.98,14.74,29.03,22.79,7.00,13.64
5.81,2.0,17.44,19.43,28.41,21.51,7.53,10.72
8.77,5.28,7.44,9.43,25.80,15.23,11.78,9.83
5.63,8.33,11.96,26.2,24.78,10.27,23.59,17.09
4.44,9.3,5.85,8.11,22.08,8.59,22.00,17.26
4.17,9.17,3.11,14.34,19.83,10.58,10.32,9.52
2.71,8.37,7.75,4.3,16.20,13.68,14.79,4.57
10.14,7.22,3.11,3.55,11.03,16.51,22.22,5.45
13.46,5.59,13.46,4.75,11.96,16.73,16.42,8.33
9.17,3.11,4.52,9.3,12.88,16.29,5.59,10.58
5.98,8.24,14.12,8.2,14.52,16.25,5.45,9.17
8.55,11.38,6.21,11.82,14.61,12.00,6.60,6.07
6.34,7.09,11.34,13.95,11.96,8.51,18.37,12.71
2.27,3.77,7.75,7.4,9.26,4.88,24.21,17.84
7.84,7.97,12.04,6.38,6.12,5.28,25.71,19.56
11.25,8.68,4.83,2.84,9.96,8.77,19.70,13.19
9.35,6.74,5.19,4.39,19.12,13.02,9.17,6.21
12.75,5.23,19.96,6.16,23.45,17.09,16.38,6.21
15.54,5.54,16.16,5.9,28.19,20.45,14.03,6.78
9.04,8.06,11.16,4.61,19.16,17.44,7.84,5.41
12.22,9.96,5.94,7.0,17.22,15.27,11.73,4.26
11.07,9.52,3.91,5.85,9.21,10.05,10.19,4.92
11.38,5.9,11.56,6.56,9.88,9.39,13.06,5.94
14.17,5.14,8.24,9.04,17.35,11.03,15.05,6.47
14.43,5.94,10.63,6.29,22.44,12.57,19.16,5.59
9.3,8.15,4.13,7.31,27.92,14.87,15.32,7.62
4.44,9.48,8.2,6.74,20.89,16.25,5.81,8.33
4.22,9.12,15.54,12.71,15.85,14.74,2.98,3.60
5.37,6.96,3.11,11.25,10.67,14.21,5.85,5.67
2.67,6.87,11.91,7.31,11.96,13.68,10.19,5.72
3.86,7.58,4.22,8.99,13.99,16.02,7.80,6.60
5.45,8.86,4.7,14.74,20.27,20.00,7.62,12.44
5.67,9.39,9.35,15.8,20.67,14.26,18.10,12.22
3.82,5.01,9.96,9.48,26.02,10.98,20.27,9.17
5.76,2.62,4.88,6.07,29.12,12.09,16.64,3.73
9.79,2.36,10.36,6.6,27.21,15.85,16.47,4.26
13.37,5.72,7.53,15.54,24.47,20.14,13.06,5.63
7.22,6.38,12.75,6.34,17.04,13.37,12.44,10.19
3.46,5.94,4.52,10.85,14.52,11.11,10.85,10.89
7.22,6.56,5.59,5.67,11.82,11.96,4.17,4.88
7.31,12.0,4.7,3.77,12.04,11.07,10.76,11.29
4.88,17.13,8.28,7.75,15.89,10.45,11.82,16.29
4.66,15.63,4.7,6.25,31.02,11.34,4.52,17.79
5.72,9.7,11.69,8.02,34.60,13.77,15.32,15.23
8.11,4.66,3.37,7.93,44.11,16.42,17.26,12.09
11.56,3.68,12.44,6.03,29.12,10.10,7.18,10.67
13.55,8.59,13.02,18.59,30.18,9.88,12.88,5.19
15.23,6.56,9.12,6.47,19.12,6.78,21.11,4.88
13.5,4.92,6.16,16.64,24.25,6.60,25.18,11.60
9.17,3.99,7.05,7.84,19.34,3.86,21.02,14.30
7.22,3.33,2.31,5.37,23.23,4.48,13.28,12.09
7.62,6.43,4.92,10.58,21.82,10.27,9.74,7.89
4.75,5.76,5.06,2.45,19.52,14.61,7.58,7.62
5.28,8.64,6.69,13.41,14.43,17.97,12.18,11.87
6.16,9.66,2.14,10.41,7.84,15.05,13.28,12.84
4.7,8.28,4.39,7.71,8.20,12.75,11.60,9.96
3.64,9.04,7.27,10.14,11.78,10.41,16.29,5.85
6.78,14.61,5.45,5.67,13.28,9.35,18.72,9.61
10.98,17.44,5.45,5.41,15.23,10.76,12.04,7.40
10.5,14.17,2.71,10.05,11.82,12.26,4.30,5.67
8.06,11.07,9.43,8.06,13.55,16.86,6.43,6.74
10.01,10.67,9.43,9.88,12.66,17.04,8.33,4.57
9.57,10.14,9.88,7.05,17.09,17.17,8.59,10.14
3.73,8.15,8.24,4.26,16.25,17.09,9.17,11.56
4.48,5.06,3.11,9.04,18.59,15.10,10.89,9.04
7.8,2.14,3.86,5.94,14.12,13.02,18.01,7.36
7.62,1.96,8.24,7.31,12.09,8.64,21.24,8.06
5.54,5.32,3.24,4.79,8.37,6.69,17.70,5.94
8.9,9.04,8.86,6.78,11.16,6.47,15.36,4.22
13.86,12.35,3.73,5.01,15.94,6.38,12.97,4.44
10.45,12.18,7.71,9.88,18.01,6.52,8.81,7.53
8.2,11.51,5.67,4.97,19.61,5.59,5.45,13.06
13.46,12.18,8.68,11.47,13.68,5.14,9.30,15.36
11.42,8.24,9.66,9.48,12.35,6.82,13.86,14.52
10.41,5.19,5.01,5.59,9.74,9.43,15.89,10.45
7.44,7.27,11.34,5.98,15.41,14.21,23.01,5.01
5.19,6.25,7.75,7.62,15.80,18.41,25.75,12.62
3.6,2.93,5.01,14.08,17.75,19.30,15.32,20.05
5.19,2.09,4.39,5.41,14.79,19.43,13.95,18.41
11.96,2.53,4.3,3.91,18.01,15.76,13.02,18.85
10.85,4.57,7.44,3.46,23.23,13.68,13.41,18.01
8.42,2.58,8.06,8.86,25.62,13.72,16.11,9.74
13.55,5.41,7.05,5.81,24.60,11.60,7.84,6.34
13.64,6.25,8.15,10.14,18.10,14.03,6.16,10.58
11.42,3.29,4.3,6.38,15.36,9.52,7.13,8.64
10.1,3.42,9.83,11.29,12.44,7.80,10.58,8.20
9.04,5.45,5.54,7.53,14.48,6.47,8.24,6.87
3.64,7.89,11.69,8.55,12.31,8.64,4.04,3.15
3.29,7.8,5.01,3.73,12.53,11.56,9.66,3.95
4.44,7.0,3.51,7.4,7.27,10.41,10.72,5.59
1.92,2.09,6.12,13.19,6.34,7.49,7.18,10.10
5.81,5.81,4.66,9.17,11.56,6.65,4.17,12.97
5.5,5.41,4.97,10.45,14.56,6.25,7.05,10.94
3.33,3.33,5.23,3.95,22.53,13.15,13.72,9.04
9.35,5.63,4.66,10.32,19.30,14.26,16.91,7.00
12.22,10.5,2.84,5.81,22.84,19.43,12.62,6.34
8.11,6.34,6.03,3.55,20.40,13.24,5.41,6.12
5.94,5.5,1.87,7.4,23.23,11.65,5.54,8.11
2.0,7.93,4.39,7.31,24.69,13.33,10.01,10.98
7.89,7.09,3.02,3.77,26.55,17.31,27.35,20.98
12.35,7.36,5.76,12.62,28.45,21.07,35.84,28.01
10.45,5.45,4.79,4.75,24.25,17.70,24.47,19.83
5.37,2.62,7.36,5.81,17.97,14.92,11.11,8.55
3.64,5.81,2.93,6.03,10.23,11.78,7.27,6.16
3.6,5.5,9.3,7.09,6.74,12.35,6.03,6.12
2.89,4.17,10.01,9.35,5.85,11.56,5.01,8.28
4.22,6.65,5.63,8.46,5.94,13.19,10.94,10.27
2.89,6.29,4.3,11.34,5.37,9.70,13.86,15.10
1.61,2.18,12.8,8.33,6.03,10.27,14.79,17.40
4.61,4.83,8.02,9.04,9.79,9.35,16.78,12.71
10.1,6.07,11.91,9.88,11.25,9.96,19.74,11.69
10.94,3.68,8.2,8.55,15.49,8.37,15.76,8.24
3.86,2.36,7.75,8.06,13.81,7.84,8.46,5.19
8.99,5.9,5.45,6.52,23.81,7.44,9.88,9.61
6.03,6.12,4.97,9.3,27.39,13.77,6.47,7.31
6.16,4.22,1.69,4.83,34.69,17.57,13.41,15.71
7.36,7.36,4.3,18.15,41.81,29.25,31.46,26.42
5.72,11.69,6.38,8.59,41.32,28.50,30.75,17.48
3.42,8.99,4.35,11.03,40.97,28.94,14.39,6.29
4.13,3.2,5.32,4.83,25.71,17.22,8.64,11.29
6.69,2.31,8.99,11.29,16.51,12.00,7.75,6.60
3.82,2.62,3.15,3.24,12.66,10.50,9.17,5.81
2.49,4.97,2.49,3.91,15.49,11.07,8.51,13.59
1.87,3.33,4.48,4.92,17.00,9.48,7.93,13.77
3.91,3.37,8.15,11.96,12.53,11.34,5.37,7.22
5.23,3.37,2.05,7.31,10.32,14.17,6.34,10.23
3.51,2.76,10.32,3.6,10.14,19.34,8.59,15.98
2.98,4.97,8.64,6.29,13.28,18.99,9.70,13.50
3.55,7.62,8.02,7.93,10.23,16.07,8.37,8.99
3.91,8.73,8.37,13.9,11.87,13.95,5.85,7.97
3.24,6.38,7.8,5.23,9.30,8.51,4.70,5.14
3.11,4.39,9.3,7.93,7.67,7.67,9.43,7.36
10.1,3.2,7.31,3.68,8.24,7.62,17.93,7.93
17.44,3.11,30.97,1.69,9.92,10.14,20.98,4.66
14.48,4.7,9.66,10.81,14.34,10.85,17.79,3.11
6.91,5.63,8.86,8.55,13.15,10.76,12.31,5.72
3.02,5.54,8.81,15.49,16.64,11.47,7.13,9.48
7.58,7.44,4.97,8.95,19.21,10.81,7.44,5.28
12.22,11.42,13.86,13.28,19.08,11.47,5.67,2.62
14.08,13.19,3.33,6.52,17.84,8.99,5.06,3.33
8.28,5.67,10.41,5.23,11.73,7.89,6.43,3.55
5.19,3.02,1.83,9.08,9.39,4.30,10.98,2.14
7.4,3.46,3.91,3.55,9.04,3.60,7.89,3.33
8.59,3.64,8.73,14.87,8.99,3.73,6.07,11.78
3.82,2.09,3.02,3.64,10.81,4.26,11.91,17.09
5.45,6.87,3.46,3.07,7.31,4.39,8.68,13.11
9.43,9.43,4.61,4.66,7.00,3.99,4.08,7.67
12.62,12.84,8.37,8.42,5.32,3.07,8.55,8.77
15.27,15.45,9.43,9.52,6.43,2.67,19.16,18.32
13.33,14.74,8.06,4.66,7.75,3.42,22.75,21.51
7.53,10.58,8.46,2.76,7.58,5.76,13.15,11.42
5.32,4.04,5.41,7.71,7.97,6.07,5.63,3.42
3.24,7.58,5.72,10.27,14.12,5.14,3.91,3.82
5.14,10.5,6.07,8.24,28.05,5.50,7.80,3.73
6.07,8.2,5.06,7.53,34.69,7.44,8.59,5.67
7.09,7.36,6.56,6.43,40.92,10.81,10.72,4.70
7.49,6.82,8.28,3.95,30.53,14.03,8.46,5.45
9.79,7.05,6.78,4.35,26.20,16.25,4.66,15.14
6.03,6.07,8.37,4.39,13.72,16.47,8.37,14.74
4.22,4.08,9.66,4.97,7.58,15.23,13.02,8.11
8.9,2.76,4.04,4.57,8.02,12.84,15.54,14.87
7.44,4.13,9.83,4.88,11.38,13.55,13.55,19.08
2.0,3.91,2.89,12.13,15.63,19.56,9.70,17.70
1.74,2.05,11.03,4.04,17.09,24.25,8.06,16.02
2.84,6.38,9.92,7.27,20.27,26.24,6.12,11.03
3.07,6.03,11.82,10.89,21.24,19.43,5.63,4.61
15.05,15.36,26.82,13.86,18.55,11.87,14.26,6.47
39.91,26.59,21.73,18.37,13.95,11.38,25.18,4.70
42.21,27.35,30.31,23.19,14.43,15.45,33.01,5.28
21.55,17.53,16.64,5.76,27.79,28.45,34.95,8.86
18.24,6.07,18.46,7.27,34.87,34.91,28.41,11.47
15.41,3.82,7.0,6.16,33.80,32.17,15.63,12.40
6.03,7.31,9.61,3.42,20.85,21.95,6.65,11.29
3.99,10.19,3.91,6.34,15.49,12.00,18.72,17.40
3.07,8.68,5.94,4.35,19.39,10.58,19.78,18.46
4.92,6.56,3.46,3.95,29.56,11.34,11.03,11.60
6.43,5.23,10.72,11.56,32.43,17.70,5.19,6.56
7.62,6.43,11.29,4.26,30.44,22.88,5.45,6.43
5.32,5.67,6.65,8.95,24.74,27.97,8.51,5.81
4.3,2.93,6.6,3.37,15.18,25.67,14.12,7.84
7.8,6.87,6.38,4.83,14.96,19.08,14.52,7.84
9.21,7.97,3.37,9.7,17.04,13.15,11.82,11.69
5.28,4.04,8.59,5.23,29.78,11.38,11.60,12.80
10.41,2.18,3.86,8.86,29.56,10.27,8.15,11.34
10.05,3.46,3.73,4.17,27.21,10.45,4.44,8.68
