ALPHA L,ALPHA R,BETA L,BETA R,DELTA L,DELTA R,THETA L,THETA R
1.25,1.61,1.38,1.34,1.65,2.98,1.34,2.31
2.27,1.74,2.8,1.21,2.00,1.96,1.25,1.34
2.98,2.05,1.74,2.0,3.02,1.74,3.55,1.34
2.31,1.61,2.93,2.49,3.42,1.52,6.03,1.12
1.25,1.07,3.11,2.18,6.21,1.34,6.78,1.03
2.53,1.16,6.87,3.24,6.96,1.25,6.03,1.65
4.7,1.65,7.09,3.07,7.93,1.07,5.10,1.78
5.59,1.96,3.82,1.74,6.43,1.16,4.48,2.45
3.73,1.74,7.36,2.84,5.14,1.34,2.18,3.02
1.65,1.07,3.2,1.3,4.26,2.05,4.97,1.78
2.49,1.21,4.57,1.96,5.63,2.62,4.79,1.21
4.35,1.69,2.89,0.99,8.20,3.60,2.14,1.92
5.98,1.61,1.47,2.22,10.01,4.22,4.35,2.22
5.98,1.56,3.95,1.25,12.18,5.67,4.70,1.78
4.66,0.99,2.58,0.9,11.82,5.50,4.44,1.12
3.91,1.38,3.37,1.34,15.63,6.34,8.28,2.31
4.22,1.52,4.88,1.52,19.92,6.29,13.95,4.88
4.26,1.65,5.37,1.74,22.35,6.47,15.01,5.63
2.45,1.92,1.56,0.9,22.92,6.16,8.33,3.42
1.83,1.52,4.57,1.52,18.10,4.57,3.24,1.74
1.69,1.03,5.06,1.78,13.77,3.51,2.93,0.99
1.56,1.16,3.95,0.9,10.58,2.27,2.36,1.12
1.61,1.3,6.25,1.34,7.97,2.31,1.61,1.56
2.84,1.16,2.45,1.83,8.28,2.67,2.36,1.87
3.11,1.34,3.82,1.56,8.59,2.76,2.84,2.05
3.02,1.78,1.96,1.52,7.18,2.05,4.52,2.62
3.42,2.45,3.55,1.87,10.01,2.76,9.88,3.73
3.24,2.31,2.98,1.43,10.01,3.42,9.66,3.55
4.57,1.92,2.84,1.78,12.80,4.48,5.14,2.14
5.81,1.78,2.05,1.38,11.11,3.99,4.13,1.38
3.95,1.65,3.15,1.83,9.08,3.20,2.80,0.99
1.16,0.85,4.17,2.05,6.43,2.18,2.22,1.25
4.13,1.34,4.79,1.52,4.30,1.38,3.11,1.34
4.97,1.38,2.76,1.69,4.08,1.21,4.44,1.61
4.44,1.43,2.98,1.12,4.04,1.21,3.64,2.05
3.37,1.92,3.51,3.11,3.64,1.12,3.20,3.11
2.4,1.56,5.1,1.34,5.10,1.87,7.40,3.46
