ALPHA L,ALPHA R,BETA L,BETA R,DELTA L,DELTA R,THETA L,THETA R
1.25,4.88,1.52,4.3,2.53,24.34,1.25,3.68
1.74,2.76,2.31,4.13,3.11,12.35,2.09,2.80
4.17,3.64,3.73,12.93,3.33,5.32,2.67,3.68
9.83,13.28,4.39,11.11,2.62,6.38,4.97,12.57
16.16,23.23,9.57,30.27,4.39,11.47,6.91,21.07
16.07,23.19,16.16,11.96,5.32,17.09,10.19,23.32
7.0,10.63,13.41,18.41,7.27,21.60,11.25,16.38
7.8,4.61,11.34,19.52,8.55,17.48,13.99,17.22
18.85,17.13,12.53,23.32,18.10,17.17,22.57,23.41
19.43,28.36,5.06,10.98,28.14,22.30,34.73,41.06
18.1,27.88,22.53,30.04,37.34,30.31,44.33,45.97
17.57,15.71,7.27,4.57,45.39,44.29,35.57,34.95
7.62,6.29,9.61,7.31,41.63,39.38,18.90,22.66
6.34,7.71,8.2,5.9,40.97,38.18,7.75,10.10
5.67,9.52,4.92,7.8,30.31,28.54,6.38,7.75
11.2,15.76,12.18,14.52,25.71,24.83,6.38,11.56
14.83,14.56,12.66,8.9,17.79,19.47,23.01,28.23
11.07,10.5,21.51,20.62,13.95,13.59,48.75,51.76
6.78,12.57,22.57,16.95,21.73,18.59,51.10,53.88
8.77,18.32,3.77,13.24,35.57,32.21,36.99,29.87
12.22,32.17,40.75,22.22,58.13,56.14,26.73,24.74
14.65,36.37,9.61,12.97,70.82,65.74,21.77,27.26
19.12,18.06,11.2,5.85,74.49,70.16,16.91,24.29
21.91,12.22,17.22,39.73,78.43,70.51,10.23,25.14
21.07,17.09,17.75,14.96,74.54,71.58,12.57,21.42
15.45,10.14,14.7,21.33,70.65,67.15,9.48,15.94
8.73,6.16,9.83,6.65,65.87,61.45,4.88,8.51
7.58,8.02,7.0,8.06,54.55,55.25,14.83,15.49
22.48,23.19,20.49,15.01,54.81,56.40,23.41,21.46
27.66,27.17,18.63,21.15,54.59,58.93,20.93,21.60
21.6,19.21,11.82,8.86,64.10,64.76,21.91,22.22
10.54,8.24,9.79,11.51,61.58,60.47,15.41,15.32
4.79,5.54,2.89,5.76,56.10,52.20,6.12,10.50
4.7,4.83,4.08,2.93,32.12,26.46,4.22,8.02
4.08,4.44,3.07,6.91,25.22,17.62,6.82,6.47
2.45,6.47,8.15,4.97,13.81,6.82,10.01,9.17
8.24,10.89,11.73,9.92,13.50,7.22,11.69,14.79
8.02,6.96,12.53,8.28,18.68,13.99,15.36,20.76
6.47,5.63,12.4,13.81,21.24,17.84,27.48,38.01
7.44,5.59,27.48,21.86,37.96,34.73,43.09,49.33
12.0,9.39,9.3,13.86,41.99,35.71,44.24,48.97
9.17,6.12,6.6,8.9,52.38,48.84,22.00,29.87
4.92,7.89,7.18,6.65,44.91,36.72,14.70,14.92
4.52,12.04,10.5,8.33,36.55,32.48,11.07,8.42
2.67,8.37,2.4,11.51,25.84,17.62,4.75,4.35
2.49,4.97,3.99,5.45,20.89,16.55,10.72,6.56
2.36,4.7,5.9,11.73,22.30,13.41,15.36,9.92
5.14,9.39,5.63,4.22,21.24,13.24,12.62,6.87
8.42,13.15,12.09,12.49,18.41,9.48,11.03,9.48
9.39,13.55,8.42,10.01,15.76,8.81,14.48,15.85
6.69,11.16,9.96,11.16,16.20,9.43,15.89,16.42
5.23,6.52,12.22,15.71,14.56,10.76,18.06,20.62
5.9,8.37,4.92,3.99,12.75,11.25,16.47,24.21
4.44,8.51,6.87,6.74,7.71,11.47,14.56,28.19
8.99,9.83,7.36,6.65,5.28,11.96,10.41,23.19
18.24,19.61,10.58,12.49,10.14,17.40,8.81,11.07
19.92,28.54,24.07,8.81,16.55,17.35,16.86,25.93
22.7,32.34,14.34,21.69,26.33,20.98,11.47,42.38
28.94,27.08,23.32,24.47,25.44,15.94,33.36,37.78
28.63,15.05,19.96,13.77,21.95,18.46,49.81,20.00
16.95,2.84,11.11,17.4,18.85,15.18,38.76,10.98
4.88,6.78,12.71,8.24,15.36,15.32,15.85,8.20
5.81,7.13,6.52,5.5,12.80,13.19,7.36,8.46
11.29,10.81,6.52,5.1,8.55,12.22,6.25,7.40
16.73,14.61,8.77,6.34,8.42,14.96,9.30,6.16
14.43,11.69,3.91,3.91,12.26,16.69,8.46,4.66
7.75,5.19,2.76,2.98,15.18,17.22,6.12,2.36
3.2,2.62,3.24,2.98,13.64,15.05,3.95,2.09
3.86,5.59,4.88,7.8,11.03,11.34,2.89,5.98
11.34,7.13,6.87,8.95,7.89,19.47,10.10,17.31
23.06,9.26,8.42,17.84,7.05,29.56,23.54,31.15
23.45,12.88,16.82,24.03,6.82,42.21,31.64,41.54
12.4,12.09,13.95,12.4,10.05,47.56,23.68,30.04
10.27,6.78,9.08,10.23,15.71,36.10,7.09,13.06
15.58,9.48,6.47,9.48,29.60,26.68,9.61,7.97
30.53,27.13,14.39,7.58,33.94,17.13,25.44,19.74
39.2,39.33,17.17,23.1,40.13,24.03,35.88,33.05
32.21,31.95,16.64,14.43,34.11,32.26,40.17,36.46
14.87,12.8,9.52,7.67,32.48,30.84,23.76,21.55
2.8,4.13,5.59,11.07,26.06,27.88,7.27,8.37
2.76,5.9,1.87,1.74,19.08,16.07,2.40,6.65
1.65,5.45,1.43,9.04,10.72,11.56,1.83,6.74
2.4,11.07,1.65,4.88,7.49,14.61,4.35,10.32
2.4,9.57,3.07,7.22,13.59,19.65,8.02,7.22
4.22,9.08,7.62,11.96,29.20,26.86,10.72,15.45
5.72,14.7,2.05,14.96,40.53,29.60,11.87,34.56
8.11,27.17,11.56,27.13,49.81,28.89,22.08,34.03
9.48,34.25,6.91,12.26,57.47,36.81,28.19,16.69
11.29,24.78,5.94,10.19,55.25,37.03,26.37,26.11
11.51,4.48,8.86,8.33,47.78,48.84,17.48,24.43
13.55,11.07,6.47,9.43,28.72,50.26,10.58,8.06
15.98,8.64,13.9,13.37,24.07,43.36,8.24,4.79
18.06,10.36,10.98,9.35,21.02,33.94,12.53,7.40
19.03,15.45,12.13,9.7,26.33,18.85,15.45,8.73
17.4,19.16,12.13,12.35,21.95,13.06,12.71,12.13
17.93,18.41,10.58,10.5,21.24,12.80,14.12,15.01
19.39,14.08,19.21,7.0,14.56,16.64,23.28,20.14
19.08,12.04,28.59,10.45,10.81,34.69,37.87,19.96
22.04,8.2,4.97,6.12,10.58,47.21,42.25,17.70
22.08,8.51,9.39,8.46,14.30,56.18,34.51,25.84
17.53,10.54,4.61,4.7,21.95,58.79,22.92,21.73
13.5,9.17,10.14,8.51,20.00,47.16,19.25,16.29
8.99,8.86,16.91,19.08,17.75,36.68,14.26,8.51
10.32,13.19,17.93,10.45,12.00,20.40,12.00,8.46
8.86,16.16,22.66,10.85,18.77,12.71,9.88,8.99
13.5,19.16,20.45,18.24,20.49,9.04,11.96,8.51
12.66,23.32,13.19,19.03,30.75,6.65,20.27,12.84
7.62,19.74,11.51,14.48,29.65,6.16,16.38,15.10
6.03,13.37,10.58,15.54,29.20,6.82,7.31,14.03
9.12,10.5,4.52,12.04,20.67,9.43,6.91,9.26
7.31,7.62,2.98,6.96,19.16,12.62,6.56,10.98
3.29,2.8,14.03,10.72,24.38,19.61,3.42,7.00
7.09,5.32,5.37,8.68,31.95,24.29,6.91,3.07
10.54,9.66,11.34,7.27,32.74,25.75,13.11,5.41
14.74,16.47,8.68,7.4,27.08,21.64,12.00,8.59
14.12,15.1,8.81,11.07,17.48,14.52,6.47,9.21
14.56,12.26,11.2,10.58,18.15,13.55,10.76,6.52
10.89,9.74,14.17,16.07,19.39,16.82,38.27,30.80
3.99,8.28,26.73,27.26,33.94,31.95,52.38,48.75
2.62,6.52,22.79,18.59,34.51,37.83,55.21,54.15
5.41,10.05,10.94,12.93,45.26,40.53,40.04,39.95
7.75,6.16,15.58,15.71,38.18,36.99,16.16,18.50
5.32,5.19,22.22,17.17,33.01,30.53,6.07,9.26
6.25,13.15,8.86,6.78,21.33,25.49,5.06,5.59
5.37,12.44,14.96,12.84,11.73,19.43,9.12,8.15
4.79,6.34,4.08,14.87,6.25,16.33,10.45,13.59
4.26,5.1,4.13,13.19,4.48,21.46,5.54,13.02
1.56,10.14,1.34,8.24,3.68,24.47,2.18,10.41
2.05,10.85,3.46,4.13,5.37,25.49,1.83,7.67
5.28,8.64,5.81,10.14,7.53,22.17,5.59,8.33
6.12,6.82,8.37,10.14,17.75,18.46,19.16,8.33
4.88,20.58,19.92,12.49,33.67,27.26,40.48,21.69
9.96,20.49,11.78,21.51,42.61,35.79,45.61,33.98
10.32,6.38,8.64,15.54,49.28,51.98,22.61,27.88
8.06,10.27,4.79,10.5,39.02,47.29,8.99,13.90
7.22,10.23,7.49,17.44,30.04,40.04,5.28,7.36
5.23,4.3,3.29,3.91,16.60,23.54,4.66,9.79
4.26,4.97,12.04,20.14,10.05,21.07,12.31,17.44
5.81,7.75,5.5,4.3,8.73,28.32,14.08,21.20
7.05,13.24,4.7,15.54,9.48,33.72,7.49,20.54
6.25,10.54,8.33,3.68,6.60,39.82,6.82,14.48
4.39,4.66,8.51,3.55,7.93,30.27,12.22,5.23
4.57,5.76,7.62,6.69,11.07,22.75,13.06,4.75
9.96,7.36,6.91,11.25,18.10,17.31,9.39,13.46
12.22,14.03,27.66,21.2,33.18,23.99,13.19,27.30
9.79,17.97,8.02,26.11,40.48,44.24,11.47,34.78
14.83,14.26,31.33,9.96,44.07,51.54,10.58,30.88
17.57,6.03,14.26,8.64,41.54,48.49,14.21,17.88
19.47,3.68,7.75,3.64,29.20,35.66,9.04,3.64
17.97,1.34,10.45,1.69,24.96,16.91,4.88,2.31
17.44,1.3,5.32,1.65,18.59,9.35,11.29,0.99
15.54,3.02,22.0,2.98,22.61,3.60,8.55,3.42
9.48,4.26,4.61,3.51,30.27,9.17,2.49,3.91
7.58,6.16,9.12,8.02,29.65,12.97,9.57,5.45
11.6,5.67,12.26,16.69,36.63,17.09,10.45,6.78
17.84,7.0,9.39,14.56,28.14,11.91,14.56,5.76
25.75,20.14,20.14,23.45,26.86,9.57,17.75,11.11
30.0,24.96,27.39,27.44,15.49,5.54,15.58,14.79
22.3,13.99,16.78,23.54,11.47,6.12,5.59,10.36
8.55,8.11,10.54,15.23,6.16,8.46,10.01,8.95
7.4,11.34,9.79,8.59,4.52,9.57,16.64,11.47
4.79,6.74,10.67,5.63,4.30,9.88,13.55,10.67
10.01,16.47,4.3,3.07,5.41,8.77,5.94,6.12
13.86,19.39,8.02,11.87,8.73,9.66,4.08,2.76
8.9,13.55,2.89,4.26,9.35,8.95,5.81,5.59
8.9,14.34,6.29,12.26,7.62,8.02,7.44,5.85
9.92,11.69,7.89,13.5,4.22,8.42,8.28,6.74
10.01,3.68,15.1,17.17,8.20,9.39,6.16,14.30
12.44,16.91,3.86,29.96,16.47,12.31,20.23,32.34
18.24,26.15,23.37,7.53,38.85,22.53,34.16,47.03
19.47,18.81,7.67,23.23,46.90,30.09,32.30,43.71
12.0,7.36,11.51,9.79,48.66,35.22,23.72,28.67
10.01,15.36,23.19,22.26,32.12,26.02,10.50,16.29
15.49,21.69,8.9,7.8,17.57,16.38,7.36,22.92
16.29,19.08,16.64,16.73,15.32,11.56,12.57,25.84
16.42,15.45,11.65,8.95,14.79,10.76,9.08,14.21
15.14,12.4,6.25,3.68,19.83,11.03,6.07,4.39
16.6,11.51,12.09,18.19,14.87,7.97,13.64,7.13
16.33,13.64,13.5,13.77,12.00,5.67,11.73,8.11
9.35,10.05,4.44,5.76,7.97,6.34,4.61,10.23
15.41,5.45,15.71,10.54,13.77,8.24,3.02,7.40
18.24,5.54,13.46,3.46,17.57,9.52,4.48,2.62
6.65,2.84,10.19,4.66,28.72,8.86,3.68,3.24
4.52,4.3,15.18,13.28,25.93,7.13,4.97,3.60
7.05,12.18,14.65,8.51,33.23,5.19,3.95,7.18
6.6,26.82,13.19,38.23,30.93,7.67,13.64,5.72
6.6,31.59,17.48,38.85,35.13,14.17,37.21,7.89
2.89,20.09,36.86,18.41,32.96,24.65,42.43,17.53
5.54,9.21,3.86,16.11,37.03,30.66,38.09,18.68
4.79,3.2,11.29,6.6,41.77,43.09,25.05,20.49
2.49,8.51,2.53,10.41,38.45,41.90,10.63,34.87
2.58,16.55,1.34,27.7,29.12,43.09,4.61,45.30
1.65,17.79,2.14,26.2,13.77,34.38,2.27,51.98
0.72,11.91,1.38,12.88,7.27,32.74,0.94,39.64
2.18,5.94,4.04,11.87,3.15,31.02,1.56,19.39
3.77,8.42,4.39,7.0,3.86,31.50,3.77,16.73
5.06,8.24,9.39,6.96,8.06,32.65,6.91,9.52
3.46,15.85,13.72,7.75,8.81,48.97,9.61,11.60
3.64,24.83,3.07,15.54,9.57,53.80,8.59,11.34
2.4,24.69,4.61,18.24,6.07,59.06,3.77,17.84
3.15,9.83,2.62,5.59,5.32,59.63,4.22,27.88
5.72,11.29,2.84,14.74,5.41,53.66,8.77,25.84
5.98,10.63,6.34,16.25,7.36,47.78,9.66,20.49
1.69,7.93,12.62,11.6,10.50,36.33,6.12,9.48
9.26,12.62,8.06,16.47,10.45,27.39,2.31,8.59
18.46,7.31,32.34,7.93,13.06,32.83,2.76,8.46
24.03,10.19,23.06,6.82,12.80,31.28,6.96,23.59
19.83,17.7,15.41,32.43,18.06,53.53,14.21,36.24
10.63,16.11,12.31,10.01,14.17,51.54,25.75,31.24
2.58,13.9,10.23,8.95,12.71,54.86,28.41,20.62
10.89,10.81,3.95,8.28,15.85,43.22,19.74,18.72
13.99,14.7,12.09,21.73,24.69,32.88,14.70,39.33
8.99,19.39,6.07,24.56,26.86,20.40,7.62,33.80
11.38,12.4,18.81,21.46,20.58,19.30,13.19,13.77
16.69,14.52,11.96,16.11,18.72,26.37,14.03,31.68
24.56,15.89,11.6,3.11,29.25,43.98,35.31,25.71
27.08,10.14,8.59,5.19,34.82,39.77,44.86,12.18
19.3,11.07,2.98,3.73,34.11,34.73,44.95,25.14
12.88,7.58,8.02,6.47,26.90,23.23,28.59,31.64
8.99,4.52,4.88,7.09,28.14,16.60,15.67,26.51
5.14,4.66,10.76,6.6,24.96,13.86,14.39,13.99
4.66,4.88,9.21,8.68,20.58,11.73,13.95,7.67
10.27,8.59,11.82,9.21,10.54,12.66,14.26,3.82
13.06,9.66,7.05,12.8,11.60,17.13,16.02,6.29
9.43,11.42,2.67,21.33,12.18,27.39,15.18,29.12
4.08,9.48,3.68,20.36,14.83,44.37,11.91,46.36
3.86,10.01,6.6,6.16,11.34,51.19,7.09,45.35
4.61,8.77,15.49,13.9,15.01,54.72,8.81,35.40
5.81,7.49,7.93,7.58,17.13,42.52,8.59,13.64
20.89,12.04,25.8,30.35,16.07,29.78,14.26,18.90
29.91,14.61,13.81,26.29,11.29,18.72,32.43,47.12
25.18,15.45,24.38,17.75,17.26,16.55,48.49,58.79
29.07,14.83,28.76,18.72,30.27,25.62,31.46,56.14
27.26,5.01,20.54,7.27,42.87,33.14,16.78,45.70
11.03,6.25,11.16,8.15,53.80,35.09,15.32,24.34
5.85,7.84,11.25,6.07,63.92,39.47,16.20,19.03
7.36,3.37,6.38,4.48,64.59,37.56,27.70,26.95
8.95,7.53,14.56,15.67,64.94,42.65,27.13,27.83
10.41,12.62,9.96,7.13,46.94,27.39,17.00,18.32
4.88,10.72,13.5,36.02,36.59,25.62,10.27,14.87
13.77,9.66,17.53,6.78,32.70,33.27,11.16,11.96
