ALPHA L,ALPHA R,BETA L,BETA R,DELTA L,DELTA R,THETA L,THETA R
7.05,3.68,4.97,3.07,7.84,5.85,7.49,3.68
10.58,3.82,9.21,4.61,8.95,7.05,7.36,1.56
7.53,4.17,4.52,3.02,8.68,7.09,5.28,2.71
3.77,4.26,4.17,4.83,6.29,7.09,4.61,4.30
3.82,3.55,3.86,4.52,7.40,8.86,7.84,8.42
5.37,5.41,10.14,7.71,14.74,12.49,18.68,15.41
4.44,3.2,3.73,2.14,19.92,14.61,17.40,13.24
6.21,5.41,11.65,8.02,22.97,15.76,9.61,8.99
4.04,5.5,3.07,3.6,21.46,16.64,14.26,10.89
10.27,9.48,12.71,12.18,24.56,22.00,12.40,10.32
16.55,14.61,12.18,9.08,25.98,24.74,20.71,20.93
15.58,25.09,30.66,29.07,38.98,35.84,30.71,33.63
14.26,23.15,11.29,7.75,40.57,39.07,35.13,36.37
11.2,10.94,10.36,8.9,47.12,42.56,21.02,23.06
3.99,4.39,3.6,9.26,37.92,39.07,10.19,11.60
6.07,3.2,4.79,4.7,32.70,34.69,9.57,6.96
7.97,5.54,3.91,6.82,29.25,35.04,14.43,15.10
10.76,11.11,12.26,9.48,31.28,35.09,22.22,26.42
9.48,12.31,6.74,4.92,43.09,42.43,15.27,20.58
2.71,8.15,3.68,3.33,40.35,37.56,3.99,5.54
3.15,3.15,7.13,4.92,38.67,35.79,2.67,3.15
3.73,3.73,5.76,4.44,24.91,25.40,5.14,7.40
3.42,2.71,6.43,12.26,26.51,28.45,10.10,16.42
5.06,8.73,4.92,2.18,35.09,38.80,19.34,24.38
5.85,15.76,15.23,34.16,38.45,42.03,21.82,23.41
6.52,18.72,6.34,3.15,45.88,45.75,13.19,12.66
9.12,13.11,6.87,8.42,34.64,36.50,6.65,4.08
5.81,4.92,3.15,3.73,35.84,28.59,5.14,6.82
2.8,2.67,3.99,4.17,27.35,22.17,7.27,6.12
7.49,6.47,5.28,4.75,25.31,13.68,8.33,7.05
10.01,7.71,6.87,5.06,19.12,12.31,8.68,9.92
9.35,6.38,3.86,4.75,13.81,6.52,5.98,6.12
6.43,3.95,3.46,1.25,10.41,5.94,2.22,5.67
5.67,2.93,2.45,2.89,8.24,5.37,4.17,6.12
4.61,2.84,2.22,4.44,8.73,7.62,4.13,2.71
5.1,3.91,8.64,3.82,9.48,8.11,2.49,7.31
4.44,4.26,4.22,5.5,8.46,7.13,4.30,7.75
2.98,3.33,2.18,4.52,9.21,6.43,8.42,6.34
7.62,2.8,3.42,2.05,12.71,5.85,13.55,8.46
12.35,6.29,9.83,8.46,15.32,7.36,14.74,10.19
8.33,5.59,3.64,3.42,17.40,8.28,8.02,6.91
4.97,4.79,9.21,7.22,15.18,8.06,9.83,5.50
7.44,7.97,7.18,4.48,15.54,7.80,24.87,14.87
5.59,6.56,4.26,2.36,15.45,5.85,25.40,16.64
5.67,5.81,6.65,2.84,13.11,4.52,11.03,9.79
2.89,5.94,5.06,1.38,9.30,3.24,2.98,4.66
3.33,6.69,2.67,5.23,5.01,4.44,2.93,3.55
3.46,3.55,1.92,4.04,4.39,3.82,2.00,5.23
4.08,2.76,5.01,3.73,8.11,5.72,9.66,12.04
7.27,4.61,7.31,1.87,11.60,7.44,18.06,17.09
6.82,2.93,2.36,3.64,17.31,11.51,21.07,16.95
3.6,1.65,2.05,2.31,18.81,15.94,16.02,12.35
2.71,1.61,4.83,3.82,17.79,17.09,6.25,6.43
4.52,2.89,3.37,2.49,15.80,18.50,3.77,5.54
5.63,7.0,4.88,5.01,13.33,16.38,3.46,7.22
8.15,11.11,7.27,9.52,17.97,21.29,9.35,13.90
9.48,13.28,17.75,20.05,25.00,28.54,25.22,26.46
9.7,17.35,21.95,26.29,33.98,35.26,40.13,37.56
17.57,20.71,5.67,4.66,49.46,47.43,38.40,39.07
19.3,20.58,9.48,8.02,50.79,46.41,26.82,30.66
11.91,12.49,6.91,8.02,48.18,43.53,20.27,19.39
3.37,3.42,5.41,4.52,35.88,31.90,15.67,12.66
5.94,4.83,4.52,5.37,30.00,23.85,8.37,5.59
8.42,7.53,5.59,5.9,22.66,15.85,9.04,10.23
6.65,5.5,4.3,2.45,13.68,7.22,10.45,14.34
3.55,2.8,2.67,3.86,6.52,4.79,3.77,6.47
2.0,1.38,3.73,3.02,5.81,5.67,4.35,5.19
2.76,2.27,1.92,1.47,6.74,8.99,9.17,10.54
3.91,3.6,2.98,2.45,7.05,8.42,10.10,13.41
5.94,3.46,3.46,2.49,6.74,8.81,9.12,13.90
7.75,3.6,4.83,3.11,6.07,6.65,7.27,11.87
6.47,3.6,3.29,2.67,9.04,5.85,4.88,7.27
4.7,4.97,3.55,3.55,11.56,7.67,6.34,6.78
4.7,7.58,6.38,3.77,22.75,15.45,13.90,11.16
8.2,7.58,4.35,3.2,33.54,29.51,16.25,12.22
7.62,6.34,3.02,4.52,40.97,35.48,8.77,5.10
5.9,5.01,4.35,2.22,44.29,39.11,5.72,5.28
