ALPHA L,ALPHA R,BETA L,BETA R,DELTA L,DELTA R,THETA L,THETA R
2.89,2.36,1.56,1.56,1.92,1.61,2.53,2.93
4.39,5.06,1.65,2.22,3.42,2.18,3.15,2.18
3.42,6.38,1.92,2.93,4.44,2.14,3.51,5.10
1.83,5.59,1.65,2.49,4.83,2.58,3.82,6.47
2.84,3.46,2.93,2.49,4.48,2.45,3.86,4.13
1.83,3.07,2.49,6.12,2.89,2.76,3.82,2.09
2.89,4.66,4.75,2.14,2.05,2.53,3.73,2.62
3.6,5.28,3.99,6.16,1.87,1.96,2.31,2.27
3.07,3.2,3.46,3.11,2.14,1.52,3.02,2.22
3.46,1.3,3.2,3.73,2.98,2.05,3.86,3.02
4.35,1.47,3.99,3.99,2.84,2.62,2.80,4.83
4.22,2.98,1.52,3.95,3.33,3.37,2.71,7.53
3.55,2.31,2.36,3.29,3.20,4.22,3.20,7.97
4.75,2.49,2.84,2.8,3.11,5.10,2.45,4.52
7.09,4.26,3.11,2.14,3.46,6.12,1.69,2.89
7.4,4.39,3.33,3.82,4.04,5.67,3.73,3.77
6.29,4.35,3.02,5.72,5.32,4.79,5.45,5.45
3.68,8.68,5.72,9.52,7.44,4.83,7.31,15.54
9.74,10.94,16.07,8.06,11.65,9.92,18.63,24.12
22.08,11.16,13.86,24.07,14.74,14.65,46.01,25.05
31.46,10.76,30.44,14.3,19.21,23.06,53.31,19.70
24.16,8.02,7.0,4.61,17.31,19.25,36.55,14.17
6.74,5.23,10.63,5.81,17.09,19.25,17.79,9.83
4.13,2.62,4.17,2.8,14.83,14.39,6.34,7.05
1.74,2.45,1.83,4.97,13.15,14.96,4.48,4.70
2.36,2.58,2.76,2.62,15.36,16.07,7.49,5.90
2.14,2.8,2.18,3.2,11.96,12.26,5.76,6.16
3.15,4.22,3.07,2.49,13.06,12.26,4.08,4.04
2.93,3.99,3.77,2.18,8.42,7.62,5.41,2.36
1.21,4.39,3.24,3.68,9.66,7.93,4.30,2.89
1.56,4.88,3.51,4.3,7.97,6.07,2.67,2.53
2.49,3.95,1.34,2.76,7.67,5.50,2.98,1.52
2.4,3.37,1.61,2.58,6.16,4.44,2.22,1.21
1.65,2.14,2.36,1.25,5.90,3.82,1.38,1.34
2.09,1.69,1.56,2.18,5.76,3.33,1.74,2.09
4.92,3.77,2.84,3.51,6.07,3.15,4.26,3.91
6.25,3.37,2.22,2.18,8.28,2.62,5.76,4.97
5.14,1.61,2.36,2.0,8.86,2.89,4.48,3.33
3.2,1.74,1.47,2.09,10.63,5.19,2.67,3.37
3.2,3.42,2.8,1.69,10.36,6.56,4.79,6.65
3.42,3.55,2.98,1.21,10.63,8.33,5.41,6.16
2.09,3.15,1.96,2.4,10.58,8.42,2.93,3.07
3.29,4.35,2.18,1.43,8.02,7.49,2.18,1.65
5.23,7.53,3.64,3.42,6.29,6.34,2.93,1.65
5.32,7.71,3.73,5.85,3.77,5.32,2.98,1.74
2.76,4.61,1.87,4.35,4.35,7.62,2.93,2.45
5.28,6.29,3.99,5.1,5.06,9.21,5.32,2.62
6.65,6.69,1.96,6.25,6.07,10.23,6.29,3.42
4.75,2.84,1.34,1.74,6.38,10.85,5.63,4.22
5.63,5.5,2.0,4.13,6.56,10.58,7.58,2.98
5.63,6.96,4.17,5.28,7.58,11.11,7.71,5.01
3.29,6.6,3.37,1.78,11.69,12.22,7.36,5.45
1.96,6.56,2.45,2.84,19.39,16.07,10.89,11.78
3.64,4.75,2.4,3.02,28.63,21.95,14.56,19.96
5.98,4.48,1.61,1.74,44.91,34.56,14.12,18.24
4.52,2.18,2.67,2.22,48.80,39.42,13.81,13.24
3.07,4.13,2.62,1.69,48.00,40.04,13.11,11.42
4.83,6.38,3.24,4.35,34.29,30.58,9.12,8.99
6.03,8.2,4.26,4.92,21.95,21.51,8.81,10.23
4.3,6.07,2.98,5.9,14.96,16.95,3.86,7.97
4.48,3.99,1.61,1.52,7.00,10.41,1.65,6.29
3.42,1.47,2.14,3.55,5.10,8.55,2.40,7.71
2.62,2.53,4.13,5.45,2.76,4.70,2.27,8.68
1.96,2.4,4.39,6.69,2.36,3.15,4.75,9.92
1.47,2.09,5.19,3.15,3.42,3.33,5.67,8.37
2.67,3.2,2.84,3.42,3.60,4.13,4.39,5.76
3.6,5.14,1.78,2.58,4.08,4.83,2.49,7.75
3.07,5.59,1.3,4.04,3.91,5.01,3.51,8.59
3.86,3.64,3.55,4.88,4.88,5.37,6.87,7.58
3.46,3.42,3.2,2.22,4.97,5.72,7.67,6.43
1.83,3.42,1.92,1.69,4.92,5.37,5.50,5.23
3.42,2.53,1.92,2.36,3.77,5.19,4.13,4.79
4.88,3.11,1.43,3.11,3.07,4.22,3.73,3.46
3.68,2.14,3.99,5.63,2.49,3.73,2.53,3.91
2.27,3.55,1.96,5.41,1.74,3.07,2.98,2.98
1.65,4.08,2.14,2.84,1.78,4.17,5.14,5.45
3.37,2.09,3.2,5.41,2.93,6.29,7.09,7.44
3.51,2.71,2.18,1.34,4.52,8.55,7.67,8.51
2.49,3.11,2.89,3.51,5.63,10.85,7.05,9.17
0.99,1.43,2.71,2.76,5.28,11.47,5.63,10.01
2.67,1.74,2.8,4.44,3.55,9.96,4.48,9.96
5.37,3.42,2.27,3.82,2.62,7.36,4.66,6.91
5.23,3.55,6.6,2.76,2.00,4.79,4.57,5.28
3.07,2.84,2.31,1.56,2.89,4.30,3.20,2.53
2.93,1.16,7.36,3.86,2.89,4.44,1.96,2.45
1.65,3.42,3.42,3.68,2.80,3.42,3.51,2.67
2.31,4.66,3.2,3.37,5.63,4.66,7.49,6.87
3.95,5.14,1.78,3.91,8.55,6.69,10.32,13.90
3.99,4.97,2.22,3.33,12.26,9.39,11.20,17.97
2.76,3.02,1.92,4.66,12.62,11.25,8.11,13.19
2.71,3.6,1.87,2.05,10.76,9.61,5.59,6.60
2.8,5.54,1.96,2.71,7.71,8.42,5.85,2.89
2.93,6.43,1.83,1.47,3.86,5.32,6.16,3.07
2.22,3.95,1.21,2.71,2.76,4.92,2.67,3.15
1.78,1.78,3.11,1.61,2.76,4.52,3.33,1.87
2.76,5.54,1.87,5.06,3.42,4.83,5.23,1.92
9.57,14.74,10.36,5.72,4.57,6.29,12.13,9.43
15.36,19.21,6.29,8.2,6.43,9.61,21.91,20.85
13.81,14.65,7.36,5.28,12.44,15.01,21.29,21.64
7.44,8.99,5.28,2.18,14.61,16.73,9.83,13.19
2.18,5.76,2.93,3.11,16.47,16.07,4.79,5.59
2.8,4.97,2.71,2.14,9.17,12.57,3.82,4.39
2.4,3.82,2.62,1.83,7.40,11.65,3.95,5.50
1.56,2.31,2.31,3.64,4.39,9.52,3.82,6.91
1.16,2.0,2.93,3.2,4.17,8.11,3.55,6.87
1.03,2.36,2.18,2.53,3.02,6.25,3.95,6.38
1.43,3.95,1.3,5.63,2.93,6.07,4.88,5.14
2.49,3.37,1.47,3.33,6.07,10.50,8.02,9.66
4.3,7.97,3.37,3.64,8.99,15.32,10.76,15.63
3.99,9.66,2.05,2.09,12.44,21.60,11.03,17.75
2.93,7.05,2.67,4.83,15.63,25.05,12.22,16.47
1.47,3.77,1.83,2.27,13.86,20.76,11.51,15.23
1.34,5.63,2.36,4.97,11.20,15.71,9.52,13.15
1.43,7.05,3.37,3.82,6.47,9.74,9.74,11.78
1.16,4.39,1.52,5.72,5.19,11.29,7.53,8.11
1.12,2.58,1.38,2.05,5.06,12.22,6.47,5.45
1.21,1.3,3.6,3.11,5.01,13.11,5.85,3.64
1.07,2.36,1.3,3.29,3.82,9.35,4.04,2.05
1.03,3.95,2.71,2.8,2.93,6.82,3.42,1.96
1.78,4.39,2.89,2.53,2.67,3.77,4.61,2.84
2.98,3.33,2.05,2.62,4.66,3.82,4.61,3.77
2.09,2.31,2.62,3.37,7.93,6.03,2.27,2.49
1.12,3.15,1.96,4.04,8.81,7.67,2.27,1.52
1.34,2.67,4.57,3.42,9.21,8.90,2.18,1.78
3.51,4.39,3.68,4.35,5.81,7.62,1.07,1.21
4.88,6.56,5.45,5.41,4.88,7.36,1.25,2.98
4.35,6.38,5.59,3.2,2.93,4.97,2.93,3.77
3.86,5.1,5.01,4.08,3.15,3.86,5.06,3.33
3.37,3.51,5.5,3.33,2.67,3.33,4.57,3.20
3.95,2.93,2.71,2.0,4.17,6.34,2.76,1.56
2.98,1.3,2.0,4.52,7.05,11.07,3.33,3.64
7.71,6.03,6.34,10.58,10.85,15.71,10.81,11.34
9.52,7.89,5.76,5.98,16.95,21.91,13.15,14.26
5.81,5.19,4.7,6.16,18.81,23.45,8.77,11.65
2.93,5.81,3.11,4.22,17.40,20.00,6.16,9.74
2.93,4.83,1.92,2.76,11.34,12.31,5.50,5.98
2.98,2.27,1.78,1.87,6.87,6.25,3.86,4.88
2.4,3.86,1.69,3.2,7.31,6.74,6.03,7.71
