TIME,PIP BETA R,PIP ALPHA R,PIP THETA R,PIP DELTA R,PIP BETA L,PIP ALPHA L,PIP THETA L,PIP DELTA L,BETA L,BETA R,ALPHA R,THETA R,DELTA R,ALPHA L,THETA L,DELTA L
6.750,35.04,67.22,78.98,92.16,65.10,65.10,77.25,93.24,32.03,24.07,21.64,14.96,50.57,44.60,18.24,58.93
6.875,35.22,66.04,78.90,92.06,65.41,65.41,76.31,93.24,42.92,16.82,19.96,20.58,38.40,46.14,8.28,50.57
7.000,35.86,66.04,79.76,92.45,66.82,66.82,75.45,93.24,15.18,12.88,22.17,22.08,38.36,26.95,4.30,34.56
7.125,36.97,67.22,80.86,92.84,69.10,69.10,76.24,93.33,38.32,28.67,11.56,22.79,35.48,8.51,12.88,17.26
7.250,38.54,68.55,82.20,93.92,71.29,71.29,77.73,94.12,25.84,30.40,13.19,36.02,49.73,21.60,21.55,15.94
7.375,40.46,70.75,83.37,93.43,73.65,73.65,78.98,94.71,34.82,18.85,20.89,43.80,41.72,31.46,24.78,19.12
7.500,41.75,72.39,84.39,92.75,75.53,75.53,80.16,94.31,5.85,13.41,19.34,45.48,39.95,29.16,41.46,25.44
7.625,41.78,72.63,84.86,91.76,75.76,75.76,79.45,93.73,22.08,22.35,13.15,56.67,20.05,19.21,53.22,18.46
7.750,40.96,71.61,84.94,90.98,76.08,76.08,79.22,93.43,18.63,16.51,10.81,52.29,13.46,5.72,47.65,20.45
7.875,39.96,70.27,85.49,90.98,76.39,76.39,79.06,92.35,11.65,18.01,13.50,31.81,10.27,11.78,33.14,13.77
8.000,39.00,69.25,85.49,90.78,76.31,76.31,78.20,90.69,20.09,12.75,13.15,18.59,14.03,15.71,12.57,17.84
8.125,38.89,68.78,84.00,90.10,74.82,74.82,75.92,89.12,13.19,15.18,4.75,16.02,16.78,10.85,8.15,12.62
8.250,39.64,68.63,82.59,89.41,72.78,72.78,74.04,87.45,7.31,21.64,2.98,9.12,12.71,10.63,4.97,15.18
8.375,40.00,67.53,82.27,89.22,71.06,71.06,73.10,86.96,11.91,13.02,5.50,18.85,14.74,6.25,11.56,12.80
8.500,39.86,65.49,81.57,89.12,70.12,70.12,73.02,86.47,7.13,16.82,12.40,27.39,19.12,14.17,19.03,19.83
8.625,39.36,63.45,80.94,89.61,69.41,69.41,74.04,85.88,23.76,8.15,15.80,30.22,24.03,28.59,38.67,28.28
8.750,38.86,61.80,80.71,89.80,68.86,68.86,75.45,86.47,4.13,6.29,13.41,31.55,33.45,25.36,53.57,38.23
8.875,38.86,60.16,80.24,89.41,68.86,68.86,76.71,86.96,7.53,11.78,7.53,26.82,36.77,13.55,42.56,42.56
9.000,39.39,58.35,79.53,88.63,68.78,68.78,77.10,86.96,10.45,13.46,7.89,23.45,40.39,7.40,25.09,47.82
9.125,40.75,56.71,78.51,88.24,68.08,68.08,76.47,86.47,8.59,14.56,8.46,19.70,40.66,4.26,18.46,40.04
9.250,42.25,54.98,76.63,88.04,67.29,67.29,75.37,85.78,10.19,21.55,10.19,15.71,33.18,11.07,18.55,35.35
9.375,43.35,53.33,75.29,87.94,66.59,66.59,74.35,84.90,29.43,18.37,13.90,20.67,25.80,11.42,14.79,19.12
9.500,43.74,52.00,74.12,87.06,65.73,65.73,72.94,83.53,8.64,19.52,15.01,20.27,14.79,14.48,9.66,20.45
9.625,43.57,51.69,73.57,86.18,64.78,64.78,71.45,82.16,33.27,28.05,17.62,17.88,15.80,20.89,9.17,21.15
9.750,43.78,51.53,72.78,85.98,64.63,64.63,70.75,80.98,17.88,19.43,21.20,17.04,30.09,27.04,14.43,38.27
9.875,44.10,51.53,72.31,84.90,64.94,64.94,70.90,80.69,30.71,15.32,25.09,26.37,38.54,41.59,13.81,43.67
10.000,44.31,52.00,73.18,85.29,64.78,64.78,71.69,80.49,12.26,31.37,16.86,47.38,48.53,41.90,24.47,53.26
10.125,44.53,52.39,73.73,85.29,64.55,64.55,73.02,80.49,24.03,9.21,20.80,47.69,56.58,32.65,25.36,60.96
10.250,44.46,52.31,73.96,86.08,63.84,63.84,72.94,80.88,12.22,12.80,21.91,21.91,54.19,20.62,13.19,56.76
10.375,44.53,52.47,74.59,86.27,63.84,63.84,73.33,80.88,28.54,36.28,13.41,38.23,51.76,8.68,31.28,53.75
10.500,44.88,52.24,75.69,86.96,63.45,63.45,73.80,81.18,22.66,19.96,8.95,62.73,41.90,13.95,50.70,37.83
10.625,45.49,52.00,76.63,87.65,63.14,63.14,74.27,81.96,11.38,25.05,17.66,51.89,38.36,18.50,44.55,37.12
10.750,45.95,51.92,76.55,88.53,63.29,63.29,75.29,83.04,6.07,7.75,13.77,27.83,42.61,10.89,26.64,38.80
10.875,46.02,51.22,75.29,89.02,61.88,61.88,74.82,84.02,12.18,19.56,9.66,27.92,31.59,8.02,26.86,31.81
11.000,46.10,50.51,74.67,89.02,60.86,60.86,74.43,84.12,4.48,6.21,9.12,23.72,35.40,6.65,23.85,30.71
11.125,46.42,49.80,74.67,89.22,60.39,60.39,74.43,85.39,8.68,11.60,7.00,21.86,24.07,10.67,25.18,23.41
11.250,47.17,49.80,76.00,89.61,60.94,60.94,76.16,86.47,28.32,30.31,6.74,39.86,33.23,15.49,43.76,35.18
11.375,48.09,50.82,77.65,90.29,61.73,61.73,78.51,88.24,27.83,32.65,6.21,46.72,28.98,11.16,49.06,36.28
11.500,48.91,52.39,79.22,90.78,61.65,61.65,79.53,88.63,10.23,19.52,11.20,32.34,41.10,7.75,36.33,53.09
11.625,49.48,53.25,80.08,91.08,60.47,60.47,79.45,89.12,17.88,24.56,12.13,14.34,31.99,3.99,17.57,45.13
11.750,50.12,53.41,79.69,91.18,58.51,58.51,77.88,89.90,8.86,12.40,13.86,8.33,29.38,4.88,9.43,44.29
11.875,50.70,53.25,79.29,89.80,56.55,56.55,75.53,88.73,6.03,5.10,9.08,23.10,15.41,5.19,16.82,23.76
12.000,51.41,53.65,79.84,89.61,55.37,55.37,73.88,88.73,11.11,16.20,13.95,30.93,16.11,17.13,18.28,28.32
12.125,52.05,55.37,80.47,90.10,56.08,56.08,72.94,88.73,17.53,10.14,25.44,33.27,21.15,29.51,21.33,28.54
12.250,51.98,57.88,81.57,90.29,57.80,57.80,73.80,89.02,30.88,16.82,25.75,41.01,28.98,32.17,25.31,34.38
12.375,51.12,59.92,83.29,90.59,59.53,59.53,74.90,89.31,7.58,4.57,13.55,34.60,31.24,22.97,24.03,28.50
12.500,49.88,60.78,84.24,90.78,60.47,60.47,75.53,90.59,12.00,14.92,9.61,18.85,27.97,12.22,10.94,22.04
12.625,48.91,61.18,84.71,91.86,61.18,61.18,76.47,92.06,12.75,11.42,20.18,12.57,25.22,17.09,8.73,20.67
12.750,48.38,61.80,85.41,92.84,62.20,62.20,78.51,93.43,23.37,21.64,24.65,19.78,30.80,23.45,17.48,27.74
12.875,47.81,62.20,86.27,93.14,62.27,62.27,79.76,94.51,7.00,5.28,16.64,29.74,43.76,17.00,29.74,43.58
13.000,46.60,61.73,86.59,94.12,60.94,60.94,80.00,94.80,10.01,11.65,6.74,23.85,42.07,9.17,26.42,44.37
13.125,44.99,60.00,84.63,93.24,58.43,58.43,78.51,94.41,3.99,2.53,2.27,14.74,35.84,7.36,14.52,39.51
13.250,43.17,57.73,81.96,91.96,55.14,55.14,75.92,92.84,2.58,3.37,3.37,11.29,17.48,4.48,9.92,24.16
13.375,41.50,55.61,80.08,90.78,52.94,52.94,73.88,90.98,6.69,8.86,6.82,11.96,16.38,2.76,9.96,18.01
13.500,40.11,54.59,79.06,90.59,51.45,51.45,72.55,90.78,9.12,8.20,16.86,24.43,25.89,11.20,15.01,25.09
13.625,38.82,54.51,78.51,90.59,50.67,50.67,71.53,90.69,22.88,25.58,26.37,22.39,39.11,14.21,13.41,33.58
13.750,38.04,54.59,77.65,90.59,50.12,50.12,70.82,90.69,19.03,23.28,29.07,12.09,63.26,16.64,11.47,61.31
13.875,37.75,55.06,77.02,90.59,50.20,50.20,70.67,90.69,10.50,6.74,17.44,19.83,62.73,17.17,22.39,59.81
14.000,37.50,55.92,77.33,90.88,51.06,51.06,71.06,90.78,9.04,6.16,8.15,21.46,60.78,11.07,16.91,58.97
14.125,36.61,55.92,76.78,91.27,50.90,50.90,70.67,91.67,6.56,7.09,8.24,21.77,39.60,5.23,10.67,34.78
14.250,35.51,55.37,75.45,90.69,49.65,49.65,69.10,90.88,4.88,5.63,10.45,16.20,30.31,3.91,5.23,23.54
14.375,33.94,54.82,73.73,90.49,48.16,48.16,68.00,90.78,9.66,10.41,7.89,15.54,23.68,6.74,13.77,15.80
14.500,32.55,54.51,72.86,90.59,47.61,47.61,67.14,90.49,7.84,10.81,9.21,17.44,33.01,12.40,20.49,24.65
14.625,31.66,54.51,72.47,90.59,48.08,48.08,66.82,90.59,12.84,11.87,14.34,10.50,37.65,17.22,10.94,29.25
14.750,31.44,55.14,72.78,90.88,49.80,49.80,67.14,90.59,21.91,23.99,20.71,28.45,44.11,23.23,20.85,38.05
14.875,31.27,56.08,73.73,90.98,52.08,52.08,68.71,90.78,7.93,4.26,20.09,47.56,47.16,25.67,35.44,42.74
15.000,30.80,56.55,74.67,92.16,53.96,53.96,70.59,91.76,9.35,14.61,8.73,51.05,38.23,20.98,33.01,36.41
15.125,30.05,55.84,74.59,92.45,54.67,54.67,71.29,90.98,4.48,4.66,3.82,41.85,33.67,15.41,21.95,29.56
15.250,28.91,53.33,74.20,91.67,53.80,53.80,71.29,89.80,4.35,2.93,4.22,24.78,15.94,8.28,7.71,15.05
15.375,27.56,50.59,73.10,90.39,51.61,51.61,69.96,89.02,5.01,3.42,3.95,10.01,12.57,4.13,7.75,13.72
15.500,26.38,47.84,70.75,88.92,48.86,48.86,67.61,88.33,5.72,6.65,4.92,2.89,9.12,5.59,8.24,11.16
15.625,25.88,46.67,69.18,88.82,47.22,47.22,66.35,88.14,1.78,3.64,5.54,9.57,14.83,6.03,11.20,13.81
15.750,25.78,46.35,68.63,88.43,46.90,46.90,66.12,87.75,18.55,17.40,18.24,19.78,25.22,16.91,16.07,25.36
15.875,25.85,46.43,68.08,88.43,47.14,47.14,65.41,87.75,11.82,15.54,26.33,29.96,47.65,25.09,22.30,48.58
16.000,25.81,46.59,67.76,88.43,47.29,47.29,64.86,87.75,16.78,11.42,20.58,28.10,54.24,20.80,23.68,56.27
16.125,25.92,46.90,67.69,88.43,47.69,47.69,64.71,87.75,2.76,4.44,8.55,19.25,56.01,9.74,18.46,60.30
16.250,25.95,47.22,68.16,89.22,48.00,48.00,64.94,88.43,4.75,3.60,3.46,7.49,39.42,3.60,8.15,42.07
16.375,25.67,47.06,67.92,89.71,47.92,47.92,65.02,89.51,2.22,2.27,3.11,3.29,27.92,2.84,3.02,32.03
16.500,25.28,46.67,67.69,90.00,48.08,48.08,65.18,90.20,4.83,6.29,6.03,7.71,23.54,7.71,7.18,23.50
16.625,24.53,45.18,66.20,89.71,47.84,47.84,65.02,90.29,3.02,3.64,4.88,7.93,16.82,11.03,7.62,19.39
16.750,23.32,43.53,64.78,89.22,47.29,47.29,64.78,90.20,9.79,9.26,6.52,5.45,15.94,14.21,12.93,20.67
16.875,22.00,41.96,63.69,88.33,46.67,46.67,64.55,89.71,2.45,4.08,8.73,11.47,7.84,12.88,21.15,19.03
17.000,20.64,40.47,62.27,87.06,45.57,45.57,63.53,89.71,5.10,5.72,5.23,8.55,4.48,8.06,12.75,21.24
17.125,19.57,38.98,60.94,86.27,44.16,44.16,62.04,89.22,7.53,4.92,5.23,8.46,3.82,3.73,6.47,16.73
17.250,19.68,39.22,60.63,86.47,44.31,44.31,61.73,89.31,5.90,6.96,13.41,13.50,19.83,11.60,14.26,26.86
17.375,20.53,40.63,61.33,87.55,45.88,45.88,62.98,90.39,23.63,13.81,24.07,10.19,36.72,19.08,10.76,33.41
17.500,21.53,42.27,62.59,88.14,47.45,47.45,64.00,91.18,25.05,23.85,25.44,15.76,54.50,21.51,10.05,58.26
17.625,22.07,43.37,62.67,88.24,48.16,48.16,64.31,91.27,7.49,5.19,16.95,19.52,60.39,15.89,19.78,60.92
17.750,21.64,43.06,62.04,88.24,48.08,48.08,64.39,91.27,10.01,11.16,7.31,13.33,48.27,8.68,14.21,56.98
17.875,20.50,41.65,60.94,87.65,46.43,46.43,63.92,90.98,4.57,1.78,10.45,18.94,37.03,3.77,18.99,39.33
18.000,19.22,39.61,59.45,87.45,44.00,44.00,62.75,90.69,9.30,4.66,10.01,22.57,23.90,2.84,21.07,26.11
18.125,18.61,38.27,58.51,87.75,42.20,42.20,62.12,90.59,8.24,8.86,7.97,24.43,27.92,5.59,21.91,22.35
18.250,18.32,37.88,57.96,88.04,41.33,41.33,62.04,90.98,9.04,6.52,9.30,18.46,24.65,11.47,14.56,16.42
18.375,18.07,38.20,57.33,88.43,40.94,40.94,61.96,91.27,8.11,2.09,6.43,11.47,21.20,10.14,10.89,11.07
18.500,18.50,39.22,57.18,89.41,42.04,42.04,62.75,91.67,9.43,7.18,9.52,12.71,27.74,8.42,16.73,16.25
18.625,19.39,41.25,58.51,90.78,44.16,44.16,64.39,92.94,20.54,13.28,22.66,13.37,40.39,22.53,11.38,26.77
18.750,20.32,43.29,59.45,90.78,45.65,45.65,65.88,93.33,27.74,20.85,27.08,15.49,54.55,22.00,9.74,46.01
18.875,20.68,44.00,60.00,90.39,46.20,46.20,66.67,93.04,12.35,7.22,19.21,16.69,68.30,11.47,18.90,64.41
19.000,20.53,43.45,60.08,90.49,45.41,45.41,67.22,93.04,22.13,16.86,11.78,7.44,62.29,8.06,10.14,65.87
19.125,20.39,42.12,60.08,90.49,44.39,44.39,67.29,92.75,5.50,11.65,12.35,18.55,50.48,14.39,17.62,59.81
19.250,21.32,41.41,60.16,90.00,44.47,44.47,67.14,92.45,22.88,30.40,12.13,43.58,24.65,22.44,32.96,35.71
19.375,22.99,42.35,61.49,90.00,46.27,46.27,67.92,91.76,24.56,21.91,14.12,52.69,19.08,34.38,37.17,23.15
19.500,25.17,44.71,64.47,90.78,49.41,49.41,70.51,91.67,17.31,11.78,9.52,45.30,26.55,31.68,34.38,15.94
19.625,27.17,46.67,67.22,91.86,51.84,51.84,72.86,92.65,19.87,10.41,10.67,38.54,40.88,18.41,34.47,16.11
19.750,28.98,47.92,69.57,92.25,53.02,53.02,74.51,92.75,29.16,23.72,12.35,60.08,44.68,15.01,51.81,20.36
19.875,30.30,48.47,71.61,92.65,53.73,53.73,75.61,92.94,10.67,9.43,6.34,58.66,58.62,15.76,48.18,30.44
20.000,31.37,48.55,73.49,93.63,54.27,54.27,76.00,93.33,16.02,13.33,3.33,38.89,57.60,15.80,32.65,31.81
20.125,32.83,49.18,74.90,94.22,55.22,55.22,76.16,93.33,11.07,14.08,9.30,46.32,63.35,17.88,40.88,38.05
20.250,34.51,50.67,76.78,95.10,56.71,56.71,77.02,93.92,14.83,10.01,10.32,47.78,64.19,18.32,52.82,39.51
20.375,35.90,52.31,78.12,95.10,57.41,57.41,77.49,93.73,21.29,24.47,23.85,44.73,59.72,12.26,50.52,39.64
20.500,37.08,53.65,79.53,95.10,56.78,56.78,77.33,93.14,9.43,17.66,31.46,49.51,55.56,10.76,35.84,36.72
20.625,38.07,54.43,80.00,94.51,55.45,55.45,77.02,92.55,7.22,12.53,16.95,39.07,44.07,10.36,16.11,30.49
20.750,39.14,54.82,80.24,93.43,53.96,53.96,76.31,92.06,5.67,27.21,11.78,25.80,36.41,9.08,10.81,30.27
20.875,40.39,54.75,80.31,92.25,52.86,52.86,75.45,91.96,10.14,17.40,10.27,10.10,30.04,4.83,16.16,36.19
21.000,41.89,54.90,79.61,92.75,53.88,53.88,74.20,91.47,8.59,6.78,11.25,8.20,20.98,10.27,10.01,34.73
21.125,42.99,56.00,79.69,92.45,56.78,56.78,73.73,90.98,20.80,15.18,14.39,12.40,13.33,33.05,10.32,32.26
21.250,43.99,57.57,80.39,92.25,59.61,59.61,73.57,90.69,21.38,7.18,23.68,22.44,12.62,54.46,17.31,24.52
21.375,44.99,59.37,81.73,92.55,62.04,62.04,74.35,91.27,20.27,19.74,26.24,41.54,13.77,49.20,27.97,21.95
21.500,46.02,61.25,83.61,93.24,64.16,64.16,75.61,91.47,7.36,5.37,20.09,34.33,18.99,25.49,29.87,21.38
21.625,46.38,62.12,84.94,93.04,65.25,65.25,77.10,90.88,11.65,9.17,12.71,20.89,21.38,4.30,21.69,19.87
21.750,46.31,62.20,86.35,92.55,64.71,64.71,78.20,90.49,7.89,14.87,17.53,39.64,22.30,9.26,31.59,17.31
21.875,46.10,61.96,87.45,92.45,63.61,63.61,78.90,89.80,10.01,9.83,13.99,38.05,23.23,5.90,32.43,14.74
22.000,46.56,60.86,87.84,92.94,62.43,62.43,78.98,90.00,12.40,7.75,5.28,21.86,24.65,5.32,13.33,15.27
22.125,48.09,59.84,87.61,92.35,62.59,62.59,78.82,89.80,33.05,40.39,2.67,14.17,27.44,13.55,7.40,21.29
22.250,49.66,59.53,87.92,92.35,62.75,62.75,79.61,90.10,23.85,20.09,6.52,30.80,35.66,16.29,28.85,33.36
22.375,50.34,59.53,88.08,92.75,62.59,62.59,80.55,90.39,15.05,18.99,5.98,43.67,50.52,10.01,41.15,51.23
22.500,50.34,59.92,87.84,92.75,62.20,62.20,80.86,90.88,7.36,13.11,17.57,50.12,59.68,18.15,39.95,57.95
22.625,49.98,60.31,87.69,92.75,61.49,61.49,81.10,91.67,25.98,30.13,24.38,51.72,66.14,12.84,53.62,61.49
22.750,49.88,61.10,87.61,92.45,60.86,60.86,81.33,91.76,16.33,9.52,11.56,33.63,66.98,15.94,45.57,59.06
22.875,49.70,61.73,87.22,92.45,61.10,61.10,81.41,91.86,11.47,17.66,12.04,8.95,55.25,22.57,14.21,51.54
23.000,49.95,62.75,85.73,92.45,61.33,61.33,80.39,91.86,14.56,24.34,31.28,10.58,45.57,20.23,13.77,44.51
23.125,50.66,64.31,84.47,92.06,61.65,61.65,79.76,91.67,28.63,26.33,36.90,13.50,23.01,8.99,24.29,22.22
23.250,51.41,66.20,84.78,92.16,61.80,61.80,80.71,90.88,18.63,25.89,33.94,23.76,21.15,7.67,37.08,14.65
23.375,51.62,67.22,85.10,91.08,61.57,61.57,81.73,89.90,11.07,10.19,18.81,28.89,18.06,7.40,41.72,9.48
23.500,50.91,66.35,84.39,90.10,61.10,61.10,82.59,89.12,7.84,15.94,10.85,28.01,23.10,7.97,36.86,10.14
23.625,49.95,64.86,82.90,89.71,61.49,61.49,83.06,89.71,21.86,8.02,20.62,22.66,25.00,12.18,34.69,12.84
23.750,48.77,63.53,82.04,90.20,62.20,62.20,83.61,90.39,27.88,19.96,22.70,18.01,28.41,10.27,26.29,19.56
23.875,47.95,62.98,81.88,91.37,62.98,62.98,84.31,90.88,28.36,19.83,17.44,9.92,22.66,8.55,19.12,34.16
24.000,47.09,63.22,81.88,92.45,64.24,64.24,85.65,90.20,21.24,8.99,11.60,8.37,19.61,19.30,24.07,43.05
24.125,46.63,64.16,82.98,92.75,64.78,64.78,87.45,90.59,31.81,24.03,15.58,16.38,28.41,19.52,21.46,47.21
24.250,46.99,64.55,83.76,93.33,64.00,64.00,88.63,91.37,19.12,12.49,16.20,21.11,36.50,10.98,24.07,44.29
24.375,47.91,64.55,83.92,93.82,62.35,62.35,89.25,91.76,18.37,27.70,22.44,29.20,48.89,9.66,32.61,50.30
24.500,48.91,64.71,83.37,93.92,60.39,60.39,89.33,91.67,32.48,26.06,24.38,19.52,46.67,9.74,23.23,49.02
24.625,49.84,65.10,82.67,93.92,58.43,58.43,89.25,92.35,19.47,9.79,14.17,22.00,45.44,7.97,29.91,48.49
24.750,50.62,64.94,82.27,94.51,56.94,56.94,89.25,93.14,13.86,14.92,7.27,20.49,43.84,5.72,35.48,40.44
24.875,51.09,64.24,81.02,95.20,56.63,56.63,88.94,92.75,5.81,15.80,10.58,12.04,31.95,8.46,34.47,35.09
25.000,51.23,63.37,79.29,95.20,57.96,57.96,88.39,93.33,23.15,5.01,17.35,10.58,33.10,21.86,32.96,29.69
25.125,51.09,64.08,78.82,95.29,59.29,59.29,88.16,93.92,13.99,16.29,23.76,14.17,32.03,29.25,41.77,32.61
25.250,50.23,65.88,79.53,95.88,60.39,60.39,88.71,94.12,21.46,22.66,26.42,21.51,38.27,25.49,49.02,34.07
25.375,49.30,67.76,79.76,95.98,61.18,61.18,88.39,93.73,8.95,22.39,23.45,23.50,50.70,11.25,35.88,44.55
25.500,48.38,68.39,79.76,95.98,61.73,61.73,87.76,93.63,16.91,11.60,11.96,19.12,50.12,19.34,17.04,43.84
25.625,48.27,67.61,79.53,95.88,62.35,62.35,86.75,93.24,13.99,37.17,16.38,38.62,52.91,37.03,12.04,39.11
25.750,48.31,66.43,79.14,95.88,63.14,63.14,85.65,93.04,14.56,15.41,19.43,44.51,50.66,36.68,13.55,29.34
25.875,48.34,65.41,78.59,96.27,63.92,63.92,84.24,93.04,14.26,15.67,9.70,33.41,48.22,21.69,14.30,20.09
26.000,48.27,64.47,77.88,95.78,64.00,64.00,82.67,93.04,35.13,18.81,8.51,18.06,54.06,8.42,10.14,20.62
26.125,47.99,63.84,78.35,95.00,64.00,64.00,82.04,92.35,11.51,9.08,7.93,17.35,43.45,17.48,7.49,16.51
