"Time","Beta R PIP","Alpha R PIP","Theta R PIP","Delta R PIP","Beta L PIP","Alpha L PIP","Theta L PIP","Delta L PIP","beta L","beta R","alpha R","theta R","delta R","alpha L","theta L","delta L"
"sec.","B","B","B","B","A","A","A","A","A","B","B","B","B","A","A","A"
0.125,===,===,===,===,===,===,===,===,2.58,7.31,7.09,===,===,1.34,===,===
0.250,===,===,===,===,===,===,===,===,1.69,8.33,4.48,13.64,===,3.37,2.05,===
0.375,===,===,===,===,===,===,===,===,5.41,9.17,15.80,9.79,9.12,10.72,9.30,4.30
0.500,===,===,===,===,===,===,===,===,4.79,6.96,25.00,23.01,10.89,17.93,19.47,6.47
0.625,===,===,===,===,===,===,===,===,11.96,14.87,22.75,21.73,10.36,16.73,18.94,7.75
0.750,===,===,===,===,===,===,===,===,3.20,7.09,15.67,14.39,8.95,11.25,12.66,8.77
0.875,===,===,===,===,===,===,===,===,5.23,6.25,30.44,13.37,12.00,23.06,10.81,14.48
1.000,===,===,===,===,===,===,===,===,7.53,9.83,36.24,15.49,18.63,29.16,13.86,18.77
1.125,===,===,===,===,===,===,===,===,3.37,7.36,29.03,10.23,19.83,21.91,12.35,19.47
1.250,===,===,===,===,===,===,===,===,5.50,7.31,23.68,2.27,18.81,15.54,7.31,14.70
1.375,===,===,===,===,===,===,===,===,10.85,10.94,21.15,4.35,9.96,15.76,10.14,11.47
1.500,===,===,===,===,===,===,===,===,5.63,3.15,14.56,7.80,6.29,14.39,15.89,10.05
1.625,===,===,===,===,===,===,===,===,4.35,2.89,9.17,9.04,2.84,14.17,17.09,8.55
1.750,===,===,===,===,===,===,===,===,4.66,5.19,7.53,8.95,2.76,11.47,15.98,5.81
1.875,===,===,===,===,===,===,===,===,5.41,6.21,8.15,7.36,2.71,10.54,11.65,4.88
2.000,===,===,===,===,===,===,===,===,5.37,4.61,9.30,11.91,2.76,10.45,13.81,4.79
2.125,===,===,===,===,===,===,===,===,4.08,3.51,13.02,13.46,3.73,11.11,13.02,6.16
2.250,===,===,===,===,===,===,===,===,7.44,8.86,9.79,7.71,4.26,9.66,5.37,6.29
2.375,===,===,===,===,===,===,===,===,4.08,3.68,6.65,7.75,3.29,6.96,8.20,6.25
2.500,===,===,===,===,===,===,===,===,9.92,12.75,13.19,15.89,3.15,10.27,14.61,6.03
2.625,===,===,===,===,===,===,===,===,2.36,3.37,10.72,16.33,3.64,7.75,13.11,6.65
2.750,===,===,===,===,===,===,===,===,1.21,1.96,10.05,10.50,3.91,6.56,10.41,6.34
2.875,===,===,===,===,===,===,===,===,6.38,5.59,9.30,7.84,4.13,6.78,10.27,5.63
3.000,===,===,===,===,===,===,===,===,5.54,3.95,3.07,7.18,5.19,3.60,6.91,5.41
3.125,===,===,===,===,===,===,===,===,9.04,9.43,2.00,7.89,7.27,1.96,6.38,7.40
3.250,===,===,===,===,===,===,===,===,4.48,7.00,3.55,7.75,11.60,2.45,6.52,12.93
3.375,===,===,===,===,===,===,===,===,4.70,6.60,3.95,6.69,11.07,3.82,4.75,12.62
3.500,===,===,===,===,===,===,===,===,2.09,2.36,3.77,10.36,11.29,5.14,5.76,11.51
3.625,===,===,===,===,===,===,===,===,8.64,6.34,4.79,15.67,7.31,6.16,9.57,7.13
3.750,===,===,===,===,===,===,===,===,3.99,3.86,7.00,23.19,8.73,5.98,15.80,9.30
3.875,===,===,===,===,===,===,===,===,4.04,6.38,10.54,25.58,7.05,8.28,19.52,9.92
4.000,===,===,===,===,===,===,===,===,3.37,3.02,12.93,24.43,7.31,10.05,20.62,11.07
4.125,14.90,36.00,41.33,44.02,12.05,31.92,43.92,51.37,3.24,4.57,10.19,16.29,4.83,8.64,13.90,9.48
4.250,14.37,34.35,41.41,42.45,11.66,30.27,43.45,49.71,10.27,11.38,5.32,9.61,5.54,3.02,4.83,8.90
4.375,13.83,33.73,42.12,41.67,11.30,29.33,42.98,48.73,6.12,8.95,12.44,15.85,7.93,6.60,8.81,10.58
4.500,13.37,33.80,43.53,41.76,10.94,29.49,43.06,48.33,7.97,7.40,20.23,9.74,10.32,15.10,6.25,10.36
4.625,13.12,34.27,45.33,42.06,10.77,30.35,43.45,48.14,5.59,7.49,23.01,11.51,11.34,20.71,9.79,10.81
4.750,13.19,35.06,46.82,42.25,10.91,31.45,43.92,48.92,5.37,6.25,18.63,15.58,10.67,18.99,13.59,9.83
4.875,13.65,35.76,47.61,42.84,11.23,31.92,44.08,50.49,9.12,5.23,12.09,9.12,12.00,13.68,8.11,11.87
5.000,14.08,35.84,46.98,43.04,11.62,32.00,43.22,51.57,6.25,7.97,13.95,2.76,13.95,13.28,5.37,15.49
5.125,14.30,36.63,46.67,43.04,11.76,32.63,43.06,52.16,8.51,12.04,20.89,5.90,13.41,14.65,4.22,15.36
5.250,14.76,38.20,47.61,43.63,11.94,34.04,43.76,52.84,10.05,14.74,24.16,12.71,11.78,20.85,10.85,13.37
5.375,15.37,39.29,48.47,45.20,12.26,35.45,44.63,53.53,14.70,18.19,19.43,14.56,10.10,19.47,16.60,9.88
5.500,16.11,39.69,48.71,47.35,12.51,36.47,45.02,55.20,9.12,12.66,17.44,12.04,14.96,15.18,16.16,13.28
5.625,16.36,39.92,47.92,49.61,12.55,37.18,44.31,56.76,8.77,14.03,30.31,7.40,18.72,29.29,8.20,17.26
5.750,16.51,40.39,47.53,51.76,12.34,38.59,44.55,58.24,3.86,8.46,34.60,11.16,20.45,35.04,10.67,19.25
5.875,16.83,41.65,48.16,53.73,12.16,40.08,45.41,59.12,6.07,11.03,26.99,7.18,18.15,26.82,8.51,18.19
6.000,17.43,42.82,49.33,55.10,12.09,41.88,46.35,60.20,6.52,16.78,23.90,4.61,14.03,21.51,5.90,16.91
6.125,17.79,44.16,50.20,55.69,12.01,43.45,47.37,61.18,5.19,4.44,26.82,5.81,10.67,23.99,12.31,18.37
6.250,17.75,45.73,51.14,55.98,11.87,45.25,47.84,61.57,4.39,8.59,18.50,3.99,8.11,18.85,11.38,17.44
6.375,17.47,46.98,51.76,56.57,11.66,46.59,48.55,61.76,5.01,4.48,5.54,11.34,10.89,5.41,7.84,14.48
6.500,17.25,47.69,52.63,57.25,11.62,47.53,49.80,61.96,2.36,4.52,8.95,14.17,14.79,7.36,13.11,8.59
6.625,17.11,48.55,53.65,58.43,11.52,48.16,51.14,62.25,4.08,4.08,12.09,17.22,17.84,11.78,20.23,6.34
6.750,16.90,49.25,53.88,59.80,11.23,48.78,51.92,62.55,3.95,3.95,12.22,15.01,16.42,11.69,16.16,5.94
6.875,16.83,49.80,53.80,60.20,10.87,49.33,52.24,62.16,7.09,10.85,12.00,13.41,13.19,11.69,7.36,7.84
7.000,16.90,50.98,54.59,61.27,10.91,50.35,52.55,63.14,3.99,3.55,12.26,24.25,13.50,10.10,15.36,10.58
7.125,17.40,52.24,55.45,63.33,11.09,51.37,53.25,65.00,6.43,9.70,7.22,25.89,14.87,8.81,19.21,13.77
7.250,17.75,53.65,56.16,65.10,11.41,52.55,53.96,66.67,4.52,4.17,18.72,14.21,16.55,17.79,11.42,13.46
7.375,18.00,54.75,56.16,65.88,11.55,53.65,54.82,67.06,4.52,8.90,26.46,8.59,17.48,22.13,12.80,12.80
7.500,17.97,55.06,55.37,66.08,11.52,54.12,55.37,67.25,4.35,5.94,20.00,8.11,13.77,16.11,16.02,9.48
7.625,18.15,54.98,54.20,65.78,11.55,53.96,55.45,67.25,4.52,2.18,13.77,6.47,14.92,9.92,12.97,11.65
7.750,18.18,54.75,52.94,65.78,11.62,53.33,54.82,67.06,5.72,5.98,18.63,5.85,12.97,13.95,9.43,10.54
7.875,18.11,54.75,51.84,65.59,11.55,52.78,53.49,66.18,6.43,8.68,21.42,3.99,14.39,17.22,6.60,10.89
8.000,18.15,55.45,51.61,66.18,11.48,52.86,52.31,65.00,3.51,4.75,29.78,9.96,14.48,24.21,5.45,10.23
8.125,18.07,57.02,52.39,67.16,11.52,53.88,52.63,65.20,10.72,11.42,31.64,13.41,16.25,27.48,7.67,11.65
8.250,18.25,58.12,53.65,68.73,11.94,54.82,53.57,66.08,8.06,6.91,21.86,8.11,14.21,21.11,9.04,11.34
8.375,18.32,58.43,54.27,69.41,12.30,54.98,54.59,66.76,8.86,8.06,21.69,7.84,11.69,23.10,18.24,10.50
8.500,17.93,58.51,54.98,68.82,12.37,55.14,55.53,66.08,6.56,5.63,20.62,20.58,9.04,22.26,28.85,7.80
8.625,17.18,58.59,55.84,68.33,12.19,55.06,56.55,64.80,2.58,3.91,14.26,18.94,11.78,14.79,23.23,8.99
8.750,16.54,58.98,57.02,68.24,11.98,54.82,57.73,64.02,4.70,4.44,20.58,8.81,12.40,17.22,10.19,8.28
8.875,16.29,59.14,57.41,67.84,12.19,54.35,57.65,62.75,10.19,11.91,22.08,3.15,10.89,18.06,4.97,8.55
9.000,16.15,59.22,57.80,67.35,12.51,53.80,56.86,62.06,9.66,12.80,17.35,9.35,8.68,13.72,4.04,7.27
9.125,15.79,59.14,58.27,67.55,12.62,53.41,55.92,61.18,4.83,6.60,23.54,17.70,9.30,17.53,7.22,7.49
9.250,15.37,59.29,58.75,67.65,12.58,53.41,55.29,60.29,7.13,9.17,30.53,10.76,11.16,25.31,4.30,7.89
9.375,15.15,59.69,59.06,68.04,12.66,53.65,55.37,59.80,4.26,3.73,30.35,5.85,13.64,27.21,8.55,8.51
9.500,15.22,60.71,58.90,67.55,12.91,54.59,55.61,59.12,10.23,8.33,19.70,10.41,14.70,18.01,10.76,10.14
9.625,15.44,61.96,58.75,66.76,13.16,55.61,55.22,58.33,6.21,2.53,5.67,6.38,12.57,4.97,6.38,10.01
9.750,15.61,62.51,58.59,65.69,13.40,56.00,54.20,57.65,2.67,3.77,9.04,8.42,8.28,9.88,6.25,9.04
9.875,15.79,62.82,58.20,64.41,13.55,56.31,53.49,57.45,5.14,6.03,14.43,13.90,4.88,14.92,9.08,7.44
10.000,16.08,63.45,57.73,63.43,13.87,56.71,53.10,57.55,8.51,10.41,21.55,10.72,5.06,20.98,8.15,7.62
10.125,16.08,64.00,56.63,61.86,13.94,57.25,52.39,56.76,7.80,7.49,22.44,12.22,8.55,22.35,13.46,10.36
10.250,16.01,64.16,55.29,59.71,14.01,57.57,51.69,55.39,4.17,9.66,16.82,18.68,8.33,18.32,19.61,10.23
10.375,15.94,63.53,54.20,58.53,13.94,57.49,51.06,54.12,5.85,9.83,10.41,19.47,11.07,12.53,21.24,14.61
10.500,16.08,62.98,54.27,58.24,13.98,57.18,51.22,54.41,5.90,7.93,4.97,21.55,8.51,3.77,23.15,13.59
10.625,16.19,63.29,55.69,58.14,14.19,57.73,52.00,55.20,6.47,6.16,19.83,17.00,8.86,18.10,18.63,14.26
10.750,16.19,63.61,56.63,57.35,14.44,58.75,52.39,54.80,8.59,6.60,25.31,5.81,4.83,22.75,8.24,10.14
10.875,16.01,63.92,56.86,56.37,14.40,59.53,52.39,53.63,1.69,3.37,21.46,3.51,5.01,16.73,7.49,6.29
11.000,15.83,63.76,57.49,55.39,14.30,59.69,53.41,52.75,8.42,7.05,15.14,13.24,3.55,10.76,15.10,5.14
11.125,15.37,63.22,58.43,54.31,14.01,59.37,54.98,52.94,5.32,5.76,18.10,18.01,4.75,15.23,17.09,4.88
11.250,14.83,62.12,58.82,54.31,13.65,58.59,56.08,54.02,6.12,2.53,24.38,12.35,8.37,20.67,10.94,11.29
11.375,14.40,61.57,59.61,54.41,13.19,58.20,56.78,54.80,2.49,7.09,26.68,17.57,11.91,22.04,18.19,15.63
11.500,14.05,61.18,59.92,54.90,12.62,57.96,56.71,55.98,6.43,6.12,23.41,13.77,15.98,24.60,14.03,16.69
11.625,13.87,61.10,59.37,55.88,12.41,58.04,56.31,57.65,9.12,8.20,19.96,8.99,14.70,23.90,9.35,13.72
11.750,13.94,61.49,59.37,56.08,13.01,58.35,56.00,57.94,15.89,10.01,8.15,15.76,14.08,13.41,18.37,8.55
11.875,14.01,61.49,59.29,55.59,14.40,58.43,55.84,57.84,20.93,6.87,17.79,15.89,14.43,5.32,16.73,10.50
12.000,13.98,61.49,59.29,55.59,15.86,57.18,55.92,58.63,10.72,3.99,19.74,14.96,15.23,6.82,10.98,12.62
12.125,13.55,61.33,58.59,55.59,17.01,56.71,56.47,59.61,5.81,3.95,4.75,7.13,15.23,9.48,9.17,16.42
12.250,13.33,61.25,58.59,55.69,17.79,56.63,57.41,60.39,6.07,6.78,12.26,12.93,15.23,14.92,11.78,19.92
12.375,13.44,60.94,58.82,55.39,18.29,56.78,58.43,60.98,8.33,4.04,8.86,24.34,10.67,11.47,20.67,17.70
12.500,13.62,60.24,59.37,54.12,18.61,56.31,59.53,61.37,7.18,6.78,9.52,23.32,9.35,13.19,21.82,14.79
12.625,13.69,58.98,60.00,53.14,18.68,55.84,60.39,61.57,2.18,3.46,10.63,14.34,6.21,15.45,16.16,6.87
12.750,13.76,58.12,60.00,52.75,18.68,55.37,60.94,61.67,4.52,3.73,6.82,6.82,8.37,8.77,9.48,5.28
12.875,13.87,57.96,59.37,52.65,18.86,55.53,61.33,61.86,5.85,8.02,15.67,3.55,8.33,14.92,4.48,5.72
13.000,13.94,58.27,58.75,53.04,19.04,55.76,61.73,62.25,9.96,8.20,17.75,6.07,10.85,17.09,12.44,8.33
13.125,13.83,58.20,58.90,54.31,19.07,55.84,62.35,63.14,2.22,3.86,10.94,5.37,11.03,8.33,8.42,9.88
13.250,13.69,57.57,59.53,56.37,19.07,55.69,62.59,64.41,8.95,8.33,15.98,14.34,16.33,14.48,6.60,13.37
13.375,13.69,57.10,60.16,58.63,19.18,55.45,62.59,65.69,5.23,7.31,25.71,12.35,13.95,23.06,8.90,12.22
13.500,13.69,57.02,60.78,60.29,19.47,55.69,62.75,66.86,14.74,12.71,32.92,6.29,12.31,31.90,7.67,10.67
13.625,13.51,57.25,61.18,61.76,19.71,55.69,62.35,67.65,5.01,5.41,33.72,12.35,9.79,32.34,11.73,9.52
13.750,13.44,57.33,60.78,62.94,19.71,55.61,61.65,67.94,8.24,11.07,30.22,13.11,14.12,27.48,13.11,12.00
13.875,13.48,57.49,60.86,63.92,19.54,55.29,61.41,67.94,5.41,4.92,17.97,15.36,17.09,17.62,14.92,14.03
14.000,13.76,57.41,61.57,65.00,19.50,54.90,62.04,68.73,7.80,9.39,15.76,15.80,17.70,13.28,16.64,13.81
14.125,14.30,57.73,61.49,65.98,19.75,54.98,62.20,69.80,8.37,11.69,20.80,13.59,16.78,17.79,17.09,14.70
14.250,14.83,58.12,61.02,66.47,20.07,55.37,62.04,70.20,3.77,2.89,11.38,8.51,12.57,10.85,15.14,12.53
14.375,15.15,58.12,60.71,65.98,20.14,55.53,61.96,69.41,6.25,8.86,4.17,6.65,11.56,4.39,12.62,13.77
14.500,15.29,56.94,59.06,65.39,20.29,54.59,60.78,68.82,5.19,4.97,1.96,7.09,8.86,2.53,7.27,12.26
14.625,15.51,55.45,57.41,65.20,20.46,53.25,59.06,68.53,10.45,10.50,4.92,7.80,15.27,5.14,6.82,19.92
14.750,15.83,54.20,56.55,64.80,20.50,52.16,58.20,69.02,6.34,10.81,5.06,11.78,14.65,4.44,11.51,18.85
14.875,16.08,53.41,56.16,63.53,19.96,51.61,57.57,69.61,3.33,5.72,10.23,10.58,15.45,15.18,7.89,17.97
15.000,16.08,52.94,56.39,62.55,18.65,52.08,57.57,69.02,7.18,3.91,16.02,13.86,8.90,21.60,7.84,9.83
15.125,16.33,52.71,56.78,61.08,17.18,53.65,58.59,67.45,3.55,6.03,21.86,28.50,8.33,23.59,22.53,5.32
15.250,16.90,52.31,57.41,60.49,15.94,54.59,59.14,65.39,9.92,13.95,17.40,33.63,6.65,13.77,28.45,3.07
15.375,17.50,52.00,57.88,60.39,15.44,54.20,59.22,64.41,6.03,6.12,8.06,24.78,8.90,4.08,25.62,4.39
15.500,18.00,51.37,58.04,61.57,15.54,53.25,58.98,64.41,7.49,7.36,4.04,12.44,10.23,4.66,18.55,7.36
15.625,18.32,50.82,57.57,64.02,15.83,52.24,57.80,64.90,11.69,8.15,5.54,3.46,14.21,7.89,8.37,13.24
15.750,18.68,50.75,56.94,66.57,16.29,51.37,56.08,65.88,13.64,14.43,12.66,6.56,18.81,13.41,4.22,15.49
15.875,19.00,50.59,56.86,68.33,16.79,50.90,54.67,66.76,9.79,6.12,9.43,10.98,19.03,9.92,6.34,14.74
16.000,19.18,49.96,57.33,68.73,17.15,50.27,53.73,66.08,5.19,5.50,3.37,12.75,16.73,5.06,8.90,9.70
16.125,19.07,49.18,57.80,68.63,17.01,49.18,53.18,64.90,2.80,2.89,6.60,9.35,12.13,3.99,8.86,6.60
16.250,18.93,48.39,57.10,67.16,16.93,47.76,52.08,63.92,3.64,2.09,10.45,9.12,11.87,5.98,7.97,8.55
16.375,18.97,47.69,56.00,65.69,16.90,46.35,50.75,62.84,12.44,10.01,11.82,11.82,12.13,7.49,6.78,13.46
16.500,19.00,46.82,55.22,64.71,16.90,44.94,49.73,62.25,4.22,5.67,7.27,5.59,12.04,4.83,4.52,13.86
16.625,18.97,45.73,54.82,64.31,16.72,43.37,48.71,62.25,7.22,9.52,2.67,10.41,11.51,2.76,4.88,11.91
16.750,18.86,44.47,54.51,64.31,16.43,42.12,48.16,62.35,3.91,7.53,8.20,14.48,12.40,7.05,3.82,8.86
16.875,19.07,42.75,54.12,64.41,16.43,40.63,47.76,62.75,5.85,9.43,6.69,9.17,14.96,8.15,10.01,9.88
17.000,19.29,41.02,53.88,64.90,16.58,39.45,47.69,63.43,8.99,8.33,3.91,10.41,19.39,7.09,13.81,15.01
17.125,19.22,40.16,53.88,65.10,16.79,38.67,47.45,63.82,6.69,4.30,11.69,16.47,17.84,7.75,13.59,14.52
17.250,18.86,39.69,54.20,65.49,16.68,38.35,47.37,64.31,9.26,5.54,16.25,12.31,16.73,12.66,11.51,16.02
17.375,18.47,39.37,54.67,65.78,16.47,37.96,47.45,64.22,4.48,3.33,13.06,13.59,12.93,12.26,10.81,12.88
17.500,18.50,39.69,55.61,65.29,16.54,37.65,47.61,63.43,12.75,12.00,8.33,18.99,12.09,9.30,16.69,12.22
17.625,18.86,40.63,56.55,64.12,16.83,38.04,48.08,61.27,3.37,4.04,15.01,21.24,11.34,12.80,22.26,10.36
17.750,18.86,41.88,57.49,63.14,16.79,38.90,48.94,59.41,8.55,9.12,13.86,16.55,11.65,13.15,18.10,10.98
17.875,18.65,42.67,57.73,62.65,16.72,38.98,49.18,57.94,4.88,6.47,10.54,7.05,14.87,12.31,8.20,14.26
18.000,18.54,42.75,56.86,63.04,16.58,38.51,48.47,57.55,5.94,5.90,7.27,5.14,16.16,9.74,4.52,16.11
18.125,18.65,42.35,55.76,63.73,16.90,37.57,46.98,58.24,14.52,13.19,6.03,7.40,16.51,4.30,5.41,16.91
18.250,18.79,41.65,54.82,64.71,17.22,36.08,45.80,59.61,6.78,4.61,12.93,10.76,13.02,9.52,9.57,14.39
18.375,18.43,41.10,54.51,64.80,17.33,34.90,44.86,60.29,5.85,2.31,11.56,13.28,9.04,10.45,11.73,10.72
18.500,17.90,40.86,53.80,64.12,17.08,34.67,44.24,59.61,5.94,4.83,12.71,15.14,5.54,12.97,14.03,6.87
18.625,17.36,41.02,53.18,62.45,16.65,35.14,43.92,57.84,4.17,6.29,12.84,16.07,5.59,15.41,17.26,4.57
18.750,16.86,41.18,53.18,59.90,16.01,36.08,44.39,55.29,4.70,2.14,12.93,16.07,5.98,14.39,18.99,5.01
18.875,16.22,41.18,53.80,57.55,15.26,36.47,45.57,52.75,3.11,4.44,9.43,18.46,5.72,6.56,18.55,4.22
19.000,15.69,41.18,54.67,56.27,14.51,36.63,46.67,50.88,4.83,2.80,9.48,21.46,6.38,10.19,17.53,5.28
19.125,15.29,41.49,55.45,56.27,13.90,37.25,47.53,50.69,2.76,3.55,12.40,18.55,8.73,17.40,14.56,6.29
19.250,15.37,42.12,56.08,56.57,13.83,38.20,48.31,51.08,9.30,7.62,17.44,14.12,11.65,19.78,14.79,7.97
19.375,15.54,43.14,57.80,57.65,13.80,39.61,49.88,51.27,4.35,3.99,15.27,14.43,9.88,15.32,16.16,7.13
19.500,15.58,43.84,58.82,58.04,13.65,40.86,51.45,51.27,6.82,9.17,12.18,12.57,8.24,11.78,12.53,7.31
19.625,15.33,43.92,58.82,57.84,13.30,41.41,52.31,51.37,5.54,3.86,11.51,8.51,8.90,10.85,8.20,11.51
19.750,15.29,44.08,58.27,57.45,13.19,41.96,52.63,51.47,6.29,6.25,12.88,16.29,10.27,14.92,16.91,14.70
19.875,15.26,44.63,58.12,56.76,13.23,42.75,53.25,51.67,7.49,8.24,15.05,17.09,12.80,16.95,19.25,19.52
20.000,15.22,45.18,58.12,56.27,13.16,43.61,53.73,51.37,6.69,9.17,13.90,15.23,16.47,14.39,16.33,22.17
20.125,14.94,45.49,57.73,56.76,12.83,43.76,53.57,51.57,3.11,3.20,6.07,11.96,17.22,7.22,12.97,22.13
20.250,14.65,45.25,56.31,56.86,12.44,43.61,52.39,51.96,3.86,4.97,7.40,6.60,19.25,3.82,8.28,22.53
20.375,14.62,44.86,55.06,57.06,12.37,43.06,51.29,52.16,6.34,5.90,11.34,8.28,13.41,8.06,7.71,14.70
20.500,14.69,44.39,54.04,57.16,12.55,42.59,50.43,52.25,7.40,7.93,10.89,12.75,12.66,9.04,11.69,14.43
20.625,14.69,43.84,53.49,58.33,12.73,43.06,50.27,53.43,10.67,6.87,13.46,16.25,9.83,14.21,13.50,10.45
20.750,14.55,43.69,53.96,59.71,12.83,43.37,49.96,55.00,6.65,10.94,13.06,19.70,13.11,12.13,12.66,14.70
20.875,14.47,43.45,54.98,61.08,12.83,43.45,49.57,56.18,9.88,5.90,4.66,18.41,10.76,5.01,10.27,12.35
21.000,14.44,43.92,55.84,61.67,12.94,43.76,49.18,56.76,11.60,14.48,18.81,7.71,10.41,18.15,5.06,13.72
21.125,14.62,44.94,56.71,62.55,12.98,44.31,49.41,57.25,6.16,10.23,24.21,8.02,7.93,21.02,8.42,10.85
21.250,14.40,45.65,57.10,63.43,12.51,44.94,49.88,57.25,6.38,6.47,20.09,9.26,13.99,18.28,10.45,13.90
21.375,14.19,45.96,56.86,63.63,12.09,45.65,49.88,57.06,8.77,12.22,9.39,6.69,18.15,10.58,9.96,16.42
21.500,14.12,45.73,55.76,64.31,11.91,45.80,49.02,57.55,2.53,4.13,3.91,4.39,19.39,3.60,6.87,16.73
21.625,14.33,45.18,54.51,64.71,11.80,44.94,47.76,58.53,8.42,10.63,9.83,6.96,18.19,5.98,4.44,18.28
21.750,14.47,44.47,53.33,64.90,11.76,43.84,46.35,60.00,4.97,4.70,7.31,9.08,13.72,2.80,6.07,14.39
21.875,14.51,43.69,52.00,65.10,11.69,42.43,45.02,61.57,3.42,3.07,4.22,6.60,12.75,1.83,6.25,14.08
22.000,14.72,43.14,50.59,65.00,11.76,41.65,43.92,62.45,3.86,3.68,8.11,5.37,9.79,6.47,7.05,10.10
22.125,15.08,42.90,48.78,64.51,12.12,41.33,42.67,62.25,8.33,11.34,12.49,7.53,9.17,11.87,6.74,8.64
22.250,15.61,42.51,46.90,63.53,12.51,40.55,41.33,62.45,5.94,6.91,11.07,3.99,9.21,10.85,3.73,7.80
22.375,15.90,42.04,45.65,63.04,12.69,39.92,40.71,62.45,2.62,3.68,5.06,4.57,11.73,6.34,9.17,10.41
22.500,15.61,41.25,44.24,62.75,12.55,38.90,39.69,62.55,1.74,4.97,6.60,6.96,13.86,4.75,10.27,13.81
22.625,15.37,41.33,42.98,62.16,12.37,38.51,38.59,62.55,2.80,4.52,16.64,8.11,17.00,12.26,10.63,17.35
22.750,15.26,42.04,43.22,62.16,12.30,38.90,38.59,62.84,5.98,8.73,22.26,15.71,19.61,16.16,16.29,22.26
22.875,15.19,43.14,43.61,62.65,12.23,39.14,39.06,63.43,4.17,3.86,16.95,17.35,18.94,12.18,17.22,21.07
23.000,15.19,43.69,43.53,62.94,11.94,38.67,38.35,63.33,3.73,2.93,7.89,15.49,18.50,5.54,14.74,24.21
23.125,15.01,43.29,43.06,62.16,11.76,37.65,37.80,63.82,6.29,10.01,2.80,10.85,14.87,4.17,11.51,20.76
23.250,15.22,42.75,42.90,61.08,11.69,36.86,37.96,63.92,4.79,4.57,2.58,4.83,13.77,5.32,6.87,21.02
23.375,15.51,42.20,43.76,60.98,11.69,36.31,39.14,64.31,6.07,10.81,1.78,11.34,12.62,2.93,12.18,18.41
23.500,15.76,41.65,44.71,60.69,11.52,35.92,40.55,64.90,4.66,5.23,4.48,20.58,11.73,3.33,20.27,15.98
23.625,15.51,40.78,45.33,60.39,11.09,35.29,41.80,65.29,4.48,7.22,7.13,20.85,11.42,5.10,20.67,16.38
23.750,15.26,40.24,45.49,59.80,10.70,34.43,42.20,65.78,5.98,5.50,9.83,13.28,10.27,8.77,13.19,15.45
23.875,15.22,39.76,44.63,59.80,10.59,33.80,42.12,66.18,12.04,13.72,13.02,12.53,11.60,11.87,12.71,15.58
24.000,15.15,39.22,43.29,60.20,10.48,33.18,41.88,66.37,3.60,3.02,13.86,11.87,12.18,12.80,13.86,14.92
24.125,14.90,38.04,41.96,60.88,10.30,32.16,41.49,66.96,5.37,5.72,11.25,4.97,13.90,9.66,6.21,11.82
24.250,14.44,36.31,41.41,60.59,10.05,30.59,41.10,66.96,3.60,3.51,7.22,11.03,10.72,6.25,6.56,8.73
24.375,13.94,34.82,41.25,59.12,9.95,29.25,40.86,67.16,4.04,2.67,3.82,15.05,8.15,3.20,8.73,7.31
24.500,13.73,33.96,41.57,57.65,10.05,28.47,40.55,66.96,9.57,7.97,9.35,13.64,6.25,8.11,6.47,9.96
24.625,13.44,33.80,42.27,56.18,10.23,28.24,41.10,66.76,4.08,2.76,7.58,11.69,6.38,6.43,6.12,13.02
24.750,12.98,34.04,43.37,54.90,10.09,28.71,42.27,66.08,3.68,4.04,4.92,14.83,7.80,4.66,9.17,13.77
24.875,12.66,34.27,44.39,54.51,10.02,29.02,42.98,65.39,2.67,2.18,9.66,11.11,7.84,7.31,7.93,12.66
25.000,12.48,34.51,44.78,55.00,10.09,29.18,42.90,65.20,3.77,5.28,6.25,3.20,8.77,2.14,2.49,11.60
25.125,12.55,34.59,44.86,55.59,10.27,28.94,42.51,65.98,11.47,10.01,8.77,2.09,9.48,6.91,4.08,10.94
25.250,12.23,34.43,44.78,55.98,10.20,28.31,42.27,67.16,3.07,2.31,10.85,2.05,10.50,9.70,5.32,11.11
25.375,11.73,34.27,45.25,55.98,9.84,28.00,42.82,67.65,8.06,9.12,6.74,6.74,11.78,6.96,9.92,12.49
25.500,11.12,34.35,46.67,55.98,9.59,27.84,43.92,68.33,4.26,4.57,2.80,16.64,11.56,3.11,18.50,12.09
25.625,11.09,34.59,48.31,55.98,9.52,27.69,45.10,68.73,6.43,6.82,10.45,22.53,10.01,5.32,20.23,10.05
25.750,11.09,34.35,49.49,55.69,9.77,27.22,46.20,68.92,6.21,4.17,11.65,18.59,7.31,8.64,14.92,7.49
25.875,10.98,33.33,49.18,54.51,9.84,26.20,45.96,68.43,3.77,6.65,6.65,10.72,4.83,7.93,8.37,8.42
26.000,10.94,31.76,48.31,52.55,9.88,25.02,45.65,67.84,10.01,7.53,4.79,14.17,4.61,5.06,11.73,10.94
26.125,11.02,30.98,48.94,51.27,10.23,24.55,46.27,67.25,7.22,8.68,9.74,21.95,4.39,7.80,18.59,11.82
26.250,11.30,31.45,50.20,51.47,10.77,25.02,47.29,66.67,13.55,15.10,11.25,22.53,7.05,9.57,19.74,9.48
26.375,11.48,32.16,51.37,52.65,11.41,25.57,47.92,67.06,12.97,12.31,8.42,15.63,10.01,7.36,13.68,9.96
