"Time","Beta R PIP","Alpha R PIP","Theta R PIP","Delta R PIP","Beta L PIP","Alpha L PIP","Theta L PIP","Delta L PIP","beta L","beta R","alpha R","theta R","delta R","alpha L","theta L","delta L"
"sec.","B","B","B","B","A","A","A","A","A","B","B","B","B","A","A","A"
74.000,11.69,36.47,41.33,53.63,9.95,35.92,42.90,44.61,9.96,5.45,13.72,20.23,15.01,10.41,22.17,21.64
74.125,11.84,37.10,43.45,55.39,10.98,36.47,45.57,46.76,13.46,5.67,19.70,16.60,20.23,12.88,18.59,26.02
74.250,12.30,37.73,45.02,57.45,13.23,37.10,47.69,49.02,22.35,15.14,22.26,7.84,33.80,8.59,11.82,35.97
74.375,13.26,38.75,46.27,59.80,16.01,37.73,49.41,51.67,31.37,17.57,20.71,9.66,42.30,5.14,18.81,36.33
74.500,14.12,40.16,48.00,61.47,18.65,38.82,50.82,54.22,12.49,9.92,22.22,9.96,38.54,7.62,16.16,33.36
74.625,14.58,41.49,49.41,62.55,20.21,40.00,52.08,55.78,12.93,7.93,25.00,14.43,25.62,17.17,12.84,18.85
74.750,14.55,42.75,50.75,63.24,20.75,41.02,52.78,57.16,3.11,3.11,23.81,16.02,11.96,21.20,9.79,12.97
74.875,14.55,44.16,52.39,64.22,20.78,42.59,53.80,58.73,5.85,7.22,22.53,21.55,8.33,24.21,14.83,7.75
75.000,14.47,45.73,54.43,65.10,20.68,44.08,54.98,60.39,3.20,3.68,20.09,23.72,8.02,22.84,17.93,6.78
75.125,14.44,46.59,55.84,65.10,20.43,45.02,55.76,62.06,4.57,6.03,16.29,14.87,6.74,19.96,13.19,5.76
75.250,14.44,47.37,56.63,64.22,20.25,45.73,56.31,62.94,3.91,3.11,15.23,6.56,6.03,17.93,3.86,6.29
75.375,14.58,48.08,56.86,63.04,20.64,46.35,56.71,62.75,10.32,9.35,13.11,9.35,6.60,13.99,5.72,8.64
75.500,14.90,48.31,56.94,62.45,21.03,46.75,56.86,62.94,7.36,10.01,8.02,11.29,7.22,7.09,6.78,8.06
75.625,15.08,47.84,56.78,62.84,21.46,46.27,56.63,63.53,5.23,3.46,3.46,9.88,8.42,4.70,6.52,9.35
75.750,14.94,47.37,56.71,63.92,21.46,46.12,56.31,63.92,11.47,9.88,6.03,9.70,7.40,9.83,5.63,6.78
75.875,15.12,47.69,57.02,64.90,21.78,46.59,56.00,63.82,5.59,7.22,14.61,9.12,7.75,15.94,4.30,6.60
76.000,15.69,49.10,57.57,65.29,22.35,47.76,55.92,63.63,14.74,12.75,20.40,5.41,9.48,19.96,3.46,9.04
76.125,16.36,50.20,57.73,65.49,22.96,48.94,55.61,63.63,5.01,7.58,16.47,6.74,10.81,14.61,7.53,12.44
76.250,16.76,50.27,57.57,64.71,23.21,49.18,54.90,63.33,4.70,3.24,7.71,10.50,9.35,4.48,8.99,12.75
76.375,16.93,49.41,56.94,63.63,23.24,48.39,53.80,62.25,5.54,7.40,4.39,13.86,7.05,5.37,12.84,12.18
76.500,17.04,48.55,55.76,63.43,23.03,47.45,52.39,61.96,5.72,6.03,7.49,12.75,5.85,7.89,14.39,9.70
76.625,17.40,47.69,54.04,64.02,23.10,46.59,51.06,62.06,4.92,6.91,6.56,9.35,6.69,5.72,12.88,10.27
76.750,17.43,46.75,52.39,64.61,23.03,45.57,49.88,62.16,6.78,5.76,2.22,5.72,6.69,1.47,10.94,7.05
76.875,17.29,45.57,50.67,64.12,22.92,44.39,48.63,62.25,3.60,3.73,2.98,5.10,4.70,5.81,5.14,5.10
77.000,17.22,44.63,48.47,62.55,22.96,43.45,46.67,61.18,3.64,6.07,7.62,6.52,5.85,10.50,3.68,3.77
77.125,17.43,43.69,45.80,60.39,22.99,42.98,44.00,58.82,11.20,12.88,10.45,4.70,6.91,12.84,5.37,4.17
77.250,17.54,42.35,43.14,57.94,22.21,42.27,41.73,56.57,4.61,7.31,9.39,4.35,11.78,10.32,4.83,6.52
77.375,17.08,40.78,41.18,55.88,20.11,41.10,40.08,54.71,4.97,6.21,8.28,6.69,12.75,5.67,8.73,7.80
77.500,16.26,38.90,39.76,53.82,17.36,39.61,38.27,52.94,3.51,2.98,2.93,5.45,13.50,2.27,9.26,9.88
77.625,15.83,37.65,38.75,51.86,15.08,38.20,37.02,51.47,4.44,5.01,7.53,7.67,11.56,7.13,4.83,10.45
77.750,15.97,36.86,38.35,50.29,13.94,36.71,36.16,50.78,13.50,12.88,10.58,14.92,8.64,8.46,7.31,10.23
77.875,16.43,35.92,38.20,49.12,13.83,35.37,35.76,50.10,3.68,4.08,5.85,15.27,6.60,6.47,7.75,8.20
78.000,16.58,34.75,37.02,47.75,14.15,34.04,34.75,48.82,4.30,4.52,2.84,11.60,4.66,3.20,6.91,5.76
78.125,16.97,34.20,35.84,47.16,14.55,33.73,33.88,47.94,7.22,14.92,11.42,5.90,4.66,9.79,6.43,5.28
78.250,17.93,35.06,36.08,47.84,15.22,34.43,34.20,47.94,13.33,19.34,20.31,9.70,7.75,23.15,11.20,8.81
78.375,18.97,36.16,37.49,49.51,15.97,35.69,35.53,48.73,11.03,19.83,23.59,23.72,15.36,30.04,20.00,14.52
78.500,19.82,37.41,39.69,50.88,16.33,37.10,37.57,49.71,7.58,14.17,24.03,30.88,21.38,25.84,24.25,18.24
78.625,20.32,39.29,41.65,51.76,16.22,38.67,39.92,50.29,8.46,9.70,16.86,32.74,22.61,12.31,27.57,18.15
78.750,20.68,41.57,44.24,52.45,16.26,40.16,42.67,50.98,8.15,8.28,17.00,36.72,17.57,11.34,32.74,15.49
78.875,21.00,43.84,46.51,53.43,16.58,41.80,45.41,52.55,10.27,8.95,35.53,27.17,12.71,24.43,24.03,15.14
79.000,20.96,44.86,47.92,54.41,16.83,42.43,47.06,54.12,17.04,14.21,30.88,16.55,12.93,21.20,10.27,21.33
79.125,20.86,45.10,49.65,55.10,16.83,42.04,48.16,54.71,8.06,9.52,13.15,30.00,12.66,12.97,21.15,27.21
79.250,20.82,45.57,51.61,56.18,16.72,42.51,49.49,55.10,5.76,11.69,22.35,30.31,13.77,21.42,22.57,27.26
79.375,21.03,47.06,53.49,57.75,17.18,43.84,50.67,56.27,17.48,12.00,29.20,21.77,14.21,24.69,14.96,27.21
79.500,21.32,48.94,54.51,58.82,17.86,45.73,51.22,57.55,5.32,4.26,28.10,7.09,14.08,20.05,6.16,20.14
79.625,21.39,50.59,54.98,59.41,18.61,47.76,51.53,57.25,6.47,5.06,22.30,5.94,13.33,14.65,10.36,17.66
79.750,21.14,52.16,55.69,59.80,18.79,49.25,52.00,56.96,4.66,4.57,20.67,11.73,11.65,16.20,12.93,12.40
79.875,21.00,53.88,56.94,59.90,18.89,50.90,52.86,57.16,4.04,3.15,13.55,14.92,11.42,15.23,13.68,10.10
80.000,21.18,55.45,58.43,59.31,19.14,52.47,53.80,57.75,13.06,14.56,9.79,19.92,10.63,14.17,16.25,11.03
80.125,21.46,56.86,59.92,59.12,19.32,53.65,54.67,58.63,3.95,3.82,19.25,19.03,9.61,23.28,13.37,9.04
80.250,21.60,58.20,61.33,59.61,19.22,54.90,55.37,59.71,4.57,5.72,23.06,9.21,9.21,25.89,5.06,11.96
80.375,21.43,59.69,62.90,59.80,18.97,56.31,56.24,60.29,3.20,3.95,21.69,7.49,11.91,22.44,8.42,11.29
80.500,21.60,61.65,64.71,60.39,19.04,58.12,57.18,60.29,7.67,11.20,14.56,16.20,12.04,15.10,16.25,10.89
80.625,21.89,63.29,66.35,60.69,19.25,59.76,58.67,60.20,4.92,7.40,15.54,19.16,11.82,14.74,22.97,7.44
80.750,21.75,64.16,67.29,60.88,19.11,60.86,60.24,60.39,3.68,7.09,15.80,10.14,7.67,13.64,20.85,6.65
80.875,21.28,64.31,67.29,61.08,18.54,61.41,61.33,60.98,5.10,3.46,11.42,4.22,6.74,11.16,13.81,8.86
81.000,20.93,64.47,66.67,61.47,18.04,61.88,61.65,61.67,1.83,4.22,13.77,8.51,7.49,15.36,9.70,14.34
81.125,20.96,64.94,66.43,61.57,17.86,62.75,61.96,62.35,9.35,10.76,21.11,8.64,8.11,23.94,10.54,15.14
81.250,20.86,65.18,66.04,60.39,17.61,63.14,62.43,62.55,2.31,5.19,27.83,6.56,6.52,29.34,15.54,13.72
81.375,20.29,64.94,65.25,58.14,17.11,62.98,62.35,61.57,6.34,11.60,29.51,11.29,4.17,31.42,18.85,10.36
81.500,19.50,64.78,64.55,55.98,16.36,62.43,62.04,59.90,8.15,7.05,28.10,14.83,3.46,28.10,18.28,7.75
81.625,18.75,64.39,63.61,54.71,15.94,61.80,61.41,58.92,7.22,10.72,27.21,11.65,6.47,24.47,9.12,7.44
81.750,18.11,63.53,62.75,54.41,15.61,60.94,60.39,58.73,7.27,3.15,23.76,13.19,9.26,21.51,4.57,6.47
81.875,17.68,62.27,61.18,54.41,15.22,60.00,58.35,58.92,5.23,2.49,18.77,18.01,13.37,17.62,8.81,11.60
82.000,17.29,60.71,59.69,54.61,14.76,58.82,56.86,58.63,6.03,7.09,13.81,20.89,15.54,15.32,13.81,13.11
82.125,17.08,59.53,59.61,54.12,14.08,58.20,56.78,57.75,6.78,3.20,12.84,23.10,15.45,14.21,19.96,16.78
82.250,16.76,58.59,58.90,54.41,13.55,57.73,56.94,57.65,4.30,6.74,13.24,17.22,14.26,11.11,17.79,13.77
82.375,16.15,56.86,57.33,55.00,12.94,56.00,56.16,58.04,6.34,5.63,10.81,11.56,18.15,8.46,10.54,17.88
82.500,15.54,54.51,55.61,55.69,12.16,53.49,54.67,58.04,5.41,7.00,3.73,9.17,22.39,5.41,7.44,16.02
82.625,15.08,53.02,54.90,56.47,11.27,51.37,53.73,57.94,4.13,5.23,7.22,10.41,22.17,4.88,8.11,13.41
82.750,14.87,52.47,55.06,56.08,10.41,50.12,53.41,57.94,3.77,7.75,18.72,11.87,16.02,13.64,6.69,7.84
82.875,14.97,52.24,54.98,55.00,9.95,49.65,52.86,57.55,5.41,5.67,25.58,7.13,9.48,20.67,3.42,5.28
83.000,14.97,51.84,54.27,54.51,9.59,49.25,52.00,57.06,1.74,2.84,27.52,3.73,7.89,23.72,5.19,5.94
83.125,14.58,52.16,53.73,55.59,9.13,49.18,51.53,56.67,3.82,5.98,26.46,5.81,7.80,23.41,6.34,4.66
83.250,14.19,52.39,53.57,56.86,8.63,49.18,51.37,56.18,2.84,4.39,21.07,7.36,10.50,20.49,3.51,5.06
83.375,13.94,51.92,53.41,57.16,8.52,48.39,50.59,55.69,7.58,10.58,12.62,10.85,10.67,13.64,3.82,5.45
83.500,13.90,50.75,52.86,56.86,8.56,47.22,49.73,55.39,2.53,3.46,8.73,11.11,13.24,8.42,3.95,9.88
83.625,13.51,49.02,51.84,56.96,8.41,45.25,48.31,55.88,4.97,5.63,11.34,9.79,11.03,8.02,6.21,10.89
83.750,13.08,47.61,50.75,57.45,8.09,43.37,46.59,56.76,3.82,5.81,13.59,9.66,11.51,8.46,4.57,12.09
83.875,12.73,46.75,50.20,57.94,7.81,42.27,45.57,57.06,6.52,8.73,11.16,16.33,7.84,7.67,10.10,8.68
84.000,12.69,46.35,50.59,58.24,7.84,42.12,45.41,57.06,3.02,5.98,12.26,21.29,7.36,10.63,15.32,8.46
84.125,12.62,46.12,51.37,58.73,7.88,41.73,45.80,57.55,3.07,4.48,14.08,19.43,7.84,11.29,14.26,10.27
84.250,12.34,45.65,52.16,59.90,7.59,40.94,46.59,58.63,1.38,1.69,10.50,18.63,9.79,6.47,15.54,12.80
84.375,11.84,44.55,53.10,61.96,7.38,39.61,47.45,60.10,4.30,2.36,2.84,19.96,10.76,2.80,19.39,12.57
84.500,11.55,42.98,53.57,63.82,7.31,37.88,47.61,61.96,4.26,8.06,5.98,21.55,11.38,6.16,21.55,10.89
84.625,11.41,41.65,53.65,65.59,7.17,36.00,47.37,64.51,2.45,3.37,10.32,21.73,12.97,6.91,18.50,13.95
84.750,11.12,40.55,53.65,66.96,6.92,34.27,46.59,66.76,2.98,4.92,6.47,19.43,14.61,3.64,13.99,20.45
84.875,11.02,39.69,53.49,67.06,6.84,33.10,46.04,68.04,3.68,3.91,5.10,15.58,13.59,5.76,9.52,23.37
85.000,11.12,39.06,53.02,65.78,6.92,32.71,45.88,68.43,5.63,8.55,8.33,14.34,10.36,9.92,10.45,24.43
85.125,11.59,38.20,52.63,64.22,7.27,31.92,45.41,68.04,9.21,10.67,6.43,15.94,7.40,7.80,12.04,14.83
85.250,11.94,37.33,51.76,63.53,7.70,31.29,44.39,67.65,2.76,6.03,3.24,15.32,7.40,2.80,10.45,10.76
85.375,12.19,36.63,50.27,62.65,8.02,31.06,42.90,67.25,9.92,9.52,5.19,7.62,11.42,8.11,4.66,7.13
85.500,12.30,36.94,49.02,61.47,8.31,31.45,41.10,66.08,5.06,4.08,15.89,3.86,14.08,16.95,6.65,10.94
85.625,12.62,38.27,48.63,60.10,8.59,32.55,40.55,64.90,13.81,10.85,22.66,7.40,13.59,21.64,6.87,10.27
85.750,12.87,39.45,48.24,59.12,9.02,33.80,40.24,64.12,4.57,3.91,23.23,6.21,12.66,20.58,3.95,9.70
85.875,13.01,39.92,47.92,58.43,9.27,34.27,40.00,64.02,9.48,7.53,18.37,7.93,9.35,15.98,5.01,6.03
86.000,13.05,39.76,47.92,58.24,9.48,34.20,39.92,64.12,3.15,8.37,11.82,11.82,9.08,8.55,7.27,6.38
86.125,13.05,38.90,47.76,58.14,9.84,33.41,39.69,64.41,4.92,2.71,4.17,7.36,7.71,5.98,6.34,6.34
86.250,13.16,38.20,47.61,57.55,10.34,32.47,38.90,65.10,6.12,4.30,12.49,9.04,11.11,13.15,2.89,11.82
86.375,13.37,37.88,47.37,56.76,10.70,32.00,38.51,65.59,10.54,8.28,12.13,8.73,14.43,12.62,2.14,15.10
86.500,13.48,37.80,47.69,57.55,10.91,31.84,39.29,66.67,4.97,3.24,10.76,9.43,16.78,11.65,7.58,17.66
86.625,13.44,37.96,48.63,59.02,10.98,32.24,40.71,68.14,7.84,7.62,7.53,18.63,18.46,7.49,16.91,18.55
86.750,13.65,38.67,50.04,59.71,11.23,33.10,42.51,68.82,8.64,8.77,5.63,23.10,18.72,5.06,22.39,16.29
86.875,14.01,39.37,51.69,59.41,11.52,34.12,44.24,68.43,7.89,7.40,10.19,23.32,17.26,9.70,24.16,13.55
87.000,14.19,39.61,52.39,59.02,11.91,34.43,44.86,67.45,7.80,10.27,7.93,17.04,13.02,6.34,20.89,8.64
87.125,14.33,38.90,51.92,58.24,12.01,33.73,44.24,66.37,7.49,4.75,3.68,9.43,8.37,1.92,14.08,5.01
87.250,14.65,38.04,50.90,57.25,12.23,32.86,43.61,65.00,5.50,9.70,5.94,11.60,5.98,3.29,13.64,5.72
87.375,15.26,37.80,50.20,55.69,12.51,32.31,42.67,63.24,7.97,14.17,9.35,13.24,6.25,6.91,10.76,5.41
87.500,15.86,37.65,48.78,53.92,12.91,32.39,40.94,61.08,8.37,4.30,11.20,11.34,5.45,10.23,6.12,8.11
87.625,16.26,37.96,47.53,52.65,13.23,32.78,39.53,58.92,3.51,3.55,11.20,6.96,7.80,10.14,6.29,8.02
87.750,16.29,38.43,46.98,51.67,13.51,33.49,39.06,56.67,5.90,1.87,9.52,7.49,7.05,8.28,10.10,8.64
87.875,16.40,39.06,47.06,50.88,13.87,34.43,39.45,54.51,9.35,8.90,11.29,16.73,8.06,9.92,16.73,8.02
88.000,16.65,39.76,47.76,50.10,14.47,35.37,40.39,52.25,12.88,8.68,12.49,22.39,6.91,10.23,20.93,7.62
88.125,16.68,40.39,48.31,50.10,14.80,35.84,41.57,50.88,7.67,7.31,11.73,17.84,8.15,9.92,19.70,10.41
88.250,16.40,40.94,48.55,50.69,14.83,36.16,42.12,50.88,5.10,7.80,12.71,6.91,10.58,11.25,11.73,15.27
88.375,16.11,42.04,49.41,51.08,14.80,36.63,43.22,51.37,10.10,10.54,13.28,16.38,11.96,10.19,11.65,18.24
88.500,16.15,42.90,51.14,50.49,14.76,36.86,45.02,51.37,7.18,7.71,9.48,27.97,12.26,3.82,21.64,18.59
88.625,16.11,42.90,53.18,49.22,14.72,36.63,47.37,51.37,6.38,5.28,6.78,26.20,10.41,5.37,20.58,17.40
88.750,16.11,41.80,54.04,47.45,14.69,35.84,48.63,51.08,7.22,6.60,6.47,18.72,7.49,4.83,13.24,14.30
88.875,15.97,39.92,53.96,46.08,14.80,34.51,48.94,50.98,12.93,11.78,4.97,16.33,6.25,5.32,11.91,13.46
89.000,16.01,38.27,53.80,45.49,15.01,33.25,49.18,50.98,9.39,12.00,2.00,17.26,5.32,2.53,13.72,10.89
89.125,16.26,37.57,53.65,45.78,15.33,33.02,49.25,51.37,11.29,12.13,7.80,17.00,8.68,8.86,13.55,11.69
89.250,16.47,37.88,54.12,46.76,15.47,33.49,50.12,52.16,5.67,4.92,15.54,14.43,12.35,16.33,9.96,13.50
89.375,16.54,38.12,54.59,47.75,15.22,34.43,51.37,52.94,4.61,5.63,16.02,9.66,15.18,16.64,7.31,14.03
89.500,16.26,38.20,55.14,48.82,14.90,34.82,52.39,53.92,6.78,6.69,12.49,6.34,17.31,13.37,4.44,17.79
89.625,16.26,38.12,55.22,49.31,14.80,34.67,52.08,54.51,4.61,3.68,7.75,9.96,17.66,8.81,2.80,15.80
89.750,16.26,38.12,54.59,49.51,14.80,34.12,51.14,54.22,3.11,5.01,13.50,9.26,14.34,10.63,5.37,14.87
89.875,16.19,37.96,53.49,49.12,14.51,33.65,50.43,54.51,2.58,3.99,12.84,9.17,10.85,10.54,12.22,10.50
90.000,15.86,37.41,51.61,48.53,14.08,32.78,49.41,55.49,3.86,5.37,7.67,8.68,6.56,7.58,12.49,8.81
90.125,15.61,36.78,50.27,48.82,13.69,32.16,48.39,56.86,5.54,3.24,5.67,10.05,7.31,4.92,7.49,7.22
90.250,15.33,36.94,50.27,50.10,13.37,32.55,48.31,58.04,8.64,9.92,2.80,12.93,10.72,7.00,7.71,6.47
90.375,14.97,37.57,50.75,51.96,13.33,33.57,48.55,59.22,5.59,6.60,7.75,12.88,11.42,8.95,5.32,6.60
90.500,14.47,38.04,51.29,53.73,13.26,34.59,48.86,60.29,6.47,4.92,9.04,11.47,12.44,7.89,7.93,5.54
90.625,13.94,38.67,52.31,55.29,13.19,35.53,49.41,60.98,4.79,5.06,13.15,8.37,9.52,11.87,6.52,4.30
90.750,14.05,39.22,53.73,56.08,13.48,36.08,50.04,61.47,5.06,8.55,9.83,16.86,9.66,9.92,6.69,4.92
90.875,14.47,39.14,54.90,56.27,13.98,36.08,50.51,62.25,14.56,14.79,7.05,23.10,10.19,9.17,15.45,7.62
91.000,14.83,38.20,54.75,57.16,14.30,35.53,50.20,63.33,4.26,8.02,7.36,16.55,11.51,9.35,14.79,10.27
91.125,14.90,36.78,53.96,58.53,14.22,34.90,49.57,64.12,12.62,11.87,5.81,9.83,15.32,7.53,7.67,11.60
91.250,14.97,36.00,53.33,59.41,13.94,34.43,48.63,63.92,6.16,8.73,9.30,9.96,21.07,9.52,8.68,14.79
91.375,15.08,35.61,53.25,59.51,13.80,34.12,47.92,63.14,5.72,5.50,11.78,18.01,23.37,11.82,18.68,17.97
91.500,15.44,34.98,53.33,59.41,13.80,34.04,48.08,62.75,8.90,6.07,7.49,22.92,22.00,7.31,21.42,19.03
91.625,15.51,34.35,53.18,59.71,13.65,33.80,47.69,62.55,3.91,5.50,2.58,19.56,16.91,2.93,16.42,18.10
91.750,15.40,33.80,52.39,60.69,13.58,33.73,47.14,62.45,11.29,13.06,5.45,11.16,15.63,8.02,10.85,16.42
91.875,15.54,33.80,51.76,62.25,13.55,33.65,46.67,62.84,10.32,11.82,10.81,5.37,15.98,12.00,11.29,15.23
92.000,15.86,34.43,51.29,63.53,13.62,34.27,47.29,63.92,13.90,17.44,12.66,4.88,16.07,11.78,13.55,16.38
92.125,16.15,35.22,51.14,65.10,13.55,34.75,48.00,65.49,7.84,11.03,10.72,7.49,15.27,7.97,11.78,17.84
92.250,16.11,35.14,50.82,66.27,13.40,34.27,48.08,66.67,5.01,7.84,5.50,9.79,14.74,3.07,6.12,19.83
92.375,15.97,34.20,50.35,66.27,13.26,33.02,47.84,66.96,4.04,7.27,5.37,14.83,16.64,6.07,10.67,23.76
92.500,16.08,32.94,49.96,65.88,13.40,32.08,47.84,67.06,4.08,4.83,9.39,13.64,16.07,11.25,16.47,21.60
92.625,16.43,32.24,49.73,65.78,13.80,31.69,48.31,67.45,9.17,12.84,8.46,6.47,17.13,10.50,11.91,23.01
92.750,16.83,31.53,49.33,65.00,14.05,31.61,48.63,67.06,3.73,8.06,5.72,7.93,15.94,9.17,8.24,16.86
92.875,17.08,31.14,49.02,64.22,14.12,31.84,48.86,65.78,5.59,8.24,5.28,13.28,16.07,6.65,16.47,14.52
93.000,17.22,31.22,49.57,64.12,14.15,32.16,49.33,64.12,5.01,6.91,10.89,14.21,14.03,5.76,15.05,9.70
93.125,17.43,31.76,50.12,64.02,14.47,32.63,49.65,62.45,12.22,10.45,12.49,9.61,11.16,9.88,8.68,8.15
93.250,17.58,32.31,50.12,62.84,14.90,33.18,49.80,61.47,4.61,4.17,9.83,6.91,8.15,9.48,6.60,11.51
93.375,17.75,32.55,49.65,61.27,14.94,33.10,50.12,60.98,4.75,7.36,10.54,10.76,7.18,9.17,13.15,15.36
93.500,17.75,32.78,49.18,60.10,14.94,32.86,50.75,60.69,6.12,5.50,14.12,11.20,7.05,10.67,16.69,16.20
93.625,17.93,32.94,48.78,59.41,14.87,32.31,51.22,61.27,5.72,6.82,16.02,9.08,9.43,11.16,13.55,13.99
93.750,18.22,32.63,47.76,59.31,14.94,31.53,51.29,62.25,12.57,12.13,10.58,7.97,12.00,6.34,9.70,9.96
93.875,18.43,32.24,46.27,59.90,14.97,30.75,50.67,63.73,5.81,9.12,2.58,6.03,16.07,3.20,8.86,10.14
94.000,18.25,32.08,45.02,60.69,14.69,30.90,49.80,64.71,8.77,9.83,2.58,11.25,20.09,3.55,9.57,14.65
94.125,17.97,33.73,45.18,60.78,14.33,32.86,50.04,65.29,6.96,10.05,13.37,17.31,20.36,19.25,13.95,16.07
94.250,18.00,36.00,45.96,60.39,14.26,35.14,50.75,66.08,7.36,10.36,29.51,12.71,17.35,34.33,12.62,15.98
94.375,18.36,38.35,46.90,59.90,14.58,37.49,51.69,66.86,8.33,12.13,28.10,7.09,11.16,28.72,7.97,8.55
94.500,18.68,40.00,47.29,59.41,14.90,39.29,51.92,66.96,8.42,5.50,22.17,12.13,8.37,24.38,9.66,6.38
94.625,18.82,41.33,46.82,58.73,15.33,40.63,51.45,66.47,10.19,13.59,28.10,10.67,6.78,29.78,7.00,4.83
94.750,19.00,42.67,45.73,57.75,15.61,41.88,50.43,65.69,9.17,12.22,30.00,3.33,6.38,27.08,8.24,6.52
94.875,19.29,44.16,44.94,56.57,15.86,43.06,50.35,65.00,2.93,4.35,19.12,4.83,5.50,17.75,10.54,7.18
95.000,19.25,45.25,45.10,55.78,15.83,43.84,50.75,64.51,6.52,7.31,10.14,5.67,5.98,10.23,13.24,5.98
95.125,18.93,45.18,45.10,56.08,15.47,43.69,50.43,63.92,3.68,5.28,8.37,5.14,5.63,7.13,11.60,5.67
95.250,18.32,44.39,44.63,55.98,15.04,42.82,49.57,63.04,4.04,8.11,5.50,6.78,8.86,3.07,6.65,6.60
95.375,18.00,43.76,44.24,55.88,14.72,42.20,48.71,62.16,2.98,3.68,1.65,5.01,8.51,3.33,7.00,8.15
95.500,18.00,43.84,44.63,56.08,14.83,42.20,48.71,61.57,10.36,11.29,4.57,11.20,11.73,6.47,12.57,11.25
95.625,17.90,43.76,44.94,55.78,14.72,41.80,48.55,60.49,5.59,4.35,2.49,13.99,11.07,3.55,14.83,11.20
95.750,17.54,43.45,45.41,55.88,14.30,40.94,48.71,60.29,2.00,4.35,5.45,11.42,14.34,4.04,15.80,16.25
95.875,17.15,43.53,46.35,57.16,13.83,40.24,49.25,61.67,4.26,2.98,10.32,18.46,17.26,7.62,19.92,20.80
96.000,17.04,43.53,46.82,58.33,13.87,39.53,49.57,63.82,10.85,6.25,8.77,21.60,17.75,5.28,17.57,23.68
96.125,17.29,42.90,46.90,58.82,14.22,38.98,49.25,66.18,14.12,11.69,8.28,21.55,20.23,6.03,12.84,25.36
96.250,17.54,42.43,47.22,59.22,14.51,38.67,48.55,67.16,12.57,6.07,9.92,22.53,15.76,4.26,11.51,21.82
96.375,17.61,42.59,48.39,59.51,14.69,38.98,48.31,67.35,13.24,11.16,14.43,13.81,13.81,9.43,5.50,17.48
96.500,17.50,43.22,49.02,59.12,14.65,39.61,47.76,66.96,6.38,5.98,16.78,7.00,8.81,15.27,5.54,12.18
96.625,17.33,43.37,49.02,58.63,14.83,40.08,46.75,66.08,6.12,5.50,14.52,13.28,7.53,14.52,10.89,9.30
96.750,17.22,42.98,49.41,58.63,14.72,40.16,45.80,65.88,1.96,3.02,5.14,13.72,7.49,7.22,6.82,9.26
96.875,16.76,42.67,50.43,58.63,14.33,40.39,46.12,65.88,2.27,5.54,6.12,7.00,7.62,5.76,5.90,10.05
97.000,16.19,42.67,51.37,57.75,13.76,40.78,47.06,65.29,5.72,5.45,10.63,9.96,7.62,8.59,14.34,9.70
97.125,15.83,42.82,51.69,55.78,13.37,40.39,47.76,63.43,4.22,4.52,13.41,14.87,6.03,11.07,16.73,8.24
97.250,15.83,41.80,50.90,53.73,13.30,38.82,47.22,61.37,12.66,13.15,11.73,14.56,5.23,9.39,15.18,5.54
97.375,15.58,40.31,49.80,51.76,13.30,37.02,46.35,59.51,7.40,5.19,7.49,14.03,3.77,4.66,14.65,2.80
97.500,15.08,38.59,49.02,50.20,13.08,35.45,45.88,58.53,7.44,3.82,4.70,13.86,4.22,10.32,11.34,3.68
97.625,14.62,37.88,48.78,49.51,12.76,34.67,45.25,58.04,7.27,5.50,8.77,13.41,5.72,12.26,7.09,7.40
97.750,14.76,38.20,48.63,50.29,12.69,34.51,44.78,57.55,3.86,8.24,22.48,12.13,9.96,22.22,5.19,10.32
97.875,15.44,38.67,49.25,51.86,13.16,34.98,44.71,58.04,11.34,17.88,25.98,10.27,13.77,26.90,4.61,13.24
98.000,16.40,38.82,49.80,53.43,13.98,35.45,44.47,59.22,14.30,15.23,21.91,9.08,18.24,22.48,4.26,14.79
98.125,17.29,38.98,50.35,54.31,14.72,35.76,44.24,60.78,9.74,20.40,20.36,8.33,18.55,17.48,7.40,17.48
98.250,18.00,39.45,51.45,54.51,15.22,36.39,44.63,61.86,3.73,6.16,17.88,12.13,15.54,13.90,11.38,16.25
98.375,18.43,40.78,53.18,54.12,15.54,37.80,45.80,61.96,6.38,11.82,15.63,17.88,10.63,15.54,14.87,13.81
98.500,18.54,42.27,54.20,53.04,15.58,39.69,46.59,61.67,2.31,3.95,19.34,16.20,6.16,20.76,13.06,9.66
98.625,18.50,43.61,54.35,52.84,15.40,41.25,46.75,61.76,4.75,5.81,17.70,9.04,5.85,19.70,8.02,8.15
98.750,18.29,44.78,53.96,52.84,15.15,42.35,46.27,62.06,4.22,4.08,14.30,5.72,8.33,15.71,6.52,9.12
98.875,18.40,45.18,52.78,52.94,15.29,43.14,45.18,61.47,4.48,4.48,11.82,6.21,11.69,12.71,6.65,10.54
99.000,18.82,45.18,51.06,52.35,15.90,43.37,43.22,60.29,13.19,12.57,10.85,8.33,13.50,12.53,6.91,12.04
99.125,19.00,45.88,49.41,51.67,16.54,43.53,41.33,59.41,3.02,1.87,20.31,3.99,14.26,14.12,3.91,14.34
99.250,18.82,47.61,48.78,51.57,17.61,44.16,40.47,59.02,21.91,3.55,29.20,3.37,13.68,14.03,5.37,15.80
