TIME,BETA L,BETA R,ALPHA R,THETA R,DELTA R,ALPHA L,THETA L,DELTA L
sec.,A,B,B,B,B,A,A,A
0.125,1.56,9.08,7.62,===,===,1.03,===,===
0.250,2.84,3.73,4.83,9.61,===,0.99,1.12,===
0.375,2.58,4.83,2.71,11.65,13.11,3.73,4.13,2.53
0.500,6.38,6.60,2.98,12.44,9.88,5.81,6.91,4.13
0.625,3.82,4.44,1.92,12.22,9.26,4.22,8.73,7.40
0.750,4.44,2.84,3.15,9.17,10.72,3.77,9.52,7.84
0.875,5.63,9.52,4.08,6.96,13.33,7.13,6.38,8.77
1.000,7.31,6.29,2.53,8.37,14.74,8.59,4.92,9.12
1.125,6.38,8.59,5.41,6.56,14.96,9.30,5.72,12.44
1.250,2.76,4.08,8.20,5.76,17.00,9.21,7.58,18.15
1.375,5.67,3.29,3.60,4.52,18.32,7.27,6.12,17.40
1.500,9.66,10.27,5.19,3.86,16.73,6.96,3.68,15.41
1.625,4.22,4.35,8.46,6.21,12.22,7.75,3.02,10.54
1.750,5.85,9.92,5.59,10.45,6.91,5.59,4.44,9.21
1.875,2.36,6.56,2.58,12.09,4.35,2.09,6.21,11.03
2.000,2.00,3.64,7.49,9.04,3.46,2.53,3.86,10.23
2.125,3.86,5.01,10.36,9.04,3.29,5.76,7.40,10.72
2.250,10.36,14.87,9.43,13.15,3.37,7.84,9.35,10.58
2.375,4.04,7.62,4.97,12.18,3.11,7.09,6.56,10.98
2.500,8.55,8.51,4.79,9.26,4.66,7.89,7.36,11.78
2.625,2.40,7.84,6.74,10.85,5.54,5.85,12.04,10.76
2.750,5.14,3.60,9.66,14.87,6.25,4.66,12.44,10.23
2.875,9.08,5.90,10.01,13.72,4.79,2.05,5.54,9.12
3.000,4.52,6.91,12.84,6.91,3.77,7.18,3.99,8.59
3.125,6.65,9.88,14.08,7.27,2.76,10.41,6.78,7.80
3.250,4.44,7.13,10.45,10.63,8.46,6.34,4.88,13.37
3.375,3.15,5.10,4.57,24.34,15.14,6.25,16.60,19.16
