TIME,BETA L,BETA R,ALPHA R,THETA R,DELTA R,ALPHA L,THETA L,DELTA L
sec.,A,B,B,B,B,A,A,A
0.125,2.14,4.08,9.39,===,===,1.61,===,===
0.250,2.76,13.46,5.54,8.28,===,3.24,4.08,===
0.375,7.53,4.75,5.67,4.08,10.41,6.47,16.25,13.28
0.500,12.35,38.85,10.58,6.43,8.02,9.66,25.58,21.64
0.625,32.08,11.78,13.11,11.16,9.48,17.93,28.23,35.53
0.750,12.84,11.96,10.72,13.86,10.81,26.86,27.26,40.66
0.875,13.95,8.73,12.09,9.61,19.08,26.20,25.75,39.64
1.000,18.63,15.14,21.33,12.53,27.74,27.79,27.35,34.20
1.125,10.36,5.67,31.68,21.55,31.81,30.04,28.98,23.99
1.250,12.80,19.30,28.32,28.72,35.00,19.70,42.56,24.96
1.375,21.91,26.86,18.90,24.12,30.58,14.48,42.83,17.84
1.500,19.30,24.78,21.42,16.47,25.89,22.79,23.10,19.25
1.625,22.79,29.29,29.69,24.07,22.08,25.62,29.56,18.19
1.750,16.86,34.73,28.59,17.66,20.00,17.88,30.66,30.35
1.875,13.72,11.51,15.54,18.37,25.00,11.56,13.68,28.28
2.000,14.17,18.24,5.45,19.12,34.60,11.47,13.37,26.42
2.125,12.13,10.98,6.69,10.72,49.28,5.54,7.89,18.41
2.250,15.85,22.66,11.42,10.23,54.06,19.96,10.27,26.15
2.375,22.22,24.34,17.53,16.64,52.42,36.15,9.21,25.18
2.500,13.15,16.25,15.80,9.12,42.92,33.72,11.96,23.15
2.625,13.99,9.26,26.15,14.03,35.04,12.53,16.42,16.51
2.750,7.13,11.03,41.10,36.63,32.83,10.10,9.08,26.82
2.875,10.41,11.47,24.25,42.83,30.80,5.94,6.12,32.96
3.000,9.70,28.23,16.73,40.79,32.96,19.96,16.82,37.92
3.125,18.85,20.89,13.02,40.57,35.84,25.80,36.94,34.38
3.250,7.27,9.52,18.50,39.73,39.77,18.77,54.90,33.94
3.375,19.70,9.74,29.91,25.05,42.78,27.79,33.49,31.73
3.500,7.49,14.79,30.84,7.80,47.12,27.17,19.43,42.78
3.625,4.88,17.79,18.77,12.35,51.14,14.74,24.56,47.47
3.750,8.11,8.86,13.50,8.90,48.89,4.30,12.26,56.14
3.875,7.80,36.90,18.15,11.78,47.60,14.39,8.68,58.09
4.000,14.52,26.95,22.39,30.93,36.28,19.52,24.43,50.83
4.125,34.69,23.90,15.01,38.54,29.29,21.20,43.27,53.40
4.250,8.64,16.07,5.28,18.41,19.83,14.08,46.06,39.73
4.375,26.15,14.03,5.76,9.12,27.17,4.08,34.51,43.18
4.500,8.06,6.47,6.74,14.83,38.58,5.72,17.79,36.55
4.625,3.95,6.03,7.89,7.93,53.35,4.75,11.47,36.02
4.750,9.66,7.49,11.51,6.82,58.22,11.47,11.87,37.70
4.875,38.27,11.56,11.16,9.52,53.40,20.89,13.24,30.88
5.000,11.51,6.60,11.34,6.96,50.43,28.28,19.16,27.08
5.125,23.06,20.00,29.82,13.15,41.10,29.03,28.05,15.76
5.250,7.67,19.43,41.94,20.36,45.92,23.32,27.17,17.40
5.375,4.30,15.49,28.94,26.15,46.67,13.11,15.23,19.03
5.500,4.08,8.20,9.26,16.86,47.96,3.37,6.38,23.90
5.625,7.80,14.65,4.44,17.17,47.51,5.37,16.91,28.76
5.750,6.52,16.69,3.95,22.17,45.13,9.30,29.82,28.50
5.875,16.78,7.49,4.52,15.80,40.00,7.00,32.88,29.38
6.000,8.11,12.84,7.00,9.52,35.31,6.38,23.45,26.02
6.125,6.69,7.00,11.78,10.05,27.79,17.09,13.15,24.78
6.250,8.02,18.28,5.59,14.61,27.66,18.72,20.00,29.03
6.375,17.31,19.34,22.84,34.11,21.42,10.01,36.86,26.46
6.500,10.72,9.92,35.00,41.41,25.18,29.16,38.80,28.89
6.625,23.41,23.72,31.11,36.86,29.60,38.05,19.74,31.42
6.750,6.03,21.11,20.05,22.79,31.99,26.77,15.45,34.38
6.875,11.56,16.86,11.87,7.00,31.46,13.28,18.06,41.32
7.000,20.18,47.91,9.08,11.69,28.85,14.17,21.46,45.70
7.125,6.82,15.63,7.84,21.91,27.39,12.49,13.06,54.68
7.250,12.40,13.28,12.88,16.38,24.47,4.44,13.06,56.18
7.375,17.70,20.18,13.68,12.57,18.46,11.07,18.55,51.19
7.500,9.61,7.05,6.96,25.09,16.25,5.59,24.21,43.40
7.625,28.14,16.78,7.67,25.58,16.33,10.01,28.81,34.07
7.750,11.51,7.58,10.67,17.13,16.11,18.77,24.34,24.91
7.875,48.05,6.38,10.41,16.55,22.26,13.95,23.45,17.35
8.000,20.71,10.01,5.90,18.90,22.79,6.82,20.27,18.24
8.125,21.42,9.26,10.36,23.06,26.11,7.36,24.43,21.11
8.250,16.02,15.18,21.55,27.61,20.00,8.37,33.58,21.55
8.375,8.95,6.43,19.83,26.90,17.26,5.67,26.64,19.08
8.500,11.51,14.74,14.08,18.99,13.81,8.51,17.62,14.08
8.625,7.53,11.11,6.43,14.96,12.26,12.75,14.74,11.34
8.750,26.42,16.02,10.76,18.19,13.50,14.96,19.03,8.95
8.875,5.50,11.51,13.77,18.10,18.50,13.33,22.13,13.99
9.000,50.12,15.89,13.19,14.96,31.19,8.64,25.67,19.65
9.125,16.11,6.38,9.92,9.92,35.66,5.32,23.28,27.97
9.250,14.48,17.04,7.58,5.41,38.58,3.64,14.70,35.84
9.375,6.07,4.35,8.55,2.09,27.39,5.37,13.41,37.17
9.500,10.14,13.95,7.18,5.63,19.56,4.52,11.11,36.68
9.625,12.80,16.82,5.01,14.96,13.81,4.08,6.47,34.42
9.750,6.52,5.45,2.18,18.72,18.81,9.08,11.16,35.97
9.875,17.00,8.24,3.11,12.93,22.66,13.50,16.02,32.65
10.000,8.15,7.05,9.88,9.52,31.02,8.20,13.28,28.94
10.125,6.69,13.46,12.26,22.08,25.05,4.44,11.16,25.36
10.250,6.03,11.51,11.47,22.13,30.80,9.21,16.38,32.21
10.375,13.90,9.04,14.83,14.08,30.88,16.47,25.75,37.34
10.500,18.28,40.08,17.04,18.19,36.90,21.77,27.35,42.12
10.625,15.23,30.80,10.32,38.80,45.30,19.52,16.42,40.66
10.750,11.73,13.55,12.35,38.23,45.04,11.87,6.82,48.00
10.875,9.96,6.69,10.54,16.29,41.81,8.06,10.76,46.67
11.000,14.12,6.52,8.64,4.70,30.80,6.12,10.85,49.46
11.125,29.69,24.96,14.48,7.44,22.79,5.50,23.81,46.14
11.250,12.26,7.93,13.50,14.65,28.01,12.71,28.98,38.14
11.375,23.23,9.48,4.92,14.61,26.06,12.49,16.33,34.82
11.500,9.66,2.84,8.51,13.86,25.36,26.95,16.33,26.29
11.625,26.73,5.19,9.83,14.21,15.41,34.07,30.27,29.60
11.750,20.58,9.52,8.73,13.02,13.46,27.66,17.79,35.75
11.875,10.94,4.61,3.95,13.37,24.07,16.42,12.49,37.92
12.000,46.41,21.60,8.24,10.72,35.53,32.34,28.76,39.38
12.125,22.61,19.47,18.37,11.47,59.15,30.40,32.21,35.44
12.250,18.24,7.13,18.50,20.89,62.46,16.51,21.51,36.77
12.375,8.68,8.77,12.44,12.44,59.68,3.07,8.02,27.17
12.500,3.60,8.59,13.64,16.11,47.12,12.53,7.49,22.35
12.625,10.54,6.03,14.65,14.74,31.42,18.32,19.16,15.63
12.750,12.62,12.04,13.11,9.43,29.56,20.80,30.18,25.09
12.875,12.49,12.88,9.70,16.55,23.32,10.76,32.30,25.40
13.000,15.45,15.36,9.08,9.57,23.10,18.01,22.61,22.66
13.125,9.83,12.93,11.87,15.80,21.29,35.97,29.96,17.09
13.250,21.86,19.96,6.82,22.92,15.89,34.11,41.10,18.41
13.375,17.66,14.87,8.46,12.53,15.23,15.41,29.91,25.40
13.500,3.55,12.62,11.29,9.12,12.22,3.02,7.71,34.51
13.625,6.25,22.00,17.88,21.86,11.69,3.68,4.92,29.25
13.750,1.69,16.51,19.16,28.72,10.58,2.89,2.76,25.36
13.875,5.01,12.62,16.25,29.38,10.50,3.51,2.98,13.33
14.000,2.09,8.99,14.61,20.09,15.14,3.46,4.57,10.10
14.125,3.33,13.33,15.49,7.53,18.81,1.92,2.31,5.37
14.250,3.15,8.15,17.35,9.88,19.56,3.20,2.76,5.14
14.375,5.23,12.26,12.93,11.78,17.22,9.52,8.20,7.49
14.500,11.96,3.77,8.02,7.31,13.50,19.21,36.33,11.11
14.625,23.06,11.07,3.99,3.20,12.09,19.83,54.50,18.06
14.750,17.93,7.36,10.54,14.21,18.85,17.48,53.13,20.54
14.875,21.20,19.08,17.88,30.22,26.46,15.80,38.01,17.17
15.000,7.40,20.00,16.55,38.36,35.71,5.41,23.19,11.34
15.125,13.68,8.15,7.80,25.80,41.10,8.20,27.13,12.40
15.250,4.66,7.97,2.93,8.02,33.41,15.58,26.15,14.34
15.375,4.22,3.29,2.71,2.84,26.95,10.01,14.61,15.63
15.500,3.73,1.65,1.34,1.69,11.47,3.02,8.24,16.38
15.625,6.78,1.38,1.25,1.30,6.69,12.13,4.97,27.92
15.750,11.47,2.89,1.47,2.36,3.11,13.59,8.95,38.58
15.875,2.89,1.92,4.39,4.61,4.17,7.27,17.79,51.10
16.000,3.37,7.49,6.25,8.90,6.03,6.12,26.95,54.86
16.125,3.33,2.22,4.44,7.93,6.52,5.10,25.80,50.04
16.250,6.69,4.61,2.27,4.48,6.43,2.98,16.02,36.94
16.375,6.65,3.99,4.57,4.83,5.50,5.76,7.67,18.90
16.500,14.34,8.46,12.84,7.89,9.39,8.64,7.18,11.38
16.625,10.10,7.80,17.62,11.38,11.42,11.38,12.09,9.57
16.750,7.44,5.63,13.11,9.66,17.31,13.11,13.24,15.27
16.875,5.32,4.08,6.07,6.69,17.93,13.46,12.75,27.79
17.000,4.52,11.73,10.50,9.17,27.74,14.74,20.45,33.89
17.125,14.12,8.68,7.58,6.47,25.93,10.32,24.03,37.87
17.250,21.20,9.79,7.67,3.20,26.64,24.16,30.13,30.75
17.375,28.67,14.12,12.13,12.71,13.86,30.40,54.28,24.03
17.500,34.78,27.88,15.67,26.90,13.72,23.45,63.70,28.28
17.625,10.05,7.80,11.65,29.56,14.12,12.18,40.31,38.05
17.750,11.96,27.92,5.37,19.87,21.64,2.76,10.67,49.90
17.875,2.45,29.34,5.01,14.70,23.76,5.37,14.79,57.91
18.000,16.11,14.65,10.72,20.67,25.53,20.76,27.35,51.14
18.125,12.97,14.26,12.35,28.94,19.70,32.08,37.17,42.38
18.250,24.52,24.74,5.45,25.05,16.29,26.29,42.30,28.36
18.375,22.92,24.69,16.02,16.38,13.15,14.39,32.03,24.65
18.500,17.79,28.23,21.69,17.09,18.46,35.88,22.48,27.35
18.625,33.05,25.75,16.86,14.08,15.45,44.15,18.59,30.04
18.750,17.00,13.15,12.22,7.84,15.54,18.90,24.83,33.63
18.875,14.12,16.86,13.64,8.90,17.22,17.22,27.26,34.42
19.000,38.62,18.41,11.38,10.32,24.74,32.12,22.30,31.86
19.125,19.30,5.76,11.16,14.21,30.00,27.21,21.91,26.11
19.250,35.00,16.47,11.25,25.58,31.95,19.08,32.12,25.05
19.375,26.73,10.27,10.45,36.15,41.19,16.78,36.94,37.83
19.500,13.11,11.60,11.16,28.50,45.92,14.61,31.33,45.88
19.625,7.36,10.27,19.47,18.81,47.65,7.75,21.11,46.36
19.750,5.94,8.20,25.58,37.52,39.29,13.37,11.73,31.68
19.875,13.15,11.82,18.15,42.07,30.80,17.57,5.19,30.49
20.000,5.72,12.62,5.45,29.47,29.65,13.28,6.25,29.60
20.125,10.01,17.97,5.32,12.88,31.55,8.28,11.29,36.94
20.250,9.21,25.62,9.17,5.54,41.77,9.74,13.19,23.45
20.375,15.14,17.57,9.52,16.82,35.31,16.55,14.70,20.27
20.500,6.56,40.08,4.48,26.29,25.58,16.60,15.85,12.22
20.625,8.11,15.01,8.37,15.80,15.45,16.29,15.58,17.70
20.750,18.01,31.33,3.95,17.26,20.09,24.69,19.96,25.71
20.875,4.92,12.35,3.42,18.01,23.10,24.12,20.85,48.05
21.000,6.65,26.64,4.88,14.17,19.52,13.02,13.64,55.08
21.125,3.73,4.26,7.75,23.81,16.33,5.54,13.37,58.97
21.250,7.13,8.90,6.03,22.30,20.27,2.89,6.74,34.42
21.375,4.75,4.22,8.46,11.69,29.03,10.63,12.26,28.28
21.500,15.23,13.59,13.50,10.85,39.02,20.98,18.32,27.52
21.625,15.58,14.65,17.75,12.97,36.55,27.52,15.45,53.97
21.750,16.02,35.71,23.63,12.93,30.49,26.11,21.15,65.21
21.875,3.64,7.00,19.12,19.65,15.85,14.96,36.86,74.63
22.000,11.82,13.11,8.15,11.03,13.95,5.19,43.09,72.42
22.125,1.92,4.97,4.39,7.22,13.86,7.36,32.39,62.91
22.250,3.33,12.35,12.49,12.26,26.59,5.28,19.34,55.52
22.375,5.59,10.94,25.27,17.62,41.50,7.67,19.70,33.45
22.500,3.51,19.70,25.62,26.82,52.47,5.94,18.68,27.97
22.625,15.23,1.52,14.96,22.22,58.88,16.55,24.07,21.07
22.750,15.36,7.13,3.82,9.52,45.75,26.59,37.48,15.36
22.875,26.55,2.45,2.53,2.80,33.98,25.67,33.10,14.12
23.000,11.69,1.47,0.99,1.30,13.55,8.86,21.15,17.88
23.125,19.96,3.99,2.53,1.78,6.78,11.82,20.18,30.58
23.250,19.47,5.06,5.23,3.42,7.18,16.47,11.38,38.14
23.375,18.63,8.68,17.66,20.49,12.57,15.23,16.29,42.78
