"Time","beta L","beta R","alpha R","theta R","delta R","alpha L","theta L","delta L"
"sec.","A","B","B","B","B","A","A","A"
0.125,1.07,3.02,2.31,===,===,0.90,===,===
0.250,1.38,0.94,1.43,0.94,===,1.21,1.47,===
0.375,2.53,1.21,1.87,1.56,2.27,1.69,3.20,2.58
0.500,3.91,3.68,2.36,3.60,2.71,1.12,4.04,4.08
0.625,2.89,1.43,2.22,4.22,3.24,1.83,3.11,4.48
0.750,1.87,2.09,2.18,2.53,2.62,2.00,2.58,4.30
0.875,1.74,1.03,2.53,2.00,2.05,3.42,2.58,2.98
1.000,2.58,1.65,4.35,3.20,1.52,5.14,2.84,2.00
1.125,1.07,1.69,4.57,4.35,1.21,4.92,3.73,1.78
1.250,2.62,2.49,4.04,3.55,2.31,3.42,2.71,2.27
1.375,2.58,1.30,2.98,2.00,3.24,1.38,1.47,3.20
1.500,2.49,2.00,2.58,2.22,5.50,1.87,2.27,4.08
1.625,1.78,1.56,2.45,2.40,5.23,2.76,2.89,4.26
1.750,3.95,3.68,2.36,2.09,5.28,2.09,2.27,3.37
1.875,3.29,2.40,2.18,1.56,3.60,2.76,1.07,2.27
2.000,4.44,3.99,2.40,1.34,2.53,2.98,1.30,1.83
2.125,2.14,2.49,2.58,1.78,3.07,2.22,2.18,3.24
2.250,2.58,2.45,2.84,2.71,3.99,1.96,2.53,4.70
2.375,1.21,1.69,2.09,2.84,5.59,1.96,3.60,6.38
2.500,2.49,2.45,0.99,3.51,5.14,2.00,4.35,6.47
2.625,2.22,2.09,1.30,2.98,4.39,1.21,3.15,5.76
2.750,2.22,2.09,1.38,1.43,3.29,2.49,1.61,3.95
2.875,2.22,2.36,1.25,1.78,2.36,2.93,2.53,2.22
3.000,2.80,2.40,1.07,2.62,1.96,1.25,4.30,1.78
3.125,2.45,2.71,2.62,2.89,1.78,3.15,3.82,2.09
3.250,3.24,3.15,2.93,3.95,1.65,3.68,3.82,2.58
3.375,4.13,3.37,3.60,6.38,1.78,2.80,4.88,2.62
3.500,4.61,4.70,5.01,6.65,2.22,3.24,5.01,2.18
3.625,3.11,1.43,4.48,5.54,2.18,3.11,3.95,1.61
3.750,3.86,3.51,3.64,5.41,1.87,2.76,3.68,1.47
3.875,2.58,2.67,2.58,5.14,1.47,2.27,2.18,1.87
4.000,5.41,3.86,2.49,4.97,1.83,3.11,1.65,2.84
4.125,5.23,2.22,1.83,5.45,2.00,3.29,3.42,3.99
4.250,2.49,2.22,1.03,6.74,1.74,3.33,4.30,3.86
4.375,4.52,2.00,1.83,6.74,1.69,2.45,3.29,3.02
4.500,3.20,1.65,4.57,5.01,2.45,4.48,1.87,2.09
4.625,2.76,1.87,5.94,4.44,3.20,4.92,3.82,2.05
4.750,4.75,2.05,5.01,4.22,3.82,2.45,4.61,2.80
4.875,3.86,2.53,3.42,2.09,2.71,2.98,2.62,2.45
5.000,4.66,3.68,2.93,1.30,2.31,3.02,1.78,2.40
5.125,3.02,2.58,4.26,1.96,2.09,2.84,2.58,2.31
5.250,1.47,2.18,3.77,2.00,3.11,2.49,2.76,2.45
5.375,3.60,2.67,1.65,3.42,3.42,3.15,3.24,2.27
5.500,3.29,2.40,2.49,6.56,3.24,4.35,6.12,2.14
5.625,4.48,3.07,2.18,6.43,2.84,3.33,7.00,2.00
5.750,2.27,2.49,3.24,4.83,3.46,2.45,6.25,2.71
5.875,5.85,4.04,3.15,4.75,4.26,2.40,5.28,3.68
6.000,3.37,1.87,2.05,4.75,3.91,2.58,5.10,4.52
6.125,4.75,4.04,2.40,3.11,3.33,3.20,3.82,4.57
6.250,1.78,1.92,1.52,2.80,2.93,3.11,3.64,4.30
6.375,2.62,2.62,3.02,3.33,4.35,3.42,3.60,5.54
6.500,4.75,1.69,3.82,5.19,5.81,5.14,4.88,7.40
6.625,5.28,3.64,2.76,6.29,11.11,5.63,6.65,13.55
6.750,5.85,2.93,1.16,3.46,12.97,7.27,3.64,15.36
6.875,6.16,4.26,2.45,4.61,15.14,8.95,6.78,17.84
7.000,4.75,4.44,5.28,8.99,10.05,6.74,10.45,12.04
7.125,3.91,1.96,6.47,11.78,8.06,4.75,11.82,11.03
7.250,2.49,4.30,5.19,11.60,6.29,2.89,10.63,8.33
7.375,3.37,3.46,2.22,7.09,8.06,1.03,7.22,10.76
7.500,4.75,2.45,3.55,6.38,7.31,3.42,5.72,9.83
7.625,1.87,4.13,5.45,8.28,6.21,3.51,5.50,8.73
7.750,2.67,2.71,3.86,9.88,5.19,1.38,7.05,6.25
7.875,5.32,4.35,2.00,10.45,5.85,2.67,9.48,5.90
8.000,8.59,6.60,2.93,11.25,9.52,3.60,10.67,10.36
8.125,2.27,2.09,3.37,9.52,11.60,4.08,8.64,13.64
8.250,3.99,2.89,2.89,4.75,12.35,5.10,4.17,14.12
8.375,3.55,2.45,2.58,2.49,10.45,4.75,4.44,11.96
8.500,2.31,2.98,2.36,3.24,9.08,3.46,5.10,8.77
8.625,4.57,4.26,1.52,2.71,9.12,3.11,3.77,8.90
8.750,2.93,1.87,1.30,3.99,9.30,2.93,4.52,8.81
8.875,1.78,2.58,2.14,7.09,10.45,1.96,6.34,11.69
9.000,2.00,1.78,4.26,5.72,12.53,4.83,6.03,13.86
9.125,2.40,2.58,6.07,5.19,13.72,6.78,5.37,14.34
9.250,5.76,3.86,5.59,5.32,13.55,6.38,3.46,13.02
9.375,3.95,1.69,4.79,3.11,12.84,5.28,3.64,11.73
9.500,6.78,3.91,9.61,6.87,20.09,9.04,5.54,19.08
9.625,4.39,3.07,11.25,20.67,25.75,10.76,19.12,24.65
9.750,7.22,6.52,7.36,28.32,34.38,6.43,26.02,33.94
9.875,2.31,2.89,5.14,21.77,35.88,4.39,20.18,35.79
10.000,3.91,3.46,3.73,9.96,31.06,5.41,11.11,31.90
10.125,5.98,4.92,4.22,2.71,24.29,3.68,2.67,25.75
10.250,2.40,2.00,4.39,4.26,16.78,4.66,2.98,19.12
10.375,3.15,3.37,1.61,6.21,23.68,2.31,5.28,27.08
10.500,3.42,2.05,4.26,5.28,26.95,4.17,4.04,28.81
10.625,1.21,1.83,4.92,5.67,28.28,5.50,3.46,29.25
10.750,1.43,3.91,3.55,7.80,25.31,4.75,8.02,23.23
10.875,1.74,2.76,4.70,8.28,19.30,6.43,8.55,18.01
11.000,1.56,1.52,6.12,6.56,16.73,7.27,6.82,16.02
11.125,1.65,1.87,7.00,3.11,8.81,6.29,4.75,10.27
11.250,1.61,1.78,6.56,2.40,5.85,5.19,3.46,8.24
11.375,2.49,2.67,5.54,4.04,3.20,5.28,3.51,4.35
11.500,2.84,0.77,5.28,4.97,3.37,5.63,3.95,4.44
11.625,0.94,1.38,4.88,5.32,3.68,4.22,5.19,4.48
11.750,2.49,1.25,6.43,4.39,3.29,4.44,4.30,5.14
11.875,2.18,1.87,5.23,2.84,3.60,4.30,2.53,4.97
12.000,1.12,1.30,2.58,2.84,4.92,3.91,3.60,5.94
12.125,2.22,1.87,2.45,3.46,6.12,3.99,3.91,7.40
12.250,1.65,2.40,1.34,3.51,6.21,4.79,2.80,7.40
12.375,1.52,2.14,2.09,3.64,6.12,4.22,3.37,6.78
12.500,1.92,1.78,1.78,3.55,4.35,1.74,3.60,4.13
12.625,1.92,2.18,3.82,2.84,3.60,2.22,2.53,3.20
12.750,5.41,2.84,5.37,2.76,1.87,3.33,2.27,2.22
12.875,3.60,2.80,4.04,2.14,1.47,2.98,1.56,2.76
13.000,3.33,1.78,2.27,2.53,1.03,3.02,1.74,3.07
13.125,3.91,1.52,2.00,3.11,0.99,3.86,3.07,3.42
13.250,2.00,1.92,2.49,1.96,0.90,3.86,3.73,3.37
13.375,3.02,1.83,3.46,2.53,1.07,2.31,3.99,3.82
13.500,6.43,3.86,3.95,3.15,1.38,2.09,3.73,3.46
13.625,3.33,1.87,1.92,3.99,1.61,1.30,3.02,4.26
13.750,5.54,3.37,2.27,4.44,2.00,2.49,2.36,4.26
13.875,4.88,3.15,2.53,4.88,2.93,2.49,3.29,4.61
14.000,0.90,1.96,1.56,4.44,3.37,1.30,3.20,4.26
14.125,4.35,2.45,1.21,2.93,3.55,1.52,1.87,3.95
14.250,3.11,2.62,1.52,2.09,2.80,1.92,2.84,4.57
14.375,3.24,2.62,1.83,3.46,2.36,1.12,4.97,7.05
14.500,1.65,1.74,2.62,4.13,1.96,1.52,5.37,8.33
14.625,3.64,1.61,3.24,3.68,1.69,1.74,4.57,10.10
14.750,2.40,2.27,4.13,4.04,1.47,1.61,3.86,8.11
14.875,1.30,2.71,5.19,4.35,1.43,3.15,2.71,7.31
15.000,3.11,5.01,5.10,2.80,1.83,3.73,1.52,4.66
15.125,2.80,2.22,4.92,1.30,2.53,4.52,1.83,4.35
15.250,3.95,2.67,4.70,1.65,2.76,4.08,1.38,3.64
15.375,2.62,1.52,4.17,2.18,2.89,2.22,1.34,4.30
15.500,2.18,1.34,3.73,1.34,3.55,2.93,1.69,4.61
15.625,3.33,2.80,3.77,1.69,3.99,4.08,2.36,4.97
15.750,4.04,3.24,3.51,2.76,4.52,4.48,2.67,5.14
15.875,2.18,1.74,2.62,2.84,4.61,4.26,3.37,3.95
16.000,2.49,2.89,2.53,2.62,4.30,4.04,3.82,3.15
16.125,3.15,1.52,2.53,2.05,4.04,3.99,2.84,2.98
16.250,2.49,1.65,1.61,3.51,3.20,2.53,4.26,2.93
16.375,3.55,2.58,2.05,3.95,3.11,2.00,5.59,3.46
16.500,2.36,2.71,3.99,4.44,3.29,3.33,4.66,2.89
16.625,4.22,1.74,4.17,2.98,3.73,2.71,3.68,3.02
16.750,2.09,1.30,3.20,2.36,3.73,3.68,5.45,3.77
16.875,2.14,1.21,1.87,3.07,3.46,2.93,6.34,5.63
17.000,1.96,2.36,4.35,3.24,2.67,2.36,3.46,5.23
17.125,2.14,2.05,6.25,6.56,3.91,4.22,4.83,3.86
17.250,2.89,3.73,5.19,5.41,4.39,3.95,4.48,2.09
17.375,3.77,2.40,3.99,1.96,5.94,3.82,3.11,1.96
17.500,3.46,4.88,3.77,1.92,5.54,3.99,4.30,3.64
17.625,3.68,3.82,2.53,2.53,5.41,1.69,4.13,4.52
17.750,3.73,2.36,2.89,3.51,4.70,2.05,3.51,6.16
17.875,5.45,4.17,3.77,5.10,4.44,2.53,3.99,6.65
18.000,3.95,2.84,5.19,5.90,5.41,3.77,4.48,6.21
18.125,1.61,0.85,5.59,4.48,5.23,4.83,3.99,4.88
18.250,3.55,1.16,4.35,1.65,4.66,3.73,3.51,2.67
18.375,2.76,1.34,2.49,1.52,2.67,1.78,4.39,2.76
18.500,3.29,2.09,1.16,1.87,2.31,2.22,4.17,3.24
18.625,3.86,2.76,2.45,1.52,2.09,3.07,2.14,5.01
18.750,1.78,2.80,3.02,1.47,2.80,3.15,1.61,4.92
18.875,4.39,2.14,2.93,2.98,2.27,2.98,2.05,5.14
19.000,3.15,1.56,2.76,4.83,1.96,2.76,2.89,4.35
19.125,5.06,2.89,2.22,4.57,1.56,2.31,2.53,3.68
19.250,3.95,2.22,1.83,3.77,1.61,2.45,2.05,3.11
19.375,4.08,2.62,3.33,2.76,2.40,3.55,2.05,2.14
19.500,2.53,1.43,3.46,1.43,2.53,4.13,2.27,2.05
19.625,2.58,1.43,1.69,1.12,3.82,3.42,3.29,1.87
19.750,3.68,2.93,2.18,1.21,3.42,1.92,2.98,1.92
19.875,3.02,2.49,1.74,1.92,4.66,1.87,1.61,2.09
20.000,0.99,2.80,0.99,2.93,3.77,2.18,1.34,2.58
20.125,3.64,2.89,1.52,3.07,4.44,1.92,2.18,3.55
20.250,2.27,2.89,2.67,2.98,3.68,0.90,2.49,4.26
20.375,2.05,1.78,2.40,3.02,4.04,1.92,3.86,5.01
20.500,3.37,3.07,2.05,3.20,3.91,3.73,4.52,5.32
20.625,5.81,2.31,2.27,2.84,3.46,3.95,2.40,5.41
20.750,4.35,2.62,1.21,3.37,3.20,1.61,1.21,3.86
20.875,3.24,2.45,1.52,2.58,2.62,1.30,1.78,3.24
21.000,2.58,1.16,2.80,2.71,2.09,3.55,2.80,2.36
21.125,1.65,2.27,5.14,3.20,1.96,6.29,4.83,3.99
21.250,2.27,2.58,5.72,3.20,2.14,5.90,7.13,3.68
21.375,2.40,1.25,4.52,2.80,2.84,3.82,7.05,4.79
21.500,2.71,2.93,2.71,2.14,2.36,2.36,5.01,3.73
21.625,2.22,1.03,2.58,2.45,2.09,1.43,3.42,4.13
21.750,2.53,1.61,2.45,3.64,1.30,1.78,2.84,3.68
21.875,2.36,2.58,2.84,3.77,1.21,1.52,3.42,3.64
22.000,1.74,2.31,2.49,3.60,1.21,2.00,4.35,3.33
22.125,1.61,3.37,2.18,3.82,1.65,2.76,3.82,2.62
22.250,3.15,2.58,2.14,2.71,1.87,3.29,2.45,2.00
22.375,1.21,1.92,2.00,2.62,2.09,3.29,1.61,1.56
22.500,2.84,2.49,2.40,2.89,1.92,3.68,1.47,1.78
22.625,2.45,2.49,1.56,1.52,2.00,2.80,2.09,2.98
22.750,2.58,2.09,2.14,2.80,2.58,1.30,3.37,4.22
22.875,2.49,1.47,4.39,5.28,4.48,3.51,4.48,6.16
23.000,4.30,1.38,5.01,7.36,9.74,4.30,6.52,11.38
23.125,3.68,2.45,5.85,6.12,13.11,4.57,6.03,14.87
23.250,5.54,2.36,5.76,3.77,16.69,4.48,4.04,18.72
23.375,2.62,2.45,4.26,3.42,16.42,3.68,3.24,18.46
23.500,3.37,2.84,2.67,6.29,19.96,2.62,4.26,21.38
23.625,2.76,2.09,4.39,7.93,21.91,4.22,6.52,22.30
23.750,1.52,2.09,4.26,6.91,25.62,4.22,7.67,25.36
23.875,1.30,1.21,3.64,2.27,26.42,4.08,4.26,25.31
24.000,2.49,2.45,3.51,4.04,21.86,4.26,2.80,21.38
24.125,2.31,2.89,3.46,3.46,15.80,3.51,2.53,15.71
24.250,2.22,2.67,4.13,3.68,8.11,3.37,4.08,9.17
24.375,2.05,3.91,4.04,1.43,6.21,3.55,4.04,7.22
24.500,2.53,1.96,3.86,3.37,3.99,4.52,4.97,5.14
24.625,4.26,3.73,4.97,7.67,3.29,5.63,6.69,4.08
24.750,3.73,2.36,5.10,8.11,4.39,4.79,6.38,4.79
24.875,3.20,2.22,4.75,5.32,9.12,3.68,5.32,7.58
25.000,2.27,1.78,5.06,2.93,10.58,3.64,3.33,7.80
25.125,1.65,1.69,4.17,2.18,11.16,3.99,2.18,9.08
25.250,2.67,2.18,1.43,2.98,7.53,2.18,2.27,6.52
25.375,3.29,2.31,2.18,4.13,5.59,1.69,3.82,6.78
25.500,4.97,1.47,2.09,4.30,4.17,1.96,3.68,4.44
25.625,2.80,1.96,1.34,3.55,3.51,1.03,2.00,3.82
25.750,5.90,4.70,1.47,3.11,3.07,1.56,1.07,2.45
25.875,2.27,4.08,1.69,3.29,2.80,1.12,1.65,2.14
26.000,2.76,2.62,1.34,2.62,2.53,1.43,2.71,2.00
26.125,2.89,2.58,1.43,1.78,2.09,2.62,2.80,1.74
26.250,2.76,2.62,2.93,1.87,1.69,4.30,2.58,2.05
26.375,3.29,2.84,3.33,4.08,2.18,4.83,3.37,2.40
26.500,3.20,2.00,3.02,5.45,2.93,4.39,3.95,3.91
26.625,1.74,2.49,1.69,5.72,4.44,3.60,3.77,4.75
26.750,2.80,3.11,1.56,3.95,4.83,2.22,3.29,5.14
26.875,3.55,4.83,2.49,2.45,6.07,1.25,3.42,4.92
27.000,3.37,3.86,1.30,3.64,4.97,1.30,3.68,3.37
27.125,3.37,2.76,2.84,3.60,3.95,2.58,2.84,2.49
27.250,1.56,1.07,3.64,2.40,2.27,2.67,1.43,2.05
27.375,2.14,1.30,2.84,2.18,2.93,1.61,1.25,2.80
27.500,1.87,1.65,2.76,3.91,3.64,1.30,2.40,3.46
27.625,1.56,1.65,3.77,4.04,6.12,2.36,1.92,5.76
27.750,2.71,2.09,2.62,4.26,6.16,2.05,3.55,7.62
27.875,2.00,1.83,1.92,4.88,10.14,2.93,5.45,13.99
28.000,3.51,3.15,2.80,3.68,9.70,4.13,4.83,14.34
28.125,2.36,2.49,4.30,3.33,10.54,3.91,3.20,14.87
28.250,3.37,4.30,4.83,3.11,6.96,2.36,2.80,9.52
28.375,4.57,2.98,3.55,1.83,4.66,1.43,1.96,6.21
28.500,2.89,3.42,2.98,2.05,2.62,2.62,1.65,3.29
28.625,3.15,1.83,2.53,1.74,2.40,3.02,1.47,1.87
28.750,2.09,2.98,1.69,2.05,2.58,4.83,1.38,1.83
28.875,3.20,0.85,4.97,3.24,3.29,8.11,1.21,3.02
29.000,1.92,2.49,6.52,3.37,2.62,7.49,1.38,3.55
29.125,2.80,1.65,4.79,1.87,2.80,3.64,1.30,3.95
29.250,2.49,1.78,1.74,2.45,2.27,1.25,2.31,2.80
29.375,3.07,0.94,2.09,3.68,2.22,2.09,3.33,2.45
29.500,2.14,2.27,2.93,2.67,1.92,4.35,1.56,2.05
29.625,4.04,2.49,2.80,1.34,1.47,4.92,3.29,2.14
29.750,1.12,2.36,2.62,1.38,1.38,3.55,5.06,2.09
29.875,2.09,4.61,2.67,1.92,1.30,2.93,4.30,1.87
30.000,2.80,2.00,2.09,2.09,1.21,2.67,3.15,1.96
30.125,2.49,3.73,1.03,2.84,1.38,2.58,2.22,2.45
30.250,1.52,2.09,1.47,3.64,1.69,3.07,2.05,3.46
30.375,2.40,2.18,2.62,2.76,2.89,1.65,1.87,4.88
30.500,2.71,2.36,2.98,2.14,3.24,1.43,2.27,5.10
30.625,2.62,2.18,2.84,3.02,3.60,2.40,2.00,4.83
30.750,5.67,3.37,3.60,4.35,3.46,3.86,1.38,3.86
30.875,3.73,3.64,4.88,5.28,3.99,4.79,1.38,3.82
31.000,3.15,2.98,3.86,6.16,4.30,3.77,2.45,4.48
31.125,3.07,2.58,2.14,5.94,3.51,1.74,3.64,4.22
31.250,1.74,1.69,3.55,4.04,2.58,1.43,4.44,3.86
31.375,4.52,3.29,3.20,2.84,1.83,1.87,4.70,2.53
31.500,1.61,1.78,3.07,3.55,2.80,2.27,3.42,2.49
31.625,2.58,1.61,4.70,3.24,3.29,3.42,2.49,2.45
31.750,3.02,2.71,5.45,2.49,4.30,4.04,1.69,3.55
31.875,1.87,1.38,3.15,3.51,4.92,3.20,2.36,4.26
