TIME,PIP BETA R,PIP ALPHA R,PIP THETA R,PIP DELTA R,PIP BETA L,PIP ALPHA L,PIP THETA L,PIP DELTA L,BETA L,BETA R,ALPHA R,THETA R,DELTA R,ALPHA L,THETA L,DELTA L
24.000,2.75,10.67,19.53,44.22,17.25,17.25,30.20,68.73,5.67,1.34,4.79,5.10,10.41,11.11,8.55,9.74
24.125,2.78,10.90,19.76,44.71,16.86,16.86,28.86,69.31,5.72,3.11,4.66,4.44,8.42,7.36,5.54,6.82
24.250,2.75,10.90,19.69,44.80,16.94,16.94,28.16,69.41,2.09,2.05,4.66,3.51,6.52,5.67,2.67,7.09
24.375,2.67,10.90,19.37,43.82,16.94,16.94,27.22,68.53,2.49,3.68,3.99,3.51,4.48,5.72,2.49,4.57
24.500,2.64,10.75,18.98,42.35,16.94,16.94,26.59,67.75,2.09,2.00,2.58,4.13,5.14,4.04,4.39,7.80
24.625,2.60,10.59,18.67,41.27,17.10,17.10,26.90,67.75,1.69,2.40,3.24,4.35,6.21,1.34,9.70,10.10
24.750,2.57,10.51,18.43,41.18,17.18,17.18,27.76,68.04,2.62,2.53,3.60,4.30,7.71,3.64,13.72,15.71
24.875,2.67,10.59,18.67,42.16,17.41,17.41,28.71,68.24,3.95,2.89,3.55,3.99,7.75,3.46,11.42,14.65
25.000,2.78,10.51,18.51,43.92,17.57,17.57,29.57,68.33,4.30,5.50,4.35,1.78,8.20,3.55,6.69,14.03
25.125,2.96,10.43,18.43,45.98,17.96,17.96,30.59,69.41,4.26,2.84,2.93,2.45,10.05,4.39,6.74,14.83
25.250,2.99,10.27,18.35,47.25,18.27,18.27,31.92,70.88,5.81,1.96,4.22,4.52,16.47,3.99,14.21,26.59
25.375,2.99,9.80,18.27,48.14,18.51,18.51,33.25,72.06,6.25,3.20,3.86,3.99,17.79,5.10,13.24,31.42
25.500,2.89,8.94,18.59,49.02,18.67,18.67,34.51,73.43,7.58,2.80,2.00,2.71,16.64,5.76,5.45,31.68
25.625,2.71,8.00,18.67,49.51,18.51,18.51,35.37,73.63,3.82,3.11,1.38,4.13,10.76,4.35,9.96,21.33
25.750,2.64,7.37,18.43,48.43,18.04,18.04,36.00,73.63,4.75,4.13,2.80,7.53,7.13,3.11,9.43,16.11
25.875,2.53,6.98,17.49,46.67,17.49,17.49,35.22,72.84,3.86,2.80,2.89,8.11,4.66,3.24,4.39,14.26
26.000,2.57,7.06,16.39,45.69,16.63,16.63,33.41,71.08,2.62,3.02,5.06,9.43,3.77,3.42,2.71,12.97
26.125,2.64,7.45,15.84,44.90,15.92,15.92,31.76,69.71,1.74,2.36,7.53,7.89,3.99,4.57,2.40,11.56
