"Time","beta L","beta R","alpha R","theta R","delta R","alpha L","theta L","delta L"
"sec.","A","B","B","B","B","A","A","A"
0.125,1.83,5.37,4.44,===,===,1.47,===,===
0.250,2.62,6.16,2.53,7.09,===,2.76,2.89,===
0.375,14.74,9.52,9.48,11.16,9.08,7.93,11.65,9.79
0.500,11.78,8.77,26.77,7.49,17.40,17.35,25.89,17.88
0.625,29.12,9.74,39.86,12.75,35.00,19.61,39.20,32.79
0.750,16.69,8.73,31.50,21.91,48.93,16.69,45.97,38.54
0.875,7.53,7.80,12.62,19.12,52.11,11.69,35.84,42.92
1.000,5.98,5.72,6.56,16.51,44.11,9.83,20.27,31.46
1.125,7.27,9.17,2.93,9.12,24.52,14.12,19.21,22.00
1.250,24.03,8.86,15.76,7.84,22.79,25.80,23.54,18.81
1.375,12.80,20.62,30.93,20.40,23.90,33.72,32.92,23.10
1.500,21.11,17.09,32.92,25.09,37.92,26.59,36.77,31.42
1.625,4.57,5.54,16.78,32.65,47.47,12.49,18.32,39.20
1.750,10.23,9.43,3.91,25.00,43.80,6.34,8.33,31.55
1.875,8.20,10.63,9.92,14.74,39.33,5.14,14.17,23.50
2.000,1.96,7.40,14.34,27.04,20.89,5.98,7.89,18.06
2.125,2.22,16.47,29.60,43.84,16.16,5.41,8.51,20.54
2.250,5.45,17.09,31.90,48.05,15.10,3.82,11.78,29.47
2.375,3.37,15.14,19.39,31.86,18.90,4.22,8.33,30.22
2.500,7.13,10.81,8.86,9.17,23.68,8.95,5.81,27.44
2.625,8.95,7.36,7.44,8.77,20.49,7.97,8.42,21.33
2.750,8.11,3.51,6.65,20.27,17.35,6.65,14.79,18.41
2.875,3.68,5.45,3.24,22.39,14.56,6.38,13.50,18.24
3.000,5.59,5.06,4.08,11.25,19.34,5.85,6.87,23.76
3.125,5.90,2.45,8.33,6.07,28.14,6.38,4.30,25.18
3.250,10.58,12.75,10.01,7.05,32.21,7.05,5.81,25.67
3.375,3.42,4.66,9.17,7.40,29.91,6.69,6.52,22.04
3.500,5.14,6.29,5.41,5.06,20.14,4.83,5.54,13.15
3.625,7.18,2.14,2.80,5.50,13.55,3.91,6.43,8.64
3.750,3.15,3.64,6.34,6.07,8.68,3.46,5.54,6.21
3.875,5.50,7.80,10.89,6.07,11.20,8.06,5.23,10.89
4.000,4.79,4.48,11.07,7.49,17.88,9.21,7.93,20.36
4.125,5.28,4.13,7.44,8.99,24.52,4.70,10.89,25.00
4.250,10.58,1.30,3.07,9.12,27.70,1.65,9.74,31.77
4.375,7.93,3.68,1.61,9.52,21.86,2.98,6.25,24.34
4.500,10.36,2.58,2.05,7.09,15.71,3.68,7.71,18.41
4.625,12.66,8.02,7.18,9.26,8.90,7.13,13.64,7.09
4.750,5.14,5.67,5.37,11.78,7.84,7.93,12.18,7.31
4.875,3.20,10.94,9.83,26.15,13.55,4.35,5.54,9.92
5.000,1.52,30.71,18.72,51.63,27.30,0.90,2.45,15.54
5.125,1.69,3.11,16.78,50.83,36.15,1.16,2.18,16.25
5.250,1.87,8.81,8.20,22.66,40.88,2.22,2.36,14.17
5.375,1.87,3.91,3.42,6.38,31.73,1.92,2.22,8.86
5.500,7.58,1.96,1.83,3.24,24.12,1.47,3.11,4.13
5.625,6.43,2.00,3.86,5.41,18.06,8.55,6.69,4.66
5.750,20.89,3.82,6.34,10.67,16.55,15.54,14.08,10.58
5.875,14.08,1.78,6.21,12.44,20.31,15.76,14.34,13.86
6.000,7.97,2.09,3.95,9.30,18.01,8.55,8.06,18.01
6.125,4.66,1.38,2.49,4.39,17.44,2.53,2.49,16.86
6.250,2.27,2.18,2.22,2.62,12.62,2.36,2.84,15.58
6.375,1.87,1.92,1.12,1.69,10.23,1.12,1.65,10.23
6.500,0.77,0.99,1.43,1.38,5.23,1.16,1.16,5.54
