TIME,BETA L,BETA R,ALPHA R,THETA R,DELTA R,ALPHA L,THETA L,DELTA L
sec.,A,B,B,B,B,A,A,A
0.125,3.60,27.13,21.55,===,===,2.31,===,===
0.250,1.78,2.62,16.73,18.24,===,4.44,5.67,===
0.375,9.21,14.74,6.87,13.11,19.08,8.64,11.47,18.01
0.500,4.88,9.70,10.27,9.57,18.59,7.80,14.83,25.89
0.625,5.06,10.81,15.58,7.27,24.52,10.94,19.12,32.88
0.750,15.80,10.01,22.13,9.52,26.99,18.90,17.93,35.66
0.875,17.04,20.54,22.17,25.05,32.03,18.85,14.26,45.44
1.000,7.62,2.71,11.56,27.70,44.73,12.49,20.23,49.99
1.125,9.79,7.62,5.85,17.13,38.85,8.06,16.29,48.89
1.250,6.52,3.86,5.76,15.63,42.96,13.64,9.66,37.08
1.375,8.28,10.58,8.77,15.54,32.39,16.95,15.36,25.00
1.500,12.26,36.46,17.93,11.34,44.02,13.64,20.27,17.70
1.625,5.06,8.81,24.03,7.31,36.46,4.39,16.86,12.66
1.750,21.86,44.60,18.46,11.47,32.48,11.60,30.00,14.87
1.875,8.73,5.45,7.05,25.53,26.82,17.88,30.04,20.80
2.000,17.04,28.67,17.09,47.25,26.37,21.38,14.21,27.39
2.125,16.82,22.26,11.38,65.25,27.08,22.75,33.49,39.60
2.250,29.07,21.02,29.16,53.04,23.99,16.16,32.88,38.98
2.375,28.67,14.96,52.42,20.27,21.95,12.09,18.50,37.61
2.500,12.40,4.92,45.17,16.16,25.09,6.87,32.88,23.99
2.625,30.13,13.37,30.04,15.05,30.62,18.19,44.99,16.82
2.750,22.97,27.35,21.86,29.12,33.05,28.98,34.20,21.46
2.875,12.93,11.96,20.71,17.40,48.84,21.20,34.91,26.20
3.000,8.02,16.60,15.85,18.15,52.42,10.01,27.30,43.09
3.125,6.21,9.08,13.06,31.06,65.96,6.52,17.48,39.69
3.250,5.10,9.43,13.19,23.15,61.84,6.43,9.48,38.49
3.375,7.67,13.95,7.58,23.68,54.64,5.37,9.83,21.60
3.500,14.65,23.10,19.70,51.27,40.26,8.55,14.43,19.87
3.625,23.32,22.70,19.61,52.25,24.65,4.57,20.85,24.34
3.750,12.49,15.98,4.08,25.27,18.90,18.32,28.54,31.02
3.875,20.45,18.68,20.80,13.06,18.81,27.13,29.16,24.43
4.000,22.00,5.37,21.20,36.55,19.65,18.99,17.84,18.19
4.125,31.19,28.50,15.98,44.68,23.85,14.61,12.35,14.17
4.250,11.87,12.62,17.40,37.52,27.79,15.63,20.00,23.37
4.375,13.28,4.30,13.11,36.19,28.10,19.56,24.12,26.02
4.500,8.37,19.43,12.53,40.53,31.86,20.80,31.50,37.12
4.625,10.63,6.56,18.50,42.34,27.66,31.28,35.97,32.79
4.750,32.34,29.07,25.80,31.86,32.26,39.47,40.88,36.33
4.875,28.89,33.05,22.97,18.37,30.44,40.00,37.48,24.96
5.000,14.61,16.69,7.67,8.06,33.10,26.77,17.93,26.77
5.125,22.48,35.84,8.64,25.09,32.88,24.25,14.65,30.40
5.250,10.36,24.29,17.53,36.90,38.76,24.03,12.80,40.13
5.375,12.57,10.01,15.01,33.05,42.83,22.79,23.94,42.43
5.500,4.22,10.10,6.47,23.94,40.08,15.18,20.23,42.21
5.625,8.15,7.89,4.39,13.46,28.89,9.35,10.27,27.74
5.750,3.42,13.99,7.67,10.89,19.34,7.49,12.93,21.24
5.875,13.15,11.38,19.30,8.06,22.57,13.33,13.46,10.81
6.000,9.04,14.34,24.83,28.32,26.64,22.00,22.00,11.11
6.125,20.89,9.04,18.01,42.43,32.03,21.15,26.95,15.14
6.250,8.73,12.80,15.85,36.63,33.45,9.39,16.51,22.61
6.375,11.91,17.35,13.95,14.03,31.81,13.19,18.90,31.73
6.500,13.86,15.36,14.34,18.46,29.20,12.84,32.12,35.79
6.625,5.10,12.75,15.98,33.89,22.70,5.94,29.69,37.43
6.750,5.81,8.86,12.00,30.93,23.99,8.59,24.38,34.56
6.875,4.22,8.64,4.70,22.53,31.19,10.32,25.31,29.96
7.000,23.90,8.51,4.66,11.56,36.06,15.32,36.63,34.25
7.125,12.97,17.62,14.92,20.49,44.51,18.85,32.34,34.78
7.250,7.93,11.25,22.44,35.31,55.79,12.26,8.81,46.67
7.375,3.82,15.32,19.87,28.28,64.14,5.37,8.95,38.32
7.500,5.81,6.60,12.00,10.19,69.76,9.21,10.81,49.64
7.625,4.44,5.59,7.44,14.52,64.50,10.76,37.03,36.72
7.750,11.96,8.20,14.34,12.97,50.88,20.05,44.37,37.43
7.875,9.48,15.05,28.23,18.72,38.49,34.29,25.80,21.91
8.000,13.06,31.99,31.02,24.52,18.81,32.83,25.84,23.19
8.125,6.29,6.69,14.74,29.69,17.97,20.67,38.27,26.64
8.250,5.72,2.53,9.39,25.49,16.55,19.39,41.06,28.32
8.375,18.24,8.02,8.24,18.06,24.87,12.80,25.00,32.17
8.500,14.79,9.48,6.60,17.40,33.36,15.18,7.09,23.85
8.625,43.49,13.06,17.17,18.28,40.04,36.33,12.53,24.47
8.750,42.30,22.97,19.34,15.32,53.71,32.52,19.78,14.48
8.875,33.36,10.50,15.63,12.53,50.48,20.93,40.48,17.48
9.000,12.18,11.16,11.91,11.69,48.00,19.25,38.40,17.66
9.125,10.72,8.86,7.36,10.81,33.05,11.69,18.72,21.02
9.250,3.20,5.81,4.66,17.13,24.12,4.88,9.12,16.51
9.375,6.07,9.26,4.79,20.49,21.95,7.40,12.00,14.21
9.500,2.36,1.47,5.85,15.71,18.50,6.47,13.50,16.51
9.625,3.55,4.17,7.93,4.30,19.83,3.95,7.84,15.71
9.750,7.40,8.20,11.20,11.25,21.55,5.41,3.95,14.26
9.875,10.72,2.76,8.64,12.49,19.78,13.24,11.82,11.11
10.000,22.88,3.33,2.36,7.44,18.28,28.54,24.91,13.15
10.125,22.44,1.78,2.00,2.80,9.35,36.90,28.59,17.17
10.250,29.56,0.94,1.30,1.30,5.63,37.48,15.89,13.37
10.375,24.78,3.73,2.36,1.96,2.40,39.07,10.85,11.47
10.500,13.19,11.65,2.22,3.60,2.14,30.62,9.17,8.81
10.625,12.93,7.49,18.59,12.31,1.96,11.11,4.61,9.35
10.750,3.91,29.12,33.80,24.78,6.43,2.76,7.36,7.58
10.875,5.63,15.54,32.83,30.71,9.35,6.65,9.12,7.36
11.000,2.84,12.04,15.98,20.89,14.43,9.04,12.09,10.89
11.125,2.67,4.83,2.49,5.50,11.25,8.51,16.16,18.50
11.250,3.33,1.87,2.40,2.40,10.67,7.09,25.71,16.69
11.375,8.73,1.30,0.90,1.12,5.98,8.24,33.05,17.00
11.500,15.54,0.85,1.16,1.03,4.66,24.87,36.28,19.74
11.625,18.72,1.65,1.56,1.92,3.15,23.63,31.59,27.48
11.750,18.90,0.99,3.02,2.93,3.37,10.41,17.75,37.34
11.875,8.51,4.44,4.04,4.39,3.29,9.08,15.76,29.91
12.000,10.14,2.00,3.64,3.15,3.20,9.04,19.52,22.88
12.125,22.26,1.78,4.79,5.41,5.23,23.50,12.80,13.86
12.250,13.64,8.73,7.67,21.91,7.40,41.85,17.22,18.94
12.375,18.55,7.75,12.49,35.97,6.87,38.76,23.15,19.61
12.500,16.33,12.80,17.88,33.36,8.77,25.49,28.45,19.16
12.625,6.34,24.87,16.47,21.51,12.22,23.99,26.68,14.21
12.750,13.28,6.91,12.44,18.99,20.80,17.48,17.48,15.71
12.875,21.29,9.52,8.42,17.75,18.81,17.53,11.20,21.38
13.000,20.18,3.20,2.53,11.51,14.26,24.74,16.42,34.56
13.125,9.57,2.45,4.97,3.37,9.96,21.02,26.15,51.41
13.250,6.56,3.82,2.84,4.30,10.72,8.64,17.48,55.03
13.375,4.30,2.40,7.89,14.21,16.64,4.35,10.27,57.16
13.500,9.35,9.21,9.30,27.61,28.14,6.34,5.98,43.76
13.625,18.72,3.77,4.13,28.41,37.70,19.08,13.46,39.16
13.750,27.61,9.61,6.60,28.76,45.66,30.35,16.02,26.86
13.875,8.73,9.74,9.79,44.20,48.27,26.24,24.96,18.50
14.000,7.97,7.40,10.85,52.69,41.77,7.49,13.37,15.58
14.125,10.14,6.56,20.09,47.03,32.79,19.78,10.10,19.87
14.250,23.94,6.12,20.85,34.11,18.59,24.47,21.64,27.66
14.375,4.13,7.84,12.88,25.05,12.40,20.40,27.08,45.08
14.500,11.07,9.30,2.98,22.39,9.88,13.81,12.22,43.40
14.625,8.73,8.95,6.60,30.58,9.12,14.26,8.33,49.59
14.750,12.40,6.74,11.91,45.66,14.17,17.31,35.66,36.15
14.875,7.40,9.39,17.26,53.49,18.85,21.73,48.97,31.11
15.000,24.78,16.33,16.73,38.89,31.99,24.69,33.76,24.91
15.125,3.77,16.25,8.81,25.49,38.05,20.54,20.36,26.90
15.250,11.91,17.57,9.43,24.16,38.49,17.75,23.59,35.09
15.375,9.21,31.81,17.26,27.44,31.24,18.37,29.03,33.32
15.500,49.28,30.27,17.97,37.21,17.70,5.10,32.83,24.34
15.625,8.06,23.06,18.77,30.27,18.50,12.35,23.81,17.62
15.750,44.20,11.07,19.16,10.76,21.60,10.98,28.10,11.56
15.875,4.88,8.59,20.54,11.82,28.32,3.29,50.04,16.38
