TIME,BETA L,BETA R,ALPHA R,THETA R,DELTA R,ALPHA L,THETA L,DELTA L
sec.,A,B,B,B,B,A,A,A
0.125,1.12,9.88,23.54,===,===,1.12,===,===
0.250,1.43,3.15,17.22,4.66,===,1.69,1.83,===
0.375,1.65,3.77,7.89,10.50,7.00,4.39,6.21,3.91
0.500,4.26,3.60,13.11,15.98,6.82,9.26,9.52,6.91
0.625,3.46,4.30,22.04,13.64,7.80,16.47,8.15,6.78
0.750,1.16,1.96,23.37,5.19,13.41,18.59,3.68,7.40
0.875,3.51,5.50,24.12,5.63,17.75,21.07,5.19,9.21
1.000,3.11,5.37,25.36,9.74,20.49,23.63,6.96,13.19
1.125,3.07,4.92,24.34,6.29,23.41,20.40,8.64,19.16
1.250,6.38,7.49,28.94,6.43,19.47,21.73,13.41,16.07
1.375,5.94,3.37,34.38,3.11,20.89,28.59,6.21,14.12
1.500,7.36,7.62,29.82,4.08,13.86,28.63,3.55,7.05
1.625,7.18,5.85,26.99,9.17,12.00,30.27,6.78,8.33
1.750,5.23,4.92,30.93,15.98,8.73,33.67,9.04,9.70
1.875,4.75,2.36,26.99,13.15,9.79,26.24,7.22,11.69
2.000,8.37,6.60,20.71,7.93,14.03,18.99,8.55,10.41
2.125,4.88,4.13,18.63,9.52,13.11,21.82,9.17,8.37
2.250,10.63,11.78,20.00,5.37,10.32,24.12,9.08,8.33
2.375,5.45,7.53,21.11,3.60,6.74,20.58,12.88,8.73
2.500,3.33,3.29,19.12,6.29,4.88,16.16,16.25,8.59
2.625,6.12,5.23,15.27,7.89,5.72,15.49,13.64,9.88
2.750,5.37,7.36,13.15,6.47,4.61,15.14,7.05,9.17
2.875,8.11,3.15,11.65,7.44,4.39,13.77,6.03,9.17
3.000,2.27,3.55,9.70,5.67,3.95,13.11,3.46,5.98
3.125,7.71,5.01,9.74,5.85,5.32,10.54,4.35,4.97
3.250,6.69,4.39,13.15,8.59,4.79,8.59,9.83,5.14
3.375,6.34,5.41,21.38,10.14,5.32,14.96,10.58,7.13
3.500,8.02,8.64,25.93,4.57,7.09,19.08,8.15,8.95
3.625,4.22,4.30,21.86,7.93,11.91,15.45,8.77,9.35
3.750,4.04,2.84,25.67,7.00,13.15,17.62,6.74,8.37
3.875,5.19,4.52,32.17,4.52,13.41,21.20,6.69,6.03
4.000,11.60,15.80,30.49,9.39,10.54,18.99,9.88,4.17
4.125,6.74,4.61,20.76,7.89,10.36,13.15,4.79,4.30
4.250,5.67,8.59,19.16,4.61,9.74,13.37,5.23,7.09
4.375,8.55,6.25,23.81,4.97,10.54,15.71,5.76,10.05
4.500,7.84,8.28,23.59,9.35,10.23,17.09,5.72,13.77
4.625,7.53,7.84,25.49,8.99,7.89,21.11,4.26,13.02
4.750,4.13,5.63,28.94,13.19,6.21,21.15,15.14,11.11
4.875,6.65,4.57,29.56,11.96,5.98,18.90,20.36,7.67
5.000,2.00,2.45,27.26,7.49,10.67,16.82,17.04,6.43
5.125,4.52,6.69,23.72,8.86,12.93,13.99,9.74,7.18
5.250,4.08,5.19,17.53,7.31,14.12,11.51,6.16,7.67
5.375,3.64,5.94,12.75,3.64,14.34,11.03,5.76,9.48
5.500,8.02,7.84,14.03,3.11,13.11,11.91,8.24,8.99
5.625,7.97,3.95,10.23,6.12,13.59,8.59,5.94,10.41
5.750,5.94,8.15,7.40,9.52,9.26,6.52,2.67,7.53
5.875,5.01,3.11,7.05,15.32,7.22,9.30,7.89,9.39
6.000,3.11,3.95,11.34,12.26,5.90,12.49,11.38,8.11
6.125,2.89,2.67,14.87,6.87,6.21,11.25,11.78,11.25
6.250,3.64,3.77,18.10,2.89,8.20,9.52,13.11,9.88
6.375,9.08,10.45,16.33,2.05,6.03,8.55,9.88,12.22
6.500,9.35,8.42,11.47,3.02,4.66,7.40,7.58,10.50
6.625,7.40,9.61,10.58,1.92,3.64,10.23,3.64,10.63
6.750,6.69,6.74,16.02,2.22,4.17,16.60,3.82,6.78
6.875,8.51,6.82,16.55,2.36,5.59,15.45,5.19,5.54
7.000,2.22,1.92,12.40,5.19,5.90,11.03,11.34,5.50
7.125,11.69,9.66,10.27,7.67,12.57,9.39,15.36,12.62
7.250,5.50,7.49,7.18,10.14,18.77,7.93,12.49,21.91
7.375,5.32,7.31,7.27,10.94,25.84,10.54,6.25,28.01
7.500,3.15,7.62,12.88,7.27,30.27,12.66,2.58,34.11
7.625,5.54,6.96,13.72,5.41,28.54,11.20,4.75,28.32
7.750,7.36,8.77,18.90,6.78,29.91,15.10,6.60,26.29
7.875,11.91,10.45,23.59,7.44,22.48,18.77,7.05,15.58
8.000,8.95,7.84,24.07,7.58,18.72,18.41,9.30,14.48
8.125,5.76,5.23,22.08,3.37,12.35,16.07,8.33,13.24
8.250,5.72,4.79,16.11,2.98,9.43,11.91,7.49,14.12
8.375,7.93,5.94,10.45,9.79,10.54,8.33,3.82,14.52
8.500,4.39,3.95,15.27,11.73,10.67,11.42,4.22,11.96
8.625,12.00,10.76,21.20,6.07,11.96,17.70,6.56,11.25
8.750,5.32,4.08,17.93,6.12,11.03,15.54,6.52,6.65
8.875,6.03,2.93,9.92,8.95,9.12,8.33,4.08,4.48
9.000,8.95,10.85,7.97,5.37,6.87,7.80,7.27,2.18
9.125,5.67,3.60,9.66,1.52,4.44,11.34,11.60,1.74
9.250,7.13,8.02,13.99,1.34,4.92,12.40,10.45,3.33
9.375,7.18,3.91,17.88,2.53,4.61,10.98,7.09,5.37
9.500,6.12,8.46,19.87,2.40,5.14,11.47,5.85,7.58
9.625,4.70,4.48,17.31,2.00,5.37,9.88,9.04,7.97
9.750,8.59,10.19,16.25,2.09,7.09,8.64,14.21,6.56
9.875,6.12,12.09,19.16,3.68,11.60,11.78,15.67,8.59
10.000,9.17,13.41,18.01,4.35,19.65,14.92,11.73,16.95
10.125,9.35,14.30,9.12,16.95,21.42,16.69,12.71,20.45
10.250,6.29,20.67,4.04,35.00,20.85,15.23,10.63,25.75
10.375,8.73,8.59,6.38,33.67,10.94,9.30,10.67,18.63
10.500,5.85,6.56,5.76,14.21,8.73,3.29,7.58,20.49
10.625,13.86,10.45,11.91,4.52,8.06,10.36,3.99,15.49
10.750,3.33,6.78,19.65,3.95,13.81,17.35,5.37,19.74
10.875,8.33,7.93,16.86,5.59,14.96,14.39,7.71,20.31
11.000,6.07,7.31,15.01,10.63,14.87,8.99,8.24,20.93
11.125,7.71,9.21,19.47,18.68,10.72,14.92,9.12,18.50
11.250,2.31,5.59,15.85,16.78,10.27,16.78,4.97,13.11
11.375,4.61,4.83,11.60,7.44,15.49,14.52,4.48,14.52
11.500,2.45,6.96,13.33,7.27,25.36,10.81,4.30,14.56
11.625,4.04,5.85,22.17,6.69,26.68,9.52,4.17,14.34
11.750,5.98,8.59,23.76,5.94,23.99,8.02,3.73,10.85
11.875,5.28,4.61,22.26,9.43,15.54,8.77,5.72,7.93
12.000,4.52,8.11,27.13,9.79,11.20,12.31,7.13,9.08
12.125,6.07,3.99,30.04,12.26,8.81,15.18,9.26,8.42
12.250,3.60,6.29,32.34,13.68,8.59,19.52,9.30,8.51
12.375,7.36,5.01,33.45,13.19,8.24,23.94,6.29,10.14
12.500,4.48,9.92,31.50,13.50,8.06,21.29,3.68,11.73
12.625,1.25,1.69,25.14,11.96,5.63,15.10,8.64,15.41
12.750,8.28,12.66,17.17,7.93,6.16,10.85,11.73,18.68
12.875,8.77,13.28,18.85,13.06,4.52,15.89,15.27,18.63
13.000,7.75,14.12,24.74,9.92,3.91,20.89,16.11,17.66
13.125,10.50,10.45,26.24,5.01,4.66,22.30,19.56,10.36
13.250,4.44,6.07,20.31,7.27,6.69,17.66,11.82,7.09
13.375,4.13,4.75,17.57,8.51,6.87,13.33,4.26,6.07
13.500,6.43,8.46,26.42,13.41,6.96,20.05,6.69,7.31
13.625,6.69,3.73,28.85,14.61,8.28,22.17,9.70,13.81
13.750,2.84,4.61,25.22,13.19,11.96,20.27,11.25,13.90
13.875,2.67,7.58,17.70,12.13,12.62,12.31,7.18,18.59
14.000,1.21,5.06,17.35,9.96,12.35,4.66,2.89,14.39
14.125,1.52,3.11,18.85,9.39,9.74,1.61,1.96,17.22
14.250,2.14,7.75,18.46,8.46,9.74,1.96,2.31,10.72
14.375,1.03,6.74,15.63,4.66,7.67,0.94,1.21,8.33
14.500,2.18,7.05,12.57,7.00,8.73,2.67,2.45,3.11
14.625,1.96,5.50,9.96,5.14,7.62,3.07,3.64,5.72
14.750,2.31,4.92,7.80,9.88,11.29,3.29,3.73,9.61
14.875,6.07,6.69,9.96,11.29,10.76,6.87,5.76,14.52
15.000,5.01,6.29,17.40,5.28,10.63,11.07,5.76,12.75
15.125,3.82,5.72,21.46,2.84,9.66,15.01,6.82,10.32
15.250,4.48,8.28,24.60,9.26,14.30,19.16,9.26,10.72
15.375,9.88,10.54,29.29,9.61,16.86,18.90,11.60,14.79
15.500,2.14,6.65,26.86,4.66,17.62,11.29,11.65,22.97
15.625,3.60,4.30,20.98,6.25,14.61,3.15,6.82,20.23
15.750,1.83,7.53,20.36,2.05,14.87,1.61,2.09,17.35
15.875,1.21,2.80,30.31,3.51,12.66,0.99,1.43,8.24
16.000,0.90,2.84,35.48,3.82,9.96,1.43,1.38,5.19
16.125,1.12,8.20,29.03,5.37,8.37,1.69,1.65,3.07
16.250,2.84,3.07,23.85,6.25,10.10,1.83,1.47,2.84
16.375,1.34,3.95,21.33,3.99,13.72,4.08,2.58,3.64
16.500,1.38,4.92,21.91,2.71,21.82,6.78,7.40,9.43
16.625,3.37,7.75,21.11,4.44,26.95,10.67,16.02,13.90
16.750,3.91,7.84,16.69,5.06,32.17,12.22,22.30,19.83
16.875,2.76,13.90,6.43,3.20,31.06,10.14,19.52,22.13
17.000,6.52,10.89,13.19,7.40,24.78,14.61,11.96,21.02
17.125,1.43,7.49,22.35,7.75,21.33,17.97,7.00,22.00
17.250,4.08,2.98,21.51,7.40,15.05,14.21,3.95,16.33
