TIME,BETA L,BETA R,ALPHA R,THETA R,DELTA R,ALPHA L,THETA L,DELTA L
sec.,A,B,B,B,B,A,A,A
0.125,2.49,4.97,7.93,===,===,1.69,===,===
0.250,3.82,3.42,4.08,12.18,===,3.42,5.01,===
0.375,6.07,7.58,9.66,12.26,16.91,6.12,11.82,16.64
0.500,7.80,11.20,11.03,18.85,19.21,10.01,14.52,27.83
0.625,8.59,11.60,9.26,13.06,19.70,11.60,15.89,38.67
0.750,8.11,7.09,12.22,6.56,20.09,14.87,15.54,49.20
0.875,12.00,18.41,10.81,11.51,20.05,13.11,12.71,50.43
1.000,5.50,3.86,4.57,18.85,20.00,5.10,13.59,49.20
1.125,4.04,20.71,18.24,21.11,27.17,7.49,24.34,42.96
1.250,2.49,13.28,22.88,30.13,29.03,6.60,23.41,45.44
1.375,7.93,43.93,26.24,30.49,30.44,2.45,10.72,44.60
1.500,3.77,15.94,21.60,21.77,25.58,5.23,9.12,38.14
1.625,14.30,20.93,12.57,18.19,15.41,4.83,14.26,25.49
1.750,9.74,11.25,17.35,26.90,13.86,5.67,19.61,24.16
1.875,5.85,22.30,33.36,35.09,12.84,8.77,8.64,31.90
2.000,6.87,12.09,31.77,34.82,28.19,11.96,20.00,34.38
2.125,3.73,8.20,22.26,24.69,32.39,13.90,23.01,35.13
2.250,4.52,6.12,17.17,10.36,39.02,14.79,15.71,25.14
2.375,20.09,38.18,25.05,5.32,33.10,15.54,12.22,30.31
2.500,4.26,12.80,22.17,6.16,29.56,13.64,15.89,33.10
2.625,5.90,15.71,14.03,13.55,24.60,13.68,22.48,46.06
2.750,10.23,20.80,13.06,19.83,14.92,14.70,29.56,37.83
2.875,8.33,9.74,12.40,23.32,9.79,11.34,35.13,30.71
3.000,8.15,15.49,8.42,17.26,5.06,9.88,20.89,18.46
3.125,8.59,6.87,9.61,14.79,8.28,9.70,13.64,25.62
3.250,10.63,5.98,6.78,18.81,10.63,7.58,27.26,30.40
3.375,11.20,12.84,7.18,16.86,14.87,5.54,25.31,36.15
3.500,7.00,2.93,7.89,12.31,14.48,9.66,15.05,30.22
3.625,7.53,4.52,11.78,12.18,12.75,18.32,9.39,21.77
3.750,5.90,5.63,15.23,22.17,8.33,19.03,14.39,11.51
3.875,9.83,4.83,11.16,30.84,6.91,7.31,23.19,3.55
4.000,9.74,5.41,6.12,21.24,7.62,13.68,17.57,1.87
4.125,6.65,6.03,17.79,14.43,7.00,24.16,7.09,4.17
4.250,5.37,7.18,16.20,25.40,4.88,18.72,12.49,4.61
4.375,6.74,2.67,11.91,34.11,7.67,8.02,22.79,7.31
4.500,5.01,4.66,19.12,23.63,11.73,9.43,21.42,6.56
4.625,2.45,6.65,16.33,8.59,17.35,11.03,8.73,9.35
4.750,9.83,6.16,3.91,9.74,17.04,3.42,5.45,7.89
4.875,3.95,5.72,9.35,11.60,12.93,8.99,14.61,6.34
5.000,7.18,3.11,13.77,20.18,10.19,12.18,20.23,5.54
5.125,4.88,6.65,15.32,27.21,11.07,9.61,13.06,6.25
5.250,7.80,2.36,15.27,24.21,13.86,5.76,12.93,8.68
5.375,8.06,2.62,7.36,26.29,14.74,7.53,26.68,8.11
5.500,7.71,6.91,2.71,26.55,9.35,10.63,20.00,8.28
5.625,3.86,5.72,11.16,23.32,7.93,7.58,7.49,7.22
5.750,4.22,7.62,20.36,17.53,5.67,14.65,3.46,6.47
5.875,11.60,8.90,17.44,14.79,5.50,21.42,14.34,4.88
6.000,4.83,5.10,7.93,19.16,3.60,11.78,19.16,5.54
6.125,6.52,9.88,6.25,20.76,4.04,4.44,12.13,6.87
6.250,9.39,7.27,6.56,14.34,5.85,11.20,25.00,7.31
6.375,6.56,5.76,5.14,18.90,7.00,9.04,31.64,5.41
6.500,3.37,3.51,2.09,31.19,7.09,5.37,28.41,4.04
6.625,7.97,5.50,5.14,30.97,5.94,14.70,21.82,3.95
6.750,5.10,5.72,4.79,25.40,6.03,14.92,13.28,5.54
6.875,9.52,5.14,7.67,20.45,7.40,16.73,15.18,4.97
7.000,4.92,4.08,19.70,11.38,7.22,21.64,20.93,4.79
7.125,4.13,3.91,20.62,19.47,7.13,19.61,23.99,6.21
7.250,7.40,8.55,16.78,17.70,5.94,12.80,22.04,7.05
7.375,4.35,4.04,17.53,12.09,11.91,10.89,17.26,12.53
7.500,5.98,5.67,13.33,18.01,24.38,7.84,18.94,19.87
7.625,5.81,4.22,8.51,16.33,32.08,6.65,15.80,32.39
7.750,2.67,4.92,10.50,29.03,41.99,9.57,13.55,48.27
7.875,7.58,11.87,6.96,29.60,34.07,9.70,13.72,46.01
8.000,5.37,2.62,13.02,18.28,29.29,13.06,13.99,44.82
8.125,4.48,3.29,22.75,23.06,14.21,17.66,19.96,23.15
8.250,4.70,7.58,20.31,19.25,8.86,17.22,24.83,17.26
8.375,3.68,3.42,13.02,9.96,12.09,13.50,17.31,11.16
8.500,4.08,2.89,7.31,12.44,22.08,10.45,8.55,17.75
8.625,3.11,2.18,7.00,7.40,26.42,10.54,3.86,25.27
8.750,1.96,2.45,6.87,6.43,29.43,6.69,5.72,31.33
8.875,8.15,6.38,6.34,10.50,21.46,4.97,8.02,40.84
9.000,5.45,4.66,1.61,12.80,25.09,4.79,8.15,44.77
9.125,11.65,12.75,1.38,11.78,20.49,5.94,7.27,40.75
9.250,10.58,10.05,2.53,8.20,23.45,16.91,11.34,34.64
9.375,39.86,9.08,3.15,10.98,16.33,29.29,21.20,21.64
9.500,26.64,5.50,7.80,10.27,13.46,27.66,26.51,18.41
9.625,10.19,6.74,8.06,7.40,10.63,15.45,27.66,12.80
9.750,10.14,8.64,10.72,15.63,12.62,4.97,17.62,14.52
9.875,8.06,6.29,9.96,11.56,18.24,2.76,9.66,15.18
10.000,7.05,3.64,11.34,15.41,19.12,3.95,11.11,12.57
10.125,7.13,3.55,12.49,27.88,23.32,7.31,22.39,13.99
10.250,5.98,3.42,12.88,28.10,23.59,7.75,28.54,15.98
10.375,6.56,6.47,8.99,15.67,35.66,4.66,19.25,32.48
10.500,4.57,3.73,2.76,8.99,44.73,5.01,12.84,35.79
10.625,5.59,4.48,5.14,13.72,45.04,9.43,18.77,38.80
10.750,4.92,16.25,6.91,14.43,41.50,8.99,31.50,24.38
10.875,1.83,3.11,11.25,12.93,29.25,12.13,34.20,23.23
11.000,6.65,9.30,13.46,22.79,30.22,11.56,34.25,19.87
11.125,6.69,5.85,4.30,28.23,28.01,3.15,22.57,25.05
11.250,5.10,3.77,9.12,28.05,35.62,9.83,11.11,19.30
11.375,5.72,2.58,11.73,20.98,31.37,14.52,8.73,15.32
11.500,6.07,4.35,5.90,20.31,29.20,7.36,6.65,8.37
11.625,8.42,4.39,3.11,14.96,19.65,2.80,20.05,7.27
11.750,3.24,4.75,4.52,19.83,14.65,2.58,33.67,7.40
11.875,5.41,5.85,3.02,21.24,8.95,5.94,30.18,9.74
12.000,5.10,5.32,8.51,15.36,10.50,6.78,21.82,10.36
12.125,10.85,10.67,8.06,10.98,18.19,9.83,20.05,16.55
12.250,4.44,6.91,5.90,12.18,24.52,7.53,17.31,18.63
12.375,9.48,11.07,7.53,6.60,29.16,7.71,8.06,22.44
12.500,4.30,5.54,8.15,2.62,21.60,5.85,4.79,14.96
12.625,10.45,4.75,5.90,2.71,19.70,2.76,3.60,11.96
12.750,5.72,9.43,9.66,4.35,11.42,7.71,6.74,5.54
12.875,3.86,8.68,12.53,12.44,11.96,13.68,8.77,5.01
13.000,3.42,5.06,12.18,21.77,9.52,15.32,14.96,3.51
13.125,3.95,9.52,11.07,23.68,9.70,14.65,26.90,3.15
13.250,3.42,5.63,11.82,25.22,17.88,17.79,36.46,5.14
13.375,6.07,4.97,14.39,24.91,22.26,16.91,30.27,6.21
13.500,6.69,7.53,13.15,14.03,32.52,9.52,11.20,9.30
13.625,6.60,2.49,7.00,8.46,27.70,4.79,8.51,7.53
13.750,4.04,10.14,3.99,10.72,22.70,3.46,13.15,6.47
13.875,7.67,6.78,9.61,12.26,13.95,6.38,14.26,7.58
14.000,2.62,6.52,18.10,21.77,15.18,9.26,16.11,13.86
14.125,5.19,4.52,10.63,18.94,17.93,9.52,16.82,17.84
14.250,3.95,5.19,15.80,14.52,21.91,20.71,18.46,20.36
14.375,7.00,5.32,15.54,26.90,21.51,20.62,29.51,16.91
14.500,7.22,6.16,6.03,29.43,22.30,6.25,31.68,14.65
14.625,4.35,8.24,13.24,20.49,22.35,7.49,23.01,11.38
14.750,7.80,4.44,9.30,8.42,24.21,8.59,11.69,12.62
14.875,3.46,3.64,4.97,14.08,24.43,7.27,15.32,13.55
15.000,7.36,6.82,2.31,27.74,23.99,10.14,21.73,15.98
15.125,8.73,8.46,12.44,21.20,20.36,21.38,16.29,15.45
15.250,7.13,3.02,12.71,8.46,23.28,20.67,28.45,15.18
15.375,5.10,5.28,13.50,13.19,25.80,7.13,28.32,11.87
15.500,9.96,4.08,15.45,27.13,23.99,7.31,13.90,8.37
15.625,2.27,11.34,5.67,29.25,16.16,4.61,14.61,17.13
15.750,4.92,6.16,18.72,19.12,10.81,5.85,13.11,30.97
15.875,7.18,11.65,26.37,5.59,10.98,10.14,4.75,41.85
16.000,7.09,4.83,17.44,9.83,13.81,4.17,11.73,44.73
16.125,11.38,10.89,7.13,19.56,13.81,8.73,13.19,33.18
16.250,6.43,9.57,5.19,20.31,14.79,9.92,8.02,24.43
16.375,12.71,14.79,4.39,13.90,19.25,3.15,5.01,15.67
16.500,3.29,4.57,6.87,7.31,23.32,2.22,10.10,21.07
16.625,5.76,7.22,6.56,6.47,22.57,3.95,11.03,32.21
16.750,9.08,9.83,11.42,20.85,18.85,9.52,15.27,35.13
16.875,10.36,13.41,13.86,25.14,13.90,16.11,22.26,32.96
17.000,9.08,6.65,11.07,12.04,13.06,16.82,11.96,27.30
17.125,9.35,5.98,8.51,7.75,11.51,6.43,12.57,24.03
17.250,5.14,14.39,16.11,13.81,9.43,14.39,19.39,24.38
17.375,9.21,4.39,18.15,21.42,8.02,20.40,13.24,17.22
17.500,7.89,11.91,17.93,23.72,12.18,18.90,22.35,18.41
17.625,10.54,9.92,13.81,26.06,21.02,16.16,42.12,19.30
17.750,8.15,4.88,14.21,21.60,35.18,14.39,35.09,27.66
17.875,5.98,7.22,11.60,10.50,40.84,8.42,24.16,33.58
18.000,4.39,4.35,6.07,11.60,35.79,8.73,18.10,28.05
18.125,3.99,5.81,17.26,9.35,25.84,17.44,13.06,20.67
18.250,5.50,13.11,21.69,17.09,16.69,18.37,26.55,15.14
18.375,8.15,3.99,14.43,29.07,25.09,11.82,28.89,27.17
18.500,4.17,8.77,2.67,20.36,30.97,7.62,12.57,34.56
18.625,5.63,5.10,3.42,8.11,44.68,16.25,8.15,48.71
18.750,15.94,3.91,5.01,5.23,50.83,12.13,10.85,46.67
18.875,4.17,4.97,10.23,9.96,49.64,4.88,5.23,52.34
19.000,7.84,3.73,9.43,17.09,46.32,6.21,10.01,51.01
19.125,4.22,11.87,9.17,14.65,32.43,8.86,17.31,47.25
19.250,9.96,6.03,28.54,14.48,36.63,20.80,32.65,46.81
19.375,11.82,29.20,39.55,18.59,30.66,41.15,33.94,29.65
19.500,22.00,6.03,34.20,16.82,34.03,45.61,14.12,20.62
19.625,12.18,12.49,13.41,8.06,22.84,26.20,13.11,9.04
