"Time","beta L","beta R","alpha R","theta R","delta R","alpha L","theta L","delta L"
"sec.","A","B","B","B","B","A","A","A"
0.125,1.69,7.31,3.20,===,===,1.38,===,===
0.250,2.67,2.53,5.19,7.13,===,2.09,2.67,===
0.375,2.00,2.49,3.11,5.01,7.67,2.80,8.81,6.91
0.500,5.32,10.89,7.84,18.32,12.44,7.62,24.52,12.35
0.625,6.78,5.37,13.81,30.09,15.76,15.49,34.91,16.16
0.750,6.29,9.96,13.72,35.35,22.30,18.59,34.29,18.46
0.875,4.79,5.81,6.25,32.17,25.09,9.79,28.28,21.55
1.000,3.51,4.57,12.49,33.49,27.13,8.46,29.43,21.69
1.125,11.07,7.80,16.55,32.74,28.32,15.23,29.87,25.84
1.250,10.98,9.61,14.43,29.38,30.09,17.70,29.60,29.91
1.375,8.28,7.31,12.13,28.05,30.58,16.16,29.38,33.80
1.500,7.18,11.47,8.42,32.48,27.88,7.80,24.69,34.20
1.625,8.51,6.29,10.98,31.11,21.86,8.28,19.39,32.03
1.750,4.83,4.92,12.71,27.61,15.18,14.34,20.18,25.75
1.875,9.35,8.77,13.95,18.99,10.10,17.26,17.57,18.55
2.000,2.22,9.74,16.78,6.34,9.57,14.26,12.88,9.74
2.125,9.70,11.91,13.15,11.07,12.40,3.37,13.86,9.66
2.250,3.42,9.92,14.96,21.69,22.22,10.76,16.11,12.66
2.375,13.86,10.05,18.32,23.41,24.29,13.50,16.29,19.61
2.500,18.10,3.51,15.94,21.77,25.58,2.80,15.80,20.27
2.625,29.29,9.79,22.00,25.27,17.17,10.32,33.98,22.08
2.750,28.28,7.22,17.48,33.36,15.98,15.80,42.92,20.14
2.875,15.67,7.44,12.97,31.64,18.19,17.93,37.25,29.60
3.000,16.20,8.11,10.32,18.32,31.90,9.30,15.36,35.71
3.125,11.60,4.88,12.62,8.11,32.21,11.25,15.32,37.39
3.250,6.96,10.19,18.99,13.50,37.21,15.76,33.98,30.22
3.375,8.28,10.45,7.05,23.23,26.02,8.95,35.57,22.17
3.500,8.46,7.67,15.10,24.07,23.37,5.54,17.75,21.07
3.625,10.85,4.75,17.62,27.79,20.23,11.47,12.66,23.68
3.750,10.94,6.60,10.89,31.42,30.75,7.75,15.54,38.45
3.875,11.03,7.44,7.00,30.84,35.84,4.66,20.85,41.41
4.000,5.72,5.59,6.34,29.78,42.92,4.88,21.51,45.39
4.125,7.80,9.35,7.71,34.47,37.65,8.15,23.90,32.79
4.250,7.71,7.80,8.73,41.68,34.03,7.40,34.91,27.57
4.375,10.54,11.20,4.44,36.33,26.82,4.70,38.18,21.29
4.500,5.85,7.89,3.55,24.43,23.59,6.87,30.80,21.91
4.625,13.50,7.18,4.97,14.21,33.14,10.01,18.06,30.27
4.750,10.98,15.10,3.60,5.01,37.48,7.09,6.38,31.46
4.875,8.55,4.08,4.48,6.07,38.01,5.90,5.94,31.02
5.000,37.30,41.37,12.00,20.31,32.08,11.56,16.78,20.40
5.125,5.45,8.37,15.45,27.30,24.47,16.73,20.45,20.36
5.250,18.24,21.73,15.36,15.49,19.70,14.96,11.03,16.78
5.375,6.82,13.55,11.42,11.03,11.65,8.86,14.43,23.01
5.500,8.64,6.96,15.89,17.13,11.78,15.27,13.68,20.31
5.625,23.32,9.79,17.93,20.89,10.36,25.53,5.94,22.35
5.750,31.50,9.17,13.19,31.81,11.03,25.40,11.03,17.22
5.875,10.81,4.75,6.16,41.90,17.04,13.41,27.57,22.48
6.000,17.22,11.87,8.90,34.42,23.19,9.88,34.73,24.74
6.125,16.20,9.52,21.46,27.13,30.13,18.59,31.81,28.14
6.250,14.30,12.57,24.07,29.34,33.45,18.59,30.97,26.55
6.375,37.78,23.81,27.61,23.32,30.53,17.88,17.66,21.86
6.500,15.54,12.66,28.98,19.12,24.83,23.94,16.11,17.22
6.625,11.47,9.12,19.08,22.26,12.04,17.26,30.97,14.52
6.750,10.23,7.40,6.65,11.47,10.27,7.13,22.61,18.06
6.875,4.61,6.38,6.91,10.01,8.99,9.21,8.90,20.67
7.000,9.04,8.11,7.31,6.82,9.26,9.39,5.28,17.79
7.125,1.69,5.32,4.35,9.61,12.40,5.32,15.85,12.88
7.250,4.48,9.52,9.96,23.76,16.29,7.49,30.13,10.10
7.375,6.38,7.53,13.41,35.84,22.92,17.26,39.42,10.98
7.500,17.22,5.94,14.61,41.63,18.32,18.72,35.35,12.26
7.625,21.38,7.84,13.99,34.11,17.26,17.26,17.22,14.79
7.750,3.07,3.07,11.11,15.23,16.33,13.06,13.46,15.80
7.875,8.73,5.19,11.82,9.96,18.06,5.41,25.53,20.58
8.000,3.55,2.53,18.46,14.30,23.54,17.31,23.41,28.45
8.125,14.87,13.95,12.97,23.10,21.20,14.70,26.68,30.00
8.250,8.68,10.14,6.16,31.02,24.74,5.72,24.43,30.80
8.375,8.06,8.99,10.58,20.49,16.47,11.03,8.28,20.23
8.500,4.57,9.21,6.03,11.16,17.44,4.13,6.56,17.04
8.625,10.41,10.81,17.26,19.87,11.60,14.79,10.72,11.07
8.750,7.36,17.53,16.91,29.51,11.82,14.56,21.64,8.33
8.875,14.26,6.65,7.80,22.92,8.95,12.88,22.22,13.15
9.000,11.20,40.97,13.90,13.33,13.24,7.80,19.47,19.83
9.125,13.46,26.24,15.49,16.33,21.77,14.03,16.38,34.82
9.250,10.54,10.32,7.31,18.77,24.83,18.01,8.06,40.70
9.375,17.31,14.83,20.54,23.99,24.03,15.94,11.47,42.74
9.500,16.33,12.04,25.18,19.74,18.99,23.10,17.17,39.20
9.625,10.76,15.63,16.38,12.13,22.88,22.39,16.42,39.24
9.750,10.45,11.03,9.79,19.83,25.05,11.38,21.29,36.68
9.875,8.95,10.72,8.28,15.01,25.14,10.01,16.07,36.19
10.000,8.95,12.49,15.14,15.80,20.18,21.29,22.44,26.86
10.125,21.33,20.67,32.12,40.57,23.41,37.56,35.93,31.02
10.250,11.25,9.74,34.69,45.97,29.74,34.56,33.89,32.70
10.375,17.97,13.81,23.54,26.51,31.77,17.48,17.13,32.26
