TIME,PIP BETA R,PIP ALPHA R,PIP THETA R,PIP DELTA R,PIP BETA L,PIP ALPHA L,PIP THETA L,PIP DELTA L,BETA L,BETA R,ALPHA R,THETA R,DELTA R,ALPHA L,THETA L,DELTA L
sec.,B,B,B,B,A,A,A,A,A,B,B,B,B,A,A,A
0.125,===,===,===,===,===,===,===,===,5.59,18.41,2.76,===,===,2.49,===,===
0.250,===,===,===,===,===,===,===,===,11.42,6.25,5.10,32.08,===,7.71,7.49,===
0.375,===,===,===,===,===,===,===,===,13.41,20.23,14.70,16.55,31.46,28.01,17.13,10.19
0.500,===,===,===,===,===,===,===,===,29.65,21.91,21.73,18.46,31.95,37.65,23.45,18.90
0.625,===,===,===,===,===,===,===,===,17.62,4.39,16.33,24.07,31.90,22.39,26.59,33.18
0.750,===,===,===,===,===,===,===,===,9.21,7.09,4.97,15.67,33.01,13.99,19.83,41.28
0.875,===,===,===,===,===,===,===,===,20.36,7.67,16.47,7.58,30.88,12.31,9.26,47.74
1.000,===,===,===,===,===,===,===,===,51.67,9.08,16.42,10.36,26.64,12.40,2.62,48.62
1.125,===,===,===,===,===,===,===,===,17.17,16.55,11.29,12.53,23.68,8.06,11.73,43.84
1.250,===,===,===,===,===,===,===,===,50.12,31.90,25.40,12.49,24.83,14.12,29.34,37.74
1.375,===,===,===,===,===,===,===,===,22.00,19.12,25.58,18.99,31.33,18.06,38.27,24.60
1.500,===,===,===,===,===,===,===,===,9.12,23.41,14.70,31.81,30.93,12.88,26.82,20.45
1.625,===,===,===,===,===,===,===,===,6.65,17.00,6.56,29.87,33.14,10.45,9.96,19.08
1.750,===,===,===,===,===,===,===,===,12.97,13.95,6.78,18.10,25.98,20.71,9.39,16.86
1.875,===,===,===,===,===,===,===,===,32.79,10.36,4.79,13.95,31.59,28.63,16.55,18.41
2.000,===,===,===,===,===,===,===,===,4.35,9.61,13.68,21.77,30.00,18.06,12.93,21.02
2.125,===,===,===,===,===,===,===,===,7.49,26.02,28.81,36.90,32.43,9.30,5.63,21.29
