TIME,BETA L,BETA R,ALPHA R,THETA R,DELTA R,ALPHA L,THETA L,DELTA L
sec.,A,B,B,B,B,A,A,A
0.125,1.87,8.51,7.22,===,===,1.12,===,===
0.250,2.14,3.29,6.74,11.34,===,2.00,2.76,===
0.375,4.26,8.55,12.40,6.25,14.21,9.57,4.30,7.67
0.500,3.68,4.88,17.84,12.00,18.24,18.63,13.90,12.04
0.625,16.25,9.61,19.25,27.97,18.90,22.22,27.88,13.28
0.750,8.28,9.57,10.14,33.01,17.93,15.67,33.72,15.18
0.875,22.26,21.86,7.49,38.89,17.75,8.33,41.77,18.24
1.000,15.32,16.25,15.10,46.98,30.27,15.32,48.93,33.54
1.125,10.76,7.67,20.23,36.81,37.03,17.84,35.26,41.99
1.250,7.67,6.78,17.26,21.29,39.38,11.82,14.61,45.26
1.375,4.44,5.63,14.34,14.48,26.15,10.85,8.64,37.17
1.500,4.83,2.76,14.30,4.26,16.38,12.75,3.86,23.76
1.625,4.97,8.95,13.37,5.23,10.63,9.08,6.74,15.01
1.750,10.45,2.89,10.94,7.00,9.70,4.52,10.63,6.52
1.875,7.84,16.51,10.14,2.27,8.64,4.13,5.94,6.21
2.000,7.31,5.19,8.59,7.00,9.35,4.22,5.23,10.23
2.125,3.07,5.90,3.42,15.71,14.74,2.67,15.63,13.90
2.250,4.52,5.81,15.45,21.38,19.65,10.81,24.60,18.24
2.375,8.46,8.99,20.93,16.73,30.04,16.69,18.59,23.15
2.500,9.57,3.02,17.70,8.06,38.05,15.27,9.04,30.00
2.625,8.55,4.88,22.22,17.93,41.50,15.67,8.02,30.71
2.750,27.39,21.77,29.12,26.29,38.98,14.26,7.44,27.66
2.875,11.20,13.37,26.46,20.36,34.07,10.63,14.39,21.55
3.000,14.79,8.77,10.50,11.91,28.81,2.76,20.36,18.41
3.125,6.52,10.54,7.44,12.40,26.55,9.92,17.53,20.85
3.250,6.43,4.57,9.92,9.30,18.63,10.45,12.35,17.35
3.375,7.93,11.82,7.97,8.99,24.21,7.71,11.47,23.50
3.500,2.89,0.85,7.27,6.43,20.45,5.37,7.93,18.68
3.625,8.86,16.64,9.48,6.21,26.64,8.51,7.27,25.67
3.750,10.50,15.18,17.53,17.17,23.63,12.22,17.09,24.91
3.875,31.73,14.26,25.84,28.54,37.25,11.51,39.77,34.60
4.000,20.36,29.12,27.44,27.52,35.66,4.66,54.68,35.48
4.125,12.04,3.20,16.11,26.33,47.16,13.55,46.28,50.74
4.250,10.81,12.13,5.59,20.27,38.54,14.21,22.39,46.81
4.375,6.07,3.82,10.72,13.02,43.22,11.16,10.05,50.30
4.500,10.58,3.68,15.27,26.90,28.45,15.80,28.89,28.41
4.625,6.96,8.42,14.65,35.04,20.45,20.18,34.29,22.97
4.750,17.04,8.90,18.90,28.98,17.04,18.01,23.10,18.46
4.875,16.16,8.37,18.10,25.67,20.40,18.41,24.65,25.00
5.000,32.12,16.60,13.86,45.92,32.17,25.27,45.75,21.82
5.125,26.82,10.67,12.66,57.07,40.17,22.00,44.60,14.92
5.250,21.15,8.77,12.35,41.94,42.21,11.51,23.32,15.85
5.375,15.18,3.77,5.90,19.78,44.20,9.30,8.02,22.97
5.500,7.80,6.21,5.14,11.96,34.42,2.93,6.16,25.53
5.625,2.31,3.73,3.73,20.18,27.57,3.37,5.28,19.61
5.750,9.30,10.63,2.09,19.61,16.82,3.07,9.21,15.32
5.875,9.26,15.27,3.82,10.72,9.88,7.58,6.52,15.23
6.000,5.81,7.49,4.70,13.19,10.63,10.54,8.33,17.75
6.125,5.85,12.35,7.80,20.71,15.80,12.40,15.10,17.26
6.250,6.52,6.78,16.47,25.00,16.82,9.48,30.09,17.44
6.375,24.29,25.89,15.80,46.28,18.46,4.97,49.33,24.43
6.500,12.97,29.87,7.27,54.90,15.76,9.39,59.06,26.95
6.625,8.68,9.17,5.63,40.70,26.37,11.29,40.70,30.62
6.750,6.12,19.12,8.42,15.67,27.83,12.00,14.26,29.12
6.875,4.35,10.01,11.42,5.01,35.48,18.06,5.10,25.14
7.000,5.85,9.08,13.33,13.50,25.22,18.85,5.41,26.29
7.125,6.25,13.95,6.21,19.08,24.43,11.96,12.04,21.51
7.250,7.89,3.64,7.18,17.00,15.67,6.74,13.55,21.15
7.375,4.66,12.22,5.54,23.50,14.48,6.52,14.74,17.44
