TIME,BETA L,BETA R,ALPHA R,THETA R,DELTA R,ALPHA L,THETA L,DELTA L
sec.,A,B,B,B,B,A,A,A
0.125,1.92,4.39,7.09,===,===,0.99,===,===
0.250,3.99,1.61,2.89,3.02,===,2.00,3.24,===
0.375,2.49,1.34,1.12,2.14,7.22,4.61,7.27,7.75
0.500,9.66,2.22,1.65,1.21,4.48,4.88,13.28,11.34
0.625,11.34,2.09,1.30,0.85,3.37,2.84,12.57,14.12
0.750,3.99,1.12,1.16,0.72,4.88,5.14,10.05,14.43
0.875,2.98,2.71,1.52,0.85,5.50,8.33,17.40,16.25
1.000,5.67,1.56,1.38,0.94,6.43,5.85,16.73,21.07
1.125,1.69,3.11,0.90,1.03,5.67,3.29,11.82,22.44
1.250,1.96,2.84,1.83,1.34,5.06,5.23,9.88,21.86
1.375,6.43,2.31,2.05,1.61,5.23,5.19,9.17,18.90
1.500,3.99,2.22,2.09,2.89,4.70,4.17,8.55,20.36
1.625,9.12,7.80,3.55,4.13,5.94,6.56,6.74,21.29
1.750,4.08,4.08,5.06,3.91,5.10,5.32,3.91,19.08
1.875,2.67,6.03,7.31,7.40,5.85,3.20,5.06,13.64
2.000,9.88,3.86,8.11,9.96,5.19,5.10,6.91,10.50
2.125,1.52,6.82,5.06,7.00,4.39,6.91,8.24,8.59
2.250,7.18,5.67,3.11,2.80,2.84,6.56,6.82,8.64
2.375,3.64,2.71,4.26,2.62,1.47,6.60,3.86,8.55
2.500,8.06,2.71,2.98,1.65,1.34,5.45,2.53,8.64
2.625,4.13,1.78,3.20,2.14,2.05,4.57,2.00,5.81
2.750,2.71,1.07,4.66,2.05,2.27,1.61,1.34,4.08
2.875,3.07,2.58,4.88,1.43,2.27,1.25,2.98,3.15
3.000,2.49,1.87,3.37,1.61,1.61,2.67,3.64,3.77
3.125,2.22,2.58,2.36,1.56,2.00,2.53,5.45,8.81
3.250,2.09,1.92,2.05,1.38,2.49,3.11,2.93,12.22
3.375,1.87,2.45,1.61,1.21,3.64,3.60,2.53,19.92
3.500,2.93,1.65,1.52,1.96,3.15,3.51,3.60,16.07
3.625,3.11,2.09,2.18,2.36,3.24,3.42,2.89,14.34
3.750,1.38,1.65,2.22,2.49,2.18,2.05,1.69,7.58
