TIME,BETA L,BETA R,ALPHA R,THETA R,DELTA R,ALPHA L,THETA L,DELTA L
sec.,A,B,B,B,B,A,A,A
0.125,1.87,7.05,7.58,===,===,1.78,===,===
0.250,2.18,1.47,4.70,12.04,===,2.53,3.95,===
0.375,7.49,5.85,3.11,8.20,12.00,3.86,11.47,8.24
0.500,4.04,6.03,6.82,10.81,12.84,3.77,17.13,15.32
0.625,7.84,14.79,8.02,8.28,12.26,5.54,14.43,15.10
0.750,8.77,23.94,3.51,13.55,16.73,15.36,10.54,20.89
0.875,8.15,13.02,12.75,20.18,19.08,25.93,16.60,19.39
1.000,17.79,22.75,22.88,30.66,26.46,31.37,22.84,27.61
1.125,9.88,11.03,28.19,28.85,30.04,27.08,21.42,30.49
1.250,7.09,12.97,31.11,18.19,26.29,24.25,14.21,29.56
1.375,11.56,7.18,30.75,13.11,19.96,22.30,10.85,24.60
1.500,10.58,3.20,12.62,13.19,9.12,10.32,13.64,14.74
1.625,12.80,12.49,14.92,18.37,5.90,4.52,19.61,9.70
1.750,12.57,10.67,15.18,18.63,4.52,4.26,26.20,7.05
1.875,8.42,7.00,13.72,28.45,5.98,11.16,23.41,5.23
2.000,5.81,5.81,21.95,40.17,5.32,13.55,15.36,5.54
2.125,8.73,14.26,16.47,36.41,5.54,14.52,10.36,3.99
2.250,3.02,4.26,22.84,26.15,5.54,16.16,9.70,6.43
2.375,5.76,10.85,32.65,19.08,8.99,26.64,9.96,8.64
2.500,3.64,3.29,23.37,30.62,10.81,27.30,6.03,9.79
2.625,6.52,5.67,19.21,49.59,17.04,20.67,17.70,9.66
2.750,3.60,18.24,18.28,40.53,18.06,16.78,28.45,7.62
2.875,4.17,13.37,8.95,18.10,21.29,9.79,36.19,8.15
3.000,3.60,34.38,13.55,18.81,17.53,8.86,38.93,9.83
3.125,7.71,17.97,19.39,17.31,12.57,8.95,24.74,11.82
3.250,5.19,12.40,16.78,21.02,9.08,3.99,19.25,12.84
3.375,5.54,17.48,19.56,22.17,5.81,6.38,21.73,10.98
3.500,3.86,7.58,24.74,15.05,14.21,16.64,20.05,8.02
3.625,10.81,16.38,18.72,30.53,20.27,21.29,28.85,5.37
3.750,15.27,8.51,26.73,33.05,32.52,7.84,37.78,8.15
3.875,30.18,34.95,39.02,20.58,37.30,21.11,37.74,14.08
4.000,19.39,23.50,40.35,13.15,33.14,36.06,25.58,19.83
4.125,11.60,14.48,25.58,23.32,26.51,30.49,11.47,25.36
4.250,12.97,32.79,5.01,26.99,13.50,14.03,10.01,21.33
4.375,8.33,9.57,7.18,15.89,9.48,4.39,13.59,16.07
4.500,6.91,7.44,10.05,6.16,6.56,2.40,9.88,11.03
4.625,7.31,8.51,6.74,1.74,10.41,7.40,3.20,13.41
4.750,2.05,5.28,19.39,2.05,20.40,10.54,4.70,20.00
4.875,3.37,10.41,22.70,3.33,25.93,5.54,9.92,21.38
5.000,4.04,10.41,12.40,11.16,28.45,1.78,13.90,19.52
5.125,4.13,7.36,8.77,20.18,30.58,5.67,13.81,16.29
5.250,6.82,10.98,20.76,27.52,27.88,8.15,10.36,13.90
5.375,5.06,7.89,23.50,30.35,30.35,12.66,10.72,11.69
5.500,4.83,8.33,14.48,25.44,24.25,10.67,22.48,8.46
5.625,12.13,10.14,3.02,24.38,27.83,3.07,31.77,6.03
5.750,3.95,5.72,12.80,22.13,29.07,10.14,14.52,7.36
5.875,4.44,7.71,9.43,30.18,26.15,10.67,27.97,9.12
