"Time","PIP Beta R","PIP Alpha R","PIP Theta R","PIP Delta R","PIP Beta L","PIP Alpha L","PIP Theta L","PIP Delta L","beta L","beta R","alpha R","theta R","delta R","alpha L","theta L","delta L"
"sec.","B","B","B","B","A","A","A","A","A","B","B","B","B","A","A","A"
0.125,===,===,===,===,===,===,===,===,2.40,4.83,8.06,===,===,1.30,===,===
0.250,===,===,===,===,===,===,===,===,6.25,5.50,4.35,4.13,===,3.15,2.58,===
0.375,===,===,===,===,===,===,===,===,9.57,4.83,5.54,3.64,14.34,6.16,7.36,6.78
0.500,===,===,===,===,===,===,===,===,29.47,14.74,4.83,5.32,11.87,8.90,13.72,7.62
0.625,===,===,===,===,===,===,===,===,11.65,9.39,9.17,9.48,10.01,12.26,19.47,13.81
0.750,===,===,===,===,===,===,===,===,57.11,27.08,13.19,19.92,7.31,11.51,25.71,15.94
0.875,===,===,===,===,===,===,===,===,11.69,36.50,6.07,25.09,12.66,11.73,38.76,24.78
1.000,===,===,===,===,===,===,===,===,12.13,30.09,5.06,23.01,18.72,12.13,43.49,31.99
1.125,===,===,===,===,===,===,===,===,14.74,61.27,15.98,19.47,31.68,14.08,29.38,34.60
1.250,===,===,===,===,===,===,===,===,14.39,19.25,23.76,12.31,40.22,14.26,20.54,32.79
1.375,===,===,===,===,===,===,===,===,10.58,47.47,15.45,18.41,37.56,7.80,18.72,21.82
1.500,===,===,===,===,===,===,===,===,19.43,20.36,16.33,25.62,28.45,9.61,6.29,15.49
1.625,===,===,===,===,===,===,===,===,18.19,35.26,28.94,35.93,15.01,8.15,13.77,17.75
1.750,===,===,===,===,===,===,===,===,16.78,5.67,34.47,38.05,13.64,12.80,20.36,26.06
1.875,===,===,===,===,===,===,===,===,12.84,14.48,27.17,24.60,21.73,13.95,18.06,28.98
2.000,===,===,===,===,===,===,===,===,9.70,25.93,9.74,10.67,24.16,5.72,11.91,26.64
2.125,===,===,===,===,===,===,===,===,14.12,22.97,14.96,7.36,23.90,12.18,7.18,18.28
2.250,===,===,===,===,===,===,===,===,10.54,17.40,11.82,18.55,18.37,10.27,17.62,17.84
2.375,===,===,===,===,===,===,===,===,9.79,13.59,8.46,17.88,21.86,5.32,27.21,25.71
2.500,===,===,===,===,===,===,===,===,15.05,57.86,22.39,12.62,32.08,3.55,27.08,31.99
2.625,===,===,===,===,===,===,===,===,8.51,10.50,32.83,8.20,38.14,13.11,23.37,35.40
2.750,===,===,===,===,===,===,===,===,31.11,37.48,21.38,7.22,44.11,18.68,13.77,29.25
2.875,===,===,===,===,===,===,===,===,13.64,24.60,7.58,19.16,37.61,16.55,6.38,17.93
3.000,===,===,===,===,===,===,===,===,15.67,27.52,16.20,19.21,32.65,17.40,11.69,14.26
3.125,===,===,===,===,===,===,===,===,8.68,6.29,16.78,11.87,21.46,21.60,16.25,12.93
3.250,===,===,===,===,===,===,===,===,4.35,11.73,12.40,12.53,23.81,17.22,17.44,20.93
3.375,===,===,===,===,===,===,===,===,6.78,10.19,11.65,21.07,24.83,5.14,13.77,15.94
3.500,===,===,===,===,===,===,===,===,5.32,19.74,22.88,19.21,38.76,4.17,10.41,12.93
3.625,===,===,===,===,===,===,===,===,12.62,34.03,37.25,16.33,41.99,5.01,9.08,11.42
3.750,===,===,===,===,===,===,===,===,10.45,11.78,36.41,21.29,47.29,12.00,11.87,23.54
3.875,===,===,===,===,===,===,===,===,10.81,7.49,23.81,12.57,52.03,14.61,16.60,30.71
4.000,===,===,===,===,===,===,===,===,3.91,8.20,11.34,21.60,43.22,11.29,19.47,33.98
4.125,59.25,73.10,75.69,91.27,51.45,51.45,68.39,92.35,4.75,14.65,5.14,27.21,45.92,10.89,16.69,35.75
4.250,58.36,71.92,75.92,91.86,51.45,51.45,67.37,91.86,15.54,20.98,9.74,21.42,33.89,10.05,11.60,29.82
4.375,57.97,70.90,75.76,91.67,51.29,51.29,66.51,91.47,13.46,24.07,13.33,14.70,32.79,7.80,12.66,25.27
4.500,58.15,70.51,74.75,91.67,51.29,51.29,66.90,92.35,11.11,12.26,13.24,14.96,27.57,12.75,15.63,20.93
4.625,58.43,69.73,73.88,91.67,50.75,50.75,66.20,92.65,11.60,25.22,7.80,13.50,34.07,10.67,15.80,29.60
4.750,58.97,68.47,73.80,92.75,49.80,49.80,65.65,92.65,12.26,14.79,9.61,17.17,47.56,8.06,17.88,53.13
4.875,59.29,67.29,73.25,92.65,48.86,48.86,65.57,92.45,16.33,28.50,11.25,29.60,51.45,12.49,19.43,64.32
5.000,59.54,65.96,72.86,93.14,48.31,48.31,65.73,92.06,7.27,34.25,5.76,24.74,54.68,13.64,22.17,70.07
5.125,59.57,64.94,72.94,93.33,47.61,47.61,66.12,92.16,8.24,7.36,12.75,23.32,46.32,5.06,20.98,69.98
5.250,59.25,64.94,73.88,93.53,46.67,46.67,66.75,93.24,10.85,33.32,21.95,26.20,41.46,7.13,15.58,67.06
5.375,58.54,65.96,75.22,94.31,45.96,45.96,66.82,92.84,8.11,18.01,16.16,12.53,35.93,7.89,17.79,62.82
5.500,57.75,66.04,76.00,94.51,45.73,45.73,66.59,92.35,4.70,16.02,4.04,26.90,35.75,2.98,28.10,60.65
5.625,56.61,64.31,76.63,94.61,45.02,45.02,66.12,92.16,5.37,26.42,8.28,36.90,39.77,5.32,25.67,52.96
5.750,55.54,62.12,77.73,94.71,43.29,43.29,65.33,91.86,5.76,10.27,8.06,41.50,42.74,7.31,24.07,55.43
5.875,54.80,59.69,78.43,94.51,41.25,41.25,64.55,91.57,9.17,31.37,5.19,37.83,45.44,8.64,21.69,52.56
6.000,54.47,58.35,78.82,93.82,39.45,39.45,64.31,92.16,4.92,14.08,5.90,31.99,49.51,8.86,20.85,50.52
6.125,54.37,57.80,78.75,93.53,38.04,38.04,64.24,92.55,2.09,13.37,10.01,29.60,47.96,3.29,20.54,44.51
6.250,54.51,57.96,79.37,93.43,36.39,36.39,64.47,91.67,8.51,19.30,15.05,27.52,41.81,4.79,18.28,32.52
6.375,54.72,58.98,80.00,93.04,34.75,34.75,64.63,91.57,11.03,17.22,20.89,13.37,39.47,8.73,19.83,29.34
6.500,54.55,59.45,79.69,92.25,33.18,33.18,64.16,91.27,3.37,8.20,16.29,11.73,42.30,9.66,18.46,32.48
6.625,53.58,58.59,79.61,91.96,32.55,32.55,64.16,91.37,7.62,9.83,14.65,21.95,43.22,13.50,18.55,31.90
6.750,52.23,56.71,79.22,91.86,32.47,32.47,64.55,91.37,8.51,18.24,15.14,26.11,45.97,10.98,19.56,33.45
6.875,51.05,55.06,78.98,91.86,32.39,32.39,65.25,91.76,10.19,18.01,9.83,32.17,42.03,7.71,23.28,31.77
7.000,50.59,53.41,78.98,91.86,32.24,32.24,66.04,91.76,7.93,12.62,5.37,26.73,34.03,5.90,22.66,28.85
7.125,50.91,52.24,78.98,91.86,31.92,31.92,66.04,91.57,14.79,18.72,6.56,12.31,19.16,4.39,19.12,24.65
7.250,50.80,51.76,78.35,92.16,32.08,32.08,66.35,91.47,4.79,4.79,9.83,14.48,20.18,15.67,21.69,16.73
7.375,50.02,51.45,78.27,92.55,33.10,33.10,66.90,91.86,11.82,5.41,7.22,22.57,34.51,21.15,22.66,24.43
7.500,48.70,51.22,78.43,93.04,34.20,34.20,67.61,91.86,7.80,6.43,6.38,18.68,44.82,11.11,9.92,25.62
7.625,47.31,51.76,78.82,92.35,34.51,34.51,67.53,90.78,9.08,6.43,19.34,23.41,41.15,6.25,13.06,27.35
7.750,45.88,52.16,79.22,91.08,35.14,35.14,67.69,89.90,8.59,11.07,27.74,22.00,31.86,17.35,14.74,20.40
7.875,44.49,52.24,78.43,90.39,35.76,35.76,67.06,89.71,5.54,9.39,29.12,15.27,28.41,20.67,6.69,18.94
8.000,43.35,52.47,77.88,90.78,36.55,36.55,65.65,89.80,6.82,13.55,23.06,19.03,26.99,15.54,6.74,20.80
8.125,42.53,52.63,76.94,90.49,36.86,36.86,64.47,90.00,5.81,18.63,13.41,16.73,25.00,9.12,5.10,22.17
8.250,41.71,52.08,76.31,90.20,36.94,36.94,63.14,89.41,7.44,10.76,6.91,15.85,25.89,12.80,5.14,21.11
8.375,40.89,51.14,75.53,90.39,37.18,37.18,61.88,89.22,12.26,14.79,16.73,17.66,24.25,15.94,9.66,17.53
8.500,40.25,50.51,74.12,90.10,37.25,37.25,60.16,89.02,5.28,7.49,21.95,11.78,25.40,14.92,7.97,20.93
