"Time","beta L","beta R","alpha R","theta R","delta R","alpha L","theta L","delta L"
"sec.","A","B","B","B","B","A","A","A"
0.125,1.61,3.37,4.83,===,===,0.94,===,===
0.250,2.71,2.62,3.33,8.20,===,2.09,1.65,===
0.375,2.36,4.97,2.67,5.94,11.65,2.62,2.36,6.43
0.500,8.37,5.01,3.82,5.28,9.48,3.60,4.48,9.70
0.625,2.40,5.37,4.70,7.13,6.21,3.91,8.68,18.46
0.750,7.80,5.76,6.82,11.38,6.43,4.92,11.16,22.61
0.875,6.03,3.73,3.33,12.35,15.80,5.54,5.28,41.72
1.000,3.60,3.20,1.47,10.54,26.15,4.79,8.46,46.23
1.125,4.04,2.67,2.36,9.39,33.63,3.82,7.22,56.49
1.250,6.82,2.00,4.70,11.96,32.70,6.43,7.31,48.62
1.375,2.58,3.95,5.14,12.57,22.17,7.71,15.63,38.54
1.500,3.20,2.53,3.99,9.21,13.68,2.49,13.86,23.94
1.625,3.55,2.67,3.55,5.50,5.10,3.91,6.65,9.66
1.750,5.50,3.68,3.11,4.66,4.97,7.44,3.82,6.82
1.875,5.45,9.70,12.13,18.68,8.02,8.90,16.60,11.16
2.000,12.44,7.49,26.99,39.47,12.13,12.88,39.51,18.50
2.125,19.08,18.01,29.51,49.46,19.96,15.80,51.94,31.24
2.250,4.44,6.91,14.56,34.82,25.84,11.69,41.54,40.35
2.375,6.87,9.57,4.61,9.30,23.59,6.29,15.05,38.45
2.500,3.24,3.15,9.35,3.11,21.46,3.73,2.84,33.27
2.625,5.98,4.83,10.50,5.98,14.03,6.56,7.27,18.85
2.750,4.97,3.91,10.32,3.68,11.73,8.02,5.98,13.55
2.875,8.20,5.90,8.81,3.42,8.11,6.91,4.30,9.35
3.000,1.87,7.40,5.98,8.68,10.36,5.14,9.26,10.50
3.125,7.09,3.42,5.72,7.36,10.72,6.96,10.58,10.89
3.250,4.39,4.70,2.53,8.20,7.53,4.52,8.24,6.52
3.375,3.07,5.19,4.08,15.41,3.37,1.69,9.39,5.59
3.500,11.47,11.25,6.82,11.73,3.55,3.24,6.96,7.93
3.625,4.92,6.52,4.48,7.71,8.86,2.45,7.53,15.14
3.750,11.25,10.58,2.45,11.51,18.37,2.18,12.31,22.08
3.875,9.08,12.80,7.09,11.65,22.84,4.88,10.89,25.40
4.000,9.96,22.57,15.05,15.63,27.17,10.98,10.32,26.37
4.125,29.25,28.23,15.80,19.43,23.15,11.38,15.89,21.46
4.250,5.41,6.12,7.89,17.22,20.05,6.12,16.29,17.62
4.375,10.85,9.39,3.95,14.79,14.43,4.30,9.70,11.87
4.500,5.23,4.66,7.75,15.63,11.34,5.19,5.23,10.05
4.625,3.55,2.27,4.17,9.04,11.16,2.62,5.59,9.57
4.750,3.73,3.95,4.04,4.22,8.68,2.71,7.31,8.81
4.875,7.80,8.06,5.37,7.27,8.95,3.82,9.88,11.16
5.000,1.69,4.35,4.04,6.78,10.76,3.29,10.19,14.34
5.125,1.96,2.80,5.19,8.99,14.52,3.60,14.74,18.50
5.250,4.83,5.19,5.63,14.39,17.22,5.72,16.86,20.00
5.375,4.26,3.55,1.92,13.24,20.31,4.35,14.12,22.66
5.500,8.68,8.68,7.49,5.54,20.23,4.75,6.74,24.29
5.625,4.44,3.24,10.85,12.66,22.79,6.82,11.16,28.72
5.750,3.77,3.68,8.95,12.31,18.15,6.43,11.07,25.58
5.875,6.29,5.90,5.81,7.05,16.95,6.34,6.69,22.17
6.000,3.29,5.63,3.55,6.25,13.64,6.91,7.89,13.55
6.125,4.44,5.01,2.40,3.99,13.02,5.45,8.37,9.96
6.250,6.38,10.32,2.14,7.53,15.05,4.26,9.61,13.77
6.375,2.80,3.02,1.69,12.88,13.64,2.40,13.33,14.65
6.500,2.27,1.78,1.30,10.45,12.80,2.45,12.09,16.42
6.625,2.27,3.29,4.39,3.55,10.72,2.67,6.25,11.34
6.750,4.35,4.52,5.76,6.07,7.67,4.44,7.00,8.68
6.875,6.65,8.64,10.72,12.71,5.81,6.74,8.37,8.68
7.000,2.71,3.42,11.16,17.13,4.92,7.84,10.89,7.97
7.125,6.60,4.26,7.13,15.36,4.44,6.34,11.38,6.96
7.250,1.47,3.02,4.66,9.26,4.30,3.77,8.11,4.17
