TIME,BETA L,BETA R,ALPHA R,THETA R,DELTA R,ALPHA L,THETA L,DELTA L
sec.,A,B,B,B,B,A,A,A
0.125,2.09,25.09,8.68,===,===,1.69,===,===
0.250,1.83,6.29,3.29,17.97,===,3.64,3.77,===
0.375,7.00,8.28,9.88,9.96,25.49,10.50,11.73,5.23
0.500,7.62,3.51,12.93,8.28,18.15,11.16,18.94,8.86
0.625,12.57,4.61,6.16,4.13,9.26,5.98,16.51,10.27
0.750,7.58,1.69,10.50,8.24,8.51,20.00,7.89,10.63
0.875,9.08,3.73,13.33,7.44,7.05,21.20,9.52,8.81
1.000,8.24,4.26,8.68,3.02,10.58,7.75,18.32,7.05
1.125,6.43,4.66,6.60,3.95,9.39,1.78,23.59,12.44
1.250,7.71,10.10,6.56,6.16,12.18,6.29,25.40,18.32
1.375,7.36,4.66,7.40,11.47,18.90,9.26,26.95,29.47
1.500,4.92,10.27,5.81,15.10,34.78,9.74,25.49,38.67
1.625,17.88,12.26,15.85,25.62,43.45,20.89,25.31,43.89
1.750,14.79,17.84,23.54,33.85,46.98,29.20,24.78,45.44
1.875,20.49,21.29,23.15,40.00,44.55,25.84,31.99,42.78
2.000,3.99,10.10,13.68,33.36,49.95,12.00,25.89,50.08
2.125,10.81,6.47,3.60,18.99,43.18,4.83,12.71,42.30
2.250,3.55,3.73,6.96,19.12,32.21,3.24,17.04,34.60
2.375,8.28,2.53,4.48,29.51,15.49,4.57,34.51,14.26
2.500,6.47,3.73,2.67,22.70,15.63,3.37,32.61,8.33
2.625,4.83,2.00,4.66,9.12,24.07,8.20,16.82,8.42
2.750,8.28,5.90,5.23,6.74,26.68,9.74,5.50,12.40
2.875,4.30,4.04,4.13,11.73,25.05,10.50,12.44,16.25
3.000,11.03,10.19,6.12,14.08,15.98,10.67,18.28,15.23
3.125,7.93,2.53,3.77,18.85,12.04,13.77,21.11,16.29
3.250,11.56,12.13,4.61,17.26,7.93,15.49,16.86,13.90
3.375,7.93,2.98,7.40,16.78,6.16,10.45,14.56,11.16
3.500,10.32,7.75,7.58,17.62,6.07,9.48,21.46,7.71
3.625,1.69,2.14,7.80,15.76,9.04,12.09,19.74,8.02
3.750,7.00,1.30,8.55,22.88,11.25,9.88,14.30,12.13
3.875,4.22,5.76,7.05,26.11,11.96,4.22,11.78,13.86
4.000,3.29,4.88,2.09,23.45,11.11,6.25,17.00,15.32
4.125,3.11,2.45,3.77,20.67,7.00,11.29,27.30,14.39
4.250,18.46,7.00,6.12,15.71,11.82,11.96,31.90,18.46
4.375,11.87,11.82,6.65,20.00,17.84,12.40,36.59,17.00
4.500,21.38,8.28,19.74,22.97,37.70,14.34,41.63,13.99
4.625,23.32,16.16,24.12,19.96,40.22,7.80,44.91,17.31
4.750,5.01,5.76,14.61,18.63,40.66,5.14,42.74,30.13
4.875,10.58,4.66,6.52,16.29,23.63,7.67,34.33,40.79
5.000,6.16,3.95,7.09,10.54,13.59,6.69,34.69,43.14
5.125,8.42,3.91,7.40,9.79,11.91,2.27,28.72,30.40
5.250,12.57,9.48,5.85,13.90,16.42,4.08,15.49,20.23
5.375,3.73,3.20,2.45,12.00,19.52,6.91,12.75,8.55
5.500,6.29,2.76,4.48,5.72,19.92,9.61,5.85,7.22
5.625,7.05,5.94,10.36,6.65,19.47,14.43,11.73,8.33
5.750,7.22,5.76,11.51,4.52,18.99,16.02,13.64,11.11
5.875,8.20,7.49,4.44,8.59,17.88,8.06,17.00,10.01
6.000,10.27,6.91,4.08,19.92,22.97,8.68,31.15,16.82
6.125,9.30,9.96,3.82,24.52,28.05,8.55,35.88,23.59
6.250,8.20,13.99,8.77,24.16,36.06,17.22,33.32,33.85
6.375,22.66,19.34,13.06,40.17,41.01,28.28,36.63,39.47
6.500,19.16,22.26,9.83,51.01,50.79,28.23,32.83,50.12
6.625,9.88,7.09,11.69,42.43,52.69,20.71,28.36,53.93
6.750,7.36,10.76,6.16,25.44,48.40,7.18,17.13,48.36
6.875,4.39,6.12,8.46,7.71,36.10,7.00,8.73,31.28
7.000,5.19,4.44,12.62,15.63,21.24,12.00,16.25,19.83
7.125,8.99,3.55,11.73,25.40,10.54,14.03,21.38,15.80
7.250,6.34,6.52,5.50,27.66,2.45,11.82,24.91,14.65
7.375,10.23,10.67,1.96,22.13,6.43,7.05,21.15,10.63
7.500,3.95,4.52,3.07,20.93,10.41,2.71,18.06,9.74
7.625,11.38,6.03,5.23,24.03,16.64,4.92,28.85,11.16
7.750,5.76,4.44,3.99,24.52,22.00,2.89,32.74,10.41
7.875,10.41,4.48,1.65,16.33,23.37,1.65,22.84,9.96
8.000,4.30,4.17,5.63,4.79,25.36,4.66,9.08,7.27
8.125,11.38,6.34,5.45,6.43,26.95,5.37,9.48,9.74
8.250,8.06,3.51,6.74,5.32,32.52,8.24,17.70,12.44
8.375,13.50,7.93,7.31,6.74,34.03,11.34,17.31,16.29
8.500,8.64,4.30,8.55,12.26,33.23,8.51,11.96,16.33
8.625,5.06,6.03,5.54,14.56,29.07,3.20,9.12,16.69
8.750,4.13,5.41,1.43,22.70,21.82,9.17,7.80,10.98
8.875,5.14,5.76,2.14,25.18,14.21,7.49,10.36,8.86
9.000,4.88,9.88,11.87,14.30,7.27,12.04,14.61,6.60
9.125,8.59,7.00,23.06,29.25,7.44,13.06,23.45,6.96
9.250,16.55,25.80,25.18,50.70,8.86,19.52,37.43,13.90
9.375,22.92,20.27,16.11,48.36,12.80,24.12,46.28,19.56
9.500,7.49,8.81,10.14,22.84,19.83,20.40,33.14,35.18
9.625,7.84,4.66,11.73,9.08,26.77,11.16,13.11,35.04
9.750,3.02,2.76,8.24,16.33,24.38,6.74,6.52,29.34
9.875,6.07,2.93,5.23,17.17,17.09,3.73,10.19,19.83
10.000,8.11,6.69,4.17,12.31,11.07,3.42,17.04,17.22
10.125,7.05,11.73,3.82,13.68,13.64,4.39,23.45,24.16
10.250,8.95,6.16,4.66,24.87,26.99,12.04,21.82,20.27
10.375,10.94,33.80,3.07,27.52,28.45,21.11,15.89,22.57
10.500,20.93,13.33,4.13,26.99,34.11,17.70,29.16,23.01
10.625,15.36,14.08,5.32,22.04,23.94,8.37,35.93,38.67
10.750,11.65,2.67,5.41,8.51,25.75,3.64,17.93,37.52
10.875,6.25,3.24,3.68,8.15,17.04,3.68,9.79,31.37
11.000,6.56,3.73,4.79,8.24,13.06,4.75,7.31,15.27
11.125,10.01,4.30,4.26,8.28,8.77,10.19,2.27,6.87
11.250,13.81,7.58,13.72,6.07,10.14,18.28,2.89,6.03
11.375,7.80,3.55,16.25,3.29,13.77,16.73,5.45,8.42
11.500,5.10,8.24,8.59,13.64,14.83,10.23,10.72,11.73
11.625,13.81,6.56,8.37,23.50,19.74,5.90,19.16,21.29
11.750,7.05,6.03,7.22,20.18,23.85,10.54,15.58,25.62
11.875,8.15,3.20,4.83,12.44,23.63,15.41,7.44,28.76
12.000,4.92,7.80,13.11,10.76,18.06,13.46,5.14,24.03
12.125,9.21,5.98,13.46,15.10,13.24,12.44,8.51,22.53
12.250,7.05,5.81,13.46,13.72,12.93,15.41,20.67,21.77
12.375,9.92,4.17,15.63,18.28,18.72,14.52,31.33,16.69
12.500,9.79,6.21,17.57,32.74,18.19,18.59,29.03,15.05
12.625,17.66,16.42,18.10,39.64,26.99,28.67,18.63,17.40
12.750,24.78,9.48,17.66,40.04,27.88,28.50,18.99,27.61
12.875,11.47,4.79,11.07,19.87,42.07,18.46,13.28,44.86
13.000,9.66,7.09,4.97,8.68,36.37,11.65,13.55,41.72
13.125,8.06,4.97,6.52,15.80,30.80,15.23,22.04,36.41
13.250,4.52,3.02,4.66,10.36,15.36,7.44,12.40,16.91
13.375,2.00,3.82,5.23,4.92,12.00,7.49,3.37,14.56
13.500,3.86,3.82,5.90,4.66,11.03,10.58,5.19,9.96
13.625,4.52,7.27,1.96,10.32,11.07,8.11,8.86,9.08
13.750,2.98,5.72,3.29,12.00,7.89,9.21,10.98,4.44
13.875,3.07,3.86,5.23,13.86,6.52,13.99,13.15,4.92
14.000,1.43,7.22,8.28,16.64,4.97,21.38,15.45,6.34
14.125,5.59,5.32,7.22,20.98,6.07,18.77,21.60,9.57
14.250,2.09,9.04,2.36,20.89,6.65,5.76,24.34,9.48
14.375,6.47,4.04,4.39,13.15,9.66,10.58,19.30,9.52
14.500,11.91,2.45,5.23,9.70,11.42,16.11,13.99,7.13
14.625,5.28,7.05,2.62,8.81,11.87,10.81,12.66,9.79
14.750,10.67,9.74,3.20,8.11,13.15,3.64,16.78,10.54
14.875,4.22,7.53,6.43,8.95,10.76,5.50,16.78,11.60
15.000,10.14,5.85,7.09,7.49,10.45,3.20,15.14,8.24
15.125,12.84,3.11,6.69,13.28,14.12,7.97,21.73,11.25
15.250,12.71,7.80,14.43,26.33,18.94,13.46,35.13,15.49
15.375,26.68,12.04,32.70,40.44,31.90,13.77,52.56,27.08
15.500,14.21,28.98,34.16,34.33,30.49,7.62,48.40,31.28
15.625,10.63,9.83,17.70,16.78,34.11,3.91,30.84,48.53
15.750,7.80,10.05,5.85,15.01,23.01,7.31,17.13,44.77
15.875,3.68,4.44,9.04,19.96,22.97,3.55,6.69,47.56
16.000,3.20,3.02,4.48,12.66,14.03,3.99,4.30,26.02
16.125,1.56,1.52,2.14,8.77,10.98,3.86,7.22,20.67
16.250,2.49,2.31,1.96,4.04,5.98,2.45,4.30,9.83
16.375,4.57,1.34,1.78,1.92,5.06,1.43,3.15,10.01
16.500,7.13,6.12,3.11,2.45,6.38,6.03,8.02,8.02
16.625,10.19,4.70,10.27,8.15,7.80,7.49,20.58,18.59
16.750,15.67,18.99,25.18,31.90,12.97,10.01,29.34,29.69
16.875,24.16,7.84,29.29,42.78,21.95,14.48,39.20,42.56
17.000,9.92,4.75,18.63,32.03,27.92,11.69,31.68,50.39
17.125,10.81,1.25,6.03,12.62,26.42,3.86,12.04,41.99
17.250,3.20,3.02,2.62,4.08,19.30,3.24,3.33,31.15
17.375,4.39,1.78,2.00,2.27,8.37,2.76,3.99,11.73
17.500,4.70,1.12,1.03,0.94,3.82,4.08,2.40,5.98
17.625,3.33,2.76,1.52,0.99,1.52,5.23,4.39,3.60
17.750,8.28,1.78,2.76,4.48,3.95,4.66,7.97,3.91
17.875,8.11,1.56,1.38,7.44,13.33,19.34,22.35,10.23
18.000,20.49,4.17,3.86,12.71,23.63,24.60,28.14,16.78
18.125,10.23,3.42,5.98,16.07,29.29,14.92,22.92,23.99
18.250,21.51,2.84,5.19,11.03,32.30,18.24,18.32,28.14
18.375,25.00,2.36,2.71,5.19,24.21,24.21,12.13,38.76
18.500,8.33,2.09,1.34,1.47,19.47,17.70,21.86,45.52
18.625,7.22,1.16,1.43,2.40,9.57,8.55,16.51,41.99
18.750,7.09,3.42,2.67,5.41,8.73,3.24,7.49,28.45
18.875,5.23,3.33,5.32,12.09,6.12,2.76,5.45,16.16
19.000,3.82,2.67,7.31,12.57,6.65,2.71,4.88,11.20
19.125,3.99,4.04,7.80,7.84,5.67,7.75,4.75,11.16
19.250,3.60,3.11,5.94,4.35,6.87,9.21,2.36,8.46
19.375,3.95,4.52,5.10,3.68,7.93,7.22,7.00,7.05
19.500,5.72,2.18,5.37,2.58,8.51,4.35,6.69,4.26
19.625,3.68,3.37,3.42,3.51,9.43,2.00,3.07,4.48
19.750,7.53,2.67,2.58,4.26,7.49,3.55,4.08,6.25
19.875,2.89,2.14,3.42,5.72,6.87,5.23,13.95,9.43
20.000,9.96,3.95,2.53,5.98,6.03,4.52,21.29,13.55
20.125,5.90,4.83,2.71,6.03,6.60,4.08,17.53,20.71
20.250,10.85,4.13,5.81,10.58,6.74,6.47,13.11,20.00
20.375,10.72,5.01,9.43,12.57,8.42,16.25,26.82,17.31
20.500,18.19,3.07,10.85,11.16,19.16,24.38,51.76,13.77
20.625,28.50,1.74,6.87,5.19,24.43,19.52,58.09,19.03
20.750,3.11,5.54,4.17,9.43,30.35,15.18,39.16,32.74
20.875,5.14,3.33,8.86,13.81,22.04,13.15,25.44,34.87
21.000,4.97,4.08,11.51,15.49,20.80,9.96,23.37,35.09
21.125,1.96,2.80,9.57,12.97,15.36,9.92,16.86,19.08
21.250,4.92,4.92,6.38,16.60,14.70,14.83,17.31,12.84
21.375,5.67,3.29,5.32,16.02,13.19,15.85,22.48,7.00
21.500,5.94,4.48,4.70,13.33,20.36,8.73,26.24,12.40
21.625,4.48,3.64,1.96,7.22,23.76,5.76,18.77,16.47
21.750,8.24,3.29,7.31,8.99,25.14,13.90,19.16,16.86
21.875,3.91,4.26,10.54,14.34,21.29,15.63,28.63,14.70
22.000,5.10,4.92,10.89,15.45,17.88,15.54,28.10,10.98
22.125,4.52,3.64,9.30,7.40,15.23,11.38,20.67,10.14
22.250,4.39,3.02,7.62,8.68,10.89,3.42,23.45,8.81
22.375,4.75,4.83,8.73,17.53,7.22,4.97,28.54,8.37
22.500,5.28,1.03,12.13,16.64,5.14,10.01,25.93,7.84
22.625,6.43,5.41,12.04,5.94,5.45,10.67,13.02,8.02
22.750,3.51,4.70,7.31,9.57,5.06,8.73,12.18,8.11
22.875,3.73,2.93,3.64,10.01,5.32,7.40,18.10,8.20
23.000,8.81,6.65,2.22,7.84,3.33,4.39,13.77,9.66
23.125,2.67,2.62,1.16,7.97,2.93,3.02,5.72,8.68
23.250,3.99,2.71,2.00,6.47,3.82,3.11,2.89,8.06
23.375,4.79,8.42,6.16,7.67,5.50,5.90,5.72,5.85
23.500,5.45,3.82,6.69,7.13,7.40,9.96,4.61,7.36
23.625,9.96,3.95,3.95,4.08,7.62,10.45,3.55,11.73
23.750,8.90,2.84,5.72,4.13,6.12,12.13,2.67,12.49
23.875,14.74,7.53,3.15,6.16,4.39,7.49,4.52,13.59
24.000,7.31,1.78,3.64,10.19,2.05,6.12,6.56,12.13
24.125,9.30,7.09,6.16,11.51,2.14,11.38,3.33,14.48
24.250,10.10,1.87,6.47,10.27,3.07,11.38,8.33,15.89
24.375,10.05,6.25,5.72,12.62,5.41,10.01,15.80,25.44
24.500,12.09,4.92,5.06,18.37,8.20,9.57,21.64,28.45
