TIME,PIP BETA R,PIP ALPHA R,PIP THETA R,PIP DELTA R,PIP BETA L,PIP ALPHA L,PIP THETA L,PIP DELTA L,BETA L,BETA R,ALPHA R,THETA R,DELTA R,ALPHA L,THETA L,DELTA L
sec.,B,B,B,B,A,A,A,A,A,B,B,B,B,A,A,A
0.125,===,===,===,===,===,===,===,===,2.14,3.86,4.44,===,===,0.94,===,===
0.250,===,===,===,===,===,===,===,===,2.40,3.91,3.77,3.91,===,1.25,0.90,===
0.375,===,===,===,===,===,===,===,===,4.52,3.20,1.74,5.32,8.68,3.64,1.83,1.61
0.500,===,===,===,===,===,===,===,===,3.99,4.83,2.31,9.04,9.61,6.29,4.08,2.40
0.625,===,===,===,===,===,===,===,===,2.36,7.09,4.35,10.54,12.09,8.11,4.48,3.37
0.750,===,===,===,===,===,===,===,===,5.94,7.09,6.78,6.87,15.58,8.46,2.53,3.11
0.875,===,===,===,===,===,===,===,===,5.67,3.99,5.98,5.85,25.09,10.01,5.19,3.51
1.000,===,===,===,===,===,===,===,===,4.92,2.62,2.36,14.65,27.57,10.63,9.61,5.28
1.125,===,===,===,===,===,===,===,===,2.22,3.60,3.99,21.82,39.60,7.75,13.15,11.07
1.250,===,===,===,===,===,===,===,===,3.42,6.47,8.64,20.36,33.54,3.02,11.03,13.02
1.375,===,===,===,===,===,===,===,===,8.28,5.72,10.19,17.26,35.40,2.45,6.60,14.52
1.500,===,===,===,===,===,===,===,===,9.48,7.27,9.96,13.50,21.38,4.39,3.82,10.19
1.625,===,===,===,===,===,===,===,===,6.21,4.39,6.69,8.37,16.86,4.66,2.31,7.89
1.750,===,===,===,===,===,===,===,===,4.83,4.61,4.61,8.06,10.67,4.70,2.40,7.62
1.875,===,===,===,===,===,===,===,===,4.79,5.23,6.25,8.99,12.97,5.72,3.68,8.81
2.000,===,===,===,===,===,===,===,===,4.97,5.45,5.50,6.12,13.41,3.46,5.72,10.45
2.125,===,===,===,===,===,===,===,===,3.86,5.37,7.27,3.51,12.26,4.17,5.41,10.36
2.250,===,===,===,===,===,===,===,===,9.74,9.88,9.08,6.47,7.84,5.90,7.71,10.85
2.375,===,===,===,===,===,===,===,===,2.40,3.91,10.85,15.71,8.42,9.79,17.31,14.43
2.500,===,===,===,===,===,===,===,===,7.27,6.56,15.36,18.46,10.63,13.90,16.20,14.03
2.625,===,===,===,===,===,===,===,===,6.87,6.60,14.96,16.69,14.52,13.90,7.75,14.96
2.750,===,===,===,===,===,===,===,===,4.66,3.15,8.51,11.78,9.66,8.73,3.46,8.73
