"Time","beta L","beta R","alpha R","theta R","delta R","alpha L","theta L","delta L"
"sec.","A","B","B","B","B","A","A","A"
0.125,3.55,11.60,16.33,===,===,2.98,===,===
0.250,7.13,4.70,9.88,14.65,===,5.94,7.93,===
0.375,8.95,6.78,2.84,6.43,7.89,17.04,28.23,16.11
0.500,22.84,2.93,5.23,6.78,6.12,23.32,41.01,26.77
0.625,5.67,2.53,3.68,4.48,3.99,17.04,37.08,40.04
0.750,8.77,1.56,2.80,3.64,6.29,4.57,18.01,39.20
0.875,4.83,5.14,4.88,3.82,7.40,8.51,3.77,38.71
1.000,13.02,12.88,7.00,3.60,9.26,6.74,4.66,21.91
1.125,10.54,7.18,4.79,5.81,7.40,10.50,8.51,23.10
1.250,18.77,8.73,12.66,11.73,8.59,19.12,23.63,17.26
1.375,25.14,3.77,15.18,15.58,15.89,21.73,35.88,18.59
1.500,7.27,8.81,9.04,12.57,18.37,11.03,30.40,15.18
1.625,12.53,6.78,3.02,11.87,23.19,4.52,11.91,17.26
1.750,8.90,9.04,2.84,13.11,16.02,6.96,9.79,15.63
1.875,11.38,13.19,3.77,13.68,17.57,3.82,9.39,14.21
2.000,13.81,14.39,2.49,9.79,11.78,7.05,6.60,11.51
2.125,18.15,19.16,5.85,5.63,16.55,8.46,12.75,17.70
2.250,15.49,24.96,5.41,5.23,13.72,7.31,16.16,19.08
2.375,8.42,12.31,4.97,3.77,15.49,8.06,8.81,22.22
2.500,10.23,15.01,15.14,7.22,9.48,15.01,8.73,14.48
2.625,8.15,12.09,15.63,23.10,9.57,16.64,20.09,13.02
2.750,11.07,14.83,10.67,30.00,15.54,10.01,24.07,18.77
2.875,10.10,6.12,10.94,20.89,19.43,9.79,14.56,24.87
3.000,8.02,6.38,13.72,9.43,21.24,12.71,9.52,26.20
3.125,12.93,9.70,11.56,5.63,14.87,9.92,12.44,16.91
3.250,2.58,7.05,5.85,4.57,11.91,6.38,9.83,9.52
3.375,11.87,18.10,3.91,3.42,10.72,5.76,3.99,6.21
3.500,16.95,15.58,3.77,7.89,13.41,7.09,4.44,6.07
3.625,14.39,15.71,9.48,7.62,13.37,13.33,4.17,8.90
3.750,18.50,14.79,11.51,5.37,12.62,13.19,6.69,7.89
3.875,13.02,13.37,12.00,8.99,8.64,10.58,10.81,6.47
4.000,14.96,20.58,8.02,13.59,10.94,6.07,13.02,4.79
4.125,12.84,16.51,3.95,11.96,11.34,2.36,11.96,5.76
4.250,12.62,25.31,9.04,6.82,13.33,4.39,8.68,5.54
4.375,10.72,17.40,8.81,6.03,8.95,2.18,3.82,4.13
4.500,4.35,13.64,4.88,7.00,6.96,1.92,2.18,4.57
4.625,8.37,15.94,3.68,6.21,3.29,4.61,4.79,5.85
4.750,11.60,10.10,2.84,5.37,2.27,9.48,4.83,7.05
4.875,8.42,10.81,2.98,6.65,2.14,10.58,5.54,6.74
5.000,13.50,9.04,3.99,9.92,2.76,6.25,10.10,7.80
5.125,10.85,11.25,5.06,6.78,4.26,3.33,10.14,8.90
5.250,18.68,5.54,4.39,5.28,8.86,9.04,6.56,9.61
5.375,10.63,10.63,10.19,4.22,9.96,24.43,22.79,8.68
5.500,28.05,30.40,11.96,5.72,12.18,32.70,35.09,10.67
5.625,11.82,7.67,10.05,8.90,9.35,23.76,30.44,19.61
5.750,10.76,7.44,8.68,14.79,8.81,11.51,19.87,23.45
5.875,5.59,8.06,7.05,22.44,13.02,5.94,17.57,18.94
6.000,8.24,4.66,8.46,21.11,17.93,4.04,21.29,13.68
6.125,7.36,4.08,13.37,16.60,27.97,6.29,26.02,13.90
6.250,22.44,12.57,12.00,8.81,24.83,6.96,23.99,17.04
6.375,5.94,13.33,7.22,4.75,24.21,3.91,15.32,17.40
6.500,15.54,11.96,5.63,6.87,19.52,4.52,11.47,15.18
6.625,13.02,14.74,5.63,5.98,21.07,8.46,6.16,17.48
6.750,5.72,10.50,3.11,6.07,17.62,12.71,6.52,14.70
6.875,9.43,6.16,12.26,9.21,15.05,15.54,7.97,10.01
7.000,4.17,7.93,18.77,16.07,14.79,16.02,13.15,6.56
7.125,6.52,10.27,15.14,24.12,24.69,11.29,17.75,8.37
7.250,5.37,11.60,8.64,27.04,30.97,7.67,25.75,18.50
7.375,12.04,19.74,5.01,22.53,33.10,7.53,26.02,24.56
7.500,12.22,16.73,6.47,13.55,28.32,8.95,16.33,29.16
7.625,13.37,17.35,7.75,10.50,25.31,5.85,5.63,24.43
7.750,11.38,16.55,9.12,6.65,20.18,3.73,7.27,17.70
7.875,10.94,9.96,11.42,9.08,17.09,3.15,9.21,13.33
8.000,10.81,10.19,12.09,11.20,16.60,3.86,7.53,16.64
8.125,10.72,3.77,9.70,6.12,20.67,6.43,8.59,21.73
8.250,10.14,8.73,11.82,7.84,26.29,12.31,15.85,27.92
8.375,11.60,17.31,15.63,18.24,29.69,18.37,20.85,27.30
8.500,8.64,8.77,20.54,18.32,30.53,22.35,15.45,25.93
8.625,20.85,24.69,25.40,14.03,30.22,26.29,11.03,24.69
