TIME,PIP BETA R,PIP ALPHA R,PIP THETA R,PIP DELTA R,PIP BETA L,PIP ALPHA L,PIP THETA L,PIP DELTA L,BETA L,BETA R,ALPHA R,THETA R,DELTA R,ALPHA L,THETA L,DELTA L
sec.,B,B,B,B,A,A,A,A,A,B,B,B,B,A,A,A
0.125,===,===,===,===,===,===,===,===,2.62,7.97,9.74,===,===,1.21,===,===
0.250,===,===,===,===,===,===,===,===,2.09,2.49,5.54,9.48,===,2.84,3.07,===
0.375,===,===,===,===,===,===,===,===,5.67,3.60,3.46,7.75,26.29,6.21,2.76,13.24
0.500,===,===,===,===,===,===,===,===,4.97,4.35,3.51,8.28,24.69,6.65,4.83,17.70
0.625,===,===,===,===,===,===,===,===,5.01,1.78,2.67,6.74,28.81,3.91,5.45,29.74
0.750,===,===,===,===,===,===,===,===,4.57,4.92,3.73,4.35,26.11,4.08,6.91,28.89
0.875,===,===,===,===,===,===,===,===,4.26,2.76,7.58,9.17,35.44,9.12,11.65,35.93
1.000,===,===,===,===,===,===,===,===,2.45,3.42,9.48,11.56,31.59,12.66,11.47,30.80
1.125,===,===,===,===,===,===,===,===,3.24,3.37,8.68,6.91,35.00,11.16,4.70,31.06
1.250,===,===,===,===,===,===,===,===,3.07,4.22,8.24,3.64,29.47,8.99,3.20,26.46
1.375,===,===,===,===,===,===,===,===,3.11,5.32,11.07,3.99,25.05,10.98,5.23,21.91
1.500,===,===,===,===,===,===,===,===,2.36,2.40,11.07,7.22,22.48,12.84,9.12,20.71
1.625,===,===,===,===,===,===,===,===,4.13,2.40,6.91,10.14,15.67,10.67,8.64,14.83
1.750,===,===,===,===,===,===,===,===,1.30,2.58,3.15,18.55,18.37,7.27,10.27,16.73
1.875,===,===,===,===,===,===,===,===,3.02,2.80,2.14,16.20,14.92,4.44,8.68,11.78
2.000,===,===,===,===,===,===,===,===,2.62,3.86,5.14,7.89,15.14,5.10,4.30,12.22
2.125,===,===,===,===,===,===,===,===,3.02,2.27,7.75,5.94,10.58,6.65,4.75,9.17
2.250,===,===,===,===,===,===,===,===,2.49,4.92,6.43,8.77,13.02,6.65,5.98,13.11
2.375,===,===,===,===,===,===,===,===,3.95,3.37,3.91,10.76,16.20,7.44,6.43,15.32
2.500,===,===,===,===,===,===,===,===,3.73,4.48,2.58,7.58,20.31,4.39,3.91,19.25
2.625,===,===,===,===,===,===,===,===,3.24,2.98,7.89,5.90,16.16,5.94,7.22,13.64
2.750,===,===,===,===,===,===,===,===,8.46,4.13,12.66,13.02,15.58,9.61,16.38,12.18
2.875,===,===,===,===,===,===,===,===,10.19,6.87,3.86,28.94,25.80,12.31,35.71,18.15
3.000,===,===,===,===,===,===,===,===,19.21,15.32,21.69,40.92,32.21,18.10,50.88,24.69
3.125,===,===,===,===,===,===,===,===,7.36,27.04,29.82,40.31,39.64,20.09,49.51,34.56
3.250,===,===,===,===,===,===,===,===,8.59,7.84,19.87,32.26,26.82,13.41,40.08,27.44
3.375,===,===,===,===,===,===,===,===,8.15,6.38,9.79,21.51,33.45,10.45,24.78,35.93
3.500,===,===,===,===,===,===,===,===,3.60,2.31,7.67,16.42,29.43,9.92,19.78,30.13
3.625,===,===,===,===,===,===,===,===,8.64,4.57,10.89,6.47,38.18,9.92,13.68,36.90
3.750,===,===,===,===,===,===,===,===,3.82,4.66,7.97,13.59,25.98,4.48,14.43,26.64
3.875,===,===,===,===,===,===,===,===,2.84,2.09,9.21,18.68,33.54,5.63,18.63,36.10
4.000,===,===,===,===,===,===,===,===,1.83,2.45,8.90,9.39,30.53,6.03,13.11,33.18
4.125,14.22,34.20,54.43,86.67,28.71,28.71,48.00,80.49,3.55,2.71,6.56,5.54,33.45,5.32,4.88,34.29
4.250,14.40,34.35,54.90,87.65,28.16,28.16,48.71,81.18,1.56,5.72,7.27,10.05,20.18,6.03,11.16,20.85
4.375,14.40,34.98,56.55,88.53,28.39,28.39,50.20,82.25,4.61,3.86,12.71,14.43,14.74,11.38,16.51,14.79
4.500,14.44,35.61,58.20,89.12,29.02,29.02,51.84,83.33,2.67,2.14,14.34,19.70,15.18,14.30,19.16,15.41
4.625,14.37,35.61,59.22,89.71,29.02,29.02,52.86,84.31,4.70,1.83,13.81,15.49,22.30,13.72,13.81,18.28
4.750,14.33,35.45,58.82,90.10,28.71,28.71,52.78,85.10,3.99,3.64,11.69,6.69,19.30,12.66,6.47,15.58
4.875,14.33,35.61,57.25,89.22,28.63,28.63,51.92,85.59,2.58,3.99,8.15,2.76,12.75,10.19,3.82,11.16
5.000,14.44,36.00,55.53,88.24,29.33,29.33,51.53,85.69,2.62,1.12,6.91,2.45,11.69,8.73,3.68,11.20
5.125,14.51,36.16,54.35,87.75,29.88,29.88,51.92,85.88,5.10,4.61,7.49,5.98,15.18,7.49,8.51,15.18
5.250,14.80,36.55,54.43,88.04,30.12,30.12,52.55,86.47,5.63,6.82,3.86,9.04,26.24,4.75,12.00,22.44
5.375,15.69,38.51,55.45,88.04,30.27,30.27,52.86,86.37,7.40,10.81,17.57,13.46,25.18,7.67,9.48,26.02
5.500,17.01,41.65,57.88,88.63,30.35,30.35,52.86,87.35,18.24,21.95,33.94,31.37,32.43,8.73,6.07,29.51
5.625,18.47,45.10,60.94,89.41,30.43,30.43,53.02,88.04,4.22,8.24,30.62,37.74,37.43,4.79,4.48,36.02
5.750,19.68,47.53,63.29,90.39,30.27,30.27,52.63,88.63,6.21,11.38,13.46,20.93,36.90,5.81,5.76,33.32
5.875,20.07,48.31,63.76,90.49,29.65,29.65,51.14,88.73,5.67,5.28,6.52,7.09,33.76,7.18,6.34,29.65
6.000,19.25,46.82,62.12,89.41,28.94,28.94,49.33,87.94,2.84,3.95,6.38,4.79,19.43,8.33,9.66,17.00
6.125,17.40,44.47,59.45,88.04,27.45,27.45,47.14,87.06,2.09,3.60,5.23,4.97,16.20,9.30,10.23,10.36
6.250,15.12,41.49,56.63,87.06,25.88,25.88,44.94,86.57,2.18,7.40,7.84,8.06,13.41,9.48,11.07,11.42
6.375,13.16,39.06,54.27,86.67,24.78,24.78,43.37,85.59,8.51,5.23,7.71,11.38,17.53,5.94,10.27,16.55
6.500,12.48,39.14,54.51,86.47,25.10,25.10,43.69,84.80,7.71,7.93,16.73,25.05,20.76,8.55,21.42,21.64
6.625,13.12,41.33,55.69,86.08,26.59,26.59,45.18,84.22,24.83,12.04,31.02,40.53,27.97,22.44,38.93,27.48
6.750,14.37,44.08,57.33,85.98,28.08,28.08,46.98,84.41,16.29,15.67,25.36,37.30,34.60,28.50,41.15,32.92
6.875,15.44,46.35,58.75,86.27,29.80,29.80,48.78,84.71,15.45,12.04,7.97,16.47,47.51,21.77,29.78,45.75
7.000,16.15,48.00,59.76,86.76,31.37,31.37,50.04,84.71,4.35,7.71,9.08,12.97,56.32,13.41,15.14,52.11
7.125,16.68,49.25,60.86,87.35,32.16,32.16,50.04,85.20,5.85,5.06,13.41,15.45,57.51,6.25,15.01,51.05
7.250,17.72,51.45,62.67,87.55,33.02,33.02,50.98,85.78,10.05,19.83,23.63,34.78,58.44,15.76,21.69,56.05
7.375,19.04,53.73,64.08,87.65,34.51,34.51,52.24,85.88,8.33,17.66,32.43,38.98,56.18,22.26,19.96,53.26
7.500,20.36,55.45,64.55,87.84,35.92,35.92,52.78,85.98,22.48,10.89,22.17,30.18,54.95,25.00,18.46,64.14
7.625,21.46,56.39,64.63,87.94,37.02,37.02,53.02,86.08,4.70,5.06,7.27,20.00,45.17,17.09,25.18,62.51
7.750,22.00,56.24,64.31,88.04,37.73,37.73,53.33,86.27,8.20,2.22,3.68,8.95,27.17,6.38,17.75,52.51
7.875,22.10,55.53,63.76,88.04,37.57,37.57,53.57,86.57,2.62,4.97,3.20,3.77,16.25,6.03,6.16,40.00
8.000,22.14,54.75,63.45,88.53,36.94,36.94,53.57,86.76,2.49,4.79,3.07,4.35,13.19,5.81,4.61,18.46
8.125,22.10,54.12,62.98,88.63,36.55,36.55,53.33,86.96,1.25,3.46,2.76,2.62,13.37,7.62,3.51,16.20
8.250,22.03,53.49,62.35,88.04,36.08,36.08,52.55,86.47,4.26,3.33,3.20,3.51,12.71,6.25,2.98,9.61
8.375,21.64,52.16,61.25,86.67,35.69,35.69,51.69,85.49,1.69,2.36,2.18,3.68,8.20,3.51,5.06,7.93
8.500,20.75,49.41,58.90,84.80,34.98,34.98,51.06,84.90,1.65,2.62,2.36,3.07,5.41,2.05,3.91,4.30
