"Time","beta L","beta R","alpha R","theta R","delta R","alpha L","theta L","delta L"
"sec.","A","B","B","B","B","A","A","A"
0.125,0.85,4.88,4.61,===,===,0.81,===,===
0.250,2.14,2.45,4.44,3.11,===,1.03,0.99,===
0.375,1.74,3.33,3.42,5.14,4.44,1.96,2.62,1.69
0.500,5.50,3.11,3.51,7.53,6.16,2.49,3.33,2.22
0.625,1.92,1.21,2.71,6.29,6.52,2.89,1.92,2.05
0.750,2.49,1.61,3.15,2.80,7.84,3.82,3.95,1.65
0.875,2.05,1.83,4.52,3.20,9.21,4.61,6.43,1.61
1.000,5.63,2.98,4.30,4.79,9.48,4.35,6.96,3.02
1.125,1.52,1.87,2.40,5.37,12.84,3.07,5.59,4.48
1.250,3.68,2.67,1.21,4.66,11.47,3.42,4.26,4.61
1.375,2.27,2.76,1.30,3.29,11.96,3.86,4.35,3.91
1.500,1.38,1.83,1.43,2.62,8.28,2.27,2.84,4.57
1.625,1.12,1.38,1.74,1.61,5.72,2.14,2.00,6.29
1.750,3.20,2.14,1.34,1.30,3.60,2.58,2.76,8.20
1.875,2.00,2.18,1.47,2.18,3.24,1.21,2.27,8.68
2.000,2.00,2.05,2.71,5.14,4.97,1.78,3.86,7.22
2.125,3.77,2.18,5.41,6.25,6.74,5.10,6.60,5.50
2.250,2.67,3.24,5.81,7.97,9.83,7.05,10.10,5.59
2.375,5.28,1.65,4.79,12.53,12.00,7.22,14.03,7.31
2.500,3.02,1.92,2.67,12.57,11.73,5.19,13.11,7.71
2.625,2.84,2.76,3.11,9.12,11.16,3.42,9.08,5.76
2.750,3.24,1.96,2.89,8.28,8.15,2.22,7.31,4.13
2.875,1.47,1.69,2.67,8.42,9.26,1.87,5.59,4.08
3.000,4.57,3.37,5.67,6.29,9.70,3.73,2.27,6.74
3.125,2.76,2.98,5.85,4.48,11.56,4.83,5.10,8.02
3.250,3.60,2.53,3.95,2.93,10.98,3.95,4.48,8.68
3.375,2.58,3.11,1.61,3.02,8.15,1.52,1.83,5.54
