TIME,BETA L,BETA R,ALPHA R,THETA R,DELTA R,ALPHA L,THETA L,DELTA L
sec.,A,B,B,B,B,A,A,A
0.125,0.81,2.05,4.30,===,===,0.77,===,===
0.250,2.14,2.09,2.62,2.89,===,1.03,0.99,===
0.375,1.87,1.43,1.61,1.38,2.45,1.56,1.34,1.34
0.500,8.20,1.52,1.52,1.38,2.31,1.78,2.18,1.34
0.625,5.63,1.30,1.12,0.85,2.67,1.65,3.77,1.56
0.750,6.38,0.81,0.90,0.90,2.98,1.96,3.95,1.47
0.875,4.48,0.99,0.94,0.81,2.93,1.65,3.73,1.78
1.000,7.31,1.61,1.38,0.90,2.18,1.61,4.26,2.00
1.125,5.37,1.25,1.47,0.99,1.74,2.05,4.39,2.22
1.250,2.71,0.94,1.30,0.85,1.30,2.71,3.86,2.00
1.375,5.59,2.00,1.12,0.77,1.56,1.96,2.49,1.56
1.500,6.82,1.43,0.94,0.94,1.74,1.47,2.80,1.65
1.625,4.83,1.47,1.16,1.52,1.83,1.34,4.35,2.00
1.750,5.94,1.43,1.12,2.45,2.14,2.27,6.47,2.31
1.875,6.16,1.03,0.94,2.31,2.18,2.84,6.96,2.36
2.000,2.62,0.85,1.25,1.52,2.40,3.11,6.38,2.49
2.125,7.00,1.96,1.34,1.78,2.05,3.33,4.48,3.46
2.250,4.83,1.16,1.25,2.49,2.14,5.10,4.44,3.68
2.375,6.12,1.43,2.93,2.62,2.27,8.64,6.12,4.66
2.500,3.20,1.56,3.99,4.17,2.53,9.04,8.37,4.48
2.625,9.83,1.61,3.20,5.45,3.77,4.35,11.87,9.70
2.750,5.98,2.49,2.36,5.23,5.67,1.92,13.86,17.04
2.875,5.10,1.74,1.92,5.10,7.49,4.35,13.86,26.11
3.000,4.52,0.94,1.25,5.14,11.07,6.91,13.55,40.04
3.125,3.46,1.07,0.90,3.95,11.87,8.33,12.88,43.40
3.250,5.41,1.07,1.03,2.45,11.78,5.45,11.34,42.43
3.375,3.15,0.99,0.90,1.30,9.61,3.29,5.59,31.42
3.500,8.51,1.52,1.03,1.83,6.29,2.36,3.55,22.66
3.625,3.64,1.12,0.85,2.05,4.17,4.08,3.64,16.64
3.750,9.79,1.69,1.12,2.40,2.27,2.89,4.08,11.51
3.875,7.18,1.07,1.92,2.45,2.98,1.83,4.88,9.79
4.000,8.86,1.25,2.22,1.78,5.76,2.93,4.39,12.80
4.125,6.91,0.90,1.65,1.21,6.74,4.75,4.83,13.86
4.250,8.99,1.78,0.99,2.09,9.39,4.57,6.69,22.57
4.375,5.54,1.21,1.03,3.91,8.55,2.98,14.26,24.16
4.500,3.68,1.92,1.21,3.99,9.74,3.64,17.04,34.33
4.625,5.90,1.61,1.69,3.20,9.39,2.31,13.72,33.72
4.750,5.76,2.18,1.96,2.98,8.64,2.98,9.43,31.59
4.875,10.10,2.27,1.47,2.40,8.11,6.74,5.81,26.77
5.000,4.88,1.56,1.38,2.05,6.34,5.90,4.61,18.06
5.125,5.45,2.89,2.05,1.87,5.94,4.75,2.80,15.32
5.250,3.02,1.78,1.30,5.59,5.59,3.64,7.97,11.34
5.375,1.07,3.20,2.31,7.00,6.47,3.99,13.15,14.08
5.500,1.78,1.30,3.51,6.34,8.11,2.14,13.68,16.07
5.625,3.95,1.43,2.76,6.29,8.11,3.64,12.26,15.89
5.750,4.08,1.61,2.05,5.63,7.00,6.03,8.86,12.53
5.875,8.46,1.56,2.05,4.79,4.30,4.88,6.21,7.49
6.000,3.20,1.83,1.65,5.81,3.02,3.24,8.73,5.59
6.125,6.87,2.14,1.16,4.70,2.09,1.92,7.58,4.52
6.250,7.22,1.43,0.99,2.31,2.36,2.40,4.13,6.34
6.375,6.82,1.92,0.99,1.74,3.07,1.87,3.73,10.36
6.500,7.75,1.69,1.16,2.09,3.77,2.14,3.68,10.89
6.625,3.24,2.40,2.18,2.89,4.13,3.99,5.45,12.80
6.750,10.41,5.59,2.53,3.86,3.91,2.58,6.21,9.35
6.875,2.98,5.41,1.78,4.30,5.14,3.64,6.47,9.26
7.000,9.04,6.43,1.21,3.46,5.76,3.07,8.33,6.03
7.125,5.06,7.89,2.18,3.82,6.52,3.51,11.82,5.10
7.250,8.33,3.11,1.65,4.22,6.34,4.13,11.07,3.60
7.375,5.10,3.64,1.65,3.77,6.43,2.76,8.81,6.38
7.500,5.10,1.74,2.53,2.49,5.90,3.11,5.76,9.43
7.625,3.68,1.56,2.09,1.03,5.41,3.46,3.37,11.87
7.750,5.28,2.49,1.30,0.94,3.77,2.58,2.76,12.49
7.875,4.88,2.49,1.03,0.94,3.64,1.61,3.20,9.48
8.000,6.96,1.03,1.56,1.12,2.71,2.84,4.17,7.97
8.125,3.99,2.36,2.18,1.47,2.45,2.53,4.39,4.26
8.250,2.98,2.53,1.74,2.09,1.65,1.92,3.15,3.60
8.375,5.14,1.47,1.21,1.87,1.43,3.46,1.61,2.62
8.500,2.09,1.47,1.07,1.74,1.69,3.37,1.74,2.58
8.625,7.44,1.69,1.07,1.83,2.00,2.98,3.73,2.45
8.750,6.60,1.34,1.47,2.27,2.18,2.98,4.48,2.27
8.875,2.84,1.21,1.34,2.80,2.22,2.80,3.51,2.67
9.000,3.99,1.74,1.83,2.93,2.49,1.69,4.17,4.44
9.125,2.89,1.21,1.34,2.22,2.62,1.74,5.54,4.57
9.250,4.30,1.52,1.69,1.83,2.71,2.36,5.23,5.14
9.375,6.65,0.85,2.22,1.74,1.96,2.62,4.08,4.44
9.500,5.19,1.78,1.83,1.78,2.22,2.31,2.89,5.94
9.625,5.98,1.38,1.12,2.09,2.62,1.74,5.14,8.95
9.750,3.37,1.38,0.99,3.24,5.23,2.09,10.98,14.70
9.875,3.15,1.16,0.90,5.10,9.17,1.16,17.48,28.72
10.000,2.49,1.30,0.94,5.50,11.34,1.78,17.66,34.03
10.125,1.65,1.52,1.30,3.11,12.40,2.05,9.04,39.16
10.250,3.91,2.27,1.47,1.61,10.54,2.71,3.60,31.42
10.375,4.48,1.56,1.78,2.62,7.84,3.73,4.92,22.57
10.500,5.72,1.25,1.87,2.00,4.70,5.76,4.70,12.09
10.625,13.77,5.45,4.04,5.01,3.68,15.94,12.49,8.06
10.750,5.90,5.59,6.38,8.46,7.93,19.16,23.59,13.02
10.875,10.19,9.61,13.72,11.47,12.93,23.28,23.63,19.47
11.000,22.61,16.69,21.77,19.83,19.56,28.05,21.29,25.40
11.125,15.32,11.03,22.57,23.15,21.82,27.13,27.57,22.22
11.250,13.59,8.33,11.65,13.86,19.70,15.05,19.08,18.37
11.375,7.36,4.39,3.91,3.99,13.77,3.24,4.83,7.71
11.500,3.82,2.49,3.60,4.35,8.37,1.92,4.35,6.25
11.625,4.35,4.75,9.43,10.36,10.23,3.86,5.45,9.79
11.750,7.36,6.38,11.56,20.80,19.43,5.28,12.93,19.83
11.875,6.21,2.45,7.31,18.10,22.44,4.30,12.44,22.48
12.000,3.02,2.31,1.83,7.27,24.74,2.40,6.47,28.89
12.125,7.27,3.02,3.37,4.70,17.79,8.06,16.60,25.67
12.250,1.61,1.69,2.36,6.69,15.27,10.23,24.56,30.49
12.375,4.61,2.40,2.53,4.22,13.19,7.71,20.05,29.47
12.500,6.82,2.84,2.36,2.31,11.65,4.48,9.04,27.39
12.625,7.22,1.61,2.18,1.87,10.01,3.42,4.48,21.07
12.750,5.06,1.74,2.00,2.18,7.67,4.97,6.03,11.91
12.875,6.65,1.78,1.74,3.46,4.66,3.42,6.21,6.21
13.000,5.45,2.84,1.69,2.71,3.60,1.47,3.02,3.33
13.125,2.98,1.30,1.74,1.43,2.09,3.20,2.53,2.36
13.250,3.77,1.92,1.65,2.00,3.11,3.37,4.26,5.41
13.375,2.62,1.03,1.65,2.98,3.95,2.80,3.77,8.68
13.500,3.29,1.07,1.12,2.58,6.60,2.53,2.18,13.41
13.625,7.84,1.92,0.99,2.80,9.43,2.80,4.35,18.10
13.750,12.31,1.96,1.43,3.29,10.63,4.30,7.49,19.56
13.875,9.43,2.49,1.38,3.46,11.51,7.27,6.21,20.58
14.000,8.06,1.56,2.84,4.61,8.46,7.31,10.05,17.93
14.125,6.38,3.07,2.80,6.69,8.51,7.00,20.36,23.85
14.250,9.30,1.92,1.21,6.91,8.42,5.90,22.04,27.21
14.375,6.25,2.14,1.34,3.73,9.83,3.77,10.41,29.74
14.500,7.49,1.69,1.38,2.14,10.10,2.67,3.91,24.83
14.625,8.37,1.61,1.16,1.56,7.13,3.60,2.53,16.64
14.750,2.71,1.03,1.56,1.78,5.19,5.01,1.83,10.27
14.875,6.03,2.89,1.30,1.16,2.18,4.79,2.93,5.98
15.000,4.35,1.83,1.16,0.90,1.61,3.55,3.77,5.63
15.125,8.73,1.69,1.38,1.30,0.99,3.60,3.15,4.44
15.250,4.44,1.34,1.30,1.43,0.90,4.70,3.15,3.24
15.375,3.42,1.07,1.03,0.99,1.21,4.39,4.04,3.15
15.500,4.26,0.81,0.85,1.16,1.47,3.29,3.82,3.37
15.625,1.74,1.47,0.77,1.43,1.61,2.49,3.24,3.24
15.750,2.27,1.21,0.77,1.83,1.34,2.62,4.22,2.40
15.875,2.62,1.07,0.99,2.18,1.30,3.24,4.35,2.84
16.000,3.24,1.78,0.85,2.36,1.74,3.73,2.76,3.37
16.125,5.54,1.61,1.03,1.74,2.09,4.04,1.38,4.22
16.250,5.63,1.74,1.56,1.30,2.27,3.37,2.27,5.23
16.375,3.37,1.69,1.56,1.34,2.58,1.92,4.79,7.13
16.500,3.82,1.30,1.25,1.52,2.58,2.58,5.67,7.80
16.625,4.39,1.34,1.34,2.27,3.51,1.07,5.72,9.70
16.750,3.24,2.22,2.18,3.07,3.42,4.04,4.83,8.86
16.875,2.22,1.30,1.92,3.24,4.88,4.39,5.81,10.89
17.000,2.49,1.96,1.52,3.60,6.03,3.15,8.20,15.71
17.125,2.71,2.45,1.65,6.21,7.80,4.70,16.07,20.93
17.250,6.25,2.31,1.43,7.22,11.11,5.54,19.87,33.54
17.375,2.98,2.40,0.85,5.19,11.91,5.76,13.59,36.99
17.500,6.25,3.07,0.85,2.71,11.47,6.21,4.88,35.84
17.625,3.91,1.34,0.99,1.38,8.15,4.52,3.91,26.86
17.750,8.59,3.24,1.12,1.52,4.75,3.55,3.86,15.27
17.875,7.49,1.69,1.03,1.43,3.68,1.34,5.10,10.41
18.000,4.97,2.18,1.52,2.22,3.33,1.38,4.48,8.73
18.125,5.19,2.18,1.34,2.67,5.59,2.40,4.66,12.26
18.250,3.68,1.65,0.94,2.67,5.98,3.60,4.13,13.86
18.375,2.89,1.83,1.07,2.09,6.38,3.60,3.82,13.24
18.500,3.99,2.14,1.56,2.67,4.39,5.59,4.17,9.26
18.625,2.36,0.90,1.30,3.42,4.57,7.40,4.70,8.95
18.750,2.67,1.52,1.74,6.96,8.06,6.52,9.57,11.51
18.875,3.37,2.00,2.27,8.42,11.20,3.11,10.23,14.92
19.000,7.58,3.07,1.52,7.62,15.63,4.04,7.09,21.86
19.125,4.30,1.52,1.61,3.95,16.51,4.75,4.66,21.86
19.250,5.10,1.30,1.43,1.92,14.61,1.65,5.37,20.09
19.375,2.71,1.16,1.69,3.07,10.76,3.64,7.31,12.88
19.500,3.15,1.43,2.18,3.60,5.23,3.77,10.45,10.32
19.625,2.76,1.56,2.27,2.71,4.35,4.92,6.34,8.77
19.750,2.45,1.03,2.05,1.56,4.35,4.17,3.55,7.18
19.875,3.37,1.16,1.34,2.84,5.19,2.00,9.35,6.43
20.000,5.14,2.09,1.52,3.60,5.45,3.91,12.97,8.20
20.125,3.33,1.43,1.87,3.73,5.90,3.37,11.82,14.74
20.250,2.58,1.43,1.61,3.24,6.52,2.05,7.44,15.36
20.375,6.29,1.12,1.34,2.89,5.94,2.18,6.82,17.40
20.500,2.00,1.65,1.38,2.22,5.41,3.02,6.56,15.01
20.625,3.77,1.65,1.38,1.61,3.55,2.31,5.85,13.59
20.750,4.26,2.22,1.43,1.25,3.91,2.36,5.45,13.41
20.875,6.29,1.61,1.65,1.38,3.77,3.20,7.58,13.64
21.000,7.27,1.21,1.87,1.03,4.66,2.36,8.24,15.14
21.125,6.65,1.30,1.96,1.03,5.45,2.00,6.78,16.91
21.250,3.86,1.61,1.56,1.25,5.67,3.60,4.75,16.95
21.375,6.69,1.65,2.00,1.69,5.23,7.18,4.66,15.36
21.500,3.55,2.05,2.36,2.89,4.35,8.20,7.49,12.09
21.625,9.12,1.25,2.14,3.77,3.91,6.29,10.72,9.79
21.750,6.56,1.69,1.34,4.97,3.95,3.99,13.81,8.64
21.875,7.00,1.47,1.30,4.88,5.06,2.22,12.97,10.10
22.000,4.79,2.58,1.61,3.86,6.87,2.71,10.19,11.42
22.125,8.81,1.61,2.76,7.09,10.10,3.20,13.33,15.71
22.250,6.74,4.22,5.06,11.03,16.29,7.89,19.43,26.46
22.375,5.90,2.76,5.28,10.01,23.10,7.75,18.28,33.98
22.500,2.31,2.22,3.55,5.14,24.43,3.46,8.20,36.68
22.625,3.46,2.76,2.09,3.42,22.84,2.58,3.86,32.43
22.750,5.50,2.00,1.92,2.98,13.59,4.22,5.72,19.47
22.875,2.76,1.61,1.38,1.92,9.26,3.73,6.78,13.02
23.000,3.55,1.47,1.30,1.92,4.04,3.95,8.06,5.76
23.125,3.91,1.65,1.21,1.74,3.24,4.66,6.60,6.25
23.250,4.17,2.45,1.12,1.96,2.89,4.39,3.64,4.97
23.375,3.77,0.99,1.56,1.69,3.07,3.68,2.18,4.04
23.500,5.01,0.94,1.69,1.52,3.24,3.46,3.86,3.73
23.625,3.33,1.21,1.12,1.43,2.76,3.07,4.57,3.77
23.750,4.75,1.43,0.90,1.65,2.67,2.80,4.26,4.79
23.875,1.47,1.47,1.07,1.61,2.31,3.33,2.80,4.30
24.000,3.60,2.22,1.43,1.43,2.36,4.39,5.01,4.79
24.125,2.67,1.12,1.56,1.56,2.67,4.13,7.13,4.79
24.250,4.66,1.43,1.21,1.30,2.18,4.83,6.60,6.91
24.375,5.76,1.25,0.77,1.03,1.74,5.23,3.37,9.70
24.500,5.59,1.56,0.90,1.30,1.07,4.48,2.76,9.57
24.625,4.75,1.34,0.99,1.56,1.07,3.82,2.98,8.99
24.750,4.08,1.92,0.72,1.38,1.69,2.62,1.43,5.90
24.875,1.96,1.96,1.30,1.07,1.92,2.45,2.09,4.92
25.000,4.92,1.61,1.61,1.12,2.40,3.11,3.60,3.64
25.125,2.22,1.25,1.30,1.16,2.36,2.80,4.44,3.20
25.250,2.14,0.99,0.94,1.30,2.36,2.09,4.75,2.89
25.375,1.96,1.30,0.81,1.30,1.92,1.78,4.39,2.80
25.500,2.84,1.30,0.90,0.90,1.61,2.89,3.11,2.84
25.625,1.74,1.83,1.52,1.07,1.47,2.22,2.27,3.42
25.750,1.83,2.09,1.61,1.74,1.92,1.25,2.14,3.29
25.875,1.61,1.69,1.34,2.14,1.96,2.40,1.74,3.02
26.000,1.96,1.65,1.03,2.53,2.09,2.14,1.12,1.92
