TIME,BETA L,BETA R,ALPHA R,THETA R,DELTA R,ALPHA L,THETA L,DELTA L
sec.,A,B,B,B,B,A,A,A
0.125,1.30,35.31,14.12,===,===,1.43,===,===
0.250,3.15,7.75,11.65,8.99,===,2.18,2.89,===
0.375,4.70,13.68,9.35,14.08,26.11,3.20,12.75,11.16
0.500,12.53,15.27,15.71,23.10,20.80,3.64,19.70,20.00
0.625,9.04,24.65,25.00,33.23,27.30,6.12,19.25,33.89
0.750,15.67,21.55,21.64,31.42,29.51,10.94,24.52,35.71
0.875,17.09,14.56,12.18,19.52,35.84,13.50,29.96,33.94
1.000,8.33,7.44,9.17,8.95,29.69,10.10,19.61,20.27
1.125,8.73,8.59,16.25,6.69,25.18,10.81,6.34,13.28
1.250,6.21,17.53,13.46,9.66,15.76,10.41,6.03,7.84
1.375,4.04,16.73,6.60,10.58,9.08,7.67,6.87,4.88
1.500,6.52,12.09,2.09,8.73,8.51,8.11,4.88,4.08
1.625,3.02,6.07,1.96,7.53,8.81,10.27,3.73,5.37
1.750,3.95,3.95,7.93,8.06,8.28,12.22,4.08,5.94
1.875,3.33,10.76,13.28,8.99,8.46,16.11,6.43,6.07
2.000,11.25,6.87,10.58,15.05,12.26,14.83,12.93,8.68
2.125,7.05,16.38,8.59,23.10,25.53,13.33,39.60,17.75
2.250,32.21,8.86,11.82,22.84,30.18,22.75,55.08,21.20
2.375,8.28,10.89,6.21,17.84,33.89,30.09,47.74,24.87
2.500,17.22,8.37,7.40,12.88,22.92,21.46,25.58,16.20
2.625,4.79,2.27,9.39,9.74,17.88,5.32,7.31,17.53
2.750,8.77,8.46,3.64,7.05,12.71,4.30,7.89,13.11
2.875,4.97,16.42,8.64,5.01,18.06,7.27,9.04,21.95
3.000,10.36,4.17,8.55,18.46,18.37,15.14,11.69,20.36
3.125,24.83,20.27,12.18,45.97,24.52,32.57,18.37,24.74
3.250,25.40,22.26,17.04,54.46,21.15,49.02,14.87,15.58
3.375,20.23,4.44,16.86,41.46,33.23,39.33,5.59,19.83
3.500,9.66,8.95,13.59,25.18,31.77,17.04,6.96,19.78
3.625,8.95,4.44,9.43,12.88,34.11,13.77,6.60,28.89
3.750,6.07,5.59,10.85,15.05,25.58,11.65,12.22,21.82
3.875,3.11,9.39,15.54,23.81,19.92,10.72,12.97,21.38
4.000,3.60,13.28,17.79,25.00,19.96,13.55,15.76,15.18
4.125,7.27,10.50,23.15,15.58,20.23,12.00,23.06,15.58
4.250,15.18,22.66,31.28,15.63,28.50,4.30,46.14,14.03
4.375,17.79,21.51,26.51,32.30,23.99,9.96,47.78,15.36
4.500,7.62,5.06,12.84,32.43,19.08,9.61,19.52,19.12
4.625,11.29,12.62,8.06,13.95,12.84,6.52,7.49,20.14
4.750,3.42,9.35,2.93,11.20,11.29,5.19,6.82,14.56
4.875,11.56,10.45,5.67,8.64,11.51,6.03,4.48,9.43
5.000,4.79,7.89,4.92,3.55,8.33,7.22,2.76,4.57
5.125,6.78,4.75,2.53,3.95,6.52,5.28,2.62,4.70
5.250,6.69,5.37,8.06,7.00,6.78,8.37,3.42,4.30
5.375,9.74,14.17,17.04,12.40,7.89,14.43,4.70,4.52
5.500,2.62,7.09,20.76,21.73,11.96,15.01,14.21,5.50
5.625,6.82,15.76,15.10,29.12,20.23,6.34,23.41,11.60
5.750,11.11,5.37,11.03,21.42,28.28,6.29,16.73,19.56
5.875,9.08,9.12,10.32,26.86,30.18,14.34,33.76,21.69
6.000,25.36,17.79,14.08,54.77,24.87,20.49,64.76,15.94
6.125,7.71,7.44,16.60,48.49,19.74,20.18,52.91,12.80
6.250,9.70,7.44,11.11,19.30,20.71,11.11,18.46,15.10
6.375,10.63,8.95,4.39,5.01,23.99,2.27,6.82,19.12
6.500,4.39,6.25,4.61,6.52,19.83,1.96,6.69,14.87
6.625,11.25,9.66,6.38,10.27,13.55,1.96,6.43,12.13
6.750,2.93,5.19,12.35,15.58,7.31,6.52,5.85,10.41
6.875,7.84,4.79,11.87,14.08,13.86,12.62,8.59,14.30
7.000,5.14,9.12,3.29,8.64,28.50,16.07,20.62,13.46
7.125,21.64,3.77,9.88,7.36,40.39,17.22,31.19,14.52
7.250,18.59,40.48,16.91,22.57,46.28,11.73,23.59,21.33
7.375,8.68,4.48,14.26,37.21,46.23,2.40,12.13,28.67
7.500,10.32,15.32,6.56,30.58,46.81,8.02,9.12,33.45
7.625,6.34,4.75,2.62,18.15,40.62,5.72,12.40,25.62
7.750,9.35,12.53,4.08,10.63,29.69,4.13,11.03,20.27
7.875,5.37,6.47,10.94,13.19,22.53,9.83,7.62,24.16
8.000,9.12,8.24,9.12,13.64,22.04,9.26,10.01,29.12
8.125,3.24,12.22,6.12,17.70,24.87,9.04,18.55,38.98
8.250,29.12,32.52,16.47,25.71,28.36,16.07,24.74,42.30
8.375,6.69,6.12,17.13,18.15,22.48,16.11,19.16,36.90
8.500,5.76,10.50,8.77,4.39,17.44,10.27,6.82,32.52
8.625,4.35,3.86,4.52,3.64,7.40,4.44,6.60,19.52
8.750,5.54,2.84,3.73,5.54,6.78,3.99,6.65,17.62
8.875,7.97,7.13,6.16,9.92,7.93,6.12,11.11,12.75
9.000,3.55,4.79,2.80,22.17,14.96,5.10,19.47,17.88
9.125,4.61,12.93,15.32,38.62,20.85,4.66,26.77,32.79
9.250,3.20,11.60,24.43,44.82,31.19,5.94,23.99,39.20
9.375,2.05,7.36,13.86,33.27,35.31,4.35,16.38,38.98
9.500,3.42,5.67,6.47,16.07,34.91,5.10,9.04,24.96
9.625,3.07,3.77,12.04,9.48,29.65,7.97,8.24,15.18
9.750,3.20,2.09,6.21,6.78,17.26,7.22,7.49,9.96
9.875,5.10,7.89,3.95,6.29,11.03,4.88,2.58,8.15
10.000,1.47,3.77,8.55,9.21,12.84,3.86,6.56,6.25
10.125,3.29,7.89,9.26,15.49,18.10,3.64,7.44,4.39
10.250,3.24,9.08,4.30,15.54,29.51,2.31,6.43,5.06
10.375,2.36,5.50,3.73,11.20,29.96,3.95,6.78,8.15
10.500,3.99,4.92,7.18,6.82,27.30,5.06,3.86,11.25
10.625,4.17,6.12,11.38,5.90,18.85,4.35,3.02,12.49
10.750,6.74,7.09,12.84,7.31,9.83,9.66,7.84,10.36
10.875,4.70,5.63,8.59,5.06,10.19,7.05,8.99,8.46
11.000,5.72,7.09,6.82,9.92,14.92,2.49,10.05,10.05
11.125,19.12,22.39,4.83,11.65,20.27,5.23,6.25,13.72
11.250,5.54,10.50,11.03,12.22,26.33,11.91,10.36,18.28
11.375,42.30,41.46,22.88,26.11,22.53,24.56,26.77,12.71
11.500,4.17,4.44,23.94,33.05,18.72,26.11,31.99,10.58
11.625,14.30,15.54,18.72,20.27,11.96,17.62,19.92,9.04
11.750,2.76,4.30,12.22,12.18,10.50,9.12,9.26,12.13
11.875,2.14,3.07,7.58,7.89,11.47,5.90,5.85,10.45
12.000,3.37,3.37,2.76,4.75,10.98,5.50,4.08,7.53
12.125,2.67,3.86,3.60,3.07,10.27,8.15,4.39,6.07
12.250,7.09,5.76,1.69,2.93,8.28,7.40,5.98,5.28
12.375,4.61,5.37,6.29,3.42,7.13,6.03,6.82,4.52
12.500,13.28,10.27,8.68,4.61,8.02,8.64,6.29,4.75
12.625,3.29,5.72,3.73,14.87,13.95,5.63,7.97,12.71
12.750,7.22,6.25,9.57,21.95,18.77,9.88,13.24,18.59
12.875,11.91,14.43,18.06,35.84,24.43,13.19,19.39,20.18
13.000,17.40,34.56,17.40,49.95,18.32,15.05,43.36,17.17
13.125,13.90,18.63,5.94,36.06,21.02,13.86,49.24,19.39
13.250,8.99,9.74,8.59,13.15,18.68,9.39,20.67,29.16
13.375,9.30,12.13,15.41,14.79,25.27,6.82,12.04,35.09
13.500,5.63,5.45,9.92,17.04,26.06,6.03,16.11,31.95
13.625,5.45,9.26,6.87,10.27,25.53,8.42,11.96,23.90
13.750,5.98,11.82,11.78,8.90,24.78,6.78,17.17,18.50
13.875,4.30,14.26,18.72,14.74,26.42,3.46,20.67,21.86
14.000,5.67,12.22,13.37,21.69,27.44,8.06,24.52,20.09
14.125,10.23,11.78,9.39,24.12,26.33,21.82,27.44,17.70
14.250,11.87,38.09,24.60,21.86,15.89,30.75,24.07,20.31
14.375,20.18,6.91,23.37,21.20,11.29,25.31,28.98,29.16
14.500,5.06,8.99,6.74,17.04,12.97,13.99,25.36,42.83
14.625,14.26,7.89,8.55,13.81,20.40,9.74,13.33,38.18
14.750,2.45,2.62,8.42,17.57,21.29,7.00,7.22,31.15
14.875,8.81,6.74,6.56,18.37,17.35,4.04,3.73,14.70
15.000,4.48,5.72,9.30,19.08,12.00,6.07,6.29,13.02
15.125,10.94,17.40,15.85,20.80,14.52,7.93,10.01,17.13
15.250,5.14,10.76,20.45,25.80,21.86,10.58,12.18,34.95
15.375,30.97,46.36,24.25,28.23,23.06,10.94,8.33,36.15
15.500,2.89,9.30,20.05,29.29,25.93,5.45,5.85,41.99
15.625,8.99,13.64,15.32,21.77,18.01,6.43,8.59,28.50
15.750,4.39,12.09,9.92,20.93,14.43,7.44,9.39,23.19
15.875,2.18,2.18,3.33,17.84,10.01,2.27,8.37,10.23
16.000,2.27,10.45,10.27,16.07,9.96,4.22,5.90,5.23
16.125,7.00,6.87,12.31,17.57,11.51,8.20,5.23,2.67
16.250,4.26,5.28,4.44,10.72,7.67,7.31,3.11,4.88
16.375,4.22,9.26,3.42,4.61,7.62,5.90,3.77,6.74
16.500,6.82,6.60,4.13,7.67,6.34,6.87,3.91,6.56
16.625,8.51,12.84,5.45,12.53,10.72,8.90,2.62,6.21
16.750,5.54,4.17,9.12,15.45,15.23,9.61,4.52,4.57
16.875,5.94,17.66,10.01,17.84,16.47,8.11,7.22,3.73
17.000,4.44,6.07,11.60,18.99,15.89,5.85,6.03,2.62
17.125,4.17,5.90,11.65,19.47,10.32,3.91,9.12,5.06
17.250,6.78,2.49,5.94,28.01,8.64,10.89,19.61,6.34
17.375,14.87,11.96,22.30,52.91,11.07,18.06,35.22,7.09
17.500,15.98,17.35,26.77,60.87,12.31,14.52,51.94,11.60
17.625,5.06,3.29,18.24,42.21,16.60,9.43,43.53,17.53
17.750,7.18,5.76,8.11,17.53,12.00,4.26,19.39,27.66
17.875,5.19,7.71,2.58,2.49,10.23,3.68,10.23,26.77
18.000,6.65,4.39,1.52,5.50,6.43,3.07,10.05,22.79
18.125,1.69,4.52,2.49,7.58,7.13,3.11,10.45,14.65
18.250,3.99,3.91,5.32,8.73,9.30,1.61,10.45,10.98
