"Time","PIP Beta R","PIP Alpha R","PIP Theta R","PIP Delta R","PIP Beta L","PIP Alpha L","PIP Theta L","PIP Delta L","beta L","beta R","alpha R","theta R","delta R","alpha L","theta L","delta L"
"sec.","B","B","B","B","A","A","A","A","A","B","B","B","B","A","A","A"
0.125,===,===,===,===,===,===,===,===,2.84,7.13,7.89,===,===,2.14,===,===
0.250,===,===,===,===,===,===,===,===,2.93,2.76,4.48,7.44,===,3.07,5.50,===
0.375,===,===,===,===,===,===,===,===,8.06,5.32,6.12,9.79,15.18,8.20,10.72,16.29
0.500,===,===,===,===,===,===,===,===,4.97,7.80,8.06,12.53,22.88,9.12,10.50,31.81
0.625,===,===,===,===,===,===,===,===,6.16,9.92,6.07,12.00,23.59,5.54,6.78,36.86
0.750,===,===,===,===,===,===,===,===,19.12,19.47,4.39,10.01,20.93,1.87,8.11,44.82
0.875,===,===,===,===,===,===,===,===,4.97,8.59,3.11,12.26,10.41,3.73,8.55,31.95
1.000,===,===,===,===,===,===,===,===,15.49,20.71,8.02,13.24,8.59,9.74,10.54,29.65
1.125,===,===,===,===,===,===,===,===,6.47,4.75,10.76,15.63,7.13,9.79,11.82,17.48
1.250,===,===,===,===,===,===,===,===,6.21,8.46,6.38,13.46,9.21,4.13,12.22,16.82
1.375,===,===,===,===,===,===,===,===,8.46,4.44,3.55,9.04,8.90,1.87,5.76,19.12
1.500,===,===,===,===,===,===,===,===,11.42,6.29,2.80,7.05,14.21,2.98,3.68,26.73
1.625,===,===,===,===,===,===,===,===,7.62,5.54,2.27,19.56,15.67,5.28,15.58,25.98
1.750,===,===,===,===,===,===,===,===,7.00,5.85,2.27,26.68,13.68,4.17,25.36,22.48
1.875,===,===,===,===,===,===,===,===,5.54,3.51,2.45,22.61,7.67,1.78,25.80,15.01
2.000,===,===,===,===,===,===,===,===,3.33,1.87,1.96,11.82,4.70,5.41,15.23,13.95
2.125,===,===,===,===,===,===,===,===,6.47,1.16,0.99,3.07,4.66,8.11,3.95,14.48
2.250,===,===,===,===,===,===,===,===,2.40,1.43,1.30,1.87,5.37,7.27,6.78,11.11
2.375,===,===,===,===,===,===,===,===,3.86,3.11,5.06,4.04,5.32,7.67,6.52,9.83
2.500,===,===,===,===,===,===,===,===,6.91,8.11,8.42,6.12,12.84,9.26,5.54,11.34
2.625,===,===,===,===,===,===,===,===,8.37,7.49,12.00,10.19,19.21,10.72,7.67,17.13
2.750,===,===,===,===,===,===,===,===,9.12,17.31,14.30,18.81,27.88,9.83,15.10,24.43
2.875,===,===,===,===,===,===,===,===,2.76,3.07,14.96,20.49,31.90,10.19,18.90,27.17
3.000,===,===,===,===,===,===,===,===,4.83,9.35,15.32,11.11,30.49,10.41,16.51,26.51
3.125,===,===,===,===,===,===,===,===,5.32,6.03,20.36,6.74,26.59,8.99,9.74,23.72
3.250,===,===,===,===,===,===,===,===,7.00,6.21,24.16,11.20,21.77,12.57,7.84,20.23
3.375,===,===,===,===,===,===,===,===,12.04,9.52,13.90,13.77,20.93,17.53,15.41,17.26
3.500,===,===,===,===,===,===,===,===,27.57,5.28,8.51,13.95,25.67,21.11,28.81,19.83
3.625,===,===,===,===,===,===,===,===,37.30,13.28,16.11,6.03,21.86,13.59,28.19,16.78
3.750,===,===,===,===,===,===,===,===,5.41,19.78,17.17,9.52,25.44,7.36,17.31,25.93
3.875,===,===,===,===,===,===,===,===,14.30,5.54,12.40,12.35,22.70,10.98,5.28,26.42
4.000,===,===,===,===,===,===,===,===,4.13,8.28,7.05,6.03,26.37,7.75,3.82,27.97
4.125,19.47,31.53,53.25,77.25,31.76,31.76,52.71,85.59,2.18,5.14,4.97,5.41,22.79,6.78,5.63,21.51
4.250,18.89,30.59,51.84,78.14,31.06,31.06,51.53,85.49,6.12,4.66,1.87,8.59,16.20,8.95,6.60,14.70
4.375,18.57,29.80,50.75,78.92,30.67,30.67,50.51,84.80,9.52,10.23,6.65,11.78,10.10,5.50,8.59,11.87
4.500,18.43,29.10,49.80,78.24,31.06,31.06,50.12,83.53,11.16,5.94,10.14,11.96,7.18,8.64,13.33,10.32
4.625,18.36,28.86,48.47,77.45,31.92,31.92,50.04,82.45,5.32,6.91,10.36,12.31,12.40,14.26,13.64,16.91
4.750,18.29,29.33,47.53,77.45,32.94,32.94,49.33,82.45,1.92,3.20,8.11,18.10,15.63,15.01,15.32,20.76
4.875,18.40,30.35,47.69,78.73,34.12,34.12,49.25,83.14,8.37,8.24,10.63,28.28,17.70,14.83,22.97,25.71
5.000,18.57,31.84,48.24,80.69,35.29,35.29,49.57,83.73,9.57,7.75,14.74,29.20,18.85,13.81,26.82,24.83
5.125,19.00,33.57,49.18,82.06,36.24,36.24,49.73,83.92,5.45,5.85,17.31,25.53,14.79,14.61,28.32,18.94
5.250,19.47,35.29,50.82,82.25,36.94,36.94,50.67,83.43,11.34,6.87,21.38,24.91,9.96,20.67,27.97,12.71
5.375,19.93,36.94,52.63,82.65,37.73,37.73,52.00,83.73,5.10,4.48,20.62,11.29,4.22,23.23,15.23,5.10
5.500,20.25,38.20,53.80,83.14,39.14,39.14,53.33,84.51,6.91,3.82,23.19,2.14,4.97,26.68,7.80,6.38
5.625,20.61,39.53,54.20,83.14,40.78,40.78,54.75,84.41,5.45,9.66,29.82,4.22,8.24,32.03,10.05,9.21
5.750,20.78,40.71,53.96,82.84,42.35,42.35,55.84,83.73,7.67,5.06,34.38,6.69,12.84,38.18,14.08,16.47
5.875,20.64,42.04,53.10,81.57,43.92,43.92,55.92,82.45,5.01,10.98,34.64,4.52,16.16,37.96,12.26,17.57
6.000,20.39,43.22,52.16,80.78,45.41,45.41,55.76,81.96,9.17,10.23,33.72,5.01,21.60,33.54,16.29,25.40
6.125,20.32,44.08,51.61,81.08,46.51,46.51,56.39,82.94,9.43,9.48,26.64,7.62,28.59,25.53,20.40,29.29
6.250,20.25,44.08,51.45,81.47,47.45,47.45,57.49,83.53,10.94,10.81,14.52,10.23,32.12,15.27,24.47,35.44
6.375,20.07,43.37,51.76,81.86,47.92,47.92,58.67,84.22,7.71,5.01,11.11,13.06,37.56,13.99,18.55,38.05
6.500,19.93,42.27,51.61,81.67,47.29,47.29,58.43,84.61,9.57,10.45,10.72,17.13,29.38,15.58,15.18,28.67
6.625,19.36,41.88,50.98,80.39,46.20,46.20,57.33,84.31,5.23,4.75,8.20,10.10,21.95,13.41,14.03,23.59
