TIME,PIP BETA R,PIP ALPHA R,PIP THETA R,PIP DELTA R,PIP BETA L,PIP ALPHA L,PIP THETA L,PIP DELTA L,BETA L,BETA R,ALPHA R,THETA R,DELTA R,ALPHA L,THETA L,DELTA L
sec.,B,B,B,B,A,A,A,A,A,B,B,B,B,A,A,A
0.125,===,===,===,===,===,===,===,===,5.06,9.88,7.58,===,===,1.92,===,===
0.250,===,===,===,===,===,===,===,===,9.88,14.12,11.69,6.29,===,6.52,4.75,===
0.375,===,===,===,===,===,===,===,===,19.56,23.32,15.76,8.51,15.58,14.17,6.96,9.26
0.500,===,===,===,===,===,===,===,===,25.27,28.36,12.00,3.99,15.85,13.24,5.41,17.44
0.625,===,===,===,===,===,===,===,===,20.18,27.26,8.24,4.30,21.51,8.81,7.09,24.56
0.750,===,===,===,===,===,===,===,===,23.23,33.36,7.18,5.63,23.99,13.37,10.36,28.63
0.875,===,===,===,===,===,===,===,===,24.52,26.37,8.59,16.86,23.45,12.53,19.34,28.81
1.000,===,===,===,===,===,===,===,===,22.26,28.36,10.94,31.37,16.86,8.73,29.03,28.32
1.125,===,===,===,===,===,===,===,===,17.79,23.37,13.24,30.88,11.60,11.51,27.35,28.41
1.250,===,===,===,===,===,===,===,===,4.79,10.19,19.78,22.75,10.89,20.98,14.52,24.56
1.375,===,===,===,===,===,===,===,===,13.24,8.73,22.39,13.33,13.06,20.58,8.64,18.59
1.500,===,===,===,===,===,===,===,===,6.12,7.44,7.97,5.06,15.32,11.69,9.66,16.33
1.625,===,===,===,===,===,===,===,===,10.10,14.61,13.24,4.57,15.67,14.17,12.71,14.61
1.750,===,===,===,===,===,===,===,===,10.67,16.91,18.10,6.07,11.69,7.71,20.98,15.89
1.875,===,===,===,===,===,===,===,===,14.39,19.96,13.15,13.81,8.68,9.61,27.61,13.59
2.000,===,===,===,===,===,===,===,===,40.57,29.07,17.62,14.12,5.98,15.89,23.50,12.57
2.125,===,===,===,===,===,===,===,===,10.89,14.74,13.95,24.12,8.37,13.02,25.89,11.96
2.250,===,===,===,===,===,===,===,===,21.77,13.55,10.10,36.72,13.81,15.14,30.00,11.60
2.375,===,===,===,===,===,===,===,===,18.68,19.03,22.30,37.39,25.53,23.32,32.43,24.87
2.500,===,===,===,===,===,===,===,===,3.99,7.18,24.83,39.11,38.67,23.81,36.68,36.28
2.625,===,===,===,===,===,===,===,===,5.59,10.72,14.08,28.85,44.86,16.11,27.79,49.59
2.750,===,===,===,===,===,===,===,===,9.79,16.29,8.33,16.42,49.15,9.83,12.00,52.20
2.875,===,===,===,===,===,===,===,===,16.02,7.53,2.36,15.01,35.48,4.08,9.83,42.21
3.000,===,===,===,===,===,===,===,===,7.53,17.00,2.76,8.90,30.44,7.31,9.39,32.96
3.125,===,===,===,===,===,===,===,===,19.78,21.46,4.83,9.57,15.54,4.97,17.57,15.76
3.250,===,===,===,===,===,===,===,===,18.32,16.60,9.17,13.55,12.62,12.00,21.33,12.40
3.375,===,===,===,===,===,===,===,===,26.06,20.62,8.11,8.24,6.87,14.17,12.88,10.45
3.500,===,===,===,===,===,===,===,===,10.94,11.47,17.62,3.82,7.22,15.67,12.22,21.46
3.625,===,===,===,===,===,===,===,===,11.96,16.69,26.82,2.40,7.58,24.47,9.79,30.88
3.750,===,===,===,===,===,===,===,===,12.80,17.13,25.53,8.64,12.49,22.30,5.54,34.38
3.875,===,===,===,===,===,===,===,===,8.73,8.64,20.36,19.47,13.86,16.02,11.91,36.02
4.000,===,===,===,===,===,===,===,===,12.75,20.45,13.77,24.12,14.26,10.50,19.92,29.07
4.125,44.81,54.75,61.33,74.41,55.76,55.76,67.69,83.14,15.89,27.70,9.92,18.19,10.41,7.93,19.74,33.67
4.250,45.03,54.20,60.63,75.00,54.98,54.98,66.43,83.14,17.17,12.93,12.97,12.31,8.37,7.93,20.85,29.29
4.375,45.88,53.33,59.92,75.20,53.88,53.88,65.33,83.53,38.27,36.10,11.51,16.91,6.69,12.53,25.49,31.50
4.500,47.06,52.24,59.76,75.88,52.39,52.39,64.94,84.61,6.91,22.66,10.45,8.73,10.45,11.60,26.24,33.98
4.625,48.41,51.84,60.63,77.16,51.29,51.29,65.18,85.69,32.34,25.40,8.20,11.51,14.56,3.68,21.64,29.38
4.750,49.13,52.00,61.57,77.75,51.29,51.29,65.73,86.18,6.38,9.48,11.78,12.22,25.09,11.78,16.64,30.80
4.875,49.63,52.31,61.88,78.14,52.16,52.16,65.96,85.69,9.08,15.71,16.78,11.60,22.92,17.22,15.27,18.90
5.000,49.95,52.55,62.12,78.82,52.63,52.63,66.43,85.78,13.11,15.05,7.93,17.40,23.41,13.24,21.64,18.59
5.125,50.23,52.24,61.96,79.41,52.31,52.31,67.22,86.76,13.28,12.49,3.11,11.78,12.53,9.52,25.62,9.70
5.250,50.02,52.08,61.88,78.63,52.39,52.39,68.00,86.57,8.77,14.03,8.02,11.78,10.10,13.99,27.21,8.90
5.375,49.66,52.00,61.80,77.84,52.47,52.47,68.24,85.69,9.66,12.49,9.79,13.46,10.72,9.70,30.66,7.67
5.500,49.30,50.82,62.04,77.16,51.69,51.69,68.94,83.82,8.59,6.29,9.57,24.60,14.96,9.12,34.51,10.41
5.625,48.88,49.80,61.80,76.18,50.82,50.82,69.02,83.04,8.95,9.88,10.32,27.13,17.31,12.04,37.52,14.56
5.750,48.70,49.25,61.10,74.90,50.51,50.51,69.02,83.04,11.34,3.02,12.88,21.91,15.76,15.49,34.87,17.31
5.875,49.30,49.73,62.27,74.22,50.82,50.82,69.88,83.92,15.71,24.03,11.34,30.62,12.71,12.57,26.51,23.50
6.000,49.95,50.27,63.69,73.04,50.82,50.82,70.27,84.12,6.69,10.81,10.94,34.78,8.99,6.56,20.98,23.54
6.125,49.91,50.98,64.63,71.96,50.27,50.27,70.20,84.02,8.11,7.62,15.23,22.79,4.75,7.97,17.04,17.66
6.250,49.09,51.92,64.94,71.76,49.65,49.65,69.41,84.02,8.90,9.35,12.84,9.74,5.37,6.78,7.58,14.65
