"Time","beta L","beta R","alpha R","theta R","delta R","alpha L","theta L","delta L"
"sec.","A","B","B","B","B","A","A","A"
0.125,2.67,3.68,4.66,===,===,1.78,===,===
0.250,3.68,2.71,2.09,1.52,===,4.30,5.37,===
0.375,8.02,3.99,3.15,3.73,7.05,10.01,13.46,10.76
0.500,5.06,6.03,3.24,6.29,8.06,9.26,17.22,18.55
0.625,8.02,7.44,4.22,7.05,14.65,5.41,14.96,24.96
0.750,6.16,4.70,1.43,7.18,20.05,3.29,11.42,27.08
0.875,5.23,2.27,4.22,10.19,29.25,7.93,6.78,36.06
1.000,2.93,1.96,5.01,19.03,43.14,8.46,18.37,40.08
1.125,4.39,3.60,6.21,19.16,44.73,4.17,21.55,44.02
1.250,3.02,2.27,7.71,10.41,49.06,2.45,12.26,45.48
1.375,4.88,5.72,7.09,5.10,34.38,4.83,6.78,35.44
1.500,1.74,3.95,4.30,4.35,29.16,5.14,9.30,34.07
1.625,2.40,1.69,2.22,2.71,18.94,4.04,8.55,23.37
1.750,3.99,4.88,3.60,4.92,12.84,6.12,4.57,20.23
1.875,3.24,5.90,3.02,3.99,8.90,5.81,3.29,15.45
2.000,8.42,3.29,4.08,2.45,6.07,3.42,3.11,11.82
2.125,6.60,5.23,3.73,5.94,12.00,3.86,7.49,15.14
2.250,6.43,3.37,4.08,16.02,19.25,5.10,18.55,22.26
2.375,4.13,5.54,3.11,18.55,25.14,5.06,23.19,26.51
2.500,3.95,3.07,3.15,8.42,27.08,3.86,15.98,30.80
2.625,2.80,3.95,5.28,8.59,22.00,3.11,15.63,21.15
2.750,3.64,5.01,7.09,14.34,23.06,5.85,17.75,26.68
2.875,5.63,2.98,6.56,15.23,25.31,7.62,17.57,28.59
3.000,1.87,6.21,3.42,6.47,34.56,5.41,9.74,45.30
3.125,7.67,4.44,3.15,8.95,29.96,5.85,16.69,39.11
3.250,5.90,2.89,6.25,14.39,21.46,7.75,22.00,30.35
3.375,6.07,3.99,6.47,13.64,11.03,5.98,16.86,14.34
3.500,3.37,3.42,4.30,7.36,9.88,2.84,10.23,8.55
3.625,2.45,3.37,2.22,6.12,13.55,2.80,7.53,9.30
3.750,2.36,2.49,2.53,8.64,11.03,4.13,5.45,8.59
3.875,3.02,5.72,3.20,7.09,9.79,4.79,6.74,6.65
4.000,2.67,3.02,2.45,5.28,8.11,3.24,7.18,5.90
4.125,2.58,5.98,2.27,2.89,13.37,2.49,4.70,8.77
4.250,3.24,5.37,1.52,2.89,13.64,3.86,2.67,11.73
4.375,2.80,2.09,4.04,7.80,10.72,6.69,7.97,12.00
4.500,8.28,3.95,7.40,14.52,8.33,10.19,15.23,12.35
4.625,3.77,4.57,8.81,12.26,9.61,10.36,13.19,13.90
4.750,16.91,7.75,8.68,6.74,12.53,5.90,6.91,17.70
4.875,4.75,5.54,9.17,17.62,13.19,2.62,7.75,22.75
5.000,13.81,3.77,4.97,22.61,19.21,2.53,8.42,23.54
5.125,3.68,2.67,3.11,26.15,23.32,4.08,16.07,28.63
5.250,6.16,8.15,4.92,25.62,35.53,3.64,26.95,30.93
5.375,5.10,5.23,4.88,26.51,33.85,1.38,34.29,33.45
5.500,4.22,4.61,5.23,21.82,31.15,5.81,31.81,37.39
5.625,4.52,4.61,3.68,11.65,17.75,6.12,17.31,29.87
5.750,4.26,4.92,2.93,5.14,11.29,5.45,5.54,28.41
5.875,3.60,2.45,7.75,13.15,15.18,4.48,13.90,24.43
6.000,3.86,5.59,6.65,19.16,32.43,6.21,16.86,35.71
6.125,2.89,3.02,2.62,12.75,42.52,6.16,11.60,41.68
6.250,2.84,3.99,2.67,6.25,51.36,5.54,9.26,49.81
6.375,4.66,3.86,4.44,4.08,40.17,6.78,8.68,42.78
6.500,2.53,2.53,4.75,1.92,30.18,5.72,6.03,36.19
6.625,4.44,2.36,2.67,2.67,18.50,3.37,6.87,27.66
6.750,3.51,0.99,1.78,3.33,11.07,3.07,10.41,19.61
6.875,4.97,3.02,1.69,3.60,13.02,2.71,10.14,21.20
7.000,6.78,1.78,2.58,3.11,11.82,4.35,7.97,14.87
7.125,8.73,1.83,2.80,2.09,15.10,7.22,6.21,13.72
7.250,2.36,2.80,2.31,2.22,13.02,7.49,4.88,7.62
7.375,8.90,4.44,2.62,3.51,16.64,4.61,4.88,8.64
7.500,2.84,2.45,3.73,2.22,16.60,5.32,5.50,8.55
7.625,10.54,5.10,4.22,2.31,18.06,8.15,4.88,9.61
7.750,8.20,3.29,4.30,4.08,19.16,4.70,8.77,11.73
