"Time","Beta R PIP","Alpha R PIP","Theta R PIP","Delta R PIP","Beta L PIP","Alpha L PIP","Theta L PIP","Delta L PIP","beta L","beta R","alpha R","theta R","delta R","alpha L","theta L","delta L"
7.125,24.10,24.24,30.12,46.57,23.78,21.02,36.55,60.88,4.44,5.81,4.57,11.34,27.97,7.18,5.76,28.19
7.250,23.03,24.24,30.75,47.75,23.39,20.86,36.55,61.18,8.51,2.58,4.52,8.59,27.61,4.88,9.66,24.78
7.375,22.57,24.47,31.69,49.31,23.03,20.86,37.18,61.76,8.11,6.34,11.38,9.57,23.50,5.50,12.57,21.15
7.500,22.57,24.71,33.02,51.27,22.60,20.71,37.80,62.65,8.73,15.98,13.72,9.66,21.33,5.81,10.45,16.91
7.625,22.78,25.10,34.35,52.84,22.28,20.63,37.88,63.63,12.62,9.04,9.08,9.43,15.18,2.27,9.88,13.37
7.750,23.17,26.20,35.69,53.82,23.07,21.33,37.80,64.12,9.04,13.33,6.60,10.32,12.18,8.95,11.25,10.85
7.875,24.31,28.71,37.49,54.51,24.71,22.98,37.96,63.82,37.52,23.28,23.41,9.83,9.21,17.40,9.30,8.77
8.000,26.31,32.00,39.61,55.29,26.63,25.10,37.80,63.53,17.35,39.82,33.63,16.25,9.70,20.71,7.84,5.01
8.125,28.38,35.14,41.88,56.86,28.02,26.98,37.57,64.02,12.66,12.31,23.68,16.47,12.49,15.10,6.38,5.19
8.250,29.91,37.49,43.61,58.73,28.70,28.55,37.73,65.49,20.58,17.17,6.03,8.37,14.61,7.71,6.16,6.91
8.375,30.45,38.20,44.16,60.98,29.09,29.25,38.04,67.75,16.91,25.27,9.39,6.38,20.14,8.15,7.31,11.78
8.500,30.52,38.12,44.39,62.84,29.23,29.33,38.90,69.31,11.96,10.54,10.50,4.35,20.45,8.99,4.22,14.74
8.625,30.30,38.27,44.78,64.31,29.55,29.33,39.61,70.10,9.26,12.22,9.96,10.10,18.68,11.38,16.25,12.22
8.750,30.37,38.27,45.73,66.08,30.20,29.33,40.08,70.20,14.17,14.17,5.72,15.36,11.25,9.26,21.07,8.11
8.875,30.87,38.20,46.35,67.75,30.84,29.18,40.47,70.00,11.34,15.05,5.23,14.83,6.96,2.84,17.62,4.70
9.000,31.80,37.96,46.75,69.41,31.48,29.65,41.02,69.51,13.90,15.01,3.73,8.90,4.35,8.33,14.79,4.88
9.125,32.73,38.51,46.67,70.39,32.19,30.98,42.04,68.53,13.19,14.87,10.41,4.26,4.48,10.94,14.52,6.96
9.250,33.37,39.61,46.82,70.78,32.76,33.02,43.45,67.94,13.33,7.05,12.22,8.86,7.40,15.89,16.91,6.29
9.375,33.73,40.86,46.98,71.86,32.76,34.90,44.47,68.14,4.66,16.82,6.12,8.77,11.82,10.94,14.08,7.93
9.500,33.98,41.96,46.82,72.84,32.58,36.08,44.47,68.43,8.81,11.65,9.96,7.27,11.96,3.02,10.45,6.78
9.625,34.05,42.43,46.20,73.73,32.30,35.92,44.31,68.63,8.81,10.98,9.96,5.32,9.79,3.73,9.43,7.00
9.750,34.15,42.43,45.25,74.12,32.34,35.22,43.92,68.92,7.75,6.03,3.60,6.43,6.25,3.15,11.42,5.72
9.875,34.26,42.04,44.31,74.12,32.58,34.35,43.45,69.41,12.88,7.05,3.99,8.81,8.55,5.59,11.38,9.21
10.000,34.62,41.49,42.75,73.43,32.83,33.96,42.98,69.02,7.58,8.77,2.71,10.32,13.64,7.44,7.97,11.56
10.125,35.47,40.86,41.10,72.45,33.12,33.73,42.43,68.43,8.33,5.28,3.91,9.96,16.60,7.27,9.79,12.53
10.250,36.72,40.71,39.76,70.98,33.65,33.96,42.82,68.43,12.35,17.70,4.39,7.18,17.17,7.05,10.94,11.25
10.375,38.32,40.78,39.37,69.31,34.22,34.82,43.37,68.92,4.75,5.06,4.57,7.36,15.63,13.90,10.98,13.81
10.500,39.61,40.63,39.06,68.53,34.44,36.08,43.69,69.12,11.91,17.04,2.67,7.67,19.47,12.80,6.91,24.83
10.625,41.07,40.71,38.90,68.53,34.80,37.65,44.63,69.31,9.70,9.88,7.97,7.18,21.15,15.94,11.82,31.33
10.750,43.10,41.33,38.51,68.82,34.87,39.53,46.27,69.90,14.12,43.05,18.85,3.60,21.42,18.50,20.23,30.40
10.875,44.96,41.80,38.90,69.22,34.15,40.78,48.00,70.88,7.93,20.62,15.94,9.48,18.15,13.11,12.53,23.76
11.000,45.28,40.94,39.37,70.10,32.51,40.71,49.73,72.45,14.03,24.78,7.58,16.86,16.16,6.82,9.04,18.94
11.125,44.10,39.22,39.14,70.69,30.66,39.61,50.98,73.92,10.19,9.79,13.64,12.09,14.74,4.08,10.05,19.70
11.250,42.42,37.18,38.20,70.88,29.13,37.96,51.45,74.41,10.41,9.61,11.16,6.96,15.36,2.27,6.03,21.02
11.375,40.96,35.37,36.86,70.29,28.27,36.39,50.98,74.12,9.57,9.35,8.24,10.19,21.42,3.42,6.47,24.03
11.500,40.18,34.67,36.31,69.80,28.06,35.37,50.59,74.22,13.95,11.34,7.93,5.81,24.83,3.11,3.82,25.27
11.625,39.71,34.75,37.10,70.29,28.09,34.51,50.43,75.20,5.32,7.62,7.80,10.58,27.57,1.69,10.76,30.80
11.750,39.29,34.59,38.12,71.96,27.77,33.41,50.20,76.57,11.20,7.75,5.50,13.24,25.44,4.97,13.41,30.44
11.875,38.72,34.59,38.43,73.33,27.38,32.47,50.04,78.53,6.56,6.03,7.58,11.29,22.57,7.36,9.70,32.92
12.000,37.90,34.59,38.35,75.29,26.92,32.08,49.88,80.69,8.81,7.22,11.42,9.74,24.65,7.58,7.80,33.72
12.125,36.97,34.67,38.90,77.45,27.06,32.78,50.12,82.35,8.20,6.03,15.76,13.46,26.02,16.29,9.48,35.04
12.250,36.26,35.53,40.71,78.82,27.49,33.57,50.75,84.12,20.89,16.42,22.00,12.66,34.29,23.99,9.12,38.58
12.375,36.15,36.24,42.59,81.08,28.13,34.12,51.76,86.27,23.41,23.06,24.29,11.29,43.18,24.12,12.04,42.03
12.500,36.51,37.49,44.86,82.45,28.63,34.67,53.02,87.84,9.39,2.98,15.54,23.68,50.30,21.20,27.08,49.55
12.625,36.51,38.51,47.14,83.53,29.27,35.53,54.59,88.92,7.84,10.05,6.47,19.56,46.32,12.53,21.69,43.80
12.750,36.33,38.98,48.39,85.00,29.77,36.31,55.53,90.29,17.40,11.82,10.41,8.15,37.48,4.75,9.30,36.02
12.875,36.29,39.45,48.86,85.59,30.37,36.94,55.84,91.08,8.77,3.20,4.35,8.90,20.49,2.80,11.87,17.66
13.000,36.47,39.92,49.10,85.10,30.62,37.25,56.31,91.27,10.41,6.43,7.18,10.63,16.47,7.84,14.65,16.16
13.125,36.86,40.39,49.25,84.22,30.94,37.18,56.16,90.20,8.02,10.01,5.90,6.91,9.30,5.01,11.42,10.01
13.250,37.08,40.86,49.02,83.43,31.66,37.10,55.53,88.53,19.52,11.34,6.07,5.76,7.40,3.68,9.08,10.27
13.375,37.08,41.41,48.86,83.53,32.58,37.10,54.90,86.86,19.39,11.91,7.84,6.47,4.48,6.43,7.93,6.29
13.500,37.22,41.88,48.86,84.31,33.48,36.55,54.35,85.00,14.96,15.14,9.08,4.75,8.11,6.56,4.61,10.32
13.625,37.47,42.04,48.71,83.43,34.22,35.53,53.41,83.04,20.05,20.05,8.59,6.69,10.67,5.76,7.89,10.76
13.750,37.18,41.33,48.55,81.96,34.72,34.04,51.84,81.76,12.97,20.27,4.83,10.85,12.75,6.96,13.02,13.90
13.875,36.22,39.92,48.63,80.78,35.15,32.39,50.35,80.69,6.96,5.19,3.29,7.27,7.62,8.68,10.10,9.12
14.000,34.55,38.04,48.31,80.00,35.08,30.82,49.02,79.51,11.34,10.94,3.29,7.36,5.32,8.37,10.67,6.78
14.125,33.01,36.39,47.61,78.92,35.19,29.96,48.24,78.43,3.37,13.77,3.51,13.95,4.48,10.32,17.22,6.74
14.250,32.69,35.06,46.59,77.45,35.65,30.04,47.22,77.06,16.07,8.59,8.15,14.17,7.13,14.96,16.60,9.92
14.375,33.08,34.35,45.65,75.20,36.61,31.37,46.98,76.18,14.08,18.59,11.51,9.30,6.96,19.78,12.04,13.50
14.500,33.51,34.20,45.96,73.33,37.47,32.94,47.61,75.49,23.85,18.01,9.57,7.97,7.84,15.89,9.26,15.67
14.625,33.94,34.27,47.37,73.33,38.00,34.59,48.47,75.10,7.27,12.57,4.39,19.39,9.17,7.49,14.65,16.60
14.750,34.08,34.04,48.55,73.53,38.04,35.53,49.10,75.00,10.58,7.89,5.06,25.00,18.37,5.14,20.23,21.24
14.875,34.05,33.57,49.10,73.63,37.75,36.00,49.65,75.00,7.40,4.83,6.29,18.99,23.32,4.79,19.92,20.31
15.000,34.08,33.02,49.10,73.63,37.36,36.31,49.88,74.51,13.24,10.41,5.54,10.76,26.33,5.94,14.03,19.56
15.125,34.08,32.39,48.39,72.45,37.11,36.24,49.25,72.84,5.32,7.09,2.84,5.85,25.84,5.19,6.12,16.47
15.250,33.94,31.53,47.29,71.47,36.08,34.98,48.39,71.37,5.81,8.37,3.60,7.27,22.00,5.45,9.08,13.77
15.375,33.48,30.35,45.57,70.88,34.72,33.10,47.37,70.59,6.82,6.47,5.90,10.85,20.05,3.91,12.13,15.76
15.500,32.69,29.41,43.92,70.10,33.44,31.06,45.73,70.49,5.14,5.90,11.91,8.06,17.13,5.90,11.07,17.79
15.625,31.69,28.63,42.20,70.10,32.44,29.41,44.00,70.49,6.91,3.46,18.15,5.10,22.30,10.54,9.39,27.21
15.750,31.12,28.31,40.86,70.10,31.84,28.24,42.43,70.78,13.33,14.17,13.11,7.49,22.53,10.10,10.27,26.55
15.875,30.70,28.00,40.55,69.90,31.16,27.84,42.04,70.59,12.97,14.74,9.48,11.82,20.80,12.53,13.24,24.78
16.000,30.59,28.24,41.33,70.00,30.55,28.16,42.59,71.08,4.26,16.47,17.04,12.18,17.22,17.26,14.03,16.47
16.125,30.77,28.86,43.06,71.27,30.52,29.41,43.53,71.47,22.00,24.12,22.04,29.82,18.90,23.15,28.28,17.93
16.250,31.34,30.20,45.02,72.94,30.91,31.37,44.94,73.04,17.53,26.15,22.75,40.13,29.69,26.68,38.93,27.70
16.375,31.69,31.61,47.37,74.71,31.02,33.65,46.98,75.29,10.98,9.70,18.77,38.27,37.39,19.52,37.65,35.44
16.500,31.34,32.55,49.41,76.18,30.37,35.22,49.02,77.45,7.18,11.38,11.73,28.14,38.54,8.68,25.89,38.23
16.625,29.84,32.39,50.59,76.67,28.95,35.45,50.51,78.82,3.55,6.21,4.13,13.95,30.27,4.08,13.33,29.12
16.750,28.06,31.84,50.90,77.45,27.31,35.53,51.06,79.90,4.26,3.42,4.04,7.36,25.44,4.39,7.05,26.46
16.875,26.56,31.45,51.76,79.51,25.63,36.16,52.24,81.27,3.02,11.78,6.25,12.84,25.22,12.13,15.41,25.36
17.000,25.53,31.37,52.78,81.08,24.39,36.94,53.49,82.25,3.11,5.63,8.20,18.63,30.44,14.52,19.92,31.11
17.125,25.10,31.69,53.57,82.65,23.67,37.65,54.27,83.33,3.55,4.92,6.91,17.84,24.38,11.56,16.55,28.59
17.250,24.99,32.47,54.35,82.94,22.96,38.27,54.59,83.73,2.84,7.84,8.99,9.12,17.35,13.55,10.67,23.37
17.375,24.39,33.41,54.82,82.75,21.89,38.51,54.98,84.02,3.55,6.87,12.62,5.54,8.46,12.93,7.31,14.17
17.500,23.21,34.04,55.92,83.43,20.32,38.12,55.45,83.92,2.93,3.68,8.55,12.49,4.08,9.17,4.13,5.45
17.625,21.89,34.20,56.86,84.22,18.75,37.49,55.84,84.02,3.73,5.28,2.31,16.33,4.97,7.71,8.37,3.60
17.750,20.64,33.73,56.63,83.63,17.43,36.71,55.29,82.84,4.70,5.54,2.89,9.61,6.52,8.51,5.72,3.20
17.875,19.71,33.49,55.29,82.06,16.26,36.63,54.51,80.78,3.20,5.45,3.37,7.93,9.79,9.52,7.75,6.29
18.000,19.32,33.88,53.96,81.08,15.61,36.63,53.65,79.51,2.36,7.53,8.33,10.72,12.18,8.42,13.02,8.11
18.125,19.18,34.43,53.49,80.78,15.04,36.55,53.33,79.51,5.41,7.53,9.26,10.01,14.92,6.34,10.67,11.51
18.250,19.11,35.06,54.35,81.27,14.58,36.16,54.04,80.49,4.88,5.37,6.38,7.27,10.89,5.98,6.38,9.74
18.375,18.65,35.37,56.08,82.06,14.15,35.92,55.29,82.06,5.10,3.95,4.35,15.10,11.38,4.88,16.20,13.81
18.500,18.22,35.22,57.80,83.43,13.87,35.92,56.55,83.24,8.90,4.48,4.08,16.60,15.27,4.08,18.90,18.99
18.625,17.90,34.82,58.67,84.02,14.01,36.39,57.18,83.14,6.07,3.11,3.77,14.79,25.18,6.74,15.36,28.14
18.750,18.07,34.75,59.29,83.73,14.76,37.33,58.27,82.94,23.41,11.11,15.18,18.99,36.37,17.48,21.69,39.73
18.875,18.72,35.45,60.24,83.73,15.76,38.59,59.14,83.04,12.62,15.32,26.51,26.77,46.81,25.62,33.76,50.96
19.000,19.79,36.71,61.57,84.02,16.68,40.31,60.47,83.53,15.89,13.02,22.17,25.40,58.35,21.46,28.36,53.80
19.125,20.50,37.73,62.35,84.71,17.22,41.33,61.41,84.02,8.68,6.65,11.87,14.65,59.99,10.98,10.94,49.06
19.250,20.68,37.25,61.80,85.00,16.72,41.02,61.18,84.80,3.07,15.89,7.44,8.28,56.36,3.99,7.36,35.84
19.375,20.46,36.16,60.47,85.00,15.47,39.61,59.53,84.22,3.37,15.01,11.60,11.03,46.94,6.52,6.29,24.07
19.500,20.25,35.37,58.59,84.02,14.37,38.04,57.25,82.55,7.67,13.55,15.94,8.59,37.96,10.14,6.82,15.67
19.625,20.18,34.90,56.55,82.84,13.62,36.86,55.29,81.37,6.43,5.59,11.73,4.75,28.98,6.38,8.24,10.94
19.750,20.71,35.14,55.76,83.33,13.80,36.47,53.96,80.88,8.95,16.78,6.87,6.34,23.99,4.08,9.96,15.10
19.875,21.82,35.69,55.53,84.12,14.47,36.31,53.57,81.37,8.55,10.67,7.05,7.36,23.94,7.44,8.46,19.70
20.000,22.46,36.31,54.51,83.63,15.47,36.16,52.24,81.18,20.31,16.64,8.64,5.85,22.61,10.41,4.44,21.42
20.125,22.64,36.63,52.94,82.65,16.79,35.84,50.82,80.78,15.67,6.29,4.04,3.29,19.65,7.09,8.73,20.09
20.250,22.92,36.71,51.14,81.18,18.43,35.61,50.20,79.80,20.23,8.95,3.07,8.20,13.81,3.64,14.92,16.78
20.375,23.21,36.39,49.65,80.69,20.00,35.69,49.73,78.82,21.91,11.11,6.60,8.46,12.40,8.15,11.91,12.13
20.500,23.74,36.08,48.63,80.59,21.78,36.00,49.18,77.94,11.42,9.35,6.96,7.00,10.36,8.86,6.29,10.19
20.625,24.46,36.24,47.29,80.49,22.89,36.55,48.08,77.55,13.64,18.94,12.00,5.50,8.95,14.34,6.03,7.05
20.750,25.28,37.10,45.80,80.10,23.78,37.73,47.22,76.86,4.92,9.17,9.96,6.52,7.09,12.62,3.68,8.51
20.875,26.31,38.35,44.47,78.92,24.39,38.67,46.98,76.08,12.00,18.19,3.33,7.36,4.22,9.92,4.92,8.24
21.000,27.17,39.06,44.39,78.53,25.10,39.29,47.45,76.67,12.22,6.69,4.17,12.66,4.52,8.11,13.68,10.81
21.125,27.84,38.90,44.94,77.94,25.85,39.29,48.24,77.06,6.12,8.77,3.15,12.49,9.43,3.86,17.75,12.84
21.250,28.24,38.51,45.18,77.16,26.52,39.37,48.86,77.45,17.84,11.96,2.89,9.52,12.26,4.04,15.01,14.65
21.375,29.06,38.27,44.78,76.67,27.27,39.45,48.47,76.86,6.69,6.91,5.19,9.48,16.42,8.51,11.60,15.41
21.500,30.59,38.51,43.76,75.78,28.09,39.84,47.37,74.80,13.41,14.08,7.80,13.59,14.83,9.30,14.03,11.65
21.625,32.19,38.98,42.51,74.12,29.20,40.39,46.12,71.27,11.38,8.99,6.34,15.05,13.15,4.57,15.23,8.42
21.750,33.48,39.14,41.73,71.96,29.59,40.08,45.41,68.53,8.37,8.64,9.74,9.17,12.13,4.92,10.36,4.35
21.875,34.19,38.67,41.25,70.78,29.06,38.90,45.25,67.16,4.88,11.47,13.33,13.99,11.73,8.15,19.03,5.85
22.000,34.05,37.41,40.86,70.20,28.16,37.73,45.73,66.76,7.84,2.14,13.24,27.57,12.97,10.19,35.97,12.13
22.125,33.44,35.69,40.31,69.80,27.42,36.47,45.73,66.37,10.76,5.19,16.42,29.25,11.25,16.16,36.33,12.80
22.250,33.16,35.06,39.69,69.90,27.27,36.00,45.41,65.98,10.89,11.47,23.99,16.55,13.33,25.05,22.22,20.31
22.375,33.16,36.24,40.31,69.90,27.81,36.94,46.04,65.98,21.15,23.99,24.07,19.65,21.02,25.67,25.67,23.01
22.500,33.19,37.57,41.96,69.90,28.98,38.43,48.00,66.57,5.85,5.81,15.76,28.89,40.17,18.19,29.69,43.58
22.625,33.23,38.20,44.08,70.39,29.80,39.29,50.20,67.84,11.73,7.89,10.10,14.74,41.28,8.28,17.17,42.25
22.750,33.58,38.20,45.57,71.57,30.48,39.69,51.29,69.02,22.61,21.51,9.70,7.62,42.34,8.55,11.56,42.30
22.875,34.22,38.43,45.73,71.67,31.34,40.16,51.84,69.80,19.30,17.22,11.47,9.88,26.11,10.23,12.22,25.49
23.000,34.55,38.82,45.65,71.76,32.09,40.63,52.24,70.10,20.40,24.65,7.13,4.66,26.64,10.10,6.74,23.63
23.125,34.58,38.82,45.41,71.86,32.26,40.55,52.16,70.10,9.04,11.96,5.59,4.17,23.85,10.58,6.16,21.95
23.250,34.40,38.75,45.80,72.25,31.80,40.08,51.53,69.61,10.36,16.64,5.67,8.28,20.67,5.23,9.61,18.99
23.375,34.01,38.90,46.51,72.45,30.52,39.61,51.06,69.51,6.43,11.91,8.37,12.66,15.05,5.06,11.07,14.17
23.500,33.69,39.14,47.61,72.75,29.23,39.22,51.14,69.51,6.25,9.26,8.59,12.93,10.36,9.21,11.82,9.39
23.625,33.26,39.29,48.78,73.82,28.16,38.75,52.08,70.29,9.04,5.81,6.52,11.38,10.85,7.71,13.72,9.30
23.750,32.83,39.14,49.96,74.31,27.59,37.96,53.80,70.78,13.46,6.21,9.52,10.23,10.89,7.13,9.88,8.64
23.875,32.44,38.27,50.82,74.51,27.59,36.86,55.29,70.88,4.83,8.81,7.00,6.87,7.49,4.66,9.48,7.75
24.000,32.23,37.33,50.75,75.20,27.84,35.92,56.08,71.96,13.02,5.76,5.32,8.68,5.63,3.42,15.85,8.81
24.125,31.84,36.86,50.20,75.39,28.31,35.53,55.69,72.06,12.31,10.45,4.22,8.42,5.23,7.22,12.00,9.79
24.250,31.69,36.71,49.96,75.29,28.66,36.00,54.98,71.47,15.85,9.21,3.51,14.70,7.27,10.14,12.75,8.73
24.375,31.59,36.71,50.20,74.80,29.06,36.63,54.98,70.78,8.95,7.84,4.92,16.69,7.93,5.10,16.29,5.67
24.500,31.52,36.63,50.51,74.31,29.16,37.02,55.45,70.59,7.36,9.21,5.01,12.49,8.51,7.93,13.55,5.59
24.625,31.02,36.39,50.67,74.12,29.16,37.41,55.69,71.86,13.59,19.16,7.00,6.65,10.76,13.19,8.02,8.02
24.750,30.41,36.24,51.61,75.20,28.95,37.73,56.31,74.31,17.09,17.04,9.74,9.66,16.16,13.33,9.30,13.37
24.875,29.88,36.24,53.10,77.06,28.91,38.27,57.10,76.76,4.57,5.81,9.12,23.72,14.96,9.79,22.66,13.81
25.000,29.63,36.71,53.88,78.04,28.98,39.06,57.02,77.94,15.36,16.95,19.30,23.41,13.11,18.50,22.75,15.18
25.125,29.70,37.57,54.12,78.73,29.59,40.39,56.63,78.14,13.19,12.35,22.53,25.14,20.85,22.26,23.63,27.61
25.250,30.09,38.90,54.59,79.12,30.16,41.49,56.78,78.63,14.12,14.61,19.56,31.50,34.51,19.08,28.85,40.17
25.375,30.09,38.90,55.29,79.12,30.41,41.33,57.18,79.02,8.86,7.84,9.92,23.32,45.88,10.76,22.75,50.21
25.500,29.52,37.33,54.75,79.12,29.98,39.84,56.39,79.02,6.91,4.66,5.06,14.17,43.62,8.06,16.33,44.60
25.625,29.16,36.24,53.33,78.82,29.45,38.51,55.22,79.02,11.38,7.13,12.44,8.06,30.62,14.26,10.41,29.91
25.750,29.20,36.00,51.76,78.24,29.30,38.27,54.27,78.14,9.48,9.79,13.95,8.64,23.81,14.17,5.85,17.09
25.875,29.09,36.08,50.82,76.47,28.88,38.35,53.73,76.27,5.32,2.31,8.64,10.76,12.53,8.73,11.73,5.23
26.000,28.31,35.76,50.75,75.29,28.20,37.96,53.18,74.71,8.77,5.10,3.95,7.18,12.22,3.91,9.92,2.71
26.125,27.20,35.22,50.67,74.22,27.38,37.25,52.71,73.33,5.76,3.15,8.06,5.63,7.31,7.00,6.74,3.20
