"Time","PIP Beta R","PIP Alpha R","PIP Theta R","PIP Delta R","PIP Beta L","PIP Alpha L","PIP Theta L","PIP Delta L","beta L","beta R","alpha R","theta R","delta R","alpha L","theta L","delta L"
"sec.","B","B","B","B","A","A","A","A","A","B","B","B","B","A","A","A"
0.125,===,===,===,===,===,===,===,===,2.31,9.39,9.61,===,===,1.65,===,===
0.250,===,===,===,===,===,===,===,===,1.21,8.55,5.10,5.19,===,2.80,4.17,===
0.375,===,===,===,===,===,===,===,===,4.79,18.28,16.11,9.08,8.51,7.09,8.02,10.94
0.500,===,===,===,===,===,===,===,===,5.67,9.17,22.17,15.67,8.81,6.87,7.97,15.49
0.625,===,===,===,===,===,===,===,===,5.01,6.07,14.39,21.69,10.36,2.93,9.04,15.89
0.750,===,===,===,===,===,===,===,===,7.18,3.29,8.24,16.60,8.46,5.50,12.13,13.19
0.875,===,===,===,===,===,===,===,===,10.05,9.79,7.05,8.20,8.02,7.13,8.86,7.93
1.000,===,===,===,===,===,===,===,===,8.95,5.59,8.90,10.23,7.89,7.53,3.24,7.84
1.125,===,===,===,===,===,===,===,===,4.17,8.28,3.15,6.82,17.09,2.14,8.15,17.62
1.250,===,===,===,===,===,===,===,===,8.24,7.27,6.47,9.88,26.90,4.22,18.15,28.94
1.375,===,===,===,===,===,===,===,===,5.90,6.38,9.35,26.24,36.50,4.83,29.20,40.35
1.500,===,===,===,===,===,===,===,===,4.57,5.01,6.16,28.98,46.10,3.73,31.06,51.23
1.625,===,===,===,===,===,===,===,===,5.41,5.63,3.33,15.67,41.77,7.18,15.10,47.74
1.750,===,===,===,===,===,===,===,===,3.11,2.58,5.41,9.30,44.95,9.21,11.38,50.88
1.875,===,===,===,===,===,===,===,===,3.91,4.26,3.11,8.59,30.18,5.85,14.92,33.76
2.000,===,===,===,===,===,===,===,===,12.44,1.74,2.14,8.37,26.68,4.13,14.74,26.86
2.125,===,===,===,===,===,===,===,===,7.97,7.27,4.39,7.49,16.78,14.87,18.63,12.66
2.250,===,===,===,===,===,===,===,===,40.35,4.26,5.59,7.27,15.94,23.54,32.61,7.80
2.375,===,===,===,===,===,===,===,===,9.48,5.63,5.50,7.09,15.14,20.76,31.99,7.44
2.500,===,===,===,===,===,===,===,===,15.27,4.88,5.06,5.76,18.41,10.14,16.20,9.83
2.625,===,===,===,===,===,===,===,===,3.91,5.98,3.95,9.48,16.82,2.67,9.30,11.51
2.750,===,===,===,===,===,===,===,===,4.83,4.44,4.30,11.56,15.98,2.27,8.81,12.04
2.875,===,===,===,===,===,===,===,===,5.32,10.14,1.96,10.19,11.03,4.35,3.73,12.18
