"Time","beta L","beta R","alpha R","theta R","delta R","alpha L","theta L","delta L"
"sec.","A","B","B","B","B","A","A","A"
0.125,1.69,4.97,2.22,===,===,1.56,===,===
0.250,2.31,4.52,3.91,10.05,===,2.00,3.60,===
0.375,4.57,12.13,7.31,10.85,13.24,5.59,8.11,8.59
0.500,4.75,7.58,8.37,16.47,19.16,8.73,10.10,17.00
0.625,2.45,5.01,10.27,18.24,18.85,9.61,7.93,18.81
0.750,7.09,12.31,12.26,16.42,18.01,8.06,6.43,18.15
0.875,6.47,10.05,7.22,12.00,11.82,3.07,9.08,11.51
1.000,4.26,3.73,2.53,6.43,8.37,4.08,7.93,7.31
1.125,1.87,5.19,1.74,3.46,8.28,3.55,7.93,5.28
1.250,3.91,2.09,5.01,5.81,8.86,4.44,13.41,8.28
1.375,8.81,6.38,7.71,4.52,9.35,9.79,13.50,11.56
1.500,1.47,5.19,9.21,6.34,13.64,11.03,9.21,20.98
1.625,8.20,6.38,9.17,4.92,14.12,7.93,10.76,20.31
1.750,6.91,11.03,12.26,11.51,17.13,8.42,15.85,23.28
1.875,17.22,15.58,14.96,41.15,14.34,14.48,22.61,21.82
2.000,14.96,22.35,11.87,51.10,17.40,14.56,29.51,23.32
2.125,12.40,9.17,7.84,33.14,25.22,7.75,20.58,22.53
2.250,7.75,16.51,6.69,18.37,29.65,2.67,8.81,19.03
2.375,6.47,9.66,5.76,13.46,29.82,5.85,4.52,14.83
2.500,6.96,8.33,9.61,10.85,19.12,7.62,4.44,10.50
2.625,2.62,15.05,7.84,5.54,13.72,3.68,5.59,8.51
2.750,6.03,11.65,6.47,6.52,11.87,1.43,4.44,8.86
2.875,5.81,14.17,7.22,12.18,8.55,1.52,5.06,8.46
3.000,7.40,4.92,11.87,15.85,7.53,3.64,11.51,10.54
3.125,7.75,13.46,16.86,15.05,4.70,8.33,16.07,11.51
3.250,5.67,3.33,16.47,9.12,6.96,6.21,13.95,13.64
3.375,14.79,15.80,14.83,18.37,10.76,6.74,20.71,14.43
3.500,19.03,16.20,10.27,35.62,20.14,10.54,33.98,19.21
3.625,23.99,23.32,20.18,47.69,40.75,27.92,50.12,35.48
3.750,13.59,20.58,34.91,47.91,49.59,37.56,51.36,46.76
3.875,5.63,14.70,31.81,39.91,48.97,30.93,39.51,47.25
4.000,15.45,6.65,19.34,33.85,29.20,19.83,31.95,32.61
4.125,3.33,7.22,11.82,22.17,19.39,11.25,25.40,20.31
4.250,7.27,24.96,10.27,15.54,20.98,8.15,15.14,23.28
4.375,7.27,18.85,17.17,26.42,30.93,16.73,16.02,33.14
4.500,18.63,29.65,16.78,32.92,39.64,16.82,33.54,43.45
4.625,18.41,15.01,11.91,38.40,55.48,8.59,42.16,54.68
4.750,14.61,10.14,17.66,36.46,70.56,6.07,41.41,56.80
4.875,11.60,11.91,9.74,19.21,71.18,5.32,29.47,51.54
5.000,9.83,11.11,15.10,18.10,61.93,19.78,24.56,37.87
5.125,16.42,14.92,27.13,37.08,40.08,24.56,42.12,28.14
5.250,4.35,8.55,19.65,38.45,32.57,19.96,42.07,30.58
5.375,10.01,3.82,3.91,20.58,25.40,7.58,21.95,29.56
5.500,9.88,7.58,11.65,11.91,25.40,9.39,8.28,34.16
5.625,9.88,10.23,13.77,18.06,30.84,10.10,16.20,34.69
5.750,20.76,24.65,18.63,26.77,35.53,11.51,35.35,38.23
5.875,21.60,18.46,15.63,26.46,46.19,12.40,40.48,41.06
6.000,13.86,10.94,4.75,25.71,51.19,13.77,27.74,45.57
6.125,8.99,9.21,5.85,17.48,48.71,10.63,6.34,44.15
6.250,6.52,8.68,7.36,7.53,45.13,4.57,8.42,37.78
6.375,5.41,11.20,4.75,3.02,34.60,4.13,9.39,27.04
6.500,5.67,4.79,3.37,3.73,32.08,2.58,8.68,20.80
