ALPHA L,ALPHA R,BETA L,BETA R,DELTA L,DELTA R,THETA L,THETA R
8.37,9.79,3.68,2.8,3.95,10.14,8.77,10.63
11.56,6.74,4.66,4.44,5.28,7.93,14.08,20.67
11.16,6.25,6.03,6.07,6.34,6.03,9.96,22.79
5.94,10.19,4.75,2.8,8.37,4.92,9.26,21.38
10.19,13.28,6.07,8.11,15.98,4.17,26.20,27.39
16.07,18.19,4.88,5.14,22.66,4.04,31.86,21.38
13.55,21.15,4.79,4.17,27.83,4.57,26.64,10.10
7.31,18.68,6.43,8.51,34.42,8.11,21.95,17.04
4.7,5.72,9.48,10.27,34.38,12.44,20.40,27.52
6.38,6.69,3.95,5.85,31.24,14.74,23.32,26.11
5.1,3.37,3.6,3.46,19.96,12.93,22.22,22.66
5.37,8.77,3.11,8.24,11.51,7.80,23.10,25.36
8.42,12.97,5.72,5.28,8.73,8.51,23.10,19.83
11.87,12.0,8.33,8.9,7.97,11.91,16.25,12.75
13.55,11.38,5.37,10.63,12.18,15.89,10.63,8.37
8.64,8.77,8.59,5.85,20.05,14.61,18.94,6.52
4.97,8.77,3.99,3.64,26.82,11.34,16.95,6.78
5.37,7.71,7.84,7.09,37.61,10.98,7.58,15.58
2.84,2.71,8.99,3.82,33.67,11.60,12.44,15.01
2.89,7.09,4.22,3.33,29.51,10.14,7.84,6.29
2.05,9.96,3.02,2.49,16.07,8.33,3.29,7.89
2.27,8.9,3.95,6.91,8.81,6.07,8.42,3.77
3.86,5.63,4.39,5.32,5.23,7.58,10.67,4.66
6.78,4.39,2.22,7.67,5.63,7.44,6.47,10.94
3.68,5.45,5.81,6.29,9.74,9.26,11.16,16.07
2.05,6.29,5.37,5.41,13.68,8.33,16.42,16.86
4.79,9.04,3.73,5.28,18.01,7.67,17.93,11.51
12.31,11.73,5.59,7.75,25.05,4.48,26.55,6.65
15.8,12.18,6.12,6.34,26.55,4.22,26.86,9.30
10.1,4.88,8.68,8.2,24.29,6.56,20.76,7.93
8.9,4.52,9.08,5.9,18.63,12.04,15.54,9.57
8.95,4.75,8.42,3.42,17.22,23.19,18.50,8.77
3.95,5.98,5.81,4.26,26.11,34.03,13.37,10.76
7.58,14.17,6.21,4.66,28.72,36.77,10.76,19.52
8.2,12.31,2.76,2.09,31.81,37.08,14.92,17.53
8.42,7.05,3.33,3.2,25.18,23.54,11.78,6.38
11.82,8.77,4.61,3.15,18.72,21.64,5.19,7.67
6.38,8.2,4.97,5.06,11.11,12.57,15.58,13.59
13.37,12.22,6.96,4.88,5.50,12.80,20.71,15.76
17.48,13.41,9.08,9.43,5.59,7.62,9.30,19.25
10.54,9.35,8.51,9.48,7.53,7.49,12.13,20.23
3.6,5.94,9.66,7.49,8.77,11.60,13.64,11.34
2.4,4.83,6.29,11.29,7.67,14.17,7.75,10.27
3.86,3.42,9.96,6.82,6.03,17.09,9.04,18.41
4.17,1.96,3.82,4.26,4.48,14.48,12.53,15.76
3.95,4.13,4.57,7.97,4.30,13.90,13.37,11.87
4.22,6.21,6.38,3.02,6.43,11.29,18.85,16.47
2.45,9.43,6.47,8.33,8.55,11.51,27.88,19.12
6.74,16.2,3.55,2.67,13.11,9.26,25.00,16.82
9.21,18.81,5.28,6.29,13.86,12.62,10.27,13.19
5.06,14.7,2.62,5.37,13.24,11.60,4.44,11.96
4.83,5.81,8.59,5.23,8.51,15.41,6.60,5.54
10.85,7.18,7.62,10.72,7.22,13.28,9.17,12.09
11.11,14.7,5.45,6.12,8.99,12.71,17.75,9.04
8.68,12.97,3.99,8.59,19.34,10.63,25.75,7.49
7.22,7.75,5.67,9.12,24.07,11.60,30.80,16.11
6.91,3.86,3.24,9.3,36.10,15.80,22.97,14.48
5.28,6.52,1.96,4.92,32.65,15.54,11.65,11.60
3.51,9.39,4.22,3.2,30.49,15.05,8.59,9.30
4.13,9.17,2.36,4.48,19.78,8.86,10.50,12.40
2.71,11.2,3.07,5.32,11.56,7.44,11.87,24.74
9.08,14.79,5.14,7.13,7.40,3.99,8.20,25.31
9.57,11.87,3.68,4.79,4.48,3.46,16.20,15.98
10.05,7.75,3.82,5.67,6.65,4.70,32.21,26.86
10.45,4.92,2.89,5.63,8.81,7.31,38.71,37.56
7.22,2.31,2.76,1.69,10.94,9.39,29.16,29.34
4.92,5.45,8.68,5.5,13.15,11.25,18.06,16.47
5.76,12.53,4.7,4.39,17.17,13.19,18.72,22.13
10.19,20.4,10.98,10.89,18.10,13.11,14.21,18.85
13.11,21.29,5.81,3.55,19.16,12.09,9.30,8.33
12.93,17.75,3.6,4.04,20.58,10.63,12.93,9.30
12.44,11.69,1.83,3.82,25.22,15.05,14.43,14.12
11.78,10.67,5.06,9.26,27.70,16.47,18.28,13.64
10.19,11.91,6.87,6.21,28.28,17.79,17.48,12.49
16.51,15.67,6.34,4.44,23.32,11.38,12.09,14.12
12.13,18.15,9.74,4.7,17.04,9.43,14.17,13.64
18.24,17.44,11.25,10.1,13.15,7.75,21.60,9.04
23.68,10.41,5.76,10.94,11.69,8.64,20.14,6.78
16.91,3.99,8.55,5.9,14.87,9.43,10.98,11.96
14.26,8.59,5.01,5.59,10.10,7.31,4.61,14.43
17.88,17.93,6.74,8.81,9.79,7.40,6.52,12.26
13.41,15.63,7.18,6.52,6.91,6.07,9.21,13.59
12.18,13.59,5.59,7.89,10.05,9.26,21.29,25.22
8.33,25.53,16.73,8.37,9.43,8.37,29.25,28.50
9.83,27.92,14.48,14.21,13.90,12.09,25.80,20.40
26.82,15.14,7.75,10.45,15.23,11.60,24.91,16.95
34.03,8.33,12.97,4.88,17.79,14.70,31.50,8.42
21.69,21.02,18.06,9.12,16.91,12.75,30.22,14.52
14.79,25.27,10.58,7.31,15.94,10.01,23.19,26.06
21.15,22.39,12.88,12.84,14.03,7.05,17.88,29.65
25.14,28.05,5.54,8.51,12.22,4.97,11.96,24.25
27.88,27.44,16.11,15.8,10.50,5.76,14.70,15.63
14.96,18.59,6.56,5.81,7.27,6.52,33.72,17.66
6.69,20.8,5.5,5.06,5.63,6.78,39.77,26.02
15.49,24.21,5.67,11.07,3.73,5.45,24.21,22.75
17.7,22.88,7.4,8.55,5.50,4.66,12.22,26.55
18.32,21.2,7.58,13.95,13.41,6.91,6.96,24.83
21.69,22.57,7.18,8.37,22.35,12.13,17.70,15.36
22.92,20.89,9.35,13.95,28.23,16.95,15.14,15.23
13.86,16.51,3.37,5.67,29.07,22.39,14.34,9.70
3.37,11.51,6.6,5.67,27.57,28.67,13.99,13.33
11.42,10.76,3.51,8.59,25.27,28.67,10.67,26.11
14.17,4.66,10.36,9.66,24.21,27.70,9.83,25.05
9.57,12.04,5.45,7.49,20.05,18.85,8.37,15.54
12.04,11.11,10.36,14.17,19.96,15.49,4.75,19.83
10.36,11.38,6.21,5.76,16.33,12.49,16.07,20.14
14.96,14.21,4.92,7.31,17.09,10.63,22.61,12.57
16.07,5.37,4.3,5.9,18.81,12.09,16.73,14.34
8.59,14.48,12.88,16.86,17.70,14.08,19.70,23.90
3.24,13.9,5.14,4.08,13.81,15.85,37.87,29.56
5.19,21.55,7.13,6.96,8.81,19.43,38.40,24.21
10.54,21.07,4.97,5.54,7.00,20.00,19.03,15.18
12.35,7.53,7.0,3.11,9.74,18.99,14.74,4.66
10.23,1.07,6.34,1.69,11.47,18.59,14.39,1.87
14.79,1.56,7.09,1.43,15.41,14.61,6.69,3.15
18.85,5.5,8.28,3.24,14.43,20.18,11.69,6.25
12.62,7.09,8.15,3.42,14.56,19.30,11.65,12.26
4.17,7.89,9.3,3.24,14.92,32.70,5.59,24.60
4.7,15.05,3.42,7.93,18.37,37.87,4.75,29.29
11.25,16.69,10.94,2.27,26.20,48.27,7.97,25.22
17.35,8.06,9.08,2.36,24.56,51.50,16.38,13.90
14.56,5.28,6.78,7.13,23.23,43.22,24.21,4.97
7.67,4.48,5.76,2.36,16.20,33.01,14.70,5.67
5.9,2.53,5.5,3.33,20.00,15.80,8.64,3.55
7.67,1.92,10.1,1.92,20.89,8.20,18.55,4.04
12.62,4.04,6.82,3.29,26.24,5.76,14.34,4.35
16.16,11.73,7.0,5.06,22.61,5.67,9.74,5.63
13.68,9.92,12.49,6.43,18.63,8.37,13.19,10.01
12.88,5.37,5.41,3.55,10.89,12.66,12.84,16.07
14.65,9.39,8.64,7.18,8.15,13.41,20.62,15.32
11.56,5.28,7.97,5.5,9.26,12.84,21.02,9.96
9.12,4.08,5.85,5.37,11.07,8.15,16.69,9.30
10.01,13.86,8.99,5.9,15.80,6.74,10.27,10.19
9.74,16.38,5.81,4.13,16.55,6.60,3.95,14.39
5.63,6.47,11.6,2.71,20.71,7.05,10.81,19.96
8.24,13.95,7.4,6.91,18.28,9.08,21.55,14.74
12.97,11.42,20.27,15.45,16.55,9.96,25.18,6.82
6.91,1.74,6.74,4.08,10.81,11.34,17.93,8.33
2.22,3.68,18.32,7.09,6.91,8.77,13.95,5.76
2.18,2.18,10.54,3.02,6.91,7.89,14.96,2.98
10.76,1.87,12.62,1.21,9.17,7.18,8.86,2.27
11.87,3.6,9.7,3.11,8.37,10.27,19.12,6.60
8.46,12.04,6.34,6.38,6.07,11.03,19.96,20.62
2.93,19.16,3.07,10.76,3.60,12.53,15.58,31.15
5.01,18.94,7.71,7.05,3.51,13.37,10.32,32.92
11.82,9.61,4.52,4.26,6.07,18.19,16.07,21.69
13.77,4.04,3.15,1.74,6.87,19.56,18.85,4.61
9.79,2.53,7.4,2.14,7.89,17.44,8.24,1.92
9.43,1.65,10.76,2.09,7.13,10.94,8.37,1.83
3.02,3.91,9.61,2.76,8.15,6.78,8.33,1.74
11.6,6.65,15.98,2.67,10.01,4.52,12.40,3.37
15.85,5.63,5.81,2.45,13.55,4.48,21.24,4.26
11.65,1.83,5.59,3.42,11.07,4.61,20.36,6.43
8.11,6.65,8.42,6.34,11.91,4.48,21.20,8.64
9.3,13.11,6.07,5.41,10.10,3.02,34.25,9.96
9.35,15.14,5.37,8.02,14.26,4.17,43.93,11.60
9.26,8.11,5.06,4.88,20.58,8.24,38.93,14.17
2.8,5.41,10.32,3.42,23.23,11.82,14.83,12.00
10.14,12.18,15.01,12.09,28.54,18.77,5.37,16.42
7.4,13.06,5.59,7.4,24.07,17.40,8.73,14.26
3.24,9.83,9.92,6.74,20.80,17.48,5.94,7.18
3.29,3.11,8.68,5.94,13.77,9.35,5.81,15.80
3.2,5.23,12.18,2.8,10.58,8.11,11.16,13.02
4.88,11.82,6.29,2.36,13.55,7.97,12.97,8.51
7.18,12.18,6.16,10.23,11.56,12.75,11.29,11.07
8.86,5.37,9.17,8.99,9.83,17.35,9.66,26.64
12.66,14.92,2.45,12.04,8.33,19.43,8.77,39.73
11.25,20.8,8.59,15.58,9.52,17.00,18.01,24.03
12.49,17.93,4.66,11.42,7.75,13.15,15.71,9.43
10.01,13.02,6.43,4.83,4.79,12.57,9.57,5.54
7.58,5.06,5.1,5.98,5.67,14.17,12.53,14.79
6.03,8.9,10.27,11.69,10.41,11.69,21.11,26.20
4.79,27.48,2.09,9.08,18.90,7.36,32.12,26.86
8.33,37.08,12.8,35.13,21.73,2.98,36.59,19.65
11.69,26.33,4.04,11.87,24.25,2.62,38.76,17.17
12.8,12.44,6.87,12.04,26.95,3.33,34.11,12.26
8.33,10.45,7.93,12.09,29.56,5.41,17.13,11.60
6.6,4.92,4.83,3.33,32.88,7.44,11.20,23.37
14.87,9.7,8.42,6.47,33.05,10.54,14.92,25.09
13.5,14.92,6.6,6.12,31.77,11.60,19.16,20.89
7.67,10.27,13.5,7.31,26.68,12.09,23.68,12.26
10.27,10.41,3.37,4.3,16.69,11.29,25.00,9.48
5.94,18.81,35.26,4.44,10.27,10.05,28.23,25.75
18.06,22.84,8.46,9.61,7.67,8.95,24.65,23.99
17.48,20.27,4.04,7.18,8.90,8.59,11.25,11.96
8.46,10.27,4.7,6.16,8.28,8.73,11.25,13.68
13.41,7.0,11.51,4.52,6.65,9.21,8.46,20.58
19.96,9.74,8.51,5.23,4.48,7.49,12.84,21.86
20.18,8.99,2.45,6.25,4.39,5.63,39.55,40.92
12.35,6.29,7.13,5.14,7.22,5.14,43.93,47.16
14.39,14.65,3.51,4.22,11.56,6.65,26.06,32.52
18.28,23.68,12.26,9.88,22.39,11.47,23.76,24.96
20.93,22.0,2.8,3.86,34.11,16.42,19.56,22.39
16.25,11.87,5.72,3.2,36.50,21.73,12.35,20.89
9.3,10.45,8.15,6.07,29.03,23.15,25.36,29.03
14.7,16.42,3.2,4.48,17.09,24.12,27.70,25.98
11.47,14.87,17.26,17.62,16.78,24.87,11.78,15.67
17.44,18.1,6.12,11.29,21.64,30.40,12.35,5.37
15.01,12.53,5.45,13.72,29.56,37.39,13.90,2.45
15.27,12.22,9.52,14.21,25.22,34.51,8.15,7.18
17.93,16.16,8.9,10.94,21.02,33.54,9.57,15.10
12.4,8.77,8.86,8.46,11.87,21.42,12.97,26.82
3.64,13.02,6.96,10.45,12.71,18.32,11.38,32.65
7.22,19.43,5.01,3.37,17.57,12.93,5.45,27.17
10.36,19.61,9.92,7.36,21.64,14.79,7.22,17.44
5.63,19.47,5.76,5.85,27.13,16.55,11.78,19.12
5.63,10.76,11.11,6.43,24.38,18.81,11.07,17.09
6.16,5.41,2.58,4.26,27.39,15.80,17.53,10.10
4.44,5.54,5.1,8.06,25.09,15.36,20.14,10.41
14.87,16.86,5.63,6.78,24.56,11.69,14.65,11.87
17.22,27.44,11.65,20.71,20.62,15.01,8.02,12.97
22.48,26.11,5.19,23.85,15.76,18.06,20.80,25.27
29.6,16.82,26.68,10.5,12.31,26.90,39.55,23.32
29.87,5.63,17.17,8.33,10.27,25.58,44.42,9.57
21.64,2.67,13.15,5.14,12.71,20.27,29.25,4.61
14.17,4.57,11.91,3.55,13.02,8.95,9.39,5.45
13.19,4.44,10.23,6.65,10.89,5.81,14.87,6.56
10.36,3.33,3.02,1.96,7.49,9.17,16.07,4.66
6.91,2.58,2.76,1.87,8.77,16.25,9.88,4.61
10.27,3.15,5.5,1.96,11.73,21.42,7.75,5.76
11.47,3.86,6.91,3.6,14.70,24.07,9.04,7.13
6.25,12.97,8.46,9.79,13.37,34.51,11.51,11.16
10.1,18.55,6.43,9.39,16.86,39.64,27.04,21.55
24.96,15.27,17.53,16.64,19.92,45.79,40.26,33.94
33.49,5.01,15.27,2.8,21.24,44.11,45.04,37.96
26.95,3.77,11.56,5.94,20.85,47.78,25.98,19.25
22.7,2.89,12.88,2.4,13.24,39.82,7.13,5.50
25.31,3.15,15.18,2.18,10.89,28.54,14.87,2.76
26.15,2.53,11.2,1.78,6.91,11.51,21.42,1.52
16.82,2.58,8.11,4.52,9.61,6.38,21.64,2.00
10.5,7.44,20.05,11.65,11.51,5.45,21.55,4.22
17.13,15.54,3.07,15.49,14.56,7.97,19.34,15.80
21.38,13.99,14.7,29.91,14.87,10.81,18.72,23.10
19.56,9.17,4.04,7.4,12.44,12.26,21.60,20.58
11.73,15.41,2.67,6.43,7.84,12.62,13.50,18.10
14.12,11.65,2.27,8.99,5.10,10.36,9.17,15.32
15.98,8.95,16.02,10.23,6.47,10.89,15.36,9.39
19.47,20.76,7.89,4.08,7.67,9.92,9.79,9.21
14.74,20.85,5.45,2.67,10.05,13.68,6.47,12.84
7.31,9.7,6.47,9.21,9.08,12.84,10.54,22.00
6.12,2.49,5.5,4.44,9.83,15.01,17.26,30.66
5.23,6.74,3.64,4.83,10.45,13.24,21.69,28.32
