ALPHA L,ALPHA R,BETA L,BETA R,DELTA L,DELTA R,THETA L,THETA R
7.97,2.93,5.1,3.73,11.16,22.44,9.26,16.02
10.41,7.58,8.06,8.46,20.49,22.66,24.21,22.39
7.84,9.61,3.51,8.59,31.99,29.29,30.84,28.63
7.27,10.41,3.46,3.37,40.62,38.40,24.12,23.06
11.69,14.34,2.98,5.1,37.56,36.68,10.98,11.03
13.64,15.14,6.25,4.88,30.40,28.63,7.40,4.88
13.24,15.1,5.23,5.59,17.00,15.98,11.11,7.62
5.01,7.36,4.44,5.14,16.78,15.94,12.49,6.96
3.42,5.76,1.92,9.7,17.70,17.70,13.02,10.01
3.95,10.81,10.63,6.16,29.47,31.64,14.21,17.70
5.32,26.46,7.62,23.54,33.58,34.11,19.70,25.49
24.34,44.37,30.49,31.59,34.78,42.30,19.03,19.52
32.52,46.94,33.27,28.36,25.00,31.90,30.80,25.53
21.2,26.24,10.67,13.9,17.48,35.75,31.02,26.82
6.78,11.96,11.69,13.68,15.71,30.71,13.55,14.74
4.57,8.86,4.39,3.91,14.21,30.27,3.60,11.78
12.88,12.35,9.74,8.15,11.82,20.40,3.68,9.66
10.45,10.05,3.42,3.55,10.01,12.75,7.44,9.70
3.68,4.57,13.99,7.62,7.84,8.33,9.21,14.26
8.55,8.64,6.07,5.54,6.78,6.43,7.80,7.00
8.06,5.28,8.95,6.12,4.88,12.18,5.76,3.91
5.98,2.09,9.04,7.49,5.14,16.91,9.08,8.33
10.81,7.31,8.77,3.64,7.36,24.52,17.26,14.30
27.79,10.63,12.0,5.1,16.47,35.62,31.15,18.19
34.64,7.67,26.99,1.69,22.22,38.76,38.09,9.12
20.89,3.51,8.77,4.61,29.07,40.39,31.64,7.80
7.93,4.39,10.85,2.93,28.89,35.53,17.97,17.40
6.07,9.39,6.03,10.01,28.63,31.81,14.61,16.69
5.1,8.06,9.35,13.02,29.51,33.36,29.91,19.47
9.7,8.46,12.8,8.02,36.77,39.64,36.86,23.45
20.71,21.15,20.98,26.29,39.16,42.43,26.42,17.70
19.3,19.21,5.59,7.62,42.92,47.91,10.89,8.02
13.5,10.54,7.05,6.47,34.56,40.48,4.44,5.98
10.72,5.81,7.53,9.26,30.75,36.86,4.97,7.36
8.81,3.33,7.31,6.91,25.58,33.14,10.94,6.12
4.26,5.32,6.91,11.47,26.59,28.50,20.14,9.04
7.22,9.88,9.04,9.21,28.72,25.53,21.60,18.15
10.14,9.39,7.36,3.02,25.67,21.51,12.13,15.71
8.24,4.22,6.12,4.57,17.62,13.59,8.86,9.96
7.27,5.63,3.77,6.87,9.39,12.31,14.26,10.72
10.54,12.04,9.26,4.97,6.65,8.15,10.23,5.37
12.53,12.62,3.07,5.06,4.88,7.58,7.53,7.89
