ALPHA L,ALPHA R,BETA L,BETA R,DELTA L,DELTA R,THETA L,THETA R
4.97,7.4,3.73,2.09,3.15,9.12,5.90,7.97
8.11,6.38,5.67,6.65,4.70,4.79,8.42,8.11
7.84,6.65,5.41,5.32,3.95,2.98,7.80,8.99
5.9,6.43,6.21,5.81,3.82,2.98,8.55,10.19
7.22,6.91,3.86,5.23,4.66,4.39,7.89,8.28
6.87,6.6,7.18,5.81,6.60,5.41,4.48,3.55
3.77,4.22,6.65,3.77,7.62,6.34,6.38,5.06
5.81,3.11,5.63,4.44,15.41,14.39,10.72,12.00
3.02,5.1,5.06,2.45,24.87,24.29,18.37,15.54
14.61,4.08,8.99,1.69,32.83,33.94,31.50,16.86
19.47,2.62,19.7,2.36,36.63,38.18,27.44,9.57
12.88,2.53,4.04,4.61,29.07,29.82,9.96,8.24
4.39,1.78,9.08,5.06,29.60,23.50,7.27,12.13
2.93,2.58,3.07,2.31,21.46,11.07,7.31,8.90
4.39,2.36,10.89,11.03,24.56,10.23,6.07,8.24
4.97,3.46,7.89,4.26,16.25,9.21,4.61,7.13
3.11,3.6,5.5,3.37,12.44,9.52,7.05,10.50
3.6,4.3,4.52,3.86,5.81,8.46,8.28,12.53
6.69,7.18,5.85,6.29,4.08,5.32,8.90,10.45
6.96,7.75,3.15,5.23,3.82,3.64,9.39,6.56
5.85,7.49,5.9,7.49,3.68,3.99,8.20,6.34
3.6,5.59,3.24,3.02,7.53,8.68,7.58,7.58
3.02,6.78,7.53,6.96,11.69,13.55,14.21,10.72
2.31,5.67,7.49,6.6,25.00,26.11,25.93,22.66
3.51,5.01,6.87,3.55,28.94,28.63,24.87,21.77
2.58,4.57,5.32,1.83,39.77,41.68,12.22,9.17
7.44,7.49,3.77,3.07,40.84,42.30,13.37,11.34
8.9,8.02,4.22,5.81,46.63,50.88,17.75,17.04
11.47,10.41,3.02,2.8,49.59,51.54,14.26,16.55
10.58,10.05,7.09,2.31,39.02,40.75,7.49,10.58
11.03,9.96,6.12,5.94,27.61,27.08,5.14,8.06
12.04,10.01,6.12,3.82,12.04,11.60,8.24,7.36
8.68,3.55,3.15,8.73,11.91,12.22,12.75,3.02
3.15,5.01,7.67,7.93,17.13,19.74,13.72,7.05
5.01,8.15,2.8,7.53,19.56,22.79,17.70,19.08
7.62,10.45,4.79,2.09,20.85,24.83,20.00,25.89
6.78,10.45,9.48,4.57,25.18,28.14,17.57,22.61
6.91,8.46,6.07,2.84,32.48,38.23,20.18,16.33
10.89,3.24,22.17,5.98,34.29,40.75,24.56,17.79
12.4,2.8,11.42,2.71,33.94,44.33,14.17,16.64
6.25,6.69,7.71,4.66,24.03,28.81,7.97,14.61
9.66,9.3,7.36,4.92,21.51,21.33,6.65,13.72
8.06,8.15,8.51,8.11,16.16,11.73,12.62,19.39
3.2,4.61,7.4,6.91,15.85,12.35,13.33,17.17
4.79,1.74,4.44,3.82,15.36,16.91,6.82,7.89
7.05,2.76,2.84,2.45,13.95,16.02,2.18,6.60
4.13,4.3,3.33,3.33,13.95,17.22,4.83,5.28
1.61,4.66,3.77,7.05,14.65,17.17,13.68,11.60
4.22,2.8,4.75,6.6,20.93,24.69,16.51,19.96
10.76,3.15,4.35,5.81,26.29,26.86,7.93,19.47
12.26,1.61,3.91,5.76,28.05,28.19,7.22,16.16
7.67,3.51,4.48,6.47,26.15,20.93,7.36,10.89
9.17,6.03,6.03,5.01,26.46,18.06,8.55,13.55
10.41,4.75,3.11,4.04,27.21,17.04,18.15,21.29
4.3,2.14,3.33,4.22,34.87,22.84,18.99,19.78
2.93,2.18,5.1,2.58,32.92,27.26,15.10,11.25
4.04,2.71,4.13,4.61,30.58,25.58,8.55,3.51
1.96,7.75,6.6,7.49,18.85,17.57,5.06,3.51
4.57,8.11,2.58,2.49,10.54,7.67,6.69,4.92
6.25,5.63,4.57,2.09,9.12,3.82,7.13,4.44
6.25,4.48,8.2,6.78,8.68,1.25,10.19,5.85
6.47,3.99,4.75,4.88,9.39,4.35,13.37,11.96
6.56,1.83,7.62,4.3,7.84,7.09,13.06,18.46
9.08,4.79,4.26,2.27,8.42,11.78,12.57,18.72
12.88,11.16,3.2,3.2,12.22,13.33,16.16,13.55
13.81,13.72,6.52,4.48,18.68,16.29,16.86,13.55
16.47,16.42,7.62,9.43,24.38,19.25,9.83,6.47
13.81,12.71,4.92,12.09,36.28,31.28,15.23,7.84
9.12,11.47,5.23,5.85,39.07,40.92,25.58,15.63
6.47,13.24,10.63,22.97,40.44,45.70,24.74,18.59
6.21,10.76,5.14,5.72,38.71,48.22,15.80,22.26
6.82,7.22,2.36,6.52,35.13,37.78,13.86,18.10
9.21,7.97,8.64,3.07,43.40,34.69,15.98,11.16
9.26,8.24,6.07,3.99,39.91,18.50,13.15,3.73
6.52,4.48,6.12,5.63,40.66,13.46,5.14,4.79
2.89,5.63,16.91,6.34,35.79,10.63,4.52,18.55
3.37,4.44,26.68,10.32,37.17,18.06,16.25,33.94
6.78,3.86,16.42,6.21,52.60,23.37,38.01,33.54
10.58,8.02,14.7,9.66,53.31,30.09,38.62,13.24
8.81,6.16,8.42,2.8,53.75,21.46,21.82,10.19
6.12,4.97,3.02,4.3,35.18,17.57,8.42,15.14
5.37,7.18,5.63,3.99,25.44,10.36,4.66,11.69
5.98,7.36,4.13,4.97,14.87,10.98,5.94,10.32
