ALPHA L,ALPHA R,BETA L,BETA R,DELTA L,DELTA R,THETA L,THETA R
2.31,2.14,2.49,2.76,2.18,5.10,1.69,1.83
2.62,4.13,6.16,8.73,3.46,4.48,2.89,2.76
2.71,5.54,5.94,6.38,4.83,6.07,3.07,4.04
6.47,6.25,6.43,11.11,6.38,9.08,7.84,7.09
5.41,3.82,20.14,11.07,13.28,18.01,21.51,19.52
16.55,4.66,18.5,18.81,20.05,25.22,39.29,38.80
23.28,6.21,21.69,33.58,27.39,31.02,44.37,54.72
13.33,12.66,16.78,6.34,34.60,37.03,28.10,44.73
5.67,9.74,13.06,9.12,32.57,32.92,8.99,19.34
5.63,5.54,8.37,9.48,30.49,28.94,6.03,5.94
3.64,7.0,11.6,4.22,16.91,14.61,3.11,2.84
5.72,9.48,2.58,1.74,10.94,7.71,2.71,2.80
3.86,5.59,5.9,9.57,4.88,2.80,1.69,4.13
2.36,2.0,4.22,6.16,4.26,2.36,1.87,2.67
4.04,3.2,6.16,9.83,4.75,3.77,2.40,1.61
4.22,4.61,3.91,2.53,5.14,5.14,3.29,1.47
4.04,7.75,4.17,7.44,5.28,6.65,5.90,3.82
3.91,4.88,5.5,4.61,4.35,5.85,8.55,7.93
7.71,6.38,3.37,4.7,6.12,7.67,9.61,9.88
8.99,9.48,2.27,7.84,5.41,6.07,8.46,9.21
5.94,9.08,5.5,2.98,5.94,6.16,5.32,6.43
2.18,6.47,5.94,12.49,5.76,4.48,5.28,5.37
2.0,4.52,4.97,3.6,9.26,6.56,4.52,3.68
3.51,5.9,5.81,9.08,15.67,11.56,4.44,6.87
4.08,4.48,4.75,4.83,16.38,12.97,8.46,11.65
5.45,2.93,8.37,12.97,14.87,11.42,7.80,10.50
9.39,8.37,7.49,7.93,9.74,6.96,4.92,7.75
9.7,9.83,10.27,10.36,8.33,4.92,10.41,7.89
6.03,5.63,4.44,4.57,10.27,7.49,9.17,5.76
3.51,3.11,5.06,7.44,10.19,8.86,5.90,2.58
3.73,6.38,4.13,6.65,9.30,9.04,7.09,2.98
3.2,5.19,3.33,3.11,6.07,6.38,5.50,4.57
3.02,2.8,6.21,12.49,5.23,5.59,3.91,4.13
2.62,5.63,3.11,7.75,4.57,5.72,1.92,2.31
2.14,6.21,7.8,6.56,5.81,5.19,3.82,1.30
2.18,5.1,4.52,3.46,6.60,5.63,4.79,2.98
6.52,5.85,7.0,6.6,9.57,6.65,3.51,4.44
6.12,10.45,7.53,11.16,16.60,16.55,7.58,9.66
15.36,15.45,14.21,6.34,19.30,22.70,27.66,25.40
28.85,16.91,21.15,31.68,27.88,31.11,44.02,35.48
25.36,8.73,25.93,15.32,28.85,34.87,40.22,35.53
10.89,6.38,9.88,21.86,32.34,31.19,22.35,25.58
2.27,10.19,9.39,4.39,30.93,30.09,5.06,8.59
2.58,4.7,5.41,7.53,22.44,19.08,4.04,3.07
2.05,2.93,6.56,5.01,16.78,22.44,5.76,2.71
2.45,4.79,5.41,9.66,7.27,17.57,6.87,3.11
3.68,3.86,5.67,8.33,4.92,17.88,3.55,2.84
5.32,2.4,7.36,8.9,2.84,11.47,3.95,5.72
5.41,2.98,3.86,2.4,3.68,7.00,7.36,11.29
1.61,3.46,4.35,6.96,3.91,3.99,8.20,11.47
3.37,1.56,9.61,6.91,3.42,2.05,7.75,9.52
4.08,2.31,5.23,2.8,3.51,2.14,9.35,10.19
4.04,7.22,8.68,11.16,5.01,3.64,11.25,11.11
4.44,8.95,3.33,8.81,6.21,4.88,8.81,7.97
5.76,8.95,5.06,5.76,6.69,5.76,4.22,3.37
7.8,12.8,6.82,8.51,5.90,5.45,3.77,5.54
7.67,12.49,4.92,8.68,5.72,5.45,3.20,3.20
