ALPHA L,ALPHA R,BETA L,BETA R,DELTA L,DELTA R,THETA L,THETA R
7.05,5.41,5.85,3.29,9.52,11.91,7.27,6.91
7.22,6.65,5.1,3.2,11.25,11.60,8.28,8.37
2.67,3.15,2.53,5.5,11.69,15.05,7.27,9.30
4.79,8.11,4.75,2.93,7.05,15.14,8.20,9.57
8.24,14.26,3.11,7.36,6.78,16.33,14.08,13.24
9.26,13.46,6.96,4.08,8.95,11.42,20.05,21.02
6.65,9.21,2.22,5.59,15.36,9.79,23.63,22.84
2.71,3.51,8.68,6.65,14.26,4.13,19.47,15.58
7.31,5.9,6.52,7.84,15.27,4.83,16.07,5.76
6.21,4.39,6.34,4.61,11.16,6.91,17.00,9.61
8.55,6.74,6.91,3.82,15.27,9.52,13.59,21.33
7.22,5.67,6.07,5.45,11.82,9.74,11.03,29.03
7.31,5.63,6.87,6.56,10.19,8.73,9.66,25.58
12.35,6.82,7.22,3.37,5.41,13.19,12.71,11.65
13.24,8.33,5.32,4.66,6.65,21.69,24.21,22.04
10.72,8.68,3.6,6.16,9.26,29.03,22.39,25.58
9.79,9.3,8.02,6.69,16.60,40.70,15.67,16.73
11.2,9.88,6.38,3.82,21.91,40.70,16.20,18.50
9.83,9.43,7.58,5.28,21.91,36.99,18.50,23.10
3.29,6.65,5.19,4.48,17.13,22.26,15.32,18.15
2.49,2.71,5.9,4.97,13.28,10.98,12.13,15.71
4.75,3.73,10.36,6.43,14.43,8.02,10.54,12.80
6.91,7.71,2.76,1.69,15.80,8.59,5.59,9.52
5.67,8.06,6.38,2.36,19.83,13.99,6.21,12.09
4.88,8.86,4.08,6.82,19.65,12.62,7.18,11.65
3.07,6.52,6.82,2.09,23.41,15.76,10.85,10.76
1.56,3.33,3.24,3.11,20.23,12.88,9.61,9.52
1.74,5.14,3.46,4.61,18.01,16.11,6.47,7.00
2.84,4.39,5.41,2.49,11.25,11.38,4.22,7.13
1.92,3.64,1.52,2.71,7.09,9.88,7.09,11.16
2.8,4.48,6.6,2.89,9.88,7.27,8.42,14.92
4.79,5.63,6.78,6.52,12.35,7.36,5.72,11.07
6.34,5.06,2.8,3.02,16.78,9.12,5.06,4.57
5.9,4.35,7.27,8.86,17.17,8.59,12.53,6.47
11.2,8.33,12.31,6.87,15.94,7.93,12.66,10.72
23.94,15.98,16.64,12.44,12.00,10.27,7.27,9.17
27.97,17.44,30.31,21.64,9.08,14.30,15.27,4.13
13.19,8.11,6.38,3.77,14.70,17.48,15.23,5.98
8.24,7.53,11.73,8.42,16.11,15.14,7.67,10.58
14.56,11.51,8.33,6.87,13.46,12.97,5.37,10.36
