ALPHA L,ALPHA R,BETA L,BETA R,DELTA L,DELTA R,THETA L,THETA R
10.5,9.88,7.0,8.28,5.23,25.49,11.73,9.96
11.16,12.93,7.62,3.51,8.86,18.15,18.94,8.28
5.98,6.16,12.57,4.61,10.27,9.26,16.51,4.13
20.0,10.5,7.58,1.69,10.63,8.51,7.89,8.24
21.2,13.33,9.08,3.73,8.81,7.05,9.52,7.44
7.75,8.68,8.24,4.26,7.05,10.58,18.32,3.02
1.78,6.6,6.43,4.66,12.44,9.39,23.59,3.95
6.29,6.56,7.71,10.1,18.32,12.18,25.40,6.16
9.26,7.4,7.36,4.66,29.47,18.90,26.95,11.47
9.74,5.81,4.92,10.27,38.67,34.78,25.49,15.10
20.89,15.85,17.88,12.26,43.89,43.45,25.31,25.62
29.2,23.54,14.79,17.84,45.44,46.98,24.78,33.85
25.84,23.15,20.49,21.29,42.78,44.55,31.99,40.00
12.0,13.68,3.99,10.1,50.08,49.95,25.89,33.36
4.83,3.6,10.81,6.47,42.30,43.18,12.71,18.99
3.24,6.96,3.55,3.73,34.60,32.21,17.04,19.12
4.57,4.48,8.28,2.53,14.26,15.49,34.51,29.51
3.37,2.67,6.47,3.73,8.33,15.63,32.61,22.70
8.2,4.66,4.83,2.0,8.42,24.07,16.82,9.12
9.74,5.23,8.28,5.9,12.40,26.68,5.50,6.74
10.5,4.13,4.3,4.04,16.25,25.05,12.44,11.73
10.67,6.12,11.03,10.19,15.23,15.98,18.28,14.08
13.77,3.77,7.93,2.53,16.29,12.04,21.11,18.85
15.49,4.61,11.56,12.13,13.90,7.93,16.86,17.26
10.45,7.4,7.93,2.98,11.16,6.16,14.56,16.78
9.48,7.58,10.32,7.75,7.71,6.07,21.46,17.62
12.09,7.8,1.69,2.14,8.02,9.04,19.74,15.76
9.88,8.55,7.0,1.3,12.13,11.25,14.30,22.88
4.22,7.05,4.22,5.76,13.86,11.96,11.78,26.11
6.25,2.09,3.29,4.88,15.32,11.11,17.00,23.45
11.29,3.77,3.11,2.45,14.39,7.00,27.30,20.67
11.96,6.12,18.46,7.0,18.46,11.82,31.90,15.71
12.4,6.65,11.87,11.82,17.00,17.84,36.59,20.00
14.34,19.74,21.38,8.28,13.99,37.70,41.63,22.97
7.8,24.12,23.32,16.16,17.31,40.22,44.91,19.96
5.14,14.61,5.01,5.76,30.13,40.66,42.74,18.63
7.67,6.52,10.58,4.66,40.79,23.63,34.33,16.29
6.69,7.09,6.16,3.95,43.14,13.59,34.69,10.54
2.27,7.4,8.42,3.91,30.40,11.91,28.72,9.79
4.08,5.85,12.57,9.48,20.23,16.42,15.49,13.90
6.91,2.45,3.73,3.2,8.55,19.52,12.75,12.00
9.61,4.48,6.29,2.76,7.22,19.92,5.85,5.72
14.43,10.36,7.05,5.94,8.33,19.47,11.73,6.65
16.02,11.51,7.22,5.76,11.11,18.99,13.64,4.52
8.06,4.44,8.2,7.49,10.01,17.88,17.00,8.59
8.68,4.08,10.27,6.91,16.82,22.97,31.15,19.92
8.55,3.82,9.3,9.96,23.59,28.05,35.88,24.52
