ALPHA L,ALPHA R,BETA L,BETA R,DELTA L,DELTA R,THETA L,THETA R
10.94,6.07,6.34,5.06,12.00,16.11,12.18,8.02
15.1,9.74,9.08,3.29,18.19,23.99,17.35,12.71
18.1,9.96,13.5,22.3,24.12,28.85,17.31,10.05
19.3,5.1,11.56,15.36,29.56,27.74,40.00,17.44
12.4,10.19,22.92,12.26,33.80,23.68,59.41,22.17
8.81,14.17,11.6,8.33,34.11,20.98,57.20,18.55
10.1,13.95,4.92,5.72,30.71,17.26,31.77,16.47
8.64,9.7,5.23,5.5,20.71,14.48,12.88,21.69
12.57,9.39,6.52,13.72,15.27,19.78,16.38,28.89
15.01,12.84,7.09,27.61,11.82,26.90,23.85,46.01
9.43,15.23,3.07,24.43,14.17,39.69,16.42,49.42
5.28,13.99,2.14,12.93,18.24,50.96,5.98,35.44
3.37,12.66,3.64,8.2,16.47,48.13,13.11,18.41
2.71,5.1,1.69,6.78,19.74,42.43,10.32,4.61
2.22,5.67,3.77,5.41,15.23,28.19,5.63,2.67
3.42,6.91,7.71,7.8,17.00,30.27,3.55,8.06
3.99,17.62,4.04,20.49,10.19,36.02,3.95,13.37
7.71,28.01,18.63,19.56,8.24,46.41,6.69,15.63
6.21,24.69,9.35,11.82,4.79,43.76,10.05,25.22
4.04,10.85,8.11,12.35,6.78,42.47,7.53,25.80
5.23,11.91,6.82,4.3,14.21,26.33,13.37,15.89
6.12,8.11,20.31,5.32,22.53,22.84,33.80,8.37
8.99,5.23,27.17,4.48,38.89,12.62,45.22,5.37
17.44,12.62,4.57,8.68,52.91,13.90,42.87,7.05
23.99,20.98,14.21,13.99,56.85,11.25,21.24,6.52
24.07,15.89,7.31,20.89,65.87,17.75,6.29,5.81
21.95,6.82,7.8,28.85,53.44,21.69,4.44,13.72
10.76,19.96,3.86,36.99,54.50,27.35,6.38,31.86
2.76,24.29,4.35,25.09,34.82,26.20,6.47,31.59
2.0,23.99,1.83,6.16,24.47,19.96,2.80,16.33
0.68,16.91,1.16,8.86,11.60,15.58,1.34,10.41
1.12,10.27,1.12,7.4,4.26,13.11,0.94,9.57
1.16,12.09,1.83,14.56,2.36,11.07,1.25,14.87
2.49,11.47,2.45,7.27,3.02,9.83,1.52,19.30
4.08,14.79,4.04,13.41,4.83,7.22,5.10,13.11
5.98,17.13,7.13,2.67,11.20,8.46,8.64,6.47
7.67,18.37,8.28,12.4,12.13,10.27,9.88,15.58
9.61,17.66,8.02,5.01,12.13,18.94,10.89,17.66
12.84,15.94,2.49,17.75,7.53,29.65,12.75,18.68
13.59,14.96,8.9,35.04,9.08,34.73,12.09,23.01
10.94,9.83,5.01,15.18,9.66,39.11,6.12,27.97
5.94,7.22,2.62,7.44,10.50,41.01,1.74,29.51
1.69,12.66,1.87,14.56,6.74,38.54,1.69,17.88
2.0,8.55,2.31,4.44,4.22,31.19,2.09,6.43
3.24,9.61,4.48,10.67,1.92,17.31,2.49,7.40
4.88,17.31,5.41,8.11,5.72,10.32,4.57,8.42
7.93,15.41,11.82,12.35,8.73,6.21,6.25,5.94
13.37,10.72,8.81,6.12,15.23,5.90,6.87,5.32
16.55,8.37,9.3,5.28,16.07,7.89,8.02,7.53
19.25,11.51,6.91,4.88,19.83,8.95,8.90,11.20
19.96,12.57,13.64,14.17,26.37,11.51,7.49,17.84
28.5,5.81,6.65,9.3,29.12,14.74,26.15,27.61
31.06,22.84,21.95,34.95,36.68,19.70,40.92,27.70
23.41,33.98,20.0,21.55,32.08,24.43,42.12,22.97
9.26,26.2,11.69,13.37,29.47,25.89,30.62,13.68
