ALPHA L,ALPHA R,BETA L,BETA R,DELTA L,DELTA R,THETA L,THETA R
7.93,9.48,14.74,9.52,9.79,9.08,11.65,11.16
17.35,26.77,11.78,8.77,17.88,17.40,25.89,7.49
19.61,39.86,29.12,9.74,32.79,35.00,39.20,12.75
16.69,31.5,16.69,8.73,38.54,48.93,45.97,21.91
11.69,12.62,7.53,7.8,42.92,52.11,35.84,19.12
9.83,6.56,5.98,5.72,31.46,44.11,20.27,16.51
14.12,2.93,7.27,9.17,22.00,24.52,19.21,9.12
25.8,15.76,24.03,8.86,18.81,22.79,23.54,7.84
33.72,30.93,12.8,20.62,23.10,23.90,32.92,20.40
26.59,32.92,21.11,17.09,31.42,37.92,36.77,25.09
12.49,16.78,4.57,5.54,39.20,47.47,18.32,32.65
6.34,3.91,10.23,9.43,31.55,43.80,8.33,25.00
5.14,9.92,8.2,10.63,23.50,39.33,14.17,14.74
5.98,14.34,1.96,7.4,18.06,20.89,7.89,27.04
5.41,29.6,2.22,16.47,20.54,16.16,8.51,43.84
3.82,31.9,5.45,17.09,29.47,15.10,11.78,48.05
4.22,19.39,3.37,15.14,30.22,18.90,8.33,31.86
8.95,8.86,7.13,10.81,27.44,23.68,5.81,9.17
7.97,7.44,8.95,7.36,21.33,20.49,8.42,8.77
6.65,6.65,8.11,3.51,18.41,17.35,14.79,20.27
6.38,3.24,3.68,5.45,18.24,14.56,13.50,22.39
5.85,4.08,5.59,5.06,23.76,19.34,6.87,11.25
6.38,8.33,5.9,2.45,25.18,28.14,4.30,6.07
7.05,10.01,10.58,12.75,25.67,32.21,5.81,7.05
6.69,9.17,3.42,4.66,22.04,29.91,6.52,7.40
4.83,5.41,5.14,6.29,13.15,20.14,5.54,5.06
3.91,2.8,7.18,2.14,8.64,13.55,6.43,5.50
3.46,6.34,3.15,3.64,6.21,8.68,5.54,6.07
8.06,10.89,5.5,7.8,10.89,11.20,5.23,6.07
9.21,11.07,4.79,4.48,20.36,17.88,7.93,7.49
4.7,7.44,5.28,4.13,25.00,24.52,10.89,8.99
1.65,3.07,10.58,1.3,31.77,27.70,9.74,9.12
2.98,1.61,7.93,3.68,24.34,21.86,6.25,9.52
3.68,2.05,10.36,2.58,18.41,15.71,7.71,7.09
7.13,7.18,12.66,8.02,7.09,8.90,13.64,9.26
7.93,5.37,5.14,5.67,7.31,7.84,12.18,11.78
4.35,9.83,3.2,10.94,9.92,13.55,5.54,26.15
0.9,18.72,1.52,30.71,15.54,27.30,2.45,51.63
1.16,16.78,1.69,3.11,16.25,36.15,2.18,50.83
2.22,8.2,1.87,8.81,14.17,40.88,2.36,22.66
1.92,3.42,1.87,3.91,8.86,31.73,2.22,6.38
1.47,1.83,7.58,1.96,4.13,24.12,3.11,3.24
8.55,3.86,6.43,2.0,4.66,18.06,6.69,5.41
15.54,6.34,20.89,3.82,10.58,16.55,14.08,10.67
15.76,6.21,14.08,1.78,13.86,20.31,14.34,12.44
8.55,3.95,7.97,2.09,18.01,18.01,8.06,9.30
2.53,2.49,4.66,1.38,16.86,17.44,2.49,4.39
2.36,2.22,2.27,2.18,15.58,12.62,2.84,2.62
1.12,1.12,1.87,1.92,10.23,10.23,1.65,1.69
1.16,1.43,0.77,0.99,5.54,5.23,1.16,1.38
