ALPHA L,ALPHA R,BETA L,BETA R,DELTA L,DELTA R,THETA L,THETA R
12.31,13.68,13.5,9.61,17.48,12.40,12.88,17.48
14.08,29.38,8.64,9.83,24.69,24.25,17.31,32.39
9.66,35.0,7.31,16.38,35.71,29.91,13.37,33.85
10.67,18.63,7.53,12.26,46.81,40.92,9.92,24.29
15.85,8.37,13.15,14.21,54.06,32.57,8.02,11.73
20.67,14.79,20.27,17.88,61.58,39.07,15.49,5.19
18.85,6.25,6.12,9.17,66.80,34.25,31.28,4.08
11.82,7.05,4.35,11.34,61.05,40.62,27.04,4.61
5.54,6.87,1.96,4.79,58.57,41.41,11.96,5.28
1.47,4.75,4.26,3.33,33.18,34.16,7.09,5.14
2.58,6.78,2.45,12.13,28.36,29.25,2.71,13.06
2.18,9.7,2.31,21.69,12.93,16.69,2.71,21.51
0.68,5.32,1.3,49.2,9.52,22.84,1.25,27.79
1.25,4.39,0.81,21.07,3.68,23.72,1.25,25.67
1.52,7.75,1.21,8.24,3.20,38.32,1.61,21.20
1.52,19.39,1.3,17.88,2.40,43.84,1.61,22.00
1.38,27.39,1.25,12.88,1.87,52.47,1.47,25.36
1.21,19.78,1.25,5.76,1.47,58.84,1.30,29.20
1.34,11.34,1.78,7.62,1.12,49.11,1.25,21.02
1.78,7.4,2.18,3.11,1.16,45.66,1.38,14.34
1.96,4.13,6.91,18.46,2.36,25.44,3.82,12.18
2.53,3.91,6.12,8.42,4.39,24.52,7.71,6.87
7.84,2.31,12.62,8.95,7.75,16.11,6.03,3.77
14.39,7.62,4.61,6.21,10.76,17.75,3.64,3.24
16.2,14.03,6.12,6.82,10.36,10.94,9.48,7.44
10.1,11.38,7.89,7.13,9.21,7.80,9.26,17.66
10.85,15.67,11.82,4.17,15.76,4.79,12.75,25.40
17.62,17.57,12.93,13.37,31.06,9.96,16.07,39.51
20.93,16.42,46.72,15.14,42.03,23.68,12.35,45.75
15.63,16.6,6.07,19.3,52.34,31.95,3.77,45.26
7.8,12.04,10.54,8.28,40.26,42.87,8.42,29.51
8.68,5.41,6.47,3.82,34.64,37.48,7.00,8.77
13.68,7.8,8.99,8.77,16.91,30.49,4.17,5.28
13.19,10.58,6.29,9.96,14.48,19.74,9.04,7.53
10.85,9.17,12.75,13.68,17.53,12.31,14.61,12.66
10.01,8.99,6.69,11.34,21.77,12.80,13.02,13.55
9.57,8.51,12.62,18.46,28.45,15.10,8.95,15.32
7.71,11.78,3.15,4.79,28.85,20.23,4.22,21.55
6.6,14.12,11.11,7.22,25.27,21.77,8.24,20.98
6.03,11.38,6.69,3.99,20.05,20.49,14.12,15.10
8.33,6.87,5.14,6.25,13.90,16.69,13.90,11.47
19.21,18.77,14.87,8.15,21.20,20.31,15.45,22.44
15.1,23.81,4.39,16.2,25.75,24.43,18.46,34.16
10.05,15.76,17.84,12.75,35.22,28.85,21.95,39.42
5.14,10.05,1.87,46.32,40.08,25.98,25.89,29.96
12.22,14.08,20.67,7.22,41.01,19.12,38.76,12.93
20.67,11.16,11.73,9.61,39.38,19.34,53.00,3.60
13.9,8.55,6.16,10.19,35.57,27.70,43.67,10.50
5.59,6.65,8.24,13.02,44.91,30.35,17.84,16.38
11.51,3.73,9.96,15.14,50.66,27.79,17.04,17.17
13.77,7.62,35.31,17.4,49.20,15.41,30.09,15.45
11.82,7.67,14.83,12.49,42.07,10.67,34.82,15.58
5.98,9.96,13.41,10.01,34.60,7.22,21.82,12.09
2.4,12.22,5.23,4.08,25.14,6.65,7.53,7.67
2.36,8.15,2.71,6.47,17.17,6.21,3.33,7.44
3.55,4.79,3.73,3.55,9.39,10.94,6.16,12.93
4.83,12.75,17.26,10.05,13.15,15.32,7.62,20.36
6.47,14.3,11.16,6.65,12.88,24.25,11.60,24.34
4.08,11.91,20.05,7.71,18.72,28.01,24.47,18.15
3.46,8.02,8.42,8.59,20.40,30.35,24.74,14.83
5.23,7.67,8.55,7.18,36.15,32.34,15.14,7.62
6.69,10.98,8.28,4.17,36.19,25.44,9.57,3.99
9.96,17.53,3.77,10.98,35.88,22.48,11.51,5.06
9.83,20.89,5.01,2.71,23.68,16.42,7.97,14.08
