ALPHA L,ALPHA R,BETA L,BETA R,DELTA L,DELTA R,THETA L,THETA R
1.92,5.32,1.52,8.02,6.74,26.42,3.77,15.63
4.66,8.06,4.92,9.66,16.69,33.01,7.93,10.98
8.24,6.91,4.17,2.71,24.87,30.04,10.58,13.06
7.97,3.33,5.59,5.59,32.79,39.82,11.34,11.82
5.72,5.01,5.76,3.42,34.11,38.58,9.30,11.56
8.33,5.19,5.67,7.53,29.74,33.14,11.11,9.83
11.78,6.47,8.86,8.06,24.65,32.21,20.49,17.97
19.96,6.03,18.46,20.89,21.82,29.82,25.00,30.84
24.29,12.35,23.5,24.38,27.66,36.81,30.04,36.55
18.5,14.7,12.84,16.2,44.24,42.38,26.73,29.96
8.37,9.17,8.42,10.58,46.94,40.53,9.39,14.08
2.98,3.46,2.62,3.33,43.22,33.89,6.43,6.56
3.91,4.79,2.27,2.09,28.94,23.81,9.74,5.94
4.08,6.47,5.37,3.68,16.33,15.76,11.91,4.75
5.1,8.06,6.65,5.37,9.74,12.93,12.00,3.91
7.49,7.62,8.73,4.39,7.97,7.27,11.96,6.74
6.34,5.32,5.37,6.29,12.44,6.38,8.33,11.16
11.82,11.34,4.44,7.13,18.63,11.25,12.84,10.76
15.32,14.61,19.16,19.83,17.79,15.23,27.88,26.77
24.74,22.0,14.48,18.59,25.00,28.14,40.13,40.13
25.75,21.51,13.11,9.48,32.48,36.55,35.13,34.69
13.33,11.73,3.99,9.83,36.19,40.88,21.07,17.66
3.73,4.57,5.85,5.23,33.05,38.09,14.21,6.60
10.19,14.08,7.67,3.42,19.74,25.71,11.16,8.90
11.82,17.66,8.86,13.15,19.56,28.23,11.65,9.88
10.41,13.9,6.91,7.05,15.58,20.18,25.53,17.31
13.9,15.71,16.02,29.51,19.30,23.81,32.96,34.51
22.92,19.16,19.34,20.31,23.94,19.70,34.60,47.12
18.46,13.11,7.27,12.66,33.89,32.17,31.46,39.55
7.22,5.5,10.19,12.97,36.33,32.17,19.16,22.53
7.84,5.81,4.3,10.76,29.74,29.82,8.90,7.84
10.19,9.83,9.96,11.69,17.62,16.11,5.81,4.48
10.5,11.07,3.02,10.36,10.85,12.97,15.58,7.00
9.12,8.9,12.18,11.65,6.96,13.68,17.93,9.74
13.95,14.26,6.43,7.75,7.80,14.21,15.23,10.14
17.22,14.74,8.28,9.79,10.76,17.17,20.80,9.83
17.4,8.73,8.77,5.63,15.05,16.55,29.25,14.30
8.9,5.32,6.65,6.82,21.95,20.14,32.92,24.12
8.64,12.09,18.28,20.0,24.69,15.85,30.80,30.13
24.65,22.13,12.44,11.51,38.54,24.52,32.34,36.68
22.48,22.97,20.54,19.52,41.81,32.74,40.88,40.84
10.63,13.02,4.79,8.2,51.89,46.63,32.21,26.51
9.96,6.56,13.5,16.86,48.71,51.98,18.81,16.20
11.73,14.92,5.32,5.59,39.16,45.79,12.00,11.20
8.81,16.07,6.07,8.51,24.52,35.26,5.45,9.79
4.88,6.65,6.96,4.04,10.58,21.42,5.19,12.00
2.49,5.54,4.92,2.84,5.94,19.78,11.29,7.53
7.05,7.22,3.68,3.55,7.05,20.93,12.00,16.20
10.72,5.45,2.76,3.11,7.13,22.00,5.14,19.87
5.41,4.79,5.72,6.6,12.97,22.70,8.42,13.24
11.38,10.36,2.76,3.91,16.07,21.60,8.55,6.12
12.88,12.88,9.08,6.74,17.62,18.63,4.97,7.13
7.27,10.81,3.2,3.86,13.64,13.37,2.31,7.75
3.15,5.85,4.57,2.98,9.12,9.88,6.74,4.44
3.2,4.35,3.46,3.68,8.02,11.42,12.80,5.41
4.88,2.09,4.61,4.04,9.30,15.10,16.82,11.56
5.81,2.71,2.71,3.77,14.43,22.08,14.03,13.15
5.37,4.44,4.88,3.07,14.30,22.97,8.15,13.28
2.53,6.34,1.47,3.51,13.28,22.88,11.78,18.24
6.16,10.27,4.13,3.73,8.20,18.85,11.20,18.50
7.97,11.56,2.76,2.18,8.28,18.41,11.47,17.17
8.2,12.53,5.5,7.49,7.49,23.63,17.75,15.45
8.95,12.35,4.3,2.93,6.69,23.50,17.93,11.38
6.74,9.35,3.02,2.76,4.48,22.70,10.32,9.12
3.73,2.67,6.52,1.3,2.53,16.25,6.82,7.05
6.82,4.3,7.49,3.64,2.05,12.09,10.10,13.15
9.92,6.78,3.33,3.73,2.14,10.27,16.86,21.51
9.61,5.1,7.27,6.29,3.33,7.49,23.37,27.13
8.99,6.16,2.27,4.35,6.12,5.23,22.17,20.80
6.38,4.22,6.91,3.6,10.98,3.55,18.68,16.78
5.72,6.07,11.91,10.05,20.05,6.52,10.41,11.38
9.96,5.41,9.88,16.16,22.70,11.03,17.04,24.03
8.86,6.6,28.59,25.31,30.22,20.93,44.55,46.19
15.94,13.77,24.83,28.98,28.01,27.92,51.36,45.66
15.27,12.49,10.89,12.8,41.90,44.86,37.21,30.84
7.27,4.92,10.23,8.2,37.92,43.62,14.65,13.33
7.58,7.4,6.65,6.91,38.05,42.07,8.20,11.07
3.46,4.26,9.7,9.35,23.50,28.23,9.48,14.56
8.55,10.05,8.06,7.36,17.70,20.85,19.03,28.85
19.43,23.28,22.79,21.42,15.18,20.36,22.00,38.89
25.05,24.96,21.6,20.49,21.38,20.93,21.55,38.45
17.66,13.55,9.3,7.49,37.39,36.19,28.72,38.23
7.22,8.46,10.85,8.59,41.41,34.38,17.13,21.51
13.11,11.78,6.56,4.44,41.06,31.64,17.09,11.91
25.4,25.09,21.24,21.86,29.69,18.63,25.09,22.53
30.44,31.37,13.41,15.23,29.29,20.58,27.04,32.83
26.02,25.89,10.63,21.15,27.79,23.59,35.09,38.93
10.94,11.56,5.59,5.06,34.03,29.60,29.91,30.44
9.43,5.94,7.58,7.8,29.03,27.92,18.99,19.12
14.3,10.81,5.94,4.79,29.29,26.68,9.96,7.36
8.06,4.97,1.69,2.05,16.47,26.24,10.36,5.14
4.17,5.54,2.36,2.31,14.48,22.08,9.26,12.26
6.78,10.94,6.87,7.49,14.21,19.03,14.30,16.64
12.75,13.55,8.86,4.92,19.96,9.21,18.94,16.73
8.28,8.95,7.4,7.31,23.59,5.98,19.47,19.08
3.02,2.89,4.66,3.29,24.03,3.99,11.78,18.81
6.03,6.91,2.67,6.52,17.26,7.89,10.14,14.61
4.66,8.11,2.27,6.91,12.13,12.31,12.31,8.90
5.28,11.2,8.46,6.43,7.53,19.61,9.26,3.73
9.35,11.34,3.42,8.77,10.41,20.05,3.99,4.17
11.51,10.63,4.13,2.98,12.13,18.50,5.45,8.55
8.81,8.81,4.61,5.01,12.49,12.71,7.40,12.04
4.83,4.08,3.64,1.61,12.62,12.97,8.28,13.11
5.76,7.22,2.22,1.69,12.49,13.77,11.25,8.28
4.52,8.95,4.35,5.9,14.65,17.00,9.39,13.15
2.53,2.76,7.13,7.53,15.98,18.81,10.45,20.14
5.54,10.63,7.05,14.3,21.29,23.28,18.68,19.65
10.32,16.42,15.94,8.37,20.89,24.16,29.12,34.56
15.71,14.34,11.78,25.89,29.78,25.67,40.22,55.08
16.86,11.78,16.86,24.21,35.00,24.43,43.62,57.16
8.64,15.27,4.61,11.51,47.07,28.45,25.89,32.92
6.21,10.67,9.83,5.67,49.68,25.49,10.67,9.52
13.64,11.03,2.14,3.99,41.46,20.31,3.91,4.44
11.56,8.73,7.97,7.67,29.03,11.42,7.13,13.11
7.67,2.4,6.43,6.82,11.51,10.54,9.83,12.80
5.59,5.41,6.38,6.56,8.20,11.42,7.49,9.43
9.79,9.57,5.06,6.07,8.24,13.37,8.86,6.91
12.04,9.35,14.79,11.56,12.66,13.19,9.88,7.31
11.29,10.45,11.07,8.24,10.72,10.94,15.23,20.18
24.12,15.01,23.28,22.75,12.53,11.78,20.18,41.85
31.24,16.02,20.89,28.01,17.04,12.00,28.01,56.10
23.41,8.28,10.05,12.75,31.24,18.10,37.56,46.72
12.75,1.92,12.8,9.66,33.67,20.45,26.02,25.80
4.75,3.07,7.18,8.33,30.97,16.78,15.41,19.30
9.12,8.37,11.29,13.33,24.43,15.49,23.72,23.23
12.66,10.36,7.31,21.07,19.30,15.10,27.97,28.32
13.28,6.47,25.67,30.13,20.45,26.06,34.78,46.94
18.32,4.97,15.23,27.04,21.77,30.04,42.61,52.65
18.24,11.2,11.78,12.8,32.08,41.28,33.54,37.30
8.28,7.67,5.94,10.01,32.21,34.64,16.86,19.12
3.02,2.62,3.2,4.97,29.47,31.06,6.43,5.14
1.25,1.38,1.16,2.4,15.41,13.99,2.00,2.22
0.94,4.08,1.21,2.4,8.37,10.36,0.94,3.64
2.53,7.53,3.29,6.34,2.40,6.21,1.69,10.10
3.46,7.36,3.42,5.5,3.37,7.75,5.50,13.28
4.92,4.48,5.01,4.17,9.61,9.21,10.45,8.24
4.52,10.94,7.62,10.85,13.90,8.73,24.34,11.20
