ALPHA L,ALPHA R,BETA L,BETA R,DELTA L,DELTA R,THETA L,THETA R
4.48,2.76,2.76,3.11,2.27,16.78,3.55,8.42
6.25,4.35,3.37,2.49,3.15,10.14,5.23,7.09
3.77,8.06,3.46,5.72,3.68,7.75,3.99,5.81
3.42,8.9,5.06,4.35,5.06,4.44,2.40,5.32
8.68,5.45,4.44,4.97,5.72,3.73,4.70,4.88
9.88,4.17,3.64,2.93,7.58,3.07,6.12,5.72
6.87,4.75,4.75,4.83,10.14,5.63,5.81,6.34
4.22,5.67,2.27,5.06,11.20,8.11,5.06,9.30
2.71,5.45,7.93,6.82,12.62,12.18,5.28,10.10
3.55,4.3,2.27,4.66,12.18,13.77,5.67,10.32
3.77,3.77,8.95,6.29,13.55,13.77,7.89,9.12
3.2,3.95,4.52,4.22,13.15,12.57,8.95,4.52
2.14,2.98,5.06,2.53,12.26,8.73,8.33,2.89
3.11,3.11,3.42,4.75,8.90,5.94,6.34,3.64
5.76,4.04,7.49,6.47,7.31,3.29,5.90,3.64
5.19,4.04,3.11,3.64,5.37,4.70,6.56,6.03
2.45,3.42,7.67,3.51,4.92,8.20,3.51,10.72
2.45,7.05,3.91,7.75,5.19,15.45,2.71,13.02
4.08,9.96,4.57,3.73,4.88,18.59,5.14,9.52
4.83,11.07,2.31,2.93,5.90,18.50,6.60,6.96
5.63,16.02,4.44,5.59,4.44,14.08,5.63,5.59
5.45,16.2,5.37,3.07,4.83,11.11,2.62,7.05
3.46,11.82,5.41,5.54,5.72,11.07,4.39,11.29
2.36,6.47,2.93,7.97,7.36,10.58,8.24,15.23
1.96,11.38,0.99,3.11,7.93,10.36,10.63,16.20
2.36,12.26,7.53,11.65,5.32,8.02,9.57,12.49
2.31,8.06,2.8,6.47,4.30,5.54,7.00,11.16
4.13,5.23,8.02,5.01,5.81,3.51,4.57,11.65
8.11,8.42,2.05,6.69,8.99,3.37,2.53,9.17
8.95,10.94,2.49,2.71,10.05,4.39,2.67,3.42
4.88,8.46,4.75,11.25,10.67,4.26,1.78,5.01
5.01,7.27,4.75,3.42,8.15,3.46,1.52,6.65
6.25,4.26,2.62,7.4,9.66,3.15,2.05,7.18
4.66,6.16,3.37,2.14,8.51,5.54,3.20,7.58
5.5,12.62,5.59,1.47,10.85,12.97,4.83,10.36
5.28,13.99,6.82,6.25,9.83,16.95,4.30,15.10
2.62,9.08,6.34,3.86,8.46,23.59,4.13,11.11
1.43,7.58,3.46,2.89,6.43,17.70,3.99,5.54
2.45,8.33,5.59,2.76,5.23,17.66,2.67,5.23
2.18,6.16,7.44,3.82,6.87,10.54,1.83,4.35
1.65,1.96,5.5,3.77,9.30,11.42,2.45,4.22
2.58,2.53,8.24,5.23,9.83,8.02,2.89,4.17
5.19,2.49,3.33,1.74,9.26,7.53,3.82,3.07
5.19,2.18,8.02,8.42,7.13,6.25,4.48,7.44
1.87,3.29,4.08,2.09,5.01,5.81,4.13,10.85
1.03,2.49,4.79,1.3,3.02,4.61,4.92,8.77
2.71,3.82,4.22,4.79,2.09,3.15,3.77,4.83
3.42,6.78,3.07,1.56,2.84,3.68,2.05,2.84
1.61,3.95,6.82,5.23,3.99,6.87,2.89,5.85
1.69,2.05,7.75,6.74,4.83,8.46,3.77,3.68
2.18,3.64,8.11,7.22,6.78,9.92,3.91,4.26
2.89,2.76,7.44,9.21,11.03,7.18,2.18,7.53
4.35,3.33,10.01,4.7,13.02,6.38,2.80,4.44
5.54,5.41,6.29,3.73,13.64,3.73,2.71,2.27
6.69,7.58,10.23,6.25,12.49,4.48,2.36,2.84
4.92,5.41,3.11,5.76,10.19,6.69,4.70,6.82
1.65,6.21,7.0,10.05,8.24,11.65,6.52,7.84
4.79,10.36,8.2,8.02,5.23,13.02,3.95,5.59
5.32,9.12,3.15,7.31,4.61,12.40,2.18,2.62
5.06,4.88,2.98,9.04,4.48,7.27,2.45,3.46
5.23,3.6,6.38,3.99,4.26,5.01,2.84,2.98
4.97,3.64,3.86,3.95,4.66,4.48,2.67,4.39
2.36,5.9,3.42,6.38,5.90,6.96,4.70,7.89
2.67,5.41,5.5,3.42,6.03,9.57,4.30,7.44
5.54,2.14,1.92,4.83,7.49,10.32,3.82,9.39
4.79,7.31,5.14,5.67,6.78,13.33,5.90,17.88
3.07,9.83,3.64,4.7,8.02,19.16,12.22,29.65
2.89,7.18,4.83,10.5,6.47,25.31,10.58,26.42
3.33,2.49,3.86,9.52,9.39,27.79,7.62,14.48
3.24,5.19,3.6,10.1,14.48,27.35,4.79,8.64
3.64,6.25,4.75,13.95,17.26,20.00,2.84,7.44
3.2,7.18,2.84,12.35,17.75,16.16,3.02,6.16
1.96,10.81,2.62,9.88,10.94,10.10,2.71,4.75
2.0,9.57,2.58,7.09,7.27,13.15,2.14,3.73
2.8,5.85,3.68,11.38,4.44,9.96,3.15,3.33
2.71,5.98,4.22,7.18,7.40,10.72,2.53,3.11
2.36,6.16,10.23,13.11,8.68,9.21,4.39,4.61
4.22,6.87,7.44,12.4,8.64,12.31,5.72,5.72
6.07,5.98,8.55,12.0,6.82,10.81,7.67,4.97
4.57,1.92,5.1,16.02,7.36,13.59,5.37,6.52
2.67,3.11,3.46,18.81,10.01,14.61,4.13,6.34
1.96,3.33,4.48,14.17,10.58,24.34,3.95,4.52
4.13,4.57,8.2,11.03,12.13,25.22,3.64,8.95
8.81,5.01,6.47,10.19,17.53,33.98,17.79,12.75
12.84,4.17,24.43,3.37,25.58,31.06,33.76,15.23
10.05,4.61,9.26,5.19,40.22,30.09,41.68,14.21
5.41,5.1,11.2,5.14,49.99,21.95,34.11,13.90
5.63,5.85,6.6,2.36,48.05,13.77,11.96,7.18
4.17,4.52,7.31,2.53,39.42,9.12,5.81,5.81
6.38,7.36,9.7,10.5,22.66,4.75,6.96,12.35
9.43,9.04,2.09,6.07,14.17,4.83,5.59,17.84
7.18,7.75,2.62,16.07,7.93,5.76,4.79,22.00
