ALPHA L,ALPHA R,BETA L,BETA R,DELTA L,DELTA R,THETA L,THETA R
4.17,7.27,4.52,8.37,5.37,7.22,3.60,3.99
4.88,5.76,3.68,6.82,8.55,5.94,3.20,3.42
4.52,7.22,6.78,15.85,9.52,5.37,5.45,6.78
4.52,7.67,3.24,11.69,9.43,6.91,7.89,11.38
3.73,6.69,3.73,12.44,6.43,10.67,5.23,10.27
3.11,6.96,3.07,12.84,6.29,12.75,4.39,4.35
2.58,7.75,2.45,8.55,4.52,14.43,4.30,3.55
2.22,7.4,2.27,6.34,4.88,10.05,3.07,4.13
2.18,3.77,3.82,5.72,5.98,9.21,3.46,7.53
1.25,5.81,5.14,14.61,9.43,9.35,3.91,5.67
3.82,8.95,10.85,7.8,18.59,18.85,7.27,7.67
6.52,7.36,4.88,8.99,27.44,29.07,14.30,16.82
6.07,6.87,7.8,12.22,31.73,33.36,17.35,22.57
3.86,8.86,3.91,13.59,37.08,35.75,9.43,15.27
7.53,11.16,7.75,6.6,31.64,34.87,14.30,15.98
7.05,14.52,11.2,15.1,39.20,35.75,22.75,18.68
5.59,13.95,2.58,20.09,33.67,36.06,17.84,18.32
2.98,6.96,3.6,13.24,31.24,35.44,10.41,31.59
1.61,15.76,2.84,21.55,20.14,35.09,3.91,29.43
0.99,16.73,2.22,22.75,9.79,30.18,1.16,21.38
3.37,10.05,3.51,19.34,5.50,25.09,2.49,12.53
3.02,13.06,4.66,17.97,8.77,19.52,7.62,6.60
6.34,6.56,10.36,8.33,14.08,22.75,12.09,10.32
8.33,5.72,12.57,10.89,20.54,22.08,10.85,7.13
10.45,10.85,25.27,17.26,20.14,32.17,11.69,6.29
12.57,13.28,5.9,8.9,17.75,27.92,15.71,10.19
14.79,16.16,25.84,22.84,15.63,24.38,9.92,12.80
10.1,12.66,12.0,19.74,13.55,13.28,5.59,9.88
8.2,5.14,13.11,15.54,21.64,13.72,4.22,4.92
17.09,1.38,18.77,18.59,25.09,15.76,8.24,7.44
30.49,4.61,28.85,7.8,28.28,24.52,12.88,11.42
27.74,7.75,7.67,13.5,21.95,20.80,13.24,7.97
12.66,5.45,7.67,8.2,15.67,25.31,9.83,17.04
8.68,4.08,7.49,11.78,12.84,19.08,17.88,25.53
7.67,4.3,6.43,12.18,14.43,25.67,19.61,22.61
5.72,6.69,5.59,6.69,18.72,19.08,16.51,20.00
12.4,7.05,14.03,5.37,24.07,20.14,14.48,17.26
15.1,5.1,6.25,7.89,21.42,14.56,11.96,16.69
8.95,6.82,21.02,7.97,18.46,15.01,7.13,13.55
6.16,11.29,13.9,8.11,11.47,13.72,5.90,5.01
7.09,7.58,8.37,12.97,7.53,12.31,9.17,4.70
10.41,2.84,19.16,5.85,6.65,9.92,9.04,7.00
