ALPHA L,ALPHA R,BETA L,BETA R,DELTA L,DELTA R,THETA L,THETA R
8.46,8.51,3.86,3.73,5.90,12.57,3.07,4.48
13.86,16.16,9.21,8.02,10.81,12.35,10.05,10.63
11.2,17.17,11.65,10.5,17.13,17.04,20.98,17.88
5.28,14.43,6.91,13.86,16.95,17.17,19.08,13.90
4.22,10.81,8.24,7.4,13.50,15.36,15.05,11.34
4.44,5.72,6.47,15.01,9.79,12.53,15.63,11.51
6.25,10.05,12.57,11.73,10.89,12.26,9.88,8.06
7.71,13.11,3.29,16.64,13.37,12.31,10.72,8.86
3.95,6.78,13.95,16.47,12.35,10.05,14.17,13.15
3.29,3.99,5.94,19.43,11.11,8.95,10.19,11.38
7.36,8.42,3.2,8.28,8.51,7.80,11.29,12.66
6.43,6.43,4.79,5.59,6.29,6.52,11.34,13.77
4.48,4.22,4.83,5.9,4.26,5.85,7.97,9.96
4.7,7.53,18.85,8.46,7.09,6.87,4.08,11.65
4.97,9.12,11.2,8.59,13.99,10.14,5.32,12.84
6.91,12.62,17.26,25.49,18.99,13.06,5.32,9.52
13.24,15.98,16.2,17.04,27.66,17.97,13.02,13.86
16.16,27.79,13.55,14.43,29.47,19.74,29.60,30.93
10.98,33.36,31.42,19.25,28.32,21.15,33.45,35.62
3.68,28.28,15.8,6.91,18.85,16.60,25.80,28.23
7.44,14.7,12.09,7.13,15.54,21.20,15.14,14.92
9.3,9.39,9.12,4.04,15.67,20.00,8.90,6.43
9.12,17.4,19.3,9.74,23.94,26.82,7.49,4.08
6.69,15.1,9.39,10.45,21.42,19.16,9.57,4.17
2.45,9.12,6.21,29.03,22.00,18.50,18.24,14.26
9.3,8.9,6.47,12.18,18.10,14.17,22.35,19.43
12.88,6.6,1.25,21.91,17.22,13.02,18.46,17.97
10.32,5.14,7.89,24.6,14.65,11.65,8.02,11.25
4.17,16.69,9.43,8.64,11.47,7.53,5.32,9.17
2.05,17.44,5.32,13.37,7.49,5.06,7.05,11.47
2.8,8.33,6.07,12.88,6.74,5.28,10.10,14.70
4.52,7.62,6.34,16.07,6.87,6.96,9.74,14.61
4.39,9.61,18.01,15.1,6.38,6.78,3.99,8.77
5.76,2.76,15.85,6.52,10.23,10.01,5.23,8.55
8.68,11.73,17.4,12.88,12.53,13.72,10.14,14.96
1.92,12.62,6.78,3.68,20.14,23.72,10.67,15.32
7.27,8.9,14.56,14.56,27.39,32.83,7.89,7.22
8.9,12.4,9.3,12.35,31.59,39.20,18.94,18.19
5.98,10.81,4.13,11.51,30.97,38.32,19.92,16.82
5.5,2.93,5.85,11.82,26.02,31.64,9.21,6.96
14.17,9.3,7.62,9.48,21.60,21.91,4.22,9.88
15.89,15.32,10.72,9.48,17.66,14.43,9.08,9.04
11.65,19.39,4.48,12.49,12.97,11.42,8.86,7.75
3.73,14.3,6.07,5.85,9.21,17.44,9.88,14.39
8.55,4.17,17.93,14.26,7.53,20.49,7.97,13.59
8.51,6.12,10.54,7.89,8.73,27.17,7.36,5.41
8.02,12.09,3.6,6.12,10.89,22.92,15.67,7.18
13.64,14.87,16.07,5.5,15.18,25.36,21.07,8.06
12.66,15.14,4.39,13.02,11.51,16.38,19.92,4.22
8.55,13.19,3.42,5.76,8.37,12.09,13.55,7.89
8.73,8.24,6.82,11.96,7.40,7.58,9.35,8.64
9.83,4.04,14.34,13.55,10.41,11.47,14.74,13.06
5.67,2.22,5.67,2.84,17.66,14.61,20.89,15.89
3.64,2.09,7.97,9.04,20.62,22.66,18.85,13.64
3.99,6.12,7.75,9.04,22.57,20.40,12.62,12.00
11.16,11.03,12.62,23.85,22.13,23.37,5.67,24.47
24.25,16.6,18.28,15.67,18.32,16.38,4.88,43.22
24.12,18.15,9.92,8.33,21.29,20.71,5.10,48.00
12.88,11.69,5.14,7.22,18.19,17.88,4.66,29.38
3.86,5.54,2.36,1.74,16.02,16.73,5.10,12.35
2.22,4.66,1.92,3.07,10.98,10.36,2.67,3.55
1.16,4.88,6.96,7.75,9.92,9.61,4.48,7.00
2.45,4.57,3.15,6.47,12.40,15.85,6.69,10.19
4.79,2.45,4.75,7.4,12.97,19.96,6.47,9.83
4.04,2.22,7.67,13.06,13.15,27.57,7.36,10.36
