TIME,BETA L,BETA R,ALPHA R,THETA R,DELTA R,ALPHA L,THETA L,DELTA L
sec.,A,B,B,B,B,A,A,A
0.125,2.58,7.09,11.20,===,===,2.98,===,===
0.250,7.53,8.46,11.20,8.15,===,4.83,7.58,===
0.375,9.66,14.96,7.27,19.52,12.84,12.49,27.13,14.74
0.500,28.01,36.68,11.07,36.37,14.21,18.90,36.68,23.37
0.625,13.64,13.81,17.88,44.55,25.36,14.12,39.07,34.07
0.750,21.29,19.21,13.37,41.50,26.90,5.50,37.56,37.74
0.875,10.14,17.17,4.48,27.61,25.58,10.27,31.90,35.93
1.000,16.33,9.39,9.43,19.30,19.87,18.46,25.40,27.88
1.125,9.79,14.79,12.57,16.73,21.73,21.07,10.23,24.21
1.250,14.92,12.93,11.60,21.73,24.60,17.00,13.06,20.85
1.375,5.19,8.20,11.25,23.23,22.70,15.32,22.61,15.63
1.500,22.88,11.69,4.83,11.38,15.98,25.58,21.86,14.26
1.625,18.10,22.22,9.21,22.97,10.81,30.13,25.31,25.71
1.750,22.17,24.03,17.35,33.80,10.41,15.94,30.35,35.71
1.875,21.86,33.80,28.67,18.90,9.96,8.46,19.96,38.58
2.000,10.81,20.23,32.48,10.76,9.12,19.21,13.28,29.16
2.125,24.03,14.30,30.88,15.76,14.34,26.06,15.80,20.09
2.250,11.60,7.31,20.80,14.56,15.85,15.85,8.95,11.82
2.375,15.10,8.37,5.72,9.21,22.97,7.18,10.76,9.26
2.500,10.01,8.73,2.93,9.48,17.13,16.07,12.09,6.96
2.625,7.71,5.06,5.19,7.97,14.26,18.59,13.41,9.26
2.750,6.74,13.15,8.24,8.06,11.60,15.27,10.19,9.52
2.875,9.48,4.35,4.70,18.90,14.92,7.97,11.29,9.43
3.000,6.47,9.30,5.37,23.23,23.85,5.28,16.91,10.50
3.125,8.20,11.47,9.48,25.98,17.53,12.71,21.07,9.79
3.250,16.95,15.76,12.84,27.66,16.78,16.25,16.64,13.41
