"Time","PIP Beta R","PIP Alpha R","PIP Theta R","PIP Delta R","PIP Beta L","PIP Alpha L","PIP Theta L","PIP Delta L","beta L","beta R","alpha R","theta R","delta R","alpha L","theta L","delta L"
"sec.","B","B","B","B","A","A","A","A","A","B","B","B","B","A","A","A"
0.125,===,===,===,===,===,===,===,===,0.85,2.31,2.89,===,===,0.77,===,===
0.250,===,===,===,===,===,===,===,===,1.12,1.03,1.43,1.83,===,1.61,1.12,===
0.375,===,===,===,===,===,===,===,===,4.57,1.92,1.56,2.67,2.31,2.00,3.24,0.99
0.500,===,===,===,===,===,===,===,===,2.27,1.61,3.24,3.60,1.96,3.55,6.91,1.21
0.625,===,===,===,===,===,===,===,===,8.20,4.22,5.81,3.60,2.58,4.79,10.01,2.27
0.750,===,===,===,===,===,===,===,===,5.01,2.49,6.52,3.64,3.24,3.82,6.87,3.68
0.875,===,===,===,===,===,===,===,===,4.35,3.46,4.97,4.30,3.91,2.98,2.93,6.69
1.000,===,===,===,===,===,===,===,===,4.44,1.96,4.48,4.04,3.60,2.62,2.27,10.10
1.125,===,===,===,===,===,===,===,===,2.67,4.30,3.91,2.05,2.62,3.15,5.37,11.69
1.250,===,===,===,===,===,===,===,===,2.98,1.74,2.45,1.34,2.40,4.30,7.40,11.16
1.375,===,===,===,===,===,===,===,===,6.96,6.21,4.57,2.05,2.67,5.32,6.07,8.81
1.500,===,===,===,===,===,===,===,===,2.00,1.87,6.65,3.55,3.24,7.00,4.39,8.02
1.625,===,===,===,===,===,===,===,===,4.22,4.57,6.52,4.48,3.29,8.33,4.30,7.27
1.750,===,===,===,===,===,===,===,===,4.79,3.77,4.75,3.02,2.45,6.87,5.72,5.90
1.875,===,===,===,===,===,===,===,===,6.52,2.76,3.51,2.22,3.02,2.62,8.02,4.30
2.000,===,===,===,===,===,===,===,===,7.44,4.61,2.84,3.33,3.46,4.22,8.81,3.51
2.125,===,===,===,===,===,===,===,===,3.42,2.62,4.92,2.62,4.70,6.25,8.51,2.71
2.250,===,===,===,===,===,===,===,===,8.77,5.23,5.28,3.99,4.52,4.88,6.65,3.02
2.375,===,===,===,===,===,===,===,===,3.46,2.58,2.45,3.68,5.50,4.22,3.91,3.51
2.500,===,===,===,===,===,===,===,===,5.01,1.96,3.73,3.55,6.74,2.05,3.60,8.68
2.625,===,===,===,===,===,===,===,===,2.49,2.31,5.54,2.58,7.40,4.39,5.14,12.31
2.750,===,===,===,===,===,===,===,===,3.11,2.49,3.60,3.29,7.22,5.90,3.73,15.54
2.875,===,===,===,===,===,===,===,===,4.83,2.00,2.05,4.08,5.98,5.50,2.36,17.13
3.000,===,===,===,===,===,===,===,===,5.06,2.14,2.76,3.64,5.01,4.61,5.54,15.71
3.125,===,===,===,===,===,===,===,===,6.07,1.30,3.07,2.58,4.39,3.86,5.98,13.64
3.250,===,===,===,===,===,===,===,===,4.39,1.43,2.36,1.43,3.51,2.58,5.76,9.48
3.375,===,===,===,===,===,===,===,===,2.27,1.83,2.22,2.89,3.46,3.95,4.97,7.18
3.500,===,===,===,===,===,===,===,===,4.57,3.60,1.43,3.64,2.80,6.43,4.97,6.34
3.625,===,===,===,===,===,===,===,===,6.87,2.14,1.61,2.18,1.92,8.11,7.75,8.59
3.750,===,===,===,===,===,===,===,===,3.73,2.09,2.76,1.65,1.52,7.80,10.01,10.05
3.875,===,===,===,===,===,===,===,===,6.21,3.20,4.13,3.15,1.30,5.45,8.51,13.15
4.000,===,===,===,===,===,===,===,===,7.31,5.23,3.46,5.19,1.61,3.46,6.52,11.56
4.125,2.25,8.39,8.47,23.53,10.20,10.20,17.73,44.12,2.80,2.84,2.36,5.67,2.18,3.46,6.21,8.77
4.250,2.28,8.08,8.47,22.45,10.35,10.35,17.33,43.33,3.68,3.24,2.45,3.68,2.58,3.15,6.03,7.71
4.375,2.25,8.00,8.63,21.76,10.59,10.59,17.18,43.24,2.14,2.84,1.21,2.14,3.77,4.08,4.26,9.26
4.500,2.17,7.69,8.78,21.47,10.98,10.98,18.04,44.02,4.66,3.33,1.52,2.58,5.28,4.08,3.77,16.95
4.625,2.07,7.29,9.02,22.06,11.14,11.14,20.39,45.39,5.67,1.21,1.21,3.15,6.69,2.40,14.21,27.35
4.750,1.93,6.98,9.18,22.84,11.37,11.37,23.29,47.55,4.44,3.02,3.73,4.88,8.77,3.86,26.02,32.30
4.875,1.89,6.98,9.25,23.82,11.61,11.61,26.27,49.71,3.29,1.21,5.01,4.08,10.67,5.06,21.38,31.73
5.000,1.85,6.98,9.33,25.10,11.61,11.61,28.71,51.96,2.45,1.07,2.93,2.45,10.89,2.45,8.73,25.27
5.125,1.71,6.82,9.33,26.67,11.53,11.53,29.73,53.73,2.80,2.31,1.83,1.92,9.88,3.07,8.51,22.79
5.250,1.68,6.59,9.33,28.33,11.37,11.37,30.75,56.76,7.31,3.24,1.96,2.22,7.67,2.98,10.41,22.00
5.375,1.57,6.20,9.10,30.10,11.22,11.22,31.61,60.20,1.65,0.99,1.56,2.89,9.79,5.81,10.63,23.99
5.500,1.57,5.73,9.02,31.96,11.45,11.45,32.86,63.63,6.52,3.60,1.47,1.65,10.76,6.52,9.30,26.90
5.625,1.57,5.33,8.63,33.24,11.61,11.61,33.80,65.88,3.86,0.94,0.99,1.30,10.36,4.75,8.20,24.65
5.750,1.53,5.02,8.39,33.92,11.45,11.45,33.96,66.47,1.56,1.43,1.47,1.03,7.44,3.02,5.37,20.36
5.875,1.57,4.78,8.16,33.82,11.22,11.22,33.80,65.10,2.09,2.22,2.89,1.69,4.39,2.18,3.82,9.52
6.000,1.57,4.78,8.24,33.53,11.06,11.06,33.41,63.63,2.67,1.69,3.46,4.04,2.89,4.08,2.98,8.28
6.125,1.57,4.86,8.47,33.04,11.14,11.14,33.65,63.53,3.33,2.09,2.71,4.17,1.92,5.06,4.39,7.93
6.250,1.60,4.86,8.63,32.16,11.45,11.45,33.80,64.31,2.62,1.96,1.83,2.49,3.64,3.11,5.19,10.72
6.375,1.64,4.78,8.71,31.67,11.84,11.84,34.27,65.49,6.29,2.00,1.61,4.30,5.14,3.99,5.85,10.94
6.500,1.71,4.86,9.18,32.06,12.24,12.24,35.53,66.86,1.34,2.80,1.65,7.40,9.08,4.13,10.32,11.34
6.625,2.00,5.41,10.27,33.53,12.39,12.39,37.18,68.73,3.51,2.93,5.28,8.37,13.41,1.83,16.33,13.24
6.750,2.39,6.27,11.45,35.49,12.31,12.31,38.90,69.61,2.67,9.39,9.96,6.38,16.38,3.37,17.04,13.59
6.875,2.89,7.22,12.55,37.55,12.39,12.39,39.92,68.82,2.31,6.69,9.79,6.34,19.56,3.99,6.69,15.27
7.000,3.28,7.76,13.41,39.71,12.39,12.39,40.39,67.25,2.45,9.35,7.05,9.04,18.37,4.61,5.23,11.56
7.125,3.46,8.16,14.12,41.76,12.31,12.31,40.55,65.39,3.60,4.52,5.19,10.05,15.63,3.60,7.13,8.86
7.250,3.53,8.55,15.06,43.33,12.24,12.24,40.94,64.22,3.55,3.77,1.47,9.30,11.16,3.51,8.20,5.01
7.375,3.57,8.78,15.69,44.22,12.24,12.24,41.96,63.73,5.23,1.96,2.00,7.00,6.07,4.13,11.56,4.22
7.500,3.64,9.02,16.31,44.80,12.08,12.08,42.43,63.33,2.76,1.96,2.93,7.22,5.10,5.72,15.27,4.97
7.625,3.64,9.18,16.94,45.29,11.84,11.84,41.73,63.24,4.97,3.42,3.24,9.79,6.12,5.28,14.08,10.94
7.750,3.71,9.25,17.41,46.08,11.45,11.45,40.00,63.14,2.53,2.05,3.02,8.15,10.54,4.92,10.58,16.47
7.875,3.78,9.33,17.73,47.45,10.98,10.98,37.57,63.24,2.09,6.43,1.96,5.54,12.84,2.36,7.58,22.66
8.000,3.99,9.18,17.65,48.73,10.27,10.27,34.90,63.53,2.71,4.79,2.93,2.98,15.58,1.78,5.98,24.34
8.125,4.14,9.02,17.65,49.31,9.73,9.73,32.71,63.73,3.60,4.13,2.53,2.22,12.18,2.18,4.44,21.15
8.250,4.31,9.02,17.57,49.22,9.41,9.41,31.76,64.22,6.69,3.51,2.40,2.98,10.94,2.05,4.22,18.24
8.375,4.39,9.10,17.88,49.31,9.25,9.25,31.61,63.63,4.04,2.09,3.42,4.92,8.37,3.07,9.66,11.42
8.500,4.46,9.49,18.67,49.41,9.10,9.10,31.53,62.55,3.82,4.39,5.50,9.74,10.94,5.37,14.12,10.01
8.625,4.56,9.88,19.69,49.51,9.18,9.18,31.45,61.57,5.67,2.49,5.01,9.66,11.42,6.43,16.38,11.20
8.750,4.60,10.20,20.63,49.31,9.10,9.10,31.22,60.39,5.14,2.36,4.17,5.14,11.78,6.03,12.44,13.37
8.875,4.71,10.43,20.94,48.82,9.33,9.33,31.29,59.90,5.81,3.15,3.51,2.80,6.74,5.14,8.42,15.63
9.000,4.71,10.51,21.10,48.24,9.73,9.73,31.69,60.78,2.58,1.96,2.49,3.37,5.98,4.13,5.98,13.46
9.125,4.74,10.59,21.02,47.75,10.04,10.04,32.08,61.76,2.27,5.32,3.51,2.76,4.04,3.60,5.28,11.11
9.250,4.88,10.67,21.02,47.65,10.20,10.20,32.08,61.37,2.53,1.65,3.37,1.30,5.76,3.91,2.80,10.19
9.375,5.03,10.82,21.02,48.04,10.04,10.04,31.84,60.69,5.76,6.43,2.67,1.30,4.52,2.09,2.71,8.28
9.500,5.17,10.98,20.86,48.33,9.80,9.80,31.29,60.10,3.99,2.93,4.22,2.36,5.23,4.52,4.88,9.74
9.625,5.13,11.14,20.31,47.65,9.57,9.57,29.96,59.41,5.10,3.82,3.77,2.98,4.13,5.19,4.83,8.20
9.750,4.96,10.75,19.29,46.08,9.41,9.41,27.76,58.14,4.79,1.61,2.71,2.53,4.08,4.61,2.80,7.05
9.875,4.63,10.20,18.27,44.12,9.41,9.41,26.27,57.06,4.52,4.48,2.18,2.89,3.15,3.51,2.84,5.19
10.000,4.21,9.80,17.88,42.65,10.12,10.12,26.51,57.45,4.52,5.14,5.45,2.98,3.73,10.36,10.76,8.59
10.125,3.92,9.73,18.27,41.08,11.45,11.45,28.63,59.22,7.97,7.71,6.47,9.52,5.76,14.61,24.96,13.86
10.250,3.78,9.80,19.14,40.00,13.18,13.18,31.45,62.06,3.95,3.11,6.03,12.49,6.60,11.96,29.82,20.45
10.375,3.64,9.80,19.61,39.71,14.43,14.43,33.80,65.10,4.39,3.51,2.31,7.00,7.97,7.09,20.49,20.45
10.500,3.57,9.57,20.24,40.98,14.98,14.98,34.82,67.94,3.20,2.31,2.00,6.87,12.44,2.89,12.22,19.25
10.625,3.46,9.33,21.25,43.43,15.92,15.92,35.61,70.10,5.06,3.51,3.07,13.37,16.47,9.83,7.13,21.86
10.750,3.46,9.10,22.59,45.88,17.65,17.65,37.73,71.57,13.95,1.87,2.05,18.37,24.60,18.72,24.83,25.09
10.875,3.39,8.86,23.53,47.65,20.24,20.24,40.39,72.35,23.15,2.58,2.58,18.24,24.96,19.56,37.56,26.90
11.000,3.28,8.86,24.39,48.24,22.59,22.59,43.14,72.94,7.05,1.61,4.26,13.90,25.31,13.81,32.17,24.38
11.125,3.07,8.86,25.25,48.43,24.00,24.00,45.73,73.63,5.32,2.36,4.30,7.97,21.29,6.87,17.13,21.38
11.250,2.96,9.18,26.04,49.02,24.78,24.78,46.75,73.33,5.85,1.87,2.80,3.29,16.38,5.67,9.96,19.21
11.375,2.78,9.10,26.04,49.22,25.41,25.41,47.06,73.33,3.46,1.21,2.93,2.58,12.97,7.40,6.07,13.11
11.500,2.75,9.10,25.41,48.24,25.73,25.73,46.59,73.63,2.58,0.90,4.08,3.15,8.99,4.92,3.37,10.41
11.625,2.64,8.86,24.31,46.18,25.65,25.65,45.80,74.12,4.39,1.21,3.33,3.55,7.05,3.60,4.52,12.26
11.750,2.60,8.63,23.06,43.33,25.33,25.33,44.78,74.12,4.17,1.52,2.00,2.53,5.54,3.11,2.71,13.28
11.875,2.57,8.31,22.04,41.27,25.02,25.02,43.92,73.73,2.45,2.40,1.61,2.22,4.35,1.78,5.41,12.09
12.000,2.50,8.08,21.65,40.39,24.47,24.47,43.22,72.35,3.91,2.31,1.87,2.49,4.22,1.12,5.23,6.34
12.125,2.46,7.92,21.57,39.80,24.00,24.00,42.59,70.78,1.65,3.51,2.14,3.42,3.77,1.61,4.66,4.08
