TIME,BETA L,BETA R,ALPHA R,THETA R,DELTA R,ALPHA L,THETA L,DELTA L
sec.,A,B,B,B,B,A,A,A
0.125,1.03,9.21,3.24,===,===,1.25,===,===
0.250,2.67,4.17,3.95,13.46,===,1.34,2.40,===
0.375,3.86,2.09,3.46,3.77,11.51,5.41,6.38,4.52
0.500,5.59,3.73,5.23,3.07,9.52,9.21,9.96,6.38
0.625,7.97,10.58,4.66,5.63,6.69,10.67,8.86,7.18
0.750,14.26,10.10,1.65,6.87,6.25,8.42,6.91,7.22
0.875,10.41,3.37,3.82,4.26,5.23,6.52,8.51,7.44
1.000,12.66,8.73,5.81,6.21,4.57,7.36,8.51,7.27
1.125,9.66,5.63,5.37,12.88,4.61,6.07,8.95,7.71
1.250,3.46,6.25,8.02,13.68,5.19,5.10,13.19,7.84
1.375,7.18,8.02,8.55,10.81,5.32,5.67,12.35,6.65
1.500,3.51,8.06,4.57,7.67,4.39,6.16,9.52,5.81
1.625,5.37,7.05,2.98,3.33,4.79,6.87,12.04,4.44
1.750,7.75,4.57,4.75,4.83,4.26,6.69,13.19,5.94
1.875,3.68,5.81,6.38,3.99,4.66,6.16,8.99,5.06
2.000,8.06,12.80,8.02,5.98,3.51,8.24,3.60,5.28
2.125,6.43,3.07,9.35,8.42,3.46,7.31,2.71,7.53
2.250,3.02,8.51,9.04,4.08,3.37,3.60,2.45,10.32
2.375,8.46,7.09,7.93,3.68,5.32,4.66,4.44,14.03
2.500,8.02,6.07,7.67,4.79,8.42,7.44,6.65,13.06
2.625,7.75,2.31,7.84,3.91,15.18,6.60,7.62,11.69
2.750,5.85,2.05,6.16,4.44,17.44,2.71,8.55,10.94
2.875,3.91,2.49,4.44,7.00,17.17,4.35,5.50,10.94
3.000,6.47,11.42,6.38,10.63,12.35,6.65,3.33,14.39
3.125,7.80,4.75,8.11,13.59,7.31,7.44,6.96,21.51
3.250,4.35,4.08,9.48,9.96,4.57,5.32,9.43,23.19
3.375,4.70,4.75,8.59,3.33,2.98,4.39,8.06,24.52
3.500,5.63,9.17,7.13,3.51,2.62,4.83,3.46,14.43
3.625,7.58,10.27,4.17,6.29,2.31,6.03,4.88,10.85
3.750,5.28,7.40,2.62,4.48,3.95,7.09,8.42,6.38
3.875,6.60,4.04,4.26,2.76,6.74,3.15,6.87,5.90
4.000,10.19,8.42,6.25,6.60,10.58,2.62,5.85,4.08
4.125,9.43,4.22,4.66,6.29,12.71,2.58,6.82,4.08
4.250,11.56,8.51,4.13,5.10,11.29,3.20,3.91,5.45
4.375,10.72,10.45,3.95,6.96,9.04,4.35,2.22,8.73
4.500,11.69,4.44,2.31,9.96,6.16,6.43,6.38,11.29
4.625,6.56,7.18,2.98,12.31,8.64,6.38,12.22,16.51
4.750,6.74,4.97,4.75,10.14,11.34,5.28,17.79,18.37
4.875,4.88,2.09,2.71,4.97,12.57,3.73,17.26,19.65
5.000,6.96,6.82,2.62,5.14,11.96,2.53,11.82,17.04
5.125,4.88,14.39,2.09,8.11,8.37,2.27,12.22,12.57
5.250,7.09,4.30,1.52,7.31,7.31,4.57,10.76,8.55
5.375,2.18,9.39,1.47,4.88,4.83,7.75,10.19,4.83
5.500,5.23,2.09,1.74,8.06,6.52,6.65,8.73,3.99
5.625,6.07,4.44,2.27,11.16,6.52,4.17,7.75,6.69
5.750,7.00,1.47,2.22,8.06,8.68,3.29,6.52,9.92
5.875,3.51,3.60,2.93,4.22,8.55,4.92,6.52,11.16
6.000,2.58,6.91,6.74,2.53,8.77,7.31,4.48,9.52
6.125,5.98,3.95,6.96,4.52,8.55,7.44,3.55,9.21
6.250,4.83,7.97,3.60,6.25,8.28,5.72,4.79,10.89
6.375,4.17,8.81,2.76,9.92,9.70,4.52,4.08,11.20
6.500,7.31,10.27,4.52,9.52,13.02,4.61,3.60,9.74
6.625,11.20,2.53,4.35,7.67,15.23,2.40,5.67,5.59
6.750,6.43,2.31,3.86,4.66,14.92,2.49,6.21,4.35
6.875,3.33,6.12,4.08,2.27,11.69,4.83,3.82,2.93
7.000,5.54,4.13,2.45,4.30,7.40,4.39,2.89,4.22
7.125,5.45,11.65,3.95,3.37,6.78,3.91,3.37,4.79
7.250,3.02,3.68,5.28,3.07,6.96,4.13,2.93,6.12
7.375,4.88,6.34,3.37,2.45,10.01,3.55,5.54,7.40
7.500,1.16,3.73,4.66,6.78,13.81,3.02,7.53,10.41
7.625,3.07,3.82,4.08,7.31,14.43,4.35,6.47,12.62
7.750,4.79,8.15,2.14,3.46,16.69,5.14,4.48,13.15
7.875,10.05,7.27,1.92,4.52,12.18,3.11,2.67,11.42
8.000,5.23,6.03,4.26,4.17,11.03,3.60,5.19,9.88
8.125,10.89,5.76,4.39,2.22,6.07,4.61,8.15,8.46
8.250,3.82,8.11,4.88,2.00,5.50,2.89,8.46,7.58
8.375,7.67,8.24,5.76,2.62,5.19,2.53,7.44,5.37
8.500,4.66,10.10,6.21,8.51,7.80,3.42,4.35,6.03
8.625,2.76,10.27,5.72,16.82,14.79,5.01,3.24,7.62
8.750,6.25,5.01,2.36,21.73,25.09,5.50,7.67,14.12
8.875,4.88,6.65,3.68,17.00,28.54,4.13,7.22,15.01
9.000,4.57,8.24,6.25,13.06,30.71,3.64,3.82,17.04
9.125,5.59,4.08,4.52,8.42,20.67,4.35,3.55,11.73
9.250,8.99,5.85,5.01,6.82,16.64,6.07,2.36,10.14
