"Time","beta L","beta R","alpha R","theta R","delta R","alpha L","theta L","delta L"
"sec.","A","B","B","B","B","A","A","A"
0.125,2.93,7.22,13.33,===,===,1.52,===,===
0.250,5.10,3.86,10.85,10.58,===,4.22,2.40,===
0.375,10.23,7.71,10.98,8.33,3.82,13.68,7.89,1.69
0.500,5.28,2.84,14.92,16.64,5.50,16.86,13.02,3.64
0.625,13.15,12.75,12.62,18.41,6.60,8.24,12.84,4.92
0.750,8.81,4.97,16.20,16.20,8.37,15.23,12.35,8.02
0.875,10.81,14.30,15.98,17.04,7.80,19.34,15.05,7.49
1.000,14.17,9.61,7.89,17.22,8.02,10.01,19.12,6.56
1.125,6.34,7.89,8.99,27.74,8.95,7.05,28.23,5.01
1.250,14.92,15.67,8.55,48.84,10.23,8.42,44.51,5.54
1.375,9.04,5.37,4.22,53.97,11.25,3.64,49.37,7.27
1.500,14.08,15.14,9.21,36.15,8.73,7.44,37.34,6.25
1.625,7.44,7.40,10.10,21.24,6.65,4.75,19.25,5.67
1.750,8.51,5.14,13.72,18.01,7.44,3.29,6.69,5.23
1.875,18.94,12.26,13.59,13.28,10.10,8.37,8.64,6.03
2.000,12.09,9.96,20.00,18.63,13.15,21.11,18.06,6.21
2.125,14.08,13.11,22.75,15.67,13.46,25.00,17.04,6.25
2.250,16.95,12.93,11.03,13.37,13.19,12.57,24.47,6.74
2.375,7.71,6.38,9.04,17.26,12.44,8.02,26.68,6.29
2.500,12.80,5.85,8.20,15.76,10.67,9.35,18.85,5.81
2.625,9.61,8.59,8.95,13.59,8.86,11.42,16.78,4.44
2.750,6.34,12.53,9.83,12.80,6.56,7.71,14.39,4.08
2.875,18.55,14.03,7.75,18.72,5.32,3.95,22.04,3.46
3.000,9.96,10.58,6.16,19.21,5.59,3.99,20.98,4.48
3.125,16.16,14.08,6.91,19.70,6.74,7.18,17.75,5.98
3.250,11.73,15.63,13.99,28.10,7.67,14.30,27.35,7.62
3.375,10.14,14.34,12.31,21.86,7.44,15.45,26.73,9.66
3.500,5.41,5.32,8.11,11.69,6.82,13.19,22.88,9.48
3.625,11.91,12.71,13.81,17.31,7.93,13.59,32.70,8.99
3.750,9.74,3.86,5.72,18.81,10.94,10.58,35.84,8.28
3.875,13.59,25.75,15.89,12.09,20.23,15.23,28.10,15.80
4.000,4.39,12.13,30.84,4.48,23.15,21.24,24.78,22.22
4.125,2.31,10.05,29.16,7.09,25.62,18.81,28.72,27.61
4.250,3.64,10.23,17.22,14.79,26.02,12.04,32.30,27.66
4.375,9.83,3.77,8.15,16.42,26.59,11.69,23.23,27.97
4.500,6.25,7.31,6.21,8.81,26.86,9.96,9.39,29.47
4.625,9.48,6.34,8.59,16.78,23.37,9.30,11.56,28.59
4.750,10.14,12.18,10.14,13.72,23.76,5.81,10.94,30.13
4.875,16.73,6.16,20.85,12.00,20.62,11.16,7.75,23.76
5.000,12.00,4.97,21.11,11.96,17.17,20.80,11.69,22.79
5.125,44.33,17.17,19.87,13.64,13.11,23.15,34.73,16.55
5.250,7.89,4.66,14.34,20.49,10.94,21.24,38.85,18.59
5.375,27.52,19.30,9.17,23.32,11.07,18.15,19.96,17.84
5.500,4.08,2.27,20.93,23.15,7.97,15.32,12.93,20.98
5.625,10.36,5.28,18.24,19.96,7.49,15.14,21.11,18.55
5.750,5.19,5.19,6.74,11.07,5.23,12.18,19.87,15.32
5.875,7.75,7.58,7.09,15.94,5.81,7.05,17.13,7.71
6.000,8.77,10.50,3.51,12.62,5.54,7.75,10.81,4.57
6.125,10.41,4.30,12.04,10.81,5.23,17.17,18.90,4.04
6.250,14.79,7.05,18.94,23.10,3.82,22.30,29.56,5.54
6.375,9.21,11.47,13.06,22.08,4.30,17.88,25.75,6.78
6.500,5.67,4.39,5.50,29.69,6.12,10.36,27.35,7.49
6.625,10.58,3.73,9.66,31.68,5.85,14.30,26.15,5.94
6.750,5.45,2.62,8.24,23.01,5.85,11.51,23.54,3.99
6.875,4.48,5.19,4.70,15.10,8.59,6.56,22.26,3.55
7.000,5.14,11.07,5.37,6.21,9.96,7.49,9.17,3.64
7.125,18.46,10.72,22.00,13.15,11.34,27.30,9.48,5.50
7.250,8.20,17.57,23.72,15.85,8.42,32.21,12.44,6.82
7.375,29.38,29.82,11.69,14.12,12.49,14.39,13.68,10.72
7.500,13.64,11.47,16.38,26.33,12.93,15.80,15.94,10.72
7.625,7.80,21.29,18.59,22.57,15.80,25.93,12.18,12.62
7.750,8.11,8.46,12.97,8.68,12.66,10.89,10.72,9.52
7.875,8.90,5.01,17.26,11.82,11.82,7.18,8.42,9.74
8.000,7.36,9.83,7.40,33.32,10.05,10.81,24.21,6.03
8.125,3.77,2.67,15.18,43.93,10.85,17.62,32.83,5.90
8.250,7.00,5.98,28.05,37.43,17.22,21.86,26.06,4.97
8.375,7.71,7.36,29.96,23.94,23.01,23.94,15.49,7.00
8.500,9.35,10.23,17.17,14.12,24.25,15.27,8.46,9.79
8.625,8.81,13.24,8.55,20.31,19.96,6.52,17.00,11.29
8.750,6.65,4.70,9.83,23.15,13.19,8.46,21.42,11.96
8.875,8.59,9.57,3.02,15.36,10.27,6.82,11.82,12.00
9.000,4.57,9.88,5.54,9.43,8.77,3.77,6.47,14.12
9.125,3.86,2.53,9.57,11.73,8.24,12.31,7.97,14.70
9.250,7.84,8.24,16.02,7.80,9.12,16.42,4.52,12.71
9.375,10.50,9.35,19.39,7.80,10.76,13.41,9.57,9.30
9.500,12.71,10.05,14.34,8.95,10.85,7.67,8.59,7.31
9.625,6.91,3.95,11.82,5.50,10.01,4.66,10.94,6.74
9.750,8.42,3.77,16.47,9.83,7.62,7.09,14.83,11.69
9.875,11.16,13.06,16.55,12.80,10.72,14.74,14.74,13.95
10.000,3.95,5.67,19.56,6.87,12.40,15.10,11.65,17.44
10.125,6.82,10.05,21.42,14.39,14.48,13.64,18.01,16.95
10.250,12.97,13.86,23.10,21.24,15.32,17.13,26.55,15.94
10.375,6.56,6.65,24.52,14.79,16.33,22.26,19.43,14.08
10.500,6.07,5.81,25.40,10.98,15.32,22.75,9.57,10.98
10.625,5.14,8.33,27.92,21.69,12.93,22.04,13.64,7.36
10.750,6.43,8.24,18.06,40.92,10.63,17.17,23.10,5.37
10.875,9.43,11.16,4.97,41.59,12.49,9.30,30.35,3.91
11.000,8.95,7.09,8.42,29.03,13.81,8.99,28.72,5.37
11.125,15.32,15.45,17.84,21.46,14.74,19.21,20.36,5.54
11.250,11.78,7.40,14.21,13.90,16.16,12.71,10.32,7.36
11.375,7.00,7.93,8.46,9.52,16.69,5.45,6.91,5.94
11.500,5.32,5.19,12.88,11.38,15.18,8.90,8.86,7.97
11.625,7.31,3.33,5.98,16.60,11.51,3.64,8.20,7.27
11.750,3.95,3.77,5.45,18.99,7.71,11.51,12.04,10.23
