"Time","PIP Beta R","PIP Alpha R","PIP Theta R","PIP Delta R","PIP Beta L","PIP Alpha L","PIP Theta L","PIP Delta L","beta L","beta R","alpha R","theta R","delta R","alpha L","theta L","delta L"
"sec.","B","B","B","B","A","A","A","A","A","B","B","B","B","A","A","A"
0.125,===,===,===,===,===,===,===,===,1.96,6.52,5.85,===,===,1.69,===,===
0.250,===,===,===,===,===,===,===,===,2.93,3.33,4.88,7.75,===,3.20,3.42,===
0.375,===,===,===,===,===,===,===,===,9.83,11.96,11.65,18.72,19.34,7.40,11.42,6.34
0.500,===,===,===,===,===,===,===,===,4.48,3.73,10.45,22.84,20.80,10.50,15.18,9.57
0.625,===,===,===,===,===,===,===,===,11.51,15.63,10.14,13.77,23.72,15.45,11.96,15.05
0.750,===,===,===,===,===,===,===,===,3.99,3.68,18.72,4.13,24.87,19.25,7.09,18.37
0.875,===,===,===,===,===,===,===,===,8.20,4.61,23.50,11.25,25.93,16.55,9.74,21.07
1.000,===,===,===,===,===,===,===,===,3.42,4.70,17.70,23.45,23.15,12.09,16.25,24.16
1.125,===,===,===,===,===,===,===,===,9.08,5.98,7.05,30.62,22.44,5.19,19.92,23.76
1.250,===,===,===,===,===,===,===,===,3.91,3.73,8.11,24.47,19.52,7.27,16.11,25.67
1.375,===,===,===,===,===,===,===,===,6.96,9.35,9.92,13.19,15.58,12.04,10.89,16.47
1.500,===,===,===,===,===,===,===,===,2.53,11.87,8.11,9.74,21.91,10.23,6.34,18.72
1.625,===,===,===,===,===,===,===,===,10.76,1.92,12.44,14.70,27.70,5.81,14.43,17.66
1.750,===,===,===,===,===,===,===,===,15.36,8.11,8.81,24.78,48.89,25.71,38.05,35.09
1.875,===,===,===,===,===,===,===,===,21.20,8.20,3.95,32.34,54.02,33.54,41.68,38.23
2.000,===,===,===,===,===,===,===,===,11.42,12.35,8.99,27.44,53.71,20.80,25.84,49.64
2.125,===,===,===,===,===,===,===,===,13.41,11.91,3.33,11.73,44.91,8.02,9.83,41.68
2.250,===,===,===,===,===,===,===,===,12.53,9.48,9.92,5.14,31.06,6.25,5.06,34.42
2.375,===,===,===,===,===,===,===,===,7.75,2.93,15.76,2.67,25.05,6.52,6.69,20.31
2.500,===,===,===,===,===,===,===,===,3.95,7.93,13.46,14.92,13.28,7.40,11.73,10.05
2.625,===,===,===,===,===,===,===,===,3.15,6.16,7.27,26.46,12.75,7.89,19.08,9.04
2.750,===,===,===,===,===,===,===,===,4.83,12.00,6.56,31.73,17.35,8.24,21.15,14.17
2.875,===,===,===,===,===,===,===,===,8.77,8.77,8.95,31.11,29.16,7.93,19.25,20.93
3.000,===,===,===,===,===,===,===,===,7.89,10.85,5.14,19.83,33.49,7.22,15.14,22.22
3.125,===,===,===,===,===,===,===,===,22.88,20.85,8.46,6.07,34.82,19.56,26.86,24.47
3.250,===,===,===,===,===,===,===,===,20.49,37.83,21.46,12.53,25.93,18.50,43.93,16.78
3.375,===,===,===,===,===,===,===,===,25.05,28.19,17.09,12.18,18.55,7.84,39.20,18.50
3.500,===,===,===,===,===,===,===,===,8.64,8.42,4.97,12.93,17.04,9.74,18.01,14.03
3.625,===,===,===,===,===,===,===,===,3.68,10.05,16.86,9.52,20.00,15.10,4.30,17.84
3.750,===,===,===,===,===,===,===,===,4.30,6.29,19.83,11.38,31.46,15.80,2.71,20.00
3.875,===,===,===,===,===,===,===,===,8.42,6.96,11.47,11.16,45.79,7.27,4.97,30.49
4.000,===,===,===,===,===,===,===,===,5.67,7.00,3.37,11.87,49.68,2.36,5.28,34.38
4.125,28.81,45.25,64.31,88.04,54.67,54.67,67.37,82.55,14.65,7.53,6.29,17.22,59.15,8.90,11.34,50.26
4.250,28.73,44.94,63.69,88.14,55.29,55.29,67.29,83.43,18.94,4.22,8.90,12.80,52.60,6.78,6.12,47.96
4.375,28.63,45.88,63.29,88.53,56.78,56.78,67.61,83.82,9.96,7.75,15.27,12.04,48.93,9.83,8.06,54.19
4.500,28.27,47.06,63.53,88.92,57.96,57.96,68.31,84.31,10.36,4.04,19.83,22.30,38.80,18.01,18.10,39.16
4.625,27.91,47.84,64.08,88.33,58.59,58.59,68.86,84.61,6.74,4.48,11.42,25.18,30.22,9.83,16.16,34.33
4.750,27.34,47.76,64.47,88.33,58.12,58.12,68.16,84.61,11.07,4.61,6.34,20.67,32.79,7.53,10.10,27.17
4.875,26.99,47.45,63.92,88.53,56.16,56.16,67.06,85.10,12.84,6.87,10.45,11.91,32.61,12.84,10.23,25.84
5.000,26.63,47.14,63.06,88.53,54.04,54.04,66.27,85.39,9.66,10.67,3.51,11.73,40.53,10.94,17.40,33.18
5.125,26.52,47.45,62.35,88.53,52.16,52.16,64.94,84.90,30.84,12.80,12.13,17.79,41.68,10.98,19.92,34.33
5.250,26.49,48.39,62.43,88.63,50.98,50.98,63.92,84.12,10.14,14.12,19.39,25.44,40.92,6.69,15.27,37.34
5.375,26.52,49.18,63.76,89.51,50.51,50.51,64.00,84.22,12.80,8.59,15.14,18.72,39.77,3.29,14.08,33.58
5.500,26.49,49.49,65.10,90.88,50.27,50.27,64.63,85.49,6.87,8.99,7.22,12.40,34.60,3.29,10.45,27.17
5.625,26.77,48.86,64.47,91.96,49.73,49.73,64.71,86.47,6.96,12.35,6.96,17.57,32.39,6.47,10.23,20.54
5.750,27.17,48.39,62.67,91.57,49.18,49.18,63.84,85.39,16.33,9.48,13.06,22.26,26.64,6.56,18.01,11.96
5.875,27.34,48.24,61.65,90.98,48.71,48.71,62.82,84.12,9.66,3.02,12.44,21.69,19.03,1.92,24.52,10.01
6.000,27.20,48.16,61.02,90.10,48.31,48.31,62.27,83.04,11.56,7.71,12.13,15.76,14.17,5.28,18.85,10.63
6.125,26.42,47.45,60.47,89.90,47.22,47.22,61.10,82.55,14.30,10.67,8.64,18.59,11.42,7.09,17.75,11.11
6.250,24.63,45.73,59.92,89.51,45.02,45.02,59.53,82.55,15.23,4.92,5.50,34.29,19.21,5.76,25.22,21.20
6.375,22.57,44.00,59.92,89.41,42.27,42.27,58.04,82.84,16.07,3.99,8.99,40.35,23.85,4.88,27.57,25.80
6.500,20.61,42.75,60.63,89.90,40.24,40.24,56.94,83.33,13.28,8.73,11.91,49.99,32.88,7.27,39.47,36.19
6.625,19.36,42.04,61.18,89.90,39.69,39.69,55.92,84.22,24.25,8.77,10.89,64.76,30.53,15.85,53.00,34.95
6.750,19.32,41.49,61.96,89.90,39.76,39.76,56.00,85.00,20.85,23.06,12.84,57.95,36.33,19.03,46.41,40.35
6.875,20.39,41.25,63.29,89.22,40.00,40.00,57.96,85.29,11.78,12.04,10.27,43.45,41.81,12.71,33.18,48.36
7.000,21.46,40.94,65.10,89.22,40.16,40.16,60.31,85.78,10.32,11.69,7.71,21.55,39.82,9.17,16.16,45.22
7.125,21.93,41.49,66.98,90.00,40.00,40.00,61.49,86.08,9.52,4.88,8.64,7.67,36.19,5.54,16.55,42.43
7.250,22.28,42.04,66.51,89.41,39.22,39.22,61.57,85.49,6.21,10.58,7.31,9.04,19.34,4.04,14.61,23.41
7.375,22.78,42.20,65.18,88.14,37.80,37.80,60.78,84.61,5.32,5.01,6.78,7.44,15.45,4.79,8.86,19.83
7.500,23.35,41.41,63.76,86.37,36.16,36.16,59.45,83.24,6.29,11.73,4.92,4.26,9.57,2.93,6.25,12.62
7.625,23.78,40.16,62.67,84.61,34.20,34.20,58.04,81.27,8.28,5.14,5.01,9.26,9.83,2.67,8.86,12.09
7.750,24.35,39.06,61.25,83.04,32.55,32.55,56.86,79.80,9.26,10.32,7.27,13.06,10.63,4.13,8.11,13.99
7.875,24.88,39.22,60.47,81.76,31.45,31.45,56.31,79.51,9.96,20.36,11.07,8.37,13.19,4.70,9.57,16.25
8.000,26.02,41.10,60.94,80.78,31.22,31.22,56.31,79.61,8.11,18.46,26.02,17.62,13.33,7.31,11.65,19.21
8.125,27.27,43.61,61.88,80.00,31.45,31.45,56.24,79.22,24.56,32.65,33.98,21.38,12.31,12.13,6.69,15.41
8.250,28.27,45.25,62.35,79.90,31.92,31.92,56.94,78.63,13.72,14.96,25.80,10.63,11.51,11.20,21.07,12.35
8.375,28.91,45.88,63.06,80.49,32.39,32.39,58.04,78.33,14.26,14.08,15.05,17.79,14.03,12.75,26.59,8.42
8.500,28.88,45.65,63.61,80.00,33.02,33.02,58.35,77.06,6.12,6.78,15.45,25.89,12.62,17.48,19.61,6.47
8.625,28.98,45.96,64.47,79.12,33.88,33.88,58.59,75.88,6.07,14.96,10.89,24.43,12.09,12.22,19.96,8.28
8.750,29.20,46.20,65.02,78.63,34.51,34.51,58.51,76.27,11.82,20.54,6.16,25.84,9.30,4.30,13.72,10.67
8.875,29.52,46.04,66.04,78.04,34.67,34.67,58.20,77.94,6.69,6.38,5.14,25.84,7.09,3.42,5.90,16.42
9.000,29.73,45.65,66.12,76.67,34.75,34.75,58.20,79.12,7.89,8.51,7.09,22.13,7.40,4.75,11.34,14.03
9.125,29.95,44.71,65.65,75.78,34.59,34.59,58.12,79.80,9.70,11.51,5.37,19.65,9.79,7.93,15.80,13.86
9.250,30.16,44.08,64.78,75.49,34.35,34.35,58.04,80.39,4.88,4.92,3.33,18.01,20.09,4.04,17.31,21.95
9.375,30.20,44.08,64.24,75.88,34.43,34.43,58.04,80.78,7.75,8.90,7.36,13.19,22.66,5.10,14.39,31.73
9.500,29.91,44.39,64.08,76.37,34.59,34.59,57.73,81.08,4.88,3.33,13.33,6.82,30.09,8.73,9.96,44.82
9.625,29.59,44.94,64.47,76.76,34.43,34.43,57.73,81.27,7.49,6.21,15.98,15.58,30.93,8.24,18.41,45.30
9.750,28.84,44.94,64.86,76.96,33.49,33.49,58.12,81.37,9.43,4.70,8.55,23.45,34.11,7.36,25.75,44.07
9.875,27.74,44.31,64.86,77.16,32.16,32.16,58.43,81.37,3.46,7.93,3.60,16.33,35.48,7.71,17.22,41.50
10.000,26.70,43.37,64.16,77.84,30.82,30.82,58.04,81.67,6.43,7.13,3.77,12.09,26.02,5.19,9.17,26.37
10.125,25.99,42.67,62.75,77.16,29.96,29.96,57.18,80.98,5.32,4.52,6.34,9.48,17.75,4.08,11.11,16.42
10.250,25.95,42.20,61.41,75.49,30.12,30.12,57.10,80.29,11.65,12.80,5.90,11.07,6.47,7.67,17.26,11.34
10.375,26.06,41.73,61.96,74.80,30.90,30.90,57.49,80.39,4.08,7.27,6.43,9.43,5.28,13.59,10.89,14.83
10.500,25.95,41.33,63.84,75.10,31.84,31.84,59.06,81.37,10.76,6.69,9.26,16.91,10.05,12.31,11.07,27.04
10.625,25.56,40.78,65.73,77.25,32.16,32.16,60.86,83.24,4.79,12.75,8.11,30.49,18.10,7.13,23.76,32.48
10.750,25.13,40.31,67.53,79.80,32.08,32.08,62.27,85.78,4.13,5.85,4.04,25.67,23.54,5.94,20.49,37.56
10.875,24.81,39.69,68.71,82.06,32.00,32.00,63.22,87.75,8.68,8.02,3.20,7.80,26.86,6.65,8.77,38.36
11.000,24.39,38.90,68.63,83.04,31.92,31.92,62.98,88.24,15.76,3.24,5.32,5.10,22.53,2.84,3.91,30.49
11.125,23.42,36.78,67.22,82.75,31.37,31.37,62.12,87.35,7.58,9.96,8.90,7.18,18.85,4.75,6.78,24.47
11.250,22.14,34.12,65.96,82.94,30.35,30.35,61.10,87.65,12.04,9.57,10.72,13.37,20.18,8.99,9.79,22.53
11.375,20.86,31.22,65.57,83.14,29.41,29.41,60.00,88.82,11.42,7.97,9.92,19.52,23.90,12.04,8.95,26.29
11.500,20.25,29.10,65.57,83.33,28.94,28.94,59.45,89.90,10.58,14.70,9.35,28.67,35.93,16.20,19.25,35.66
11.625,20.32,27.92,65.65,84.12,29.80,29.80,59.84,91.27,42.16,7.13,11.29,27.74,42.65,25.44,23.99,39.77
11.750,20.25,27.29,65.33,84.61,31.69,31.69,61.02,92.65,11.96,11.16,12.62,20.36,40.13,24.56,13.46,32.48
11.875,19.86,27.45,64.86,84.61,33.57,33.57,62.04,93.24,14.92,10.63,8.59,20.36,34.03,14.03,10.67,22.92
12.000,19.43,28.16,64.47,85.00,34.98,34.98,62.75,92.45,6.12,9.30,5.54,13.59,20.14,5.19,15.10,7.75
12.125,19.07,28.71,64.16,85.98,35.37,35.37,62.51,91.57,4.88,6.78,9.70,5.90,15.63,5.90,7.05,5.10
12.250,18.97,29.57,63.69,86.76,35.29,35.29,61.49,90.59,5.72,11.73,9.52,9.08,12.09,4.57,2.93,3.86
12.375,18.82,30.20,62.82,86.27,35.45,35.45,59.76,88.73,2.14,4.13,8.77,6.96,12.22,7.09,4.61,5.06
12.500,18.97,31.06,61.88,85.78,36.16,36.16,58.35,86.86,3.91,2.98,14.52,3.46,14.61,12.62,4.26,5.54
12.625,19.22,31.69,60.39,84.80,36.55,36.55,57.33,85.29,3.68,5.32,12.75,4.83,18.19,11.34,8.73,9.83
12.750,19.68,31.69,58.35,83.82,36.63,36.63,56.24,84.12,7.13,10.94,7.09,4.88,17.53,5.32,11.96,13.46
12.875,20.21,31.29,56.08,82.84,36.71,36.71,55.14,83.24,3.20,13.55,7.71,7.58,17.57,7.58,8.33,18.24
13.000,20.57,31.45,53.80,80.59,37.10,37.10,53.88,82.55,8.42,12.04,12.84,11.07,13.19,12.57,4.75,19.43
13.125,20.78,32.63,52.78,78.82,37.65,37.65,53.18,81.86,5.81,12.13,16.42,8.37,11.73,12.71,11.51,17.97
13.250,20.71,33.88,53.49,78.82,37.96,37.96,53.02,82.55,6.16,8.99,13.64,11.29,11.87,8.46,14.96,19.56
13.375,20.57,34.59,54.98,80.29,37.80,37.80,53.10,83.24,8.51,9.08,4.57,27.13,14.65,3.15,17.40,21.91
13.500,20.00,34.27,56.24,81.96,36.86,36.86,53.18,83.82,5.14,7.18,1.52,33.32,20.49,6.21,20.80,29.43
13.625,19.32,33.57,56.00,83.14,36.00,36.00,52.71,83.92,5.37,4.22,5.32,19.21,26.15,6.52,12.00,33.23
13.750,18.75,33.33,54.82,82.45,35.45,35.45,51.45,83.63,3.42,4.39,6.65,10.50,22.44,4.08,6.60,24.83
13.875,18.25,33.41,52.94,81.18,35.45,35.45,50.27,82.84,7.53,2.31,2.62,5.50,23.06,6.47,5.90,16.42
14.000,17.86,33.18,51.61,80.49,35.61,35.61,50.27,82.75,2.58,8.20,4.39,7.27,18.85,5.54,13.19,13.50
14.125,17.58,33.18,51.76,80.59,35.84,35.84,51.45,82.94,7.22,5.28,5.63,14.34,26.90,8.20,24.65,18.19
14.250,18.22,33.57,52.86,81.96,36.63,36.63,53.41,83.73,8.51,13.95,7.18,23.19,36.86,11.60,37.56,24.65
14.375,19.86,34.82,53.57,82.55,37.57,37.57,55.22,83.92,18.28,13.95,17.40,26.86,39.77,14.56,54.19,29.65
14.500,21.93,36.71,53.73,82.55,38.51,38.51,56.71,83.92,18.59,28.05,21.11,25.98,40.84,15.76,56.18,32.92
14.625,23.60,38.27,53.57,82.06,38.98,38.98,57.65,83.82,7.89,11.07,14.74,25.80,26.33,15.63,32.21,38.80
14.750,24.31,38.75,52.63,81.37,37.80,37.80,57.41,83.73,9.70,8.28,5.10,17.53,23.59,12.35,16.29,34.64
14.875,23.96,38.43,52.24,81.08,35.84,35.84,56.16,82.94,5.59,9.08,10.23,7.97,23.06,7.49,7.84,33.05
15.000,23.46,38.20,53.18,81.86,34.27,34.27,56.16,83.53,5.50,8.59,10.85,13.06,27.48,8.24,11.96,29.07
15.125,22.92,37.88,54.04,82.94,34.12,34.12,57.10,85.00,8.42,5.45,7.93,26.29,31.19,14.34,23.37,30.66
15.250,23.03,37.57,54.98,84.02,35.22,35.22,58.51,86.37,6.34,17.04,4.97,26.51,34.38,12.66,19.56,38.40
15.375,23.32,37.25,55.69,84.51,36.08,36.08,60.00,87.84,6.03,3.42,4.08,17.93,27.39,3.77,8.73,32.74
15.500,23.42,37.33,56.16,84.61,36.16,36.16,61.02,89.51,6.87,10.67,9.57,7.09,19.78,8.73,5.19,26.33
15.625,23.35,36.86,56.94,85.20,36.08,36.08,62.12,91.47,11.60,7.13,11.16,4.30,15.94,13.59,6.03,21.51
15.750,23.42,36.00,58.04,86.18,36.39,36.39,63.53,93.04,5.72,5.72,12.22,12.75,23.59,16.73,15.01,30.09
15.875,23.53,35.69,59.22,87.16,37.02,37.02,64.63,94.22,14.48,13.90,11.47,9.39,36.50,14.12,15.45,43.53
16.000,23.49,36.08,60.31,88.24,37.73,37.73,65.02,95.10,6.91,5.98,9.96,7.40,30.71,7.40,6.52,37.56
16.125,23.14,36.08,61.18,89.71,37.49,37.49,64.78,95.29,7.31,5.28,9.30,13.59,29.29,3.29,6.96,35.44
16.250,22.75,35.61,61.33,90.29,36.63,36.63,64.47,95.20,2.09,3.33,12.04,12.71,20.58,4.92,8.73,26.55
16.375,22.35,34.98,60.47,90.98,36.00,36.00,64.08,95.39,8.95,6.82,14.34,14.03,21.91,3.37,11.16,27.74
16.500,22.17,34.67,59.22,90.98,35.76,35.76,64.00,95.39,2.45,4.13,12.75,15.05,25.53,4.17,16.78,32.48
16.625,22.10,34.82,57.96,90.78,36.24,36.24,64.00,95.29,5.54,4.79,7.71,13.86,26.02,10.72,23.54,28.50
16.750,22.21,35.22,56.63,90.10,36.63,36.63,63.84,94.71,4.57,3.42,7.00,9.88,24.60,11.91,19.08,25.14
16.875,22.39,35.37,56.00,89.41,37.33,37.33,63.76,93.14,4.88,6.47,4.70,6.65,17.40,6.82,6.52,13.11
17.000,22.50,35.61,55.92,89.41,37.65,37.65,63.76,92.16,3.46,2.98,5.98,10.05,15.49,6.16,8.20,10.01
17.125,22.57,36.24,55.61,88.92,37.65,37.65,63.45,90.98,3.37,2.53,10.27,10.32,15.63,4.70,8.64,9.70
17.250,22.71,36.78,55.29,87.94,37.49,37.49,63.06,90.59,8.59,5.72,9.17,16.02,18.10,4.04,12.09,13.15
17.375,23.24,36.39,55.37,87.06,37.18,37.18,62.90,90.78,11.11,8.90,5.67,26.95,18.55,8.33,23.81,15.45
17.500,23.81,34.82,55.69,86.27,36.86,36.86,62.90,90.78,25.09,20.27,4.97,35.66,18.32,10.94,45.83,15.94
17.625,24.42,33.18,56.08,85.49,36.47,36.47,63.06,90.78,18.72,42.03,6.78,32.48,19.25,8.90,56.89,20.00
17.750,25.17,32.08,56.24,84.31,35.92,35.92,63.29,90.69,12.22,8.59,5.94,19.83,17.88,8.33,46.23,28.10
17.875,26.10,32.16,56.94,84.31,36.24,36.24,64.08,90.39,7.58,23.59,6.69,11.96,17.62,13.06,26.33,35.18
